SA1_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
80104103508,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,9,9,0,0,0,0,8,9,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,47
80104103509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,0,13,16,3,0,0,0,15,15,0,0,0,0,14,13,3,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,58,13,0,0,0,75
80104103510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,14,0,0,0,0,14,22,0,0,0,0,22,21,0,0,0,0,21,20,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,6,88,0,0,0,0,88
80104103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,16,16,3,0,0,0,17,8,0,0,0,0,8,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,8,0,0,0,59
80104103512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,20,0,0,0,0,20,23,0,0,0,0,23,12,0,0,0,0,12,7,0,0,0,0,7,9,0,0,0,0,9,81,0,0,0,0,81
80104103513,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,18,0,0,0,0,18,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,71,0,0,0,0,71
80104103514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,11,15,0,0,0,0,15,12,0,0,0,0,12,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,82,0,0,0,0,82
80104103515,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,18,0,0,0,0,18,20,0,0,0,0,20,7,0,0,0,0,7,4,0,0,0,0,4,68,0,0,0,0,68
80104103516,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,11,0,0,0,0,7,21,0,0,0,0,20,14,0,0,0,0,14,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,77,5,0,0,0,84
80104103517,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,4,9,0,0,0,0,12,13,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,45,6,0,0,0,51
80104103518,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,19,0,0,0,0,19,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,68,0,0,0,0,68
80104103519,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,17,0,0,0,0,17,12,0,0,0,0,15,7,0,0,0,0,7,7,0,0,0,0,7,6,0,0,0,0,6,62,3,0,0,0,67
80104103520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,18,9,6,0,0,0,16,10,0,0,0,0,13,3,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,31,22,0,0,0,47
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,13,11,10,0,0,0,24,6,3,0,0,0,10,8,0,0,0,0,8,6,0,0,0,0,6,5,4,0,0,0,8,44,22,0,0,0,65
80104103601,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,14,5,0,0,0,17,24,3,0,0,0,22,11,0,0,0,0,11,16,0,0,0,0,16,5,0,0,0,0,3,5,0,0,0,0,5,83,9,0,0,0,91
80104103604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,8,9,16,0,0,0,19,16,15,0,0,0,32,10,11,0,0,0,20,7,3,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,5,62,39,0,0,0,104
80104103605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,11,0,0,0,0,11,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,50
80104103606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,6,0,0,0,13,17,0,0,0,0,19,10,0,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,6,3,0,0,0,0,3,55,9,0,0,0,66
80104103607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,13,7,0,0,0,14,14,0,0,0,0,15,16,0,0,0,0,15,7,0,0,0,0,7,4,0,0,0,0,4,59,7,0,0,0,70
80104103608,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,14,5,0,0,0,23,25,6,0,0,0,29,14,0,0,0,0,17,17,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,94,19,0,0,0,111
80104103609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,14,31,9,0,0,0,43,36,6,0,0,0,39,6,0,0,0,0,8,10,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,103,20,0,0,0,120
80104103610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,3,0,0,13,13,0,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,6,0,4,0,0,6,37,4,8,0,0,56
80104103611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,14,0,0,0,0,14,10,0,0,0,0,10,0,0,0,0,0,0,60,0,0,0,0,60
80104103612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,12,0,0,0,16,0,9,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,34
80104103613,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,12,11,12,0,0,0,19,18,6,0,0,0,21,17,0,0,0,0,15,7,4,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,6,66,29,0,0,0,95
80104103614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,5,6,6,0,0,0,13,12,0,0,0,0,12,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,54,7,0,0,0,57
80104103615,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,10,4,0,0,0,10,30,9,0,0,0,40,17,0,0,0,0,19,35,0,0,0,0,35,19,0,0,0,0,18,4,0,0,0,0,4,118,15,0,0,0,133
80104103616,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,7,13,5,0,0,0,12,22,7,0,0,0,28,19,0,0,0,0,19,21,0,0,0,0,21,9,0,0,0,0,9,5,0,0,0,0,5,103,11,0,0,0,110
80104103617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,8,18,0,0,0,28,9,11,0,0,0,18,7,4,0,0,0,9,9,5,0,0,0,7,0,0,0,0,0,0,38,42,0,0,0,81
80104103618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27
80104103702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,3,7,0,0,0,8,10,13,0,0,0,22,8,0,0,0,0,8,5,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,35,39,0,0,0,64
80104103703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,5,0,0,9,5,5,0,0,0,8,7,7,0,0,0,17,4,3,0,0,0,9,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,23,0,0,0,58
80104103704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,11,0,0,0,0,11,13,0,0,0,0,13,13,0,0,0,0,13,16,0,0,0,0,16,3,0,0,0,0,3,68,0,0,0,0,68
80104103705,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,30
80104103706,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,12,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,51,0,0,0,0,51
80104103707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,10,0,3,0,0,0,9,3,7,0,0,0,6,0,0,0,0,0,8,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,12,24,6,0,0,43
80104103708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,18,13,0,0,0,0,13,16,0,0,0,0,16,12,0,0,0,0,12,0,0,0,0,0,0,73,0,0,0,0,73
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,16,0,0,0,0,19,25,0,0,0,0,22,22,0,0,0,0,22,16,0,0,0,0,16,4,0,0,0,0,4,96,6,0,0,0,96
80104103711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,13,0,0,5,0,0,10,20,0,4,0,0,24,20,0,0,0,0,26,27,0,0,0,0,27,13,0,0,0,0,11,11,0,0,0,0,9,108,3,20,0,0,133
80104103712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,11,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,0,0,36
80104103713,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,11,0,0,0,0,11,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,62,0,0,0,0,62
80104103714,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,14,0,0,0,0,14,33,0,0,0,0,33,19,0,0,0,0,19,4,0,0,0,0,4,92,0,0,0,0,92
80104103804,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,19,0,0,0,0,22,14,0,0,0,0,16,20,0,0,0,0,20,17,0,0,0,0,17,5,0,0,0,0,5,91,0,0,0,0,93
80104103805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,4,0,0,0,22,13,0,0,0,0,16,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,71,8,0,0,0,82
80104103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,18,0,0,0,0,18,9,0,0,0,0,9,4,0,0,0,0,4,49,0,0,0,0,49
80104103807,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,4,13,0,0,0,0,13,12,0,0,0,0,12,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,67,4,0,0,0,66
80104103808,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,13,5,0,0,0,19,4,4,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,4,45,21,0,0,0,65
80104103809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,12,0,0,0,0,12,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,66,0,0,0,0,66
80104103810,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,10,7,0,0,0,0,7,5,0,0,0,0,5,16,0,0,0,0,16,10,0,0,0,0,10,5,0,0,0,0,5,60,4,0,0,0,62
80104103811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,9,0,0,0,0,9,13,0,0,0,0,13,3,0,0,0,0,5,51,3,0,0,0,57
80104103812,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,12,20,0,0,0,0,20,15,0,0,0,0,15,16,0,0,0,0,16,3,0,0,0,0,8,0,0,0,0,0,0,82,4,0,0,0,88
80104103813,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,5,6,0,0,0,9,15,0,0,0,0,18,10,5,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,3,53,13,0,0,0,65
80104103814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,3,14,0,0,0,22,0,5,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,18,28,4,0,0,51
80104103815,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,21,0,0,0,0,23,9,0,0,0,0,9,16,0,0,0,0,14,12,0,0,0,0,15,4,0,0,0,0,4,74,4,0,0,0,81
80104103907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,33
80104103908,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,0,9,11,4,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,43
80104103910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,0,0,4,0,3,15,0,0,21,4,7,16,0,0,31,3,3,3,0,0,20,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,9,30,45,0,0,89
80104103911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,17,0,0,17
80104103912,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,19,0,0,0,0,19,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,44,0,0,0,0,44
80104103913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,3,0,0,7,0,4,6,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,32
80104103914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,11,0,0,0,0,13,19,0,0,0,0,19,20,0,0,0,0,20,8,0,0,0,0,8,3,0,0,0,0,3,75,0,0,0,0,78
80104103915,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,48
80104103916,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,23,0,0,0,22,0,25,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,65,4,0,0,67
80104103917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,5,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,21
80104103918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
80104103919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,39
80104103920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,17,0,0,17,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,26,0,0,26
80104103921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,13,0,0,13,0,0,30,0,0,30,0,0,9,0,0,9,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80
80104103922,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,0,0,7,13,5,0,0,0,15,10,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,3,3,0,0,0,4,43,8,0,0,0,52
80104103923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,20,0,0,0,0,20,15,0,0,0,0,17,6,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,73,3,0,0,0,80
80104103924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,4,0,0,0,0,4,13,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,55,0,0,0,0,55
80104103925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,17,0,0,0,0,17,11,0,0,0,0,11,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,61,0,0,0,0,61
80104103926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,16,0,0,16,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,32,0,0,32
80104103927,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,11,5,0,0,0,0,5,12,0,0,0,0,12,13,0,0,0,0,13,10,0,0,0,0,10,3,0,0,0,0,3,10,0,0,0,0,10,73,0,0,0,0,75
80104103928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,43,0,0,0,0,43
80104103929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,17,6,0,9,0,0,16,9,3,4,0,0,8,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,4,26,0,0,54
