SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80107108402,69,22,15,49,39,24,28,11,0,266
80107108403,74,24,59,42,34,45,42,13,0,325
80107108404,89,41,53,60,50,40,39,24,4,403
80107108405,42,37,48,40,31,67,59,25,9,342
80107108406,58,25,34,42,20,35,48,3,3,272
80107108407,57,38,31,35,43,48,38,12,3,304
80107108408,83,50,56,58,39,51,61,11,3,412
80107108409,37,36,15,36,39,54,31,16,0,259
80107108410,42,27,25,33,33,50,11,10,5,237
80107108411,72,42,52,49,48,62,52,9,0,388
80107108412,63,37,54,44,51,54,37,38,9,387
80107108413,37,19,27,29,30,32,34,8,0,213
80107108414,54,27,50,43,31,34,20,12,7,278
80107108415,89,40,46,57,51,36,33,17,0,371
80107108417,42,36,29,27,33,52,40,105,110,475
80107108418,52,19,33,37,30,39,24,6,3,234
80107108419,0,0,0,0,0,0,10,71,122,200
80107108420,10,6,3,12,16,21,19,3,0,76
80107108501,0,0,0,0,0,0,0,0,0,0
80107108601,76,32,50,27,48,44,33,4,6,318
80107108602,46,32,16,34,31,43,30,12,0,244
80107108603,101,59,53,53,59,63,50,6,4,446
80107108604,53,40,31,28,27,38,31,9,3,259
80107108605,67,53,62,52,49,73,69,13,7,442
80107108701,100,60,68,73,60,58,31,12,5,469
80107108702,89,54,58,64,48,57,22,3,4,399
80107108703,111,69,87,80,81,74,54,10,4,578
80107108704,35,33,60,34,25,29,20,8,0,248
80107108705,92,63,69,56,77,53,34,12,5,472
80107108706,124,78,89,84,81,67,69,16,4,612
80107108707,55,23,43,40,25,44,33,14,5,280
80107108801,95,86,67,63,64,76,33,10,3,497
80107108802,51,40,43,29,38,59,16,9,5,290
80107108803,61,43,52,42,43,66,42,0,4,348
80107108804,72,51,70,52,62,58,33,14,0,411
80107108805,86,38,73,50,32,46,16,8,7,361
80107108806,50,56,49,31,47,42,23,6,0,303
80107108807,100,50,55,72,79,55,26,5,5,444
80107108808,67,41,43,53,34,43,21,8,0,314
80107108809,95,91,74,72,98,94,42,5,0,568
80107108810,48,31,43,33,42,25,16,6,6,255
80107108901,0,6,0,5,7,9,14,0,0,43
80107109001,75,20,27,42,21,18,27,5,0,230
80107109002,42,20,20,33,30,21,26,9,0,209
80107109003,85,55,37,67,69,62,92,31,7,502
80107109004,89,58,84,73,70,78,69,30,14,565
80107109005,93,40,64,71,34,44,49,18,4,404
80107109006,65,42,65,42,46,36,33,14,8,355
80107109007,84,45,70,66,59,68,43,25,6,462
80107109008,93,69,72,74,67,60,58,23,4,518
80107109009,61,27,50,47,39,34,43,13,0,326
80107109010,93,68,25,69,71,86,74,33,6,524
80107109011,106,50,48,73,74,60,84,26,5,531
80107109012,38,35,31,36,35,34,40,14,3,260
80107109013,46,37,41,36,47,37,55,16,3,314
80107109014,96,40,59,64,64,52,63,32,4,472
80107109015,83,42,45,64,38,32,26,13,7,347
80107109016,108,43,70,83,65,61,54,16,0,498
80107109017,35,19,31,28,21,28,11,0,0,187
80107109018,84,30,40,54,33,46,49,20,9,362
80107109019,125,48,75,78,51,53,51,20,7,501
80107109020,67,33,61,48,36,45,25,7,3,314
80107113201,0,0,3,0,0,0,4,0,0,7
80107113202,0,0,0,0,3,0,0,0,0,5
80108109101,53,21,9,39,36,49,41,26,9,273
80108109102,69,45,19,51,48,40,42,19,6,344
80108109103,53,39,22,43,61,39,53,59,17,383
80108109104,44,23,20,28,29,33,37,28,3,247
80108109105,74,49,14,47,51,55,44,21,5,360
80108109106,74,42,29,50,75,61,65,39,8,442
80108109107,61,42,14,30,53,51,40,49,7,350
80108109108,95,55,27,60,74,62,60,33,5,460
80108109201,82,75,96,70,69,63,47,25,14,542
80108109202,84,51,42,61,62,46,49,16,9,427
80108109203,91,52,52,68,49,53,42,21,5,434
80108109204,70,37,33,47,48,33,30,24,5,327
80108109205,67,35,46,51,47,34,25,30,6,336
80108109206,61,42,33,47,54,33,30,25,6,335
80108109207,65,34,27,42,64,47,32,30,10,351
80108109208,126,56,30,71,92,55,41,39,6,513
80108109209,14,35,13,3,31,13,6,4,0,118
80108109210,0,0,0,0,0,0,0,0,0,0
80108109301,74,36,58,52,59,22,77,80,34,492
80108109302,58,28,29,32,48,17,23,16,10,266
80108109303,96,52,57,75,68,50,34,33,9,474
80108109304,168,75,87,122,124,75,48,49,11,754
80108109305,158,62,59,104,87,59,50,32,8,619
80108109306,144,49,90,96,75,64,54,34,7,616
80108109401,94,51,43,63,78,39,55,30,10,450
80108109402,0,0,0,0,0,0,0,0,0,0
80108109403,31,40,24,28,38,30,29,14,0,239
80108109404,107,49,94,107,84,83,68,61,25,673
80108109405,143,58,55,76,93,55,76,38,13,590
80108109406,95,62,75,91,72,40,24,23,6,492
80108109407,68,32,46,53,46,60,33,34,10,372
80108109501,73,22,44,54,38,25,29,14,4,303
80108109502,83,31,43,69,36,38,36,19,4,355
80108109503,59,31,39,46,34,21,23,16,3,263
80108109504,54,37,30,36,53,46,71,44,17,389
80108109505,111,46,70,80,64,39,50,30,5,492
80108109506,72,30,37,39,56,34,16,10,3,301
80108109507,70,33,55,53,46,49,37,30,9,384
80108109508,109,49,48,74,68,48,62,24,14,498
80108109509,60,52,47,46,49,38,30,29,6,363
80108109601,49,29,46,39,53,57,62,35,14,386
80108109602,47,39,33,41,52,53,42,31,8,344
80108109603,120,68,66,68,90,65,80,32,12,608
80108109604,74,26,39,51,42,31,68,81,97,506
80108109605,89,40,31,50,50,32,42,14,0,354
80108109701,104,42,56,63,58,54,68,57,12,506
80108109702,90,53,47,65,62,41,24,31,7,434
80108109703,100,42,53,71,68,50,43,22,13,467
80108109705,37,25,39,38,26,17,18,9,5,204
80108109706,62,35,36,46,48,33,39,25,3,333
80108109707,109,55,64,78,63,39,33,21,5,464
80108109708,75,37,61,60,39,23,32,32,6,378
80108109801,64,31,35,40,44,31,50,66,51,411
80108109802,81,28,52,59,48,34,40,24,4,372
80108109804,47,24,9,24,38,27,38,36,14,253
80108109806,48,25,50,50,35,27,51,36,18,339
80108109807,40,27,32,36,36,36,48,64,60,386
80108109808,83,59,39,53,80,46,56,36,9,449
80108109809,120,61,65,69,90,58,43,44,5,551
80108109810,38,15,12,34,23,18,12,17,0,184
80108109811,0,0,0,0,0,0,0,0,0,0
80108109812,70,44,65,62,32,17,18,3,0,316
80108109813,87,35,17,68,50,34,9,7,5,325
80108109814,87,39,48,65,57,47,43,30,8,420
80108113301,0,0,0,0,0,0,0,0,0,0
80109109901,126,85,177,141,83,81,64,50,16,817
80109109902,79,70,177,102,76,53,31,36,13,642
80109109903,81,52,27,58,56,40,24,19,6,363
80109109904,55,45,43,45,48,48,51,31,10,374
80109109905,91,52,75,63,63,55,30,44,17,481
80109110001,98,44,34,62,77,69,43,50,13,487
80109110002,98,50,24,55,57,49,45,21,14,414
80109110003,56,35,16,33,33,41,30,39,75,360
80109110004,141,69,71,126,89,68,53,41,18,667
80109110005,96,67,36,56,92,78,53,39,20,542
80109110006,102,51,24,70,62,72,35,23,7,449
80109110007,56,22,19,41,26,45,30,11,6,254
80109110008,111,64,123,87,93,73,48,39,3,655
80109110010,112,56,52,78,93,60,37,30,13,530
80109110011,52,25,42,40,30,26,22,14,4,255
80109110012,78,52,39,53,77,63,48,31,14,472
80109110013,35,35,90,51,23,15,6,5,0,249
80109110014,40,28,24,42,27,27,22,16,15,239
