SA1_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
80101100208,0,30,0,0,0,30,0,59,0,0,0,59,0,68,0,0,0,68,0,12,0,0,0,12,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,190
80101100209,0,8,3,0,0,10,0,16,8,0,0,25,0,5,18,0,0,26,0,14,27,0,0,38,0,0,4,0,0,5,0,4,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,51,79,0,0,126
80101100210,0,43,0,0,0,43,0,37,0,0,0,37,0,40,0,0,0,40,0,16,0,0,0,16,0,3,0,0,0,3,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,79,0,7,0,0,0,7,0,0,0,0,0,0,0,165,0,0,0,165
80101100211,0,29,7,0,0,34,0,52,14,0,0,63,0,53,19,0,0,73,3,17,10,0,0,39,0,0,3,0,0,3,0,29,8,0,0,36,0,4,0,0,0,4,0,0,0,0,0,0,3,108,45,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,5,179,66,0,0,253
80101100212,0,38,25,0,0,60,0,19,0,0,0,14,0,25,25,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,29,26,0,0,57,0,37,43,0,0,84,0,0,7,0,0,7,0,121,103,0,0,223
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,14
80101100215,0,0,29,0,0,29,0,0,83,0,0,83,0,0,135,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,6,0,0,7,0,0,0,0,0,0,0,0,176,0,0,171,0,0,3,0,0,3,0,0,5,0,0,5,0,0,288,0,0,290
80101100216,0,0,50,0,0,50,0,0,152,0,0,155,0,0,430,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,49,0,0,12,0,0,12,0,0,0,0,0,0,0,0,491,0,0,491,0,0,9,0,0,9,0,0,9,0,0,9,0,0,711,0,0,711
80101100217,0,0,33,0,0,33,0,0,29,0,0,29,0,0,77,0,0,77,0,0,5,0,0,5,0,0,0,0,0,0,0,0,34,0,0,34,0,0,5,0,0,5,0,0,0,0,0,0,0,0,121,0,0,121,0,0,6,0,0,6,0,0,0,0,0,0,0,0,188,0,0,188
80101100218,0,0,15,0,0,15,0,0,72,0,0,72,0,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,0,6,0,0,6,0,0,0,0,0,0,0,0,211,0,0,211,0,0,0,0,0,0,0,0,3,0,0,3,0,0,299,0,0,299
80101100219,0,0,6,0,0,6,0,0,35,0,0,35,0,0,154,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,224
80101100220,0,0,3,0,0,3,0,0,31,0,0,31,0,0,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,122
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,0,0,32,0,0,32,0,0,54,0,0,54,0,0,157,0,0,157,0,0,17,0,0,17,0,0,6,0,0,6,0,0,56,0,0,56,0,0,3,0,0,3,0,0,0,0,0,0,0,0,231,0,0,231,0,0,4,0,0,4,0,0,0,0,0,0,0,0,317,0,0,317
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100225,0,0,40,0,0,40,0,0,53,0,0,53,0,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,9,0,0,9,0,0,0,0,0,0,0,0,117,0,0,117,0,0,6,0,0,6,0,0,0,0,0,0,0,0,213,0,0,213
80101100301,0,18,0,0,0,18,0,43,0,0,0,43,0,73,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,8,0,0,0,8,0,0,0,0,0,0,0,102,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,159
80101100304,17,8,3,0,0,29,25,37,45,0,0,109,16,37,114,0,0,167,0,0,9,0,0,12,0,10,9,0,0,16,9,6,16,0,0,31,10,5,8,0,0,26,0,0,0,0,0,0,31,60,155,0,0,241,0,3,0,0,0,9,0,0,4,0,0,4,71,106,216,0,0,388
80101100306,4,45,0,0,0,47,3,43,0,0,0,45,3,51,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,18,0,5,0,0,0,5,0,0,0,0,0,0,6,68,0,0,0,74,0,4,0,0,0,4,0,0,0,0,0,0,15,160,0,0,0,168
80101100307,4,17,0,0,0,26,3,10,0,0,0,14,0,28,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,8,39,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,23,76,0,0,0,95
80101100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100309,0,3,3,0,0,6,0,10,26,0,0,35,6,7,35,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,16,0,3,0,0,0,5,0,0,0,0,0,0,3,12,48,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,23,80,0,0,111
80101100310,14,3,0,0,0,24,16,13,0,0,0,25,8,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,0,0,82
80101100311,18,9,0,0,0,31,9,22,0,0,0,36,7,16,0,0,0,21,0,5,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,8,3,4,0,0,0,8,0,0,0,0,0,0,15,30,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,41,68,0,0,0,111
80101100312,21,41,0,0,0,57,32,62,0,0,0,91,12,31,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,18,0,4,0,0,0,8,0,0,0,0,0,0,25,44,0,0,0,71,0,0,0,0,0,0,0,3,0,0,0,0,73,148,0,0,0,226
80101100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
80101100315,41,34,0,0,0,73,25,17,0,0,0,39,0,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,29,4,0,0,0,0,6,0,3,0,0,0,3,71,74,0,0,0,146
80101100316,22,18,0,0,0,41,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,39,0,6,0,0,0,6,40,61,0,0,0,105
80101100317,0,6,11,0,0,13,0,15,43,0,0,55,0,70,44,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,40,0,0,0,0,0,0,0,3,0,0,0,3,0,95,64,0,0,157,0,0,0,0,0,3,0,0,0,0,0,0,0,116,119,0,0,233
80101100318,58,0,0,0,0,58,29,0,0,0,0,29,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,100,0,0,0,0,101
80101100319,11,40,0,0,0,54,0,30,0,0,0,32,3,28,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,19,107,0,0,0,126
80101100320,0,0,4,0,0,4,0,0,26,0,0,32,3,8,52,0,0,64,3,0,0,0,0,3,0,0,0,0,0,0,0,3,22,0,0,24,42,3,0,0,0,49,0,0,0,0,0,0,48,9,77,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,51,17,103,0,0,169
80101100321,0,10,10,0,0,14,0,47,28,0,0,78,0,13,76,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,16,0,0,3,0,0,4,0,0,0,0,0,0,0,25,93,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,80,136,0,0,218
80101100322,0,0,23,0,0,23,0,0,57,0,0,57,0,0,116,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,5,0,0,5,0,0,0,0,0,0,0,0,160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,242
80101100401,19,0,0,0,0,19,52,0,0,0,0,52,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,88
80101100402,45,0,0,0,0,45,90,0,0,0,0,90,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,151
80101100403,34,0,0,0,0,33,74,16,0,0,0,91,13,6,0,0,0,19,13,10,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,143,39,0,0,0,180
80101100404,27,0,0,0,0,27,63,3,0,0,0,61,10,0,0,0,0,11,17,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,37,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,130,5,0,0,0,134
80101100405,43,0,0,0,0,43,70,0,0,0,0,74,11,0,0,0,0,13,24,0,0,0,0,24,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,165,5,4,0,0,168
80101100406,50,0,0,0,0,50,84,0,0,0,0,84,20,0,0,0,0,23,43,0,0,0,0,43,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,82,0,0,0,0,85,0,0,0,0,0,0,4,0,0,0,0,4,221,0,0,0,0,222
80101100408,0,20,0,0,0,19,0,34,0,0,0,34,0,19,0,0,0,19,0,6,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,90
80101100409,17,0,0,0,0,17,45,0,0,0,0,49,5,0,0,0,0,3,38,14,0,0,0,48,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,58,10,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,122,16,0,0,0,136
80101100501,29,0,0,0,0,26,30,6,0,0,0,35,14,5,0,0,0,15,12,0,26,0,0,33,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,5,26,0,0,59,4,0,0,0,0,4,0,0,0,0,0,0,81,15,23,0,0,123
80101100502,70,0,0,0,0,70,56,0,4,0,0,64,6,0,0,0,0,6,3,0,9,0,0,5,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,155,0,11,0,0,164
80101100503,62,0,0,0,0,62,45,0,0,0,0,45,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,119
80101100504,20,44,0,0,0,70,14,44,0,0,0,60,3,23,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,39,0,6,0,0,0,6,0,0,0,0,0,0,45,130,0,0,0,171
80101100505,0,83,0,0,0,84,0,60,0,0,0,66,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,3,0,0,0,3,0,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,215
80101100506,0,55,0,0,0,55,0,13,0,0,0,13,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,89
80101100507,47,3,0,0,0,49,54,8,0,0,0,57,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,111,5,0,0,0,119
80101100508,31,0,0,0,0,31,34,0,0,0,0,34,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
80101100509,53,0,0,0,0,53,57,0,0,0,0,57,10,0,0,0,0,10,9,0,0,0,0,9,5,0,0,0,0,5,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,158
80101100602,17,0,0,0,0,17,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
80101100604,19,0,0,0,0,19,63,0,0,0,0,63,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,101
80101100605,29,4,0,0,0,24,76,8,0,0,0,85,6,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,114,12,0,0,0,128
80101100606,22,8,0,0,0,23,53,12,0,0,0,63,11,9,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,21,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,97,28,0,0,0,124
80101100607,32,5,0,0,0,37,80,7,0,0,0,90,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,134,11,0,0,0,145
80101100608,36,0,0,0,0,36,88,0,0,0,0,88,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,150
80101100609,29,0,0,0,0,29,73,0,0,0,0,73,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,115
80101100610,27,0,0,0,0,27,82,4,0,0,0,84,13,0,0,0,0,13,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,126,6,0,0,0,128
80101100611,32,0,0,0,0,32,105,6,0,0,0,102,16,0,0,0,0,16,11,11,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,163,14,0,0,0,174
80101100612,28,0,0,0,0,31,105,7,0,0,0,113,15,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,165,6,0,0,0,177
80101100613,18,0,0,0,0,18,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70
80101100614,28,0,0,0,0,28,79,0,0,0,0,77,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,120
80101100615,23,0,0,0,0,19,32,7,0,0,0,39,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,70,6,0,0,0,74
