SA1_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
80101100208,3,7,36,32,18,10,6,0,0,120,0,0,0,0,0,0,0,0,0,0,4,3,5,6,3,0,0,0,0,16,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,13,40,40,26,15,15,5,0,158,0,19,57,25,22,8,6,0,0,142,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,62,28,27,16,15,6,0,177,4,28,92,65,43,16,13,4,0,266,0,0,0,3,0,6,0,0,0,9,4,3,9,3,7,0,3,0,6,29,0,0,0,0,5,0,0,0,0,5
80101100209,0,19,25,20,8,9,3,0,0,93,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,4,0,18,37,24,16,16,8,0,0,119,0,10,41,10,12,3,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,13,50,19,14,8,10,0,0,112,0,29,68,30,22,12,14,0,0,179,0,0,0,0,0,0,0,0,0,3,0,0,8,7,4,0,0,0,0,23,0,0,0,0,3,0,0,0,0,8
80101100210,0,9,34,28,21,11,9,11,6,127,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,3,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,9,40,30,22,16,16,15,6,154,6,19,38,26,13,16,16,6,0,134,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,13,6,20,42,33,23,19,19,10,0,167,6,32,74,51,33,21,27,14,3,260,0,0,0,3,0,0,0,0,0,10,0,0,5,6,5,4,6,8,0,29,0,0,0,0,0,0,0,0,0,5
80101100211,4,27,96,40,24,13,7,0,0,209,0,0,5,0,3,0,0,0,0,13,0,0,0,6,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,15,5,34,98,53,34,20,14,3,0,259,9,34,79,35,13,8,10,5,0,188,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,17,8,38,90,40,20,16,16,9,3,230,10,58,180,72,34,20,16,5,3,394,0,5,5,0,3,0,0,0,0,15,0,4,0,7,8,6,5,5,3,37,0,0,0,0,0,0,0,0,0,3
80101100212,0,16,22,21,6,8,12,30,36,149,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,0,17,26,18,10,7,16,44,48,196,3,10,23,19,10,6,21,39,42,173,0,0,0,0,0,0,5,4,0,13,0,0,0,0,0,0,6,17,28,57,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,15,3,13,23,23,10,10,28,74,97,287,3,23,45,41,15,15,32,70,77,324,0,0,0,0,0,0,5,6,5,21,0,0,0,0,0,0,8,24,34,73,0,0,0,0,0,0,0,6,9,13
80101100213,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,10,0,6,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100215,4,36,137,36,14,7,5,0,0,232,0,4,5,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,4,35,159,39,14,7,8,3,0,267,0,54,113,31,8,5,4,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,55,129,32,12,7,4,5,0,246,3,82,257,63,25,12,10,4,0,456,0,4,4,3,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,13,0,0,3,0,0,0,0,3,0,5
80101100216,12,149,333,48,17,7,4,0,0,573,0,0,6,0,4,0,0,0,0,14,5,5,4,3,5,0,0,0,0,21,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,33,4,9,0,0,0,0,59,15,163,380,58,34,16,4,0,0,677,11,173,336,35,17,14,8,0,0,596,0,0,3,0,0,3,0,0,0,12,0,0,4,3,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,15,27,0,7,0,0,0,0,46,9,192,384,42,24,18,12,3,0,690,20,316,671,88,34,25,8,4,0,1169,4,7,9,0,6,4,0,0,0,25,5,8,16,6,5,0,4,0,0,43,0,0,3,0,0,0,0,0,0,4
80101100217,0,20,82,24,13,7,8,0,0,154,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,12,0,15,93,26,13,14,8,3,0,181,0,36,64,24,10,11,9,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,16,0,37,78,28,14,10,5,3,0,178,0,50,145,46,26,14,19,4,0,308,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,11,0,0,0,0,0,3,0,0,0,10
80101100218,3,37,110,44,17,9,0,0,0,216,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,17,10,40,124,53,17,10,6,0,0,251,5,33,112,46,17,6,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,14,5,38,124,45,25,14,11,0,0,260,11,67,227,85,32,15,4,0,0,433,0,0,6,0,0,0,7,0,0,12,0,3,4,3,6,0,10,0,0,23,0,0,0,0,0,0,0,0,0,3
80101100219,0,22,100,29,3,10,0,0,0,176,0,0,0,3,0,0,0,0,0,8,0,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,111,39,9,10,0,0,0,195,0,22,80,25,8,3,3,0,0,145,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,26,90,30,5,3,3,3,0,162,0,42,183,61,17,9,3,0,0,321,0,0,4,3,0,0,0,0,0,9,0,0,7,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
80101100220,0,8,41,29,7,4,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,8,49,34,9,7,5,0,0,109,0,10,42,24,14,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,15,47,24,16,0,3,0,0,106,3,21,81,52,19,4,6,0,0,182,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
