SAL_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,4,3,0,3,10,10,0,29,0,0,0,0,0,0,4,0,0,6,0,0,23,34,7,3,3,0,0,61,3,16,81,386,22,9,9,4,4,525,0,11,12,19,12,3,5,0,0,59,0,5,8,71,9,0,0,0,0,91,0,0,4,11,0,0,0,0,0,11,0,0,0,7,4,0,0,3,0,13,0,0,4,6,3,0,3,5,3,27,0,0,0,14,9,0,0,0,0,24,0,3,19,112,16,3,3,0,0,145,0,0,0,0,0,0,0,0,0,4,0,3,22,36,6,6,8,7,0,78,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,8,0,0,4,6,3,0,0,0,0,21,0,3,104,370,6,0,4,0,0,482,0,0,0,7,0,0,5,9,0,15,0,5,13,38,7,8,14,5,0,83,0,0,0,4,0,6,0,0,0,3
SAL80025,0,0,0,5,0,0,0,3,0,11,0,0,0,4,0,0,0,4,0,8,0,0,0,7,3,5,7,0,0,23,3,38,81,507,93,21,20,8,0,772,0,3,0,12,6,0,3,0,0,25,0,0,6,6,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,9,0,0,0,0,4,0,4,0,0,13,0,0,0,0,6,0,0,0,0,4,0,0,8,36,9,0,5,0,0,57,0,0,0,3,0,0,0,0,0,3,0,0,0,18,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,0,23,0,0,0,6,0,0,8,0,0,12,0,3,21,82,4,5,0,0,0,109,0,0,0,0,0,5,0,0,0,4,3,11,18,47,16,7,0,0,0,105,0,0,0,3,0,0,0,0,0,5
SAL80026,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,0,0,0,8,5,8,6,79,17,3,5,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,8,6,3,0,0,0,25,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,14,0,0,0,6,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,11,0,6,0,9,3,8,7,0,0,33,0,0,0,0,0,0,0,0,0,0
SAL80027,0,0,7,22,4,4,3,6,0,45,0,0,0,0,0,0,0,0,0,6,0,0,26,45,0,10,0,0,0,75,0,4,35,137,8,5,4,0,0,192,0,3,0,12,5,0,0,0,0,23,0,0,5,17,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,12,0,0,0,8,0,0,0,5,0,15,0,0,3,14,0,0,0,0,0,26,0,4,6,61,3,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,10,39,4,0,3,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,8,0,0,12,17,0,0,0,0,0,24,0,0,0,3,4,0,4,3,0,14,0,0,15,46,13,11,5,0,0,91,0,0,0,3,0,0,0,0,0,6
SAL80028,0,4,0,17,4,3,3,3,0,33,0,0,0,0,0,0,0,3,0,9,0,0,19,23,9,9,4,0,0,57,0,11,72,218,28,18,8,7,0,365,0,0,22,15,0,0,3,0,0,43,0,0,6,25,0,0,0,0,0,33,0,0,3,4,0,0,0,0,0,8,0,0,4,6,0,0,0,4,0,15,0,0,3,9,3,8,4,6,3,32,0,0,3,6,3,0,0,0,0,17,0,0,8,42,4,4,0,0,0,59,0,0,0,4,0,0,0,0,0,10,0,0,19,28,14,10,10,7,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,6,0,0,0,0,0,0,15,0,3,61,200,0,0,0,0,0,263,0,4,5,3,4,0,0,6,0,16,0,7,21,25,8,8,6,4,4,80,0,0,0,0,0,0,0,0,0,5
SAL80029,0,0,0,0,0,8,8,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,10,14,56,26,18,4,0,0,121,0,0,0,5,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,6,6,3,0,11,0,0,0,3,3,4,6,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,6,3,0,0,22,0,0,0,3,9,4,11,0,0,25,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,23,0,0,0,0,0,0,4,0,5,7,0,0,3,20,5,21,9,0,0,59,0,0,0,0,0,0,0,0,0,0
SAL80030,0,0,4,5,6,0,5,0,0,19,0,0,0,0,0,3,0,3,3,11,0,0,8,13,5,4,0,0,0,31,0,4,24,14,5,3,0,0,0,52,0,0,6,9,0,0,0,4,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,9,6,0,23,0,0,6,8,0,0,0,0,0,15,0,0,15,7,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,4,11,11,9,9,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,18,0,0,0,0,0,20,0,0,0,0,4,0,0,0,7,17,0,3,24,30,12,11,5,6,0,93,0,0,0,5,0,3,0,0,0,9
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,6,0,3,0,14,0,4,6,0,0,23,5,33,27,325,35,12,5,0,0,448,0,0,0,15,0,3,0,0,0,22,0,0,0,10,4,4,0,0,0,18,0,0,4,0,4,0,0,0,0,9,0,0,0,8,0,0,0,0,0,12,0,0,0,7,0,3,3,0,0,13,0,0,0,6,0,0,0,0,0,12,0,0,0,26,0,9,0,0,0,37,0,4,0,9,0,0,0,0,0,8,0,6,0,10,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,3,3,0,0,16,0,0,0,4,0,6,0,0,0,10,0,0,4,36,5,0,0,0,0,47,3,0,0,0,0,0,0,0,0,9,0,5,3,26,11,9,3,0,0,55,0,0,0,0,4,0,0,0,0,11
SAL80034,0,0,0,3,5,0,5,6,6,25,0,0,0,0,0,0,4,9,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,6,12,0,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,14,8,0,34,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,6,8,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0
SAL80035,0,0,0,4,0,0,0,4,0,16,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,4,0,0,4,40,6,5,0,4,0,55,0,0,0,6,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,10,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,12,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,11,0,0,0,11,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0
SAL80036,0,0,0,0,0,0,7,7,0,18,0,0,0,0,0,0,3,3,0,7,0,0,0,6,3,0,0,0,0,5,0,8,0,72,8,0,0,0,0,100,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,3,0,12,0,0,0,0,0,3,5,6,5,14,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,87,0,0,0,0,0,109,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,8,0,3,0,25,0,0,0,0,0,0,0,0,0,0
SAL80037,0,0,0,5,4,0,11,4,0,33,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,11,53,17,3,12,0,0,111,0,0,0,0,4,4,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,3,0,6,4,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,14,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,7,4,6,4,0,0,25,0,0,3,6,3,5,4,0,0,23,0,0,0,0,0,5,7,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,25,0,0,0,0,0,4,4,0,0,9,0,0,5,10,12,14,8,0,0,56,0,0,0,4,0,0,0,0,0,8
SAL80038,0,0,0,8,4,0,0,3,0,18,0,0,0,0,0,0,3,0,0,3,0,0,30,27,4,3,3,0,0,69,0,3,52,93,16,4,0,0,0,167,0,0,16,12,0,3,0,0,0,30,0,0,3,14,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,0,0,3,6,0,0,4,0,0,18,0,0,10,9,0,3,0,0,0,22,0,0,14,53,13,0,0,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,41,32,8,7,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,24,0,0,3,4,0,0,3,0,0,11,0,0,26,27,10,9,6,3,0,68,0,0,0,0,0,0,0,0,0,0
SAL80039,0,0,0,0,0,5,0,4,0,17,0,0,0,0,6,0,5,0,0,10,0,0,0,0,0,7,0,0,0,11,0,8,5,52,7,15,5,0,0,89,0,0,0,0,3,0,4,0,0,4,0,0,0,8,0,4,0,3,0,15,0,0,3,9,0,5,6,0,0,24,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,3,0,0,11,0,0,0,7,7,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,5,19,0,0,0,0,0,22,0,0,0,0,0,5,3,0,0,12,0,8,11,13,12,14,9,0,0,61,0,0,0,0,0,0,0,0,0,3
SAL80040,0,0,0,6,7,3,5,6,0,28,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,7,0,12,0,0,0,32,0,4,4,0,0,43,0,9,0,9,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,8,10,3,12,0,0,0,4,5,0,3,0,0,17,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,10,0,0,0,4,5,4,9,0,0,32,0,0,0,0,0,0,0,0,0,0
SAL80041,0,0,0,8,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,18,8,0,0,0,0,38,0,32,41,288,47,17,7,0,0,436,0,0,5,11,0,0,0,0,0,15,0,0,6,16,8,4,0,0,0,31,0,4,0,14,4,4,0,0,0,27,0,0,3,3,0,0,0,3,0,10,0,0,0,9,0,0,0,0,5,11,0,0,0,7,4,3,0,0,0,15,0,3,0,47,6,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,4,31,5,0,4,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,12,0,14,32,166,11,0,0,0,0,224,0,0,0,0,4,0,0,0,0,4,0,9,3,11,4,0,0,0,0,24,0,0,0,6,0,0,0,0,0,3
SAL80042,0,0,0,0,8,0,0,5,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,16,5,0,7,0,0,34,4,11,23,204,47,12,11,4,0,311,0,0,0,6,3,0,0,0,0,9,0,0,0,7,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,4,0,3,0,11,0,0,0,0,0,7,4,0,0,16,0,0,4,6,0,0,0,0,0,10,0,0,0,25,7,0,0,0,0,40,0,0,0,3,0,0,0,0,0,9,0,4,0,13,6,5,3,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,11,0,0,4,22,4,0,0,0,0,37,0,0,0,0,0,0,0,0,6,12,0,3,3,18,6,4,3,0,0,47,0,0,0,0,0,0,0,0,0,3
SAL80043,0,0,3,3,4,5,9,13,5,35,0,0,0,0,0,0,3,4,3,17,0,3,0,5,0,0,0,0,0,7,0,8,3,52,18,7,10,3,0,101,0,5,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,11,3,5,4,0,0,22,0,0,0,5,0,8,7,14,4,40,0,0,4,5,7,0,0,0,0,17,0,4,3,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,15,8,6,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,16,67,0,0,0,0,0,85,0,0,0,3,0,0,3,6,0,8,0,0,3,15,18,16,11,0,0,74,0,0,0,0,0,0,0,0,0,5
SAL80044,0,0,0,0,0,7,8,5,3,25,0,0,0,0,0,0,3,7,6,12,0,3,0,3,5,0,4,0,0,16,0,0,3,39,15,0,12,0,0,73,0,3,0,4,0,4,0,0,0,13,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,7,7,7,4,27,0,6,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,8,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,4,7,4,5,5,6,0,33,0,0,0,0,0,0,0,0,0,7
SAL80045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,17,3,27,26,234,34,13,13,4,0,353,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,21,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,6,0,13,6,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,4,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,4
SAL80046,0,0,0,6,5,4,0,0,0,18,0,0,0,0,0,0,0,6,0,5,0,0,3,8,0,3,0,0,0,15,0,0,8,30,4,3,0,0,0,41,0,0,0,13,0,0,0,0,0,21,0,0,0,6,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,3,18,0,0,0,3,0,0,0,0,0,12,0,0,5,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,6,7,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,0,0,38,0,0,3,4,0,0,0,6,6,16,0,0,3,8,7,5,4,4,0,34,0,0,0,0,0,0,0,0,0,0
SAL80047,0,0,0,6,0,0,0,3,0,24,0,0,3,0,0,5,0,4,4,18,0,0,6,9,0,0,0,0,0,14,0,0,14,55,3,0,6,0,0,82,0,3,0,19,0,0,6,0,0,28,0,0,0,9,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,3,11,0,0,0,0,0,0,9,0,5,22,0,0,0,6,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,17,0,0,0,30,0,0,0,0,0,33,0,3,0,0,4,0,5,4,0,14,0,0,4,16,8,13,0,6,0,47,0,0,0,0,0,0,0,0,0,0
SAL80048,0,0,3,0,5,0,5,9,3,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,28,9,8,0,0,0,51,0,3,0,5,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,8,0,0,0,3,0,0,0,5,0,11,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,6,0,0,0,10,11,6,0,3,0,40,0,0,0,0,3,0,0,0,0,3
SAL80049,0,0,3,8,9,7,9,4,0,35,0,0,0,0,0,0,0,5,0,7,0,0,0,9,0,0,3,0,0,16,0,4,8,109,24,9,3,5,0,160,0,0,3,8,5,6,0,0,0,17,0,0,0,6,0,0,0,0,0,11,0,0,0,14,0,0,0,0,0,21,0,3,4,3,0,0,0,0,0,5,0,0,0,0,7,5,3,0,0,17,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,7,0,0,3,5,5,0,0,0,0,18,0,3,0,8,10,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,0,0,0,8,7,9,0,0,0,22,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,9,0,22,12,5,10,3,0,57,0,0,0,0,4,3,0,0,0,8
SAL80050,0,3,0,7,3,3,13,4,0,37,0,0,0,0,0,0,5,5,7,21,0,0,0,9,3,4,5,0,0,19,0,11,3,51,14,3,0,4,0,84,0,7,0,7,0,0,0,0,0,20,0,3,0,7,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,6,16,5,4,32,0,4,0,7,0,0,3,0,0,14,0,0,0,10,3,0,4,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,10,3,7,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,11,0,8,4,17,6,10,5,4,0,55,0,0,0,0,0,0,0,0,0,3
