SAL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
SAL80046,27,115,94,50,298,257,76,120,4,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,5,0,5,3,0,0,0,10,0,0,0,0,0,4,0,0,0,4,5,20,17,8,5,3,4,0,0,60,3,34,24,4,11,16,3,0,3,96,0,0,0,0,3,6,0,0,0,10,0,0,0,5,3,0,0,0,0,14,0,0,0,3,4,4,0,0,0,17,0,0,0,0,6,4,0,0,0,9,4,13,12,11,34,32,9,9,0,129,4,4,5,0,4,7,0,4,3,28,29,12,22,24,138,111,39,31,0,409,4,37,14,9,26,8,8,4,0,121,4,18,21,12,42,14,0,9,0,125,0,9,0,4,12,3,3,0,0,32,0,8,6,0,4,5,0,0,0,24
SAL80047,40,122,102,81,284,305,90,146,12,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,12,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,25,16,7,11,0,0,0,0,64,3,37,22,9,15,6,3,6,0,99,0,0,0,0,5,0,0,4,0,10,0,5,7,4,3,3,0,4,0,34,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,7,18,21,10,29,32,8,16,0,144,0,15,5,4,10,3,0,0,0,37,32,17,36,38,89,102,24,31,0,370,7,30,31,11,31,29,8,15,0,152,9,30,31,28,28,23,9,4,0,163,3,11,3,3,10,3,0,4,0,36,0,10,10,3,7,5,0,0,0,33
SAL80048,32,89,49,39,218,247,71,117,10,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,7,16,5,0,6,0,0,3,0,50,3,23,0,0,3,4,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,3,0,0,0,13,3,9,11,4,13,25,9,9,0,79,0,6,0,0,3,6,0,0,0,12,33,10,31,29,96,54,22,31,0,301,12,21,14,8,30,12,13,15,0,117,10,26,27,19,34,15,6,5,0,141,0,10,5,3,0,4,0,0,0,24,0,4,3,3,7,4,0,4,0,28
SAL80049,75,176,110,73,542,567,153,276,24,2003,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,3,0,16,0,0,0,0,3,0,0,0,0,6,0,4,9,0,7,13,0,0,3,36,0,0,0,5,0,0,0,0,0,8,3,52,30,3,25,8,8,0,4,129,4,40,17,6,12,6,4,3,0,97,0,0,5,0,0,0,0,3,0,14,0,0,3,4,5,0,0,0,0,11,3,6,3,0,15,8,0,4,0,41,0,0,3,0,12,4,0,0,0,26,3,10,21,17,37,32,11,11,0,139,3,8,14,8,14,9,6,6,0,59,44,19,49,43,212,143,34,27,4,579,24,28,40,34,78,43,17,27,0,294,14,55,72,44,76,65,4,17,7,351,0,8,3,0,3,7,0,0,0,32,0,16,17,7,21,11,0,8,0,78
SAL80050,50,166,109,69,376,422,120,201,18,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,6,3,0,3,4,0,4,0,19,0,0,0,0,0,0,0,0,0,6,4,45,19,11,20,3,6,3,0,117,0,32,14,8,9,4,0,0,0,69,0,0,3,0,3,0,0,0,0,13,3,0,0,4,4,4,0,0,0,10,3,0,0,0,6,7,0,0,0,20,0,0,0,0,3,3,0,0,0,15,12,16,23,14,32,40,4,7,0,143,0,17,5,4,14,8,0,0,0,45,39,16,38,41,129,96,19,27,0,406,13,30,44,18,49,40,10,21,0,231,16,42,32,37,51,27,0,10,0,218,0,11,5,4,7,0,0,4,0,31,0,11,13,6,10,4,4,0,0,55
SAL80051,27,96,50,40,188,235,60,128,10,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,7,15,15,4,4,3,0,0,3,49,4,14,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,3,0,0,0,12,0,3,3,0,0,4,0,4,0,6,4,6,12,3,14,24,3,6,0,71,0,6,0,0,3,0,0,0,0,9,23,14,19,25,80,54,23,23,0,248,3,24,10,11,19,21,8,21,0,114,5,26,25,19,32,30,5,7,0,148,0,8,0,0,0,0,0,0,0,14,6,6,0,0,3,0,0,0,0,19
SAL80052,9,116,75,48,167,247,76,158,16,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,4,0,0,0,6,3,21,10,5,7,0,0,0,0,48,3,15,13,0,0,3,0,0,0,38,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,3,7,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,11,10,5,16,16,9,16,0,94,0,5,3,3,3,4,0,0,0,23,14,15,22,25,86,52,34,35,3,288,0,25,17,11,19,14,7,17,0,99,11,30,32,16,40,22,5,19,4,171,0,10,4,0,0,0,0,0,0,23,0,7,3,7,8,3,0,3,0,31
SAL80053,34,77,50,55,177,218,64,110,13,802,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,6,0,0,0,6,4,11,11,0,6,3,0,0,0,30,0,22,7,0,6,0,0,0,0,34,0,4,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,11,7,5,8,6,9,13,3,3,0,51,0,3,5,5,5,5,0,0,0,19,21,13,22,20,92,71,21,12,0,261,10,19,15,5,25,14,3,14,3,108,10,17,25,23,41,24,3,12,0,149,0,3,4,3,8,0,0,0,0,20,0,3,7,5,4,4,0,0,0,29
SAL80054,34,123,86,72,329,326,93,125,23,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,14,0,0,4,0,3,0,0,0,0,7,0,4,0,0,4,5,6,0,0,20,0,0,0,0,5,0,0,0,0,8,0,37,16,4,9,4,0,5,0,78,0,28,14,7,11,9,0,6,0,81,0,0,0,0,3,11,0,0,0,15,0,0,4,0,4,3,6,0,0,16,0,3,3,0,6,4,0,3,0,19,0,0,3,0,10,5,0,0,0,14,3,9,14,6,28,24,3,14,0,96,0,4,3,9,9,4,0,0,0,32,17,8,28,34,119,78,25,16,0,317,5,33,25,14,35,14,10,13,0,159,17,40,38,30,53,32,6,9,5,230,0,7,8,0,3,3,0,0,0,25,0,9,12,0,10,3,0,0,0,39
SAL80055,33,76,64,48,243,272,92,148,14,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,25,11,10,9,4,0,0,0,68,3,30,12,0,0,8,0,0,0,54,0,0,0,0,0,0,0,0,0,7,0,4,0,0,6,4,0,0,0,11,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,5,9,7,16,10,3,6,0,59,3,3,0,0,8,3,0,0,0,27,16,0,25,35,95,55,18,22,0,277,14,22,21,13,30,21,13,14,0,157,12,18,15,17,31,19,13,0,3,135,6,7,3,0,3,3,0,0,0,19,0,12,7,0,4,0,0,0,0,28
SAL80056,27,99,65,44,315,429,107,168,12,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,3,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,40,17,9,16,12,0,4,0,101,3,34,19,3,7,3,0,0,0,71,0,3,0,0,5,0,0,0,0,13,5,5,0,0,0,9,0,0,0,16,0,0,0,3,10,7,0,0,0,24,0,5,0,0,3,7,0,6,0,17,7,15,11,16,19,47,8,12,0,133,5,3,5,0,6,4,0,0,0,22,18,15,24,33,141,113,36,51,3,428,7,27,21,12,33,33,11,20,0,168,6,21,31,38,27,27,7,6,0,158,0,9,3,3,8,6,3,0,0,16,0,10,4,3,9,3,0,0,0,36
SAL80057,13,59,31,21,87,140,54,147,10,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,9,3,0,5,6,0,5,0,22,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,17,0,5,0,0,3,4,0,4,0,20,0,8,0,5,13,16,9,8,0,61,0,0,0,0,0,0,0,0,0,8,11,3,3,9,58,64,16,20,0,191,3,12,6,4,8,13,3,6,0,54,7,18,11,10,8,12,8,13,0,84,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,3,0,0,0,9
SAL80058,53,157,191,122,738,664,160,251,30,2372,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,20,0,0,0,0,0,5,0,0,0,6,4,3,8,4,15,11,0,3,0,51,0,0,5,0,4,7,5,0,0,20,0,52,53,10,53,22,5,5,0,199,8,67,51,17,46,19,3,5,0,221,0,0,0,0,8,4,0,0,0,15,0,0,0,4,15,3,3,0,0,28,5,0,8,6,12,7,0,0,0,35,0,0,0,3,8,9,0,0,0,23,7,13,20,16,58,55,16,19,0,194,0,16,18,10,24,13,6,0,0,77,26,19,31,38,215,134,31,40,0,523,10,42,28,19,80,21,16,17,0,232,16,42,60,55,99,51,6,13,0,347,0,16,8,0,14,4,0,0,0,51,0,16,16,5,11,11,0,5,0,61
SAL80059,20,59,27,26,129,150,43,93,9,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,3,7,5,0,4,0,0,5,0,34,0,6,3,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,5,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,5,3,9,9,13,0,6,0,43,0,0,0,3,0,0,0,0,0,15,10,10,15,17,33,40,0,12,0,146,6,15,8,11,17,9,3,11,0,81,8,12,17,11,19,11,0,0,0,77,0,5,6,3,0,3,0,0,0,18,0,8,4,4,3,0,0,0,0,9
SAL80060,3,5,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,19,89,58,39,171,265,70,154,11,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,4,6,14,8,4,3,8,0,0,0,38,6,20,8,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,3,0,3,0,11,0,4,0,0,0,0,0,0,0,13,0,4,10,9,22,34,3,14,0,94,0,5,3,0,6,0,0,0,0,23,21,3,23,11,66,82,21,23,0,252,0,15,10,4,17,13,5,9,0,76,12,36,46,25,49,50,11,16,0,245,0,9,0,0,3,6,0,0,0,19,0,8,6,5,7,6,3,0,0,33
SAL80062,34,55,35,46,168,204,75,122,19,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,6,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,8,9,6,3,0,0,0,48,0,14,9,0,8,6,5,4,0,39,0,0,0,0,7,0,0,0,0,14,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,7,0,0,5,0,0,7,0,4,0,15,0,5,10,0,10,15,0,0,0,45,0,10,3,3,7,4,0,0,0,32,19,11,20,22,75,47,13,11,0,224,0,15,9,5,25,14,7,6,0,79,6,13,20,17,39,17,0,5,3,128,0,0,0,0,0,0,0,0,0,4,0,9,6,0,7,3,0,4,0,33
SAL80063,27,71,55,49,210,245,68,110,10,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,19,5,4,6,3,0,0,0,38,0,8,13,5,5,3,0,4,0,34,3,4,0,0,0,0,0,0,0,8,0,0,3,0,4,3,0,0,0,11,0,0,0,0,8,0,0,0,0,13,0,0,3,0,0,3,0,4,0,20,0,8,11,3,25,21,8,0,0,68,0,6,0,0,7,4,0,0,0,14,21,18,30,30,78,53,13,11,0,256,16,22,28,14,38,16,4,12,0,147,8,15,28,17,24,18,6,7,0,114,3,4,3,3,7,0,0,0,0,24,0,10,10,3,3,0,0,5,0,30
SAL80064,64,178,116,88,549,646,171,292,22,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,26,0,0,0,0,4,0,0,0,0,13,0,3,12,0,9,13,0,4,0,49,0,0,0,0,0,0,0,0,0,3,3,57,38,20,42,18,7,8,4,187,3,49,18,12,8,6,0,4,0,110,0,0,0,0,3,6,0,0,0,11,3,4,0,0,10,9,0,0,0,20,5,0,3,6,14,5,0,3,0,31,0,0,0,0,14,7,0,0,0,28,0,8,12,5,35,38,15,14,0,132,8,19,14,10,17,5,0,5,0,69,63,14,60,53,258,173,52,44,3,715,16,37,29,25,63,36,16,33,0,244,24,61,76,61,124,66,9,23,5,441,0,6,5,0,5,0,5,0,0,19,6,18,11,8,14,16,0,3,0,83
SAL80065,24,75,37,46,194,232,63,115,13,794,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,13,5,6,3,5,0,0,0,40,0,29,3,0,6,4,0,4,0,50,0,4,0,0,0,4,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,0,0,3,7,4,0,0,0,16,0,0,0,0,3,0,0,0,0,8,3,9,8,0,3,16,4,3,0,47,0,4,7,0,4,4,4,0,0,16,16,11,30,30,104,43,9,22,0,268,5,14,19,13,22,22,5,7,0,108,13,20,27,17,38,27,3,8,0,150,0,6,3,0,0,0,0,0,0,14,3,12,13,4,6,4,0,0,0,40
SAL80066,29,71,90,69,385,345,92,132,16,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,3,0,6,3,0,0,0,15,3,0,0,0,0,0,0,0,0,7,6,18,12,4,19,6,0,3,0,72,0,11,8,7,22,8,0,4,0,66,0,0,0,0,4,5,0,0,0,8,0,0,0,0,6,4,0,0,0,6,0,0,4,0,7,3,0,0,0,16,0,0,0,0,4,4,0,0,0,10,6,12,14,4,27,24,4,9,0,93,0,9,5,5,10,0,3,5,0,34,26,14,22,23,154,105,21,21,3,394,5,18,4,17,38,16,4,7,0,113,14,21,38,31,87,57,7,23,3,275,0,0,3,0,0,0,0,0,0,14,3,12,10,4,14,5,0,0,0,50
SAL80067,52,149,105,63,355,421,143,329,16,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,3,5,3,4,6,0,0,0,23,0,0,0,0,3,0,0,0,0,9,3,24,17,3,7,6,0,3,0,61,13,27,16,3,10,5,9,3,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,3,3,0,9,7,0,0,0,29,4,0,3,0,6,12,3,0,0,28,5,29,18,15,32,58,21,30,0,203,0,3,3,6,4,3,5,0,0,27,33,25,32,24,184,163,56,100,0,618,8,25,22,10,34,23,15,24,0,163,11,33,21,29,56,36,9,20,0,212,0,3,3,0,4,4,0,4,0,23,5,8,4,0,14,9,3,0,0,41
SAL80068,57,226,300,147,787,755,167,299,41,2773,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,9,0,14,9,4,3,0,36,0,0,0,6,5,5,0,3,0,16,4,4,17,0,17,17,6,0,0,65,0,5,0,0,6,0,0,0,0,9,11,61,60,18,49,11,6,7,6,229,8,73,53,26,41,20,5,10,0,234,0,4,5,0,12,3,0,0,0,27,0,0,4,0,9,9,0,0,0,20,3,0,7,3,13,6,0,12,0,49,0,0,7,4,17,3,0,6,0,38,8,15,17,11,88,64,15,13,0,217,10,23,23,7,25,13,3,4,0,103,22,21,29,31,219,121,32,29,4,507,8,42,40,28,91,36,17,18,3,280,24,51,74,47,135,54,15,27,6,426,7,12,9,3,7,4,6,3,0,43,4,13,21,3,22,18,6,9,0,85
SAL80069,23,80,55,54,196,177,71,101,3,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,8,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,4,19,4,7,10,3,0,0,0,46,0,37,4,3,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,12,0,0,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,9,3,10,15,12,12,18,5,9,0,88,0,9,0,0,4,0,0,0,0,14,30,9,30,34,75,66,23,37,0,302,7,25,17,13,30,19,11,9,0,129,4,21,20,11,18,18,0,6,0,98,5,14,10,0,10,3,4,0,0,38,0,8,0,4,0,0,0,0,0,21
SAL80070,3,16,8,0,10,18,3,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,3,8,4,0,3,0,21,0,0,6,0,0,5,0,4,0,12,0,0,4,4,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80071,65,203,174,99,718,738,200,284,58,2539,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,22,0,0,0,0,5,3,0,0,0,15,4,0,3,4,9,10,0,0,0,41,0,4,0,0,4,0,0,0,0,6,9,58,45,19,47,16,3,10,0,210,8,74,55,11,29,20,7,8,5,207,0,0,9,3,8,0,0,0,0,19,5,3,0,4,7,8,0,3,0,27,0,0,5,3,18,9,0,0,0,40,0,0,3,0,10,7,3,3,0,34,7,17,24,13,65,57,13,8,0,208,4,4,9,3,20,18,3,0,0,60,30,24,42,42,228,193,29,60,0,652,14,51,26,17,75,50,16,27,0,269,21,46,59,44,92,49,5,15,3,342,0,10,5,4,14,6,0,3,0,42,3,10,14,11,17,9,0,0,0,80
SAL80072,22,107,61,50,150,192,66,92,9,757,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,20,8,0,13,4,0,0,0,44,5,20,7,4,8,3,0,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,6,0,0,5,0,8,3,0,0,0,9,0,0,0,0,0,3,3,0,0,8,0,4,15,0,11,22,12,9,0,70,0,3,0,0,9,10,0,0,0,20,10,8,14,19,51,47,13,26,0,191,3,23,17,5,21,19,10,23,0,126,9,21,32,12,24,17,4,6,5,128,0,5,0,0,0,4,0,0,0,14,0,9,4,4,3,4,0,0,0,21
SAL80073,36,87,51,48,221,240,57,105,11,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,14,8,10,4,7,0,0,61,3,22,4,3,9,8,0,4,0,49,5,0,0,0,0,4,0,0,0,7,0,0,0,0,5,0,0,0,0,17,0,0,0,3,0,0,0,0,0,10,0,0,0,0,7,3,0,0,0,10,8,6,9,0,20,24,5,6,0,71,0,6,4,3,5,10,0,0,0,26,13,10,14,31,82,52,17,14,3,234,9,14,20,12,22,11,5,10,0,112,9,13,26,18,37,20,6,8,0,135,3,0,5,0,7,4,0,0,0,27,3,4,10,4,4,3,0,3,0,34
