SAL_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SAL80036,0,0,0,0,0,0,0,0,0,5,7,20,0,0,0,0,0,0,0,28,27,53,12,3,5,6,0,15,0,132,0,0,0,0,0,0,0,0,0,3,7,12,0,5,3,0,0,0,0,27,3,5,0,0,0,0,0,0,0,6,43,81,15,6,12,9,0,21,4,194,0,0,0,0,0,0,0,0,0,0,5,6,5,4,0,0,0,0,3,25,9,11,14,8,3,8,0,8,0,55,12,7,38,5,3,4,10,0,4,79,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,3,17,130,201,85,38,31,23,18,57,18,589,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,11,26,50,0,18,15,3,0,10,0,118,0,4,0,0,0,0,0,0,0,6
SAL80037,0,0,0,0,0,0,0,0,0,0,8,13,0,0,3,0,0,0,0,22,25,22,3,3,7,0,0,3,0,78,0,4,0,0,0,0,0,0,0,3,14,11,0,0,3,0,0,0,0,24,3,4,0,0,0,0,0,0,0,10,37,98,10,19,17,5,3,6,3,195,0,0,0,0,0,0,0,0,0,0,11,11,10,5,6,4,0,4,5,49,15,19,18,11,9,5,6,3,0,85,28,28,222,14,28,15,31,27,18,410,5,0,4,0,0,3,0,0,0,12,3,3,10,0,5,6,7,0,0,27,3,7,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,13,147,219,265,58,87,38,47,44,22,936,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,22,44,0,6,3,0,0,0,3,78,0,5,0,0,0,0,0,0,0,4
SAL80038,0,0,0,0,0,0,0,0,0,6,10,53,0,3,0,0,0,0,0,66,89,156,7,18,25,5,0,7,6,309,0,5,0,0,0,0,0,0,0,4,10,29,0,0,0,0,0,0,0,48,3,7,0,3,0,0,0,0,0,12,116,275,18,15,56,11,0,9,12,509,0,0,0,0,0,0,0,0,0,0,14,8,3,4,0,0,0,0,0,28,13,17,6,8,0,6,0,0,0,50,18,15,25,5,8,10,0,5,0,91,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,13,0,4,0,0,5,0,0,0,7,19,276,571,76,59,103,34,8,20,32,1173,0,0,0,0,0,0,0,0,0,0,10,42,0,0,0,0,0,0,0,54,51,177,8,16,41,13,0,6,10,318,0,3,0,0,0,0,0,0,0,3
SAL80039,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,15,26,29,0,9,3,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,15,3,6,0,0,3,0,0,0,0,19,43,99,14,16,27,4,3,7,4,216,0,0,0,0,0,0,0,0,0,0,11,11,14,11,4,4,0,0,0,55,33,20,17,8,16,4,3,4,0,113,44,22,174,24,34,12,29,28,6,373,0,0,0,0,0,0,0,0,0,17,4,8,3,0,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,5,9,4,0,4,0,4,0,3,22,181,221,230,72,101,28,42,44,18,940,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,17,36,0,6,7,0,0,0,0,70,5,3,0,0,0,0,0,0,0,7
SAL80040,0,3,0,0,0,0,0,0,0,3,9,55,0,0,0,0,0,0,0,71,31,37,0,3,8,0,3,3,0,89,0,0,0,0,0,0,0,0,0,3,6,16,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,11,67,116,14,10,12,3,0,4,5,239,0,0,0,0,0,0,0,0,0,0,3,8,5,0,3,0,0,0,0,19,12,10,4,4,6,0,0,3,0,36,12,10,30,11,4,3,0,8,0,71,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,142,256,59,37,42,13,8,24,10,590,0,0,0,0,0,0,0,0,0,0,21,44,0,0,3,0,0,0,5,75,40,63,3,6,15,0,0,0,0,134,0,0,0,0,0,0,0,0,0,3
SAL80041,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,53,68,156,6,16,21,11,3,9,4,292,0,3,0,0,0,0,0,0,0,6,6,16,0,0,4,0,0,0,0,31,4,6,0,0,0,0,0,0,0,9,94,214,34,33,42,20,9,12,7,456,0,0,0,0,0,0,0,0,0,0,7,15,10,10,3,0,7,3,0,61,20,15,20,11,8,3,3,7,0,79,12,20,73,20,11,9,8,10,5,164,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,14,4,0,0,3,0,0,0,0,4,16,233,482,162,94,89,41,41,44,23,1208,0,3,0,0,0,0,0,0,0,6,4,19,0,0,0,0,0,0,0,32,55,116,0,21,42,8,0,3,6,257,0,3,0,0,3,0,0,0,0,9
SAL80042,0,0,0,0,0,0,0,0,0,0,10,46,0,0,0,0,0,0,0,63,82,121,9,6,22,3,8,5,8,263,0,4,0,0,0,0,0,0,0,10,3,17,0,0,3,0,0,0,0,21,4,5,0,0,4,0,0,0,0,12,89,162,23,32,36,9,10,8,3,380,0,0,0,0,0,0,0,0,0,0,14,14,6,8,5,0,0,0,0,56,28,15,14,16,15,4,0,3,0,99,16,17,67,24,17,3,10,9,4,165,4,4,0,3,0,0,0,5,0,19,6,4,4,0,0,3,0,0,0,19,3,4,3,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,0,12,265,421,138,90,108,30,24,33,24,1125,0,6,0,0,0,0,0,0,0,3,8,26,0,0,7,0,0,0,0,37,40,92,3,19,37,6,0,3,3,211,0,3,0,3,0,0,0,0,0,8
SAL80043,4,0,0,0,0,0,0,0,0,7,17,42,0,0,0,0,0,0,3,64,80,132,15,5,19,6,10,11,5,280,0,0,0,0,0,0,0,0,0,3,20,30,0,4,5,0,0,0,0,58,4,8,0,0,0,0,0,0,0,13,128,208,21,17,36,7,9,14,12,448,0,0,0,0,0,0,0,0,0,0,15,6,6,8,5,3,0,0,0,50,17,16,4,6,9,7,5,4,4,62,21,16,62,8,13,3,3,4,3,131,0,0,0,4,0,0,0,3,0,7,5,4,0,0,3,0,0,0,0,10,0,0,5,0,0,0,0,0,0,6,0,3,0,0,3,5,0,0,0,10,311,475,111,58,90,28,25,40,27,1160,0,3,0,0,0,0,0,0,0,9,9,35,0,0,7,0,0,0,0,52,85,135,4,15,28,0,0,5,3,280,0,5,0,0,0,0,0,0,0,9
SAL80044,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,55,52,84,4,7,10,0,0,0,3,162,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,11,60,163,5,9,23,0,0,8,4,269,0,0,0,0,0,0,0,0,0,0,6,12,5,0,0,0,0,0,0,24,8,8,3,4,0,7,0,0,0,32,11,0,22,6,0,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,163,327,36,30,42,10,3,3,12,639,0,0,0,0,0,0,0,0,0,4,3,38,0,3,3,0,0,0,0,49,55,67,0,3,21,0,0,0,0,142,0,5,0,0,0,0,0,0,0,5
SAL80045,0,0,0,0,0,0,0,0,0,0,7,15,0,0,4,0,0,0,0,20,40,109,6,0,9,5,4,0,6,188,5,4,0,0,0,0,0,0,0,11,12,16,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,11,50,149,20,8,17,9,5,6,5,262,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,30,15,13,8,6,3,5,0,4,0,53,17,7,42,3,6,4,4,9,0,93,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,160,332,79,22,52,20,17,16,15,721,0,0,0,0,0,0,0,0,0,3,11,11,0,0,4,0,0,0,0,28,32,90,3,8,20,4,0,0,8,157,0,0,0,0,0,0,0,0,0,0
SAL80046,0,0,0,0,0,0,0,0,0,0,7,46,3,0,3,0,0,0,0,64,46,83,6,10,25,5,3,14,0,197,0,3,0,0,0,0,0,0,0,10,4,20,0,0,0,0,0,0,0,26,4,12,0,0,0,0,0,0,0,16,75,184,8,16,43,14,3,12,12,370,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,3,0,0,0,17,7,7,5,10,3,0,0,3,5,40,6,9,32,10,8,4,0,0,0,69,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,171,379,70,39,87,26,10,35,21,838,0,0,0,0,0,0,0,0,0,4,6,29,0,0,0,0,0,0,0,35,55,102,3,14,25,3,0,5,6,197,0,0,0,0,0,0,0,0,0,0
SAL80047,0,0,0,0,0,0,0,0,0,0,14,54,0,0,0,0,0,0,0,67,61,76,6,8,16,9,0,20,7,198,0,6,0,0,0,0,0,0,0,4,5,21,0,0,6,0,0,0,0,35,11,5,0,0,3,0,0,0,5,18,93,149,40,12,34,3,10,23,0,361,0,0,0,0,0,0,0,0,0,0,7,6,3,4,3,0,0,0,0,25,14,4,9,8,12,0,3,3,0,62,19,13,65,9,6,3,4,11,4,130,0,5,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,15,210,338,125,51,83,27,24,60,24,937,0,4,0,0,0,0,0,0,0,4,18,35,0,0,4,0,0,0,0,59,67,101,4,13,25,6,0,7,4,227,0,0,0,0,0,0,0,0,0,0
SAL80048,0,0,0,0,0,0,0,0,0,0,9,19,0,0,3,0,0,0,0,28,49,40,5,9,3,6,0,5,5,109,0,0,0,0,0,0,0,0,0,3,8,14,0,0,5,0,0,0,0,24,3,7,0,0,0,0,0,0,0,16,69,109,7,6,13,3,5,4,6,232,0,0,0,0,0,0,0,0,0,0,8,7,4,0,5,0,0,0,0,30,24,13,16,9,6,6,4,3,0,75,22,10,66,16,9,4,4,11,0,144,0,4,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,198,234,93,45,42,20,21,24,11,682,0,3,0,0,0,0,0,0,0,3,0,36,0,0,6,0,0,0,0,39,30,66,0,7,13,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
SAL80049,0,0,0,0,0,0,0,0,0,3,3,22,0,0,0,0,0,0,0,30,33,56,4,11,14,0,4,4,0,135,0,3,0,0,0,0,0,0,0,5,11,11,0,0,0,0,0,0,0,35,5,7,0,0,0,0,0,0,0,24,76,150,14,22,31,6,4,8,9,323,0,0,0,0,0,0,0,0,0,0,20,26,18,9,18,4,0,4,0,97,33,29,31,17,18,3,9,3,0,145,57,35,217,41,35,18,24,26,10,466,3,3,3,12,3,7,0,3,0,37,3,3,7,11,6,0,6,5,0,31,0,3,0,0,0,0,0,0,0,10,4,4,0,0,4,0,0,0,0,17,260,356,300,123,145,46,50,53,24,1352,0,5,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,16,34,73,3,8,17,6,0,0,0,148,0,0,0,0,0,0,0,0,0,3
SAL80050,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,48,30,64,9,3,14,0,0,0,6,127,0,0,0,0,0,0,0,0,0,0,9,19,4,0,4,0,0,0,0,32,3,4,5,0,0,0,0,0,0,14,76,161,19,16,26,8,7,10,3,326,0,0,0,0,0,0,0,0,0,0,17,8,5,5,5,0,3,0,0,46,26,17,18,11,15,5,0,9,0,94,40,28,163,24,29,7,19,38,4,350,3,0,10,0,0,5,0,0,0,16,8,3,4,0,0,3,4,0,0,26,0,4,0,0,0,0,0,0,0,6,6,4,0,0,4,0,7,0,3,25,217,354,238,64,94,32,33,58,19,1110,0,6,0,0,0,0,0,0,0,3,11,15,0,0,0,0,0,0,0,27,27,76,0,0,14,3,0,0,0,128,5,0,0,0,3,0,0,0,0,5
SAL80051,0,3,0,0,0,0,0,0,0,3,4,18,0,0,0,0,0,0,0,20,48,53,0,0,8,0,5,0,4,120,3,0,0,0,0,0,0,0,0,7,11,19,0,0,3,0,0,0,0,31,0,6,0,0,0,0,0,0,0,4,62,98,10,12,12,7,5,0,0,202,0,0,0,0,0,0,0,0,0,0,15,10,8,0,5,0,3,0,0,40,18,11,5,0,5,3,0,0,5,43,30,13,59,6,14,4,6,12,0,143,4,5,0,0,0,0,0,0,0,9,3,5,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,8,196,237,87,25,53,20,13,11,10,652,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,31,23,56,0,5,13,0,0,0,0,97,0,7,0,0,0,0,0,0,0,0
SAL80052,0,0,0,0,0,0,0,0,0,0,6,18,0,0,5,0,0,0,0,31,60,68,4,8,8,0,0,8,0,153,0,0,0,0,0,0,0,0,0,6,9,20,0,0,4,0,0,0,0,36,3,0,0,0,0,0,0,0,0,9,63,86,17,11,18,4,4,8,3,215,0,0,0,0,0,0,0,0,0,0,14,13,5,5,9,4,0,5,0,43,18,8,9,4,0,0,0,0,5,49,16,3,48,11,12,5,7,4,3,105,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,6,11,196,232,93,39,51,13,11,25,16,670,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,22,43,74,5,9,7,0,0,3,0,138,0,5,0,0,0,0,0,0,0,5
SAL80053,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,26,24,31,5,6,12,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,13,9,0,4,0,0,0,0,0,26,5,6,0,3,0,0,0,0,0,9,49,127,8,20,24,6,0,4,0,230,0,0,0,0,0,0,0,0,0,0,4,6,5,7,4,0,0,4,5,36,10,13,13,10,8,0,5,4,0,55,10,11,63,11,6,6,11,8,4,133,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,129,228,100,51,49,15,21,18,10,612,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,16,25,61,0,0,8,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
SAL80054,0,0,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,0,46,25,65,3,6,13,6,8,12,4,132,0,0,0,0,0,0,0,0,0,4,5,13,0,0,3,0,0,0,0,26,10,3,0,0,4,0,0,0,0,20,64,130,25,22,27,5,3,7,3,290,0,0,0,0,0,0,0,0,0,0,9,13,5,5,5,0,0,0,3,39,12,9,4,13,0,8,6,0,4,58,20,17,103,18,20,5,20,17,3,205,0,4,0,0,3,0,0,3,0,17,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,3,0,4,0,0,0,0,0,14,156,295,149,64,77,23,38,39,19,872,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,29,68,9,10,21,3,0,6,0,148,0,3,0,0,0,0,0,0,0,3
SAL80055,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,18,20,30,0,8,12,3,4,3,0,89,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,39,100,9,9,20,11,6,4,0,205,0,0,0,0,0,0,0,0,0,0,9,9,3,5,4,0,0,5,0,36,16,15,20,9,6,0,0,3,0,68,25,14,126,11,12,11,9,22,0,230,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,9,120,204,168,52,53,32,26,39,8,711,0,0,0,0,0,0,0,0,0,3,5,9,0,0,3,0,0,0,0,19,16,46,0,4,11,0,0,0,0,85,0,0,0,0,0,0,0,0,0,3
SAL80056,0,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,38,77,101,4,7,15,8,5,3,3,229,3,0,0,0,0,0,0,0,0,8,10,24,0,4,7,0,0,0,0,39,0,3,0,0,0,0,0,0,0,12,94,153,13,17,30,4,6,8,13,334,0,0,0,0,0,0,0,0,0,0,20,10,3,4,8,0,3,0,0,51,22,30,8,14,9,7,0,3,0,96,31,18,56,14,6,11,3,6,0,160,0,0,0,0,0,0,0,0,0,6,3,6,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,5,4,0,0,0,0,0,7,269,375,101,68,71,35,14,29,21,991,0,4,0,0,0,0,0,0,0,3,7,21,0,0,0,0,0,0,0,28,49,90,5,10,25,3,0,0,9,186,0,4,0,0,0,0,0,0,0,9
SAL80057,0,5,0,0,0,0,0,0,0,0,4,31,0,0,4,0,0,0,0,43,46,53,0,0,10,0,0,0,3,114,0,5,0,0,0,0,0,0,0,5,4,14,0,0,6,0,0,0,3,26,3,3,0,0,3,0,0,0,0,9,53,99,4,8,11,6,0,0,4,184,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,3,0,0,0,20,12,4,0,3,0,0,0,0,0,22,6,5,13,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,149,221,13,17,30,15,0,3,11,465,0,3,0,0,0,0,0,0,0,3,7,17,0,0,0,0,0,0,0,22,34,58,0,0,17,3,0,0,3,122,0,8,0,0,0,0,0,0,0,8
SAL80058,0,4,0,0,0,0,0,0,0,4,9,55,5,0,4,0,0,0,0,75,122,201,35,21,47,37,20,28,15,520,3,3,0,0,6,0,0,0,0,9,9,26,0,3,8,0,0,0,0,50,3,7,0,0,8,0,0,0,0,16,111,272,49,43,64,43,25,28,12,647,0,0,0,0,0,0,0,0,0,0,16,18,19,8,10,6,4,3,0,85,31,32,37,28,15,6,11,15,0,169,30,26,85,29,17,7,11,15,0,222,0,0,0,7,0,0,6,0,0,12,3,0,8,0,0,0,0,3,0,18,0,4,8,3,0,0,0,0,0,13,4,4,8,0,0,0,3,6,9,36,343,653,253,145,177,100,78,97,46,1891,0,3,0,0,0,0,0,0,0,3,5,25,0,3,0,0,0,0,0,40,65,189,5,58,80,28,0,11,7,446,6,5,0,0,0,0,0,0,0,16
SAL80059,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,14,5,16,0,0,3,0,0,4,0,31,5,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,4,29,57,0,0,14,5,0,0,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,8,9,14,11,7,4,0,0,0,4,38,13,13,69,10,8,3,13,9,0,134,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,13,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,76,131,78,21,33,10,13,16,8,382,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,9,16,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
