SAL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80029,111,154,376,316,337,299,45,5,0,1642,58,19,26,33,48,129,190,93,52,655,0,5,5,11,7,4,6,14,8,77,172,183,407,365,394,438,244,115,66,2375,35,157,499,449,511,369,50,3,0,2075,137,123,161,146,126,152,55,3,0,909,4,14,48,41,15,29,7,0,0,155,0,3,14,9,7,0,0,0,0,33,178,293,728,639,662,549,115,6,0,3172,3,12,8,11,10,12,0,0,0,57,22,8,0,3,3,8,0,0,0,53,27,23,10,15,16,18,0,0,0,105,205,317,739,649,674,571,117,6,0,3273,129,38,47,52,70,255,337,171,86,1181,6,12,19,33,12,12,15,25,16,149,335,370,810,734,759,835,465,197,101,4605
SAL80030,188,407,395,285,288,180,35,7,0,1787,41,28,42,20,38,114,149,105,66,603,20,58,30,10,10,5,3,7,9,150,251,494,464,318,330,294,190,120,78,2544,358,798,710,435,460,250,46,5,0,3061,142,276,110,99,77,103,60,10,0,885,9,23,39,31,19,20,6,0,0,141,4,20,7,3,0,0,0,0,0,36,509,1118,867,572,560,371,111,13,0,4127,0,8,14,3,11,8,3,0,0,45,8,19,3,7,5,5,0,0,0,41,15,23,15,10,11,11,4,0,0,89,530,1140,881,578,571,383,116,13,0,4215,98,74,63,32,54,172,270,198,101,1066,80,207,119,52,41,33,23,12,15,582,706,1426,1065,662,674,583,406,227,115,5863
SAL80031,0,6,5,10,8,4,0,0,0,32,0,0,0,0,0,4,0,3,0,7,3,0,0,3,0,0,0,0,0,8,10,3,6,17,8,4,0,3,0,52,0,7,8,14,15,9,0,0,0,51,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,13,20,17,11,0,0,0,63,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,9,16,20,17,11,0,0,0,66,0,0,0,0,0,5,0,3,0,15,3,3,5,7,3,10,3,0,0,27,9,5,17,24,16,22,3,4,0,103
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
SAL80033,108,155,545,641,317,152,24,0,0,1938,51,23,93,58,35,78,89,30,9,459,0,6,18,19,9,7,4,0,0,60,158,184,658,716,365,233,111,30,9,2463,23,150,721,985,522,217,20,0,0,2643,136,112,222,264,97,53,30,0,0,918,7,7,67,60,14,11,0,0,0,168,0,7,18,5,6,5,0,0,0,44,169,270,1030,1318,638,279,57,3,0,3772,5,13,19,12,3,11,0,0,0,59,35,14,11,9,0,7,0,0,0,71,37,22,29,25,3,16,0,0,0,135,205,297,1059,1343,649,296,54,3,0,3904,123,48,116,88,54,110,159,56,13,757,4,14,44,44,16,20,8,0,0,143,337,351,1211,1472,717,423,226,56,13,4797
SAL80034,68,52,70,166,207,124,31,8,0,718,23,8,8,25,19,79,161,132,33,479,0,0,5,3,0,3,3,8,0,32,90,61,76,192,227,206,199,148,32,1231,9,48,93,206,307,157,38,6,0,865,91,50,30,84,69,77,42,11,0,457,3,5,9,18,15,14,4,0,0,69,0,0,3,0,0,0,0,0,0,3,110,101,134,310,396,250,82,13,0,1393,0,0,0,0,3,0,3,0,0,8,12,9,3,0,0,0,0,0,0,28,18,6,3,0,3,4,3,0,0,40,128,109,137,314,394,256,87,13,0,1432,54,13,4,35,32,124,286,244,59,860,0,5,6,9,0,6,14,13,3,59,186,127,152,351,431,390,381,273,62,2348
SAL80035,43,71,193,220,155,85,22,0,0,778,34,7,39,42,36,81,110,60,17,426,0,5,18,7,7,4,8,0,0,45,78,81,242,268,197,170,132,60,19,1251,19,73,266,288,206,112,21,0,0,981,39,49,101,106,68,37,18,4,0,425,5,3,17,18,20,10,10,0,0,82,0,0,15,0,4,0,0,0,0,28,60,120,399,411,308,153,48,6,0,1514,14,4,4,3,8,4,0,0,0,40,15,4,7,4,5,6,0,0,0,34,24,7,11,12,17,6,0,0,0,75,84,134,409,424,316,162,51,6,0,1588,80,21,55,71,56,124,182,101,28,714,6,6,35,17,19,5,12,6,0,99,170,158,495,505,391,293,241,111,30,2407
SAL80036,38,75,225,194,135,80,17,3,0,768,27,11,20,13,23,51,98,83,30,353,4,0,7,10,8,3,3,5,0,37,67,83,252,214,160,133,119,92,34,1154,11,69,306,259,215,107,14,0,0,988,54,60,112,86,49,51,20,4,0,430,4,0,13,22,10,10,4,3,0,64,0,0,11,0,0,0,0,0,0,18,71,140,446,368,277,165,39,6,0,1504,6,0,4,5,5,3,0,0,0,20,9,8,6,4,3,0,0,0,0,21,10,10,8,8,0,5,0,0,0,46,81,144,456,376,279,170,34,6,0,1550,51,20,37,22,41,92,162,158,54,632,3,8,12,14,11,10,4,14,0,69,132,172,503,405,329,269,202,174,54,2250
SAL80037,92,121,302,295,272,263,52,3,0,1405,44,23,38,43,49,163,181,76,20,636,3,5,13,16,3,7,3,5,0,65,144,145,356,355,326,433,240,82,20,2102,28,133,416,428,409,339,62,5,0,1822,110,85,147,152,101,137,54,0,0,788,6,11,30,23,20,23,8,0,0,125,0,4,12,4,0,0,0,0,0,28,150,234,602,610,531,500,125,8,0,2753,12,16,12,9,8,0,0,0,0,60,20,14,9,4,6,5,0,0,0,53,33,24,14,14,16,4,0,0,0,106,176,262,622,619,541,506,125,13,0,2858,114,42,67,70,78,271,360,156,28,1177,14,9,34,20,16,16,11,4,0,133,307,316,715,710,639,793,496,163,24,4174
SAL80038,216,364,549,182,121,90,26,3,0,1549,87,177,79,27,26,35,61,26,3,520,67,108,57,21,5,11,5,0,4,271,368,650,680,231,145,137,87,35,8,2343,7,193,870,352,221,141,27,0,0,1808,222,330,206,57,48,38,24,5,0,940,42,30,33,24,14,6,4,0,0,145,0,10,14,3,3,0,0,0,0,34,274,565,1127,432,280,185,54,6,0,2925,0,25,32,9,9,6,0,0,0,76,70,65,16,0,0,4,0,0,0,157,71,90,44,15,9,7,0,0,0,236,340,656,1170,447,290,192,53,6,0,3160,155,355,151,39,35,60,123,57,14,994,117,187,122,41,19,16,8,5,6,531,613,1196,1452,525,351,275,184,71,23,4686
SAL80039,119,129,266,317,381,234,28,0,0,1476,57,16,45,39,53,102,137,79,23,558,0,4,7,11,4,3,0,0,0,46,179,150,318,369,441,341,171,85,26,2079,41,170,386,427,543,323,43,0,0,1937,165,103,106,120,137,107,26,0,0,762,11,6,29,36,36,40,4,0,0,156,3,4,10,6,3,4,0,0,0,26,213,282,527,590,725,480,72,0,0,2887,4,5,14,7,3,3,0,0,0,42,16,12,6,4,0,4,0,0,0,40,21,13,25,7,6,8,0,0,0,84,238,299,549,597,730,486,72,0,0,2971,116,38,73,55,84,197,270,137,38,1012,12,7,16,21,20,14,9,9,0,111,364,347,637,681,831,692,349,145,41,4090
SAL80040,44,52,183,206,196,118,35,9,0,842,29,6,20,16,14,61,136,113,38,435,0,0,13,7,4,5,9,0,0,44,78,56,218,229,220,182,183,119,40,1321,8,40,219,245,284,111,19,4,0,932,51,61,76,117,93,73,22,18,0,503,5,11,12,23,17,15,5,0,0,81,3,0,0,5,0,0,0,0,0,9,66,104,302,390,398,197,52,22,0,1530,0,0,11,4,7,4,5,0,0,29,15,9,5,10,0,3,0,0,0,35,17,10,16,14,11,3,5,0,0,70,84,112,323,401,403,203,53,22,0,1599,47,9,31,30,29,123,234,198,64,771,0,7,19,16,8,10,13,8,6,82,135,128,374,443,445,327,295,224,73,2450
SAL80041,57,155,580,452,177,67,8,0,0,1496,43,14,70,48,23,53,41,21,5,321,8,7,27,15,11,5,4,0,0,67,109,176,674,514,208,122,56,21,5,1887,11,147,774,669,321,93,17,0,0,2024,87,109,242,209,59,27,5,0,0,742,0,9,53,34,4,3,0,0,0,110,0,8,13,12,0,3,0,0,0,38,104,269,1087,915,388,128,26,0,0,2913,0,4,18,17,9,8,0,0,0,61,13,8,10,8,3,4,0,0,0,50,20,14,25,22,8,14,0,0,0,107,121,282,1109,937,403,139,24,0,0,3023,92,24,90,60,38,76,80,32,11,523,12,14,51,28,15,8,5,0,0,133,226,324,1261,1031,460,223,113,39,11,3680
SAL80042,56,110,377,488,228,91,9,5,0,1364,47,9,64,48,27,43,106,84,24,451,0,0,21,11,5,3,3,8,3,48,103,123,458,544,259,139,126,88,27,1862,13,103,507,732,403,140,12,4,0,1913,71,86,160,188,80,46,14,0,0,644,6,7,41,38,6,8,0,0,0,113,0,5,8,13,9,3,0,0,0,29,94,195,721,974,497,194,22,6,0,2707,0,3,20,12,6,0,0,0,0,45,10,3,7,8,3,7,0,0,0,37,10,10,26,18,9,5,0,0,0,78,100,207,748,991,507,204,22,6,0,2785,103,19,91,59,37,77,186,130,35,739,8,8,26,21,11,8,3,7,3,87,208,241,863,1057,552,284,218,140,38,3607
SAL80043,103,123,257,369,345,212,56,7,0,1468,62,20,27,34,50,112,179,217,121,817,4,7,10,11,9,9,8,0,3,55,168,148,291,413,403,333,241,222,123,2341,20,88,345,480,516,301,39,8,0,1785,123,129,140,185,131,117,63,0,0,885,8,11,25,38,20,30,10,0,0,149,4,6,12,4,0,3,0,0,0,21,154,231,515,704,664,449,108,9,0,2839,0,12,5,3,8,11,0,0,0,41,29,3,7,5,5,6,0,0,0,63,35,12,13,14,12,15,4,0,0,104,190,247,528,716,679,466,111,9,0,2944,116,43,52,43,85,199,340,350,190,1420,6,3,13,26,22,19,14,9,5,117,310,298,593,783,780,682,460,366,196,4485
SAL80044,65,67,113,182,199,112,48,11,0,801,67,7,5,30,27,57,144,137,83,552,4,4,11,5,9,4,11,4,3,65,141,80,127,217,234,173,206,151,88,1415,3,68,157,266,298,180,32,3,0,1008,76,54,46,58,72,59,48,24,5,452,9,3,11,15,11,11,6,0,0,66,0,0,4,0,0,0,3,0,0,12,92,126,217,340,375,254,93,28,8,1542,0,3,7,4,0,8,0,0,0,16,6,3,0,0,4,0,0,0,0,20,6,7,5,0,5,5,0,0,0,36,105,136,225,342,382,258,93,28,8,1576,110,11,10,32,44,100,249,223,133,909,12,16,21,10,21,15,19,4,3,113,219,164,254,379,445,372,362,258,141,2596
SAL80045,29,71,312,285,94,42,0,0,0,827,28,4,33,39,18,27,26,8,0,188,0,4,9,11,4,0,0,0,0,36,59,77,361,329,116,67,30,8,0,1055,4,80,463,477,177,69,6,0,0,1275,32,38,80,91,26,20,3,0,0,299,3,9,32,21,0,4,0,0,0,64,0,0,8,4,3,0,0,0,0,11,44,126,581,592,209,90,13,0,0,1646,0,0,5,5,3,4,0,0,0,21,6,6,9,6,0,0,0,0,0,26,6,8,7,9,3,4,0,0,0,41,49,133,595,601,209,89,13,0,0,1686,53,11,52,47,21,36,49,15,0,293,5,9,14,17,7,0,0,0,0,55,106,147,664,668,245,129,60,15,0,2035
SAL80046,30,237,432,214,157,65,9,0,0,1141,16,30,31,18,26,50,53,35,21,287,0,14,21,12,4,6,3,5,0,58,52,290,480,240,186,119,62,38,22,1484,10,186,592,279,212,102,5,0,0,1401,35,199,176,121,58,32,9,4,0,638,4,6,42,26,8,6,0,0,0,90,0,3,9,0,3,0,0,0,0,13,49,399,816,427,284,151,20,4,0,2142,4,5,12,10,4,3,0,0,0,44,16,10,10,6,7,3,0,0,0,53,17,17,25,17,6,5,0,0,0,89,62,418,842,440,291,155,17,4,0,2240,41,68,51,26,50,86,99,72,37,536,3,18,38,16,4,12,6,4,0,98,103,503,935,485,341,251,128,80,35,2863
SAL80047,51,179,315,335,236,97,31,8,0,1252,39,25,48,48,19,70,127,102,47,519,0,13,14,9,8,8,10,5,0,69,93,217,380,386,269,173,166,112,46,1843,11,107,432,411,313,129,24,5,0,1433,72,171,167,194,119,73,29,5,0,828,3,13,27,37,19,3,0,0,0,106,3,7,8,9,4,0,0,0,0,27,91,301,621,649,449,208,54,8,0,2387,4,5,11,9,9,11,3,0,0,51,13,4,6,11,0,3,4,0,0,53,22,9,22,25,9,14,5,0,0,99,115,308,643,668,456,219,59,8,0,2494,82,41,69,69,41,140,214,158,71,892,3,22,31,30,17,22,16,8,0,150,193,372,751,775,519,374,293,179,74,3530
SAL80048,67,82,175,212,233,113,23,0,0,908,38,6,19,21,35,66,133,90,28,440,0,0,4,7,9,7,11,3,0,48,110,92,193,243,270,188,173,97,30,1392,24,92,220,296,330,147,15,6,0,1134,87,58,79,84,85,66,36,4,0,497,12,5,22,23,21,12,3,0,0,102,0,5,0,0,0,0,0,0,0,9,121,153,323,407,437,235,55,9,5,1745,0,6,9,6,11,0,0,0,0,35,14,3,3,4,0,3,0,0,0,35,18,11,16,11,19,5,0,0,0,72,139,162,336,414,454,241,55,9,5,1814,84,21,27,38,49,135,227,189,52,829,4,10,12,14,9,19,14,9,7,87,228,195,377,463,519,389,301,209,59,2729
SAL80049,146,150,368,554,512,248,51,0,0,2028,88,31,57,66,61,129,184,90,16,714,8,4,13,12,14,13,5,5,0,81,240,181,438,629,593,391,239,92,16,2829,57,179,480,778,755,337,44,0,0,2630,182,128,171,253,193,119,39,0,0,1090,11,11,57,44,32,40,3,0,0,191,0,6,6,13,4,6,0,0,0,43,251,320,719,1092,984,504,87,6,0,3958,11,6,26,8,14,11,0,0,0,76,38,14,8,5,9,6,5,0,0,82,51,15,35,10,23,14,8,0,0,155,307,338,752,1104,1002,517,100,5,0,4118,215,49,78,95,89,218,328,166,38,1276,22,13,31,21,36,20,12,10,0,166,540,402,857,1227,1128,759,435,174,40,5560
SAL80050,113,117,320,352,336,183,49,3,0,1472,47,12,39,32,41,110,246,87,28,646,7,0,5,10,0,15,0,3,0,49,161,138,365,398,376,311,294,94,31,2166,31,135,449,473,482,231,50,6,0,1860,149,117,173,179,143,109,68,7,0,940,7,3,32,45,26,16,5,0,0,141,0,0,13,5,9,4,0,0,0,25,184,253,664,708,656,361,128,8,0,2960,6,7,9,11,7,11,0,0,0,49,19,11,10,12,4,3,0,0,0,57,26,18,20,22,13,12,0,0,0,108,210,275,683,728,666,369,127,5,0,3071,117,34,76,54,69,208,444,177,50,1224,16,9,14,17,16,22,5,3,0,102,336,315,774,799,760,596,577,188,49,4394
SAL80051,58,64,92,202,185,146,53,0,0,794,25,3,9,13,18,96,158,49,14,392,0,3,4,0,0,7,3,3,0,19,84,66,101,217,203,246,215,57,14,1206,10,51,139,279,298,202,42,0,0,1028,89,62,38,86,55,80,56,7,0,482,4,3,19,19,8,14,0,0,0,75,0,0,0,3,0,0,0,0,0,17,100,118,204,389,369,298,100,11,0,1602,3,7,0,4,3,5,0,0,0,19,17,4,6,0,0,5,3,0,0,33,20,10,4,4,5,4,3,0,0,49,117,127,207,393,376,308,108,11,0,1648,65,16,25,23,27,149,307,107,29,741,3,4,3,0,0,8,12,5,0,41,184,145,235,419,402,465,422,122,28,2429
SAL80052,60,89,155,209,231,141,31,5,0,920,44,6,19,33,26,80,140,201,89,638,3,0,9,4,8,0,8,12,18,65,107,94,175,241,270,225,176,220,108,1624,13,68,223,279,331,212,22,0,0,1153,92,85,74,100,97,74,42,14,3,572,10,8,9,18,8,6,0,0,0,56,0,5,8,4,3,0,0,0,0,25,114,162,308,397,440,290,64,11,5,1801,0,3,4,7,7,4,0,0,0,26,27,3,5,0,4,0,0,0,0,46,27,9,10,9,10,7,0,0,0,71,142,173,322,404,453,297,64,11,8,1870,90,15,24,40,45,132,254,336,163,1096,10,3,21,12,18,9,17,23,28,140,246,192,372,455,512,431,334,369,191,3105
SAL80053,51,40,164,198,203,102,29,5,0,799,26,11,18,30,26,46,131,132,42,462,0,3,12,9,4,7,9,7,3,54,81,52,197,239,234,154,170,145,48,1313,16,44,222,280,287,125,26,4,0,999,76,40,70,96,91,50,27,7,0,463,3,4,25,25,21,12,3,0,0,92,0,0,4,4,3,0,0,0,0,15,96,90,324,410,397,186,60,13,0,1573,0,10,3,4,4,6,0,0,0,31,13,4,4,3,3,0,0,0,0,29,13,11,6,8,7,8,0,0,0,57,106,101,330,414,409,195,59,13,0,1629,60,20,24,46,50,86,212,221,76,801,3,9,18,15,11,17,10,15,3,102,173,128,377,478,466,294,287,248,82,2532
SAL80054,73,134,275,288,227,215,36,3,0,1249,46,13,44,59,48,131,240,108,38,730,0,0,13,13,7,9,4,0,3,56,121,143,336,350,288,363,278,117,42,2038,14,127,383,374,311,278,33,0,0,1515,93,124,150,151,113,107,42,4,0,780,4,5,12,26,14,21,3,3,0,84,0,0,12,5,0,3,0,0,0,27,112,258,557,559,440,405,80,10,0,2407,5,8,23,4,9,10,0,0,0,59,7,4,7,3,9,4,0,0,0,40,14,13,37,12,12,16,0,0,0,104,122,271,588,567,449,420,82,7,0,2509,110,31,73,88,83,239,427,217,59,1329,0,9,30,23,21,17,8,4,3,116,233,309,695,681,557,674,514,231,69,3960
SAL80055,77,90,179,226,200,129,26,0,0,936,34,13,21,31,35,75,160,77,15,460,3,3,9,5,9,4,9,6,0,33,114,103,211,264,239,208,194,89,15,1434,23,87,295,326,310,166,33,3,0,1236,86,66,89,115,84,66,26,5,0,531,5,11,24,21,11,23,4,0,0,99,0,0,3,3,11,0,0,0,0,21,119,163,413,462,419,257,64,6,0,1888,5,5,11,5,3,9,0,0,0,35,27,5,7,7,5,4,4,0,0,54,31,14,15,13,6,10,4,0,0,86,147,171,429,470,418,266,65,6,0,1970,82,32,35,42,50,134,285,157,28,846,7,8,17,14,11,8,8,3,5,82,230,208,479,525,487,406,359,177,30,2900
SAL80056,99,94,206,441,320,106,19,0,0,1293,62,8,28,44,23,49,72,30,4,321,5,0,13,8,6,5,8,0,0,52,169,109,250,497,352,156,96,31,4,1669,23,100,291,623,566,161,12,0,0,1777,146,75,76,170,104,53,23,0,0,647,5,10,18,24,16,13,5,0,0,73,0,0,5,8,7,3,0,0,0,21,177,177,395,816,693,229,36,3,0,2524,4,4,4,6,4,0,0,0,0,27,17,4,0,4,0,0,0,0,0,43,22,10,9,11,9,0,3,0,0,70,199,193,398,829,701,230,42,3,0,2592,120,21,35,54,41,82,132,55,11,548,9,11,27,24,21,8,13,0,0,111,333,222,468,901,759,313,184,59,11,3252
SAL80057,25,31,134,101,118,89,28,5,0,539,24,6,11,5,23,44,90,66,19,295,0,3,4,0,4,3,8,5,5,27,48,39,147,108,149,141,127,82,23,856,6,47,223,134,191,128,35,10,0,767,24,26,27,24,44,54,41,11,0,260,4,0,5,9,4,7,3,0,0,36,0,0,0,3,0,0,0,0,0,7,35,70,252,173,243,192,82,17,4,1074,0,0,0,0,6,3,0,0,0,12,9,4,0,0,6,3,0,0,0,25,9,5,0,5,9,8,0,0,0,33,43,77,253,173,246,202,86,19,4,1107,45,9,9,10,30,61,146,121,32,464,0,3,11,0,8,11,5,11,5,51,93,95,277,187,282,270,239,149,36,1625
SAL80058,106,267,816,609,336,126,13,0,0,2272,75,25,119,84,59,76,101,32,5,579,3,9,51,22,14,6,7,3,0,115,183,306,987,717,402,207,120,35,5,2964,24,231,1094,932,573,214,13,4,0,3085,114,231,443,296,136,52,18,0,0,1291,10,7,43,33,21,5,0,0,0,127,0,7,22,15,3,4,0,0,0,55,150,480,1605,1271,730,277,32,4,0,4554,0,17,48,26,7,5,0,0,0,104,27,20,15,17,7,5,0,0,0,86,29,33,64,38,17,5,5,0,0,187,178,511,1664,1309,746,285,36,4,0,4740,163,76,170,121,95,119,178,53,10,984,6,32,98,51,23,10,14,4,0,243,357,622,1938,1484,864,409,222,58,14,5971
SAL80059,34,42,71,129,131,74,27,0,0,510,26,10,16,23,10,43,115,48,5,302,0,0,6,3,4,5,0,3,0,14,61,51,90,156,146,118,146,51,5,825,11,49,116,174,182,100,32,0,0,662,57,30,24,67,67,37,28,8,0,324,4,6,6,11,12,11,0,0,0,48,0,0,3,3,0,4,0,0,0,16,75,87,157,258,258,152,61,8,0,1047,0,4,0,4,3,4,0,0,0,15,13,8,3,4,0,0,0,0,0,26,13,8,3,6,3,4,0,0,0,42,89,98,161,263,264,153,62,8,0,1094,47,12,30,33,23,87,235,94,16,579,0,0,4,13,3,0,5,3,0,37,133,116,198,310,289,243,303,99,16,1707
SAL80060,0,0,0,0,5,0,0,0,0,11,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,3,0,0,0,16,0,0,3,3,0,3,0,0,0,14,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,8,9,5,0,3,0,0,24,0,0,7,7,8,0,0,0,0,21,0,0,0,0,4,0,4,0,0,8,3,4,16,13,11,9,3,0,0,53
SAL80061,52,64,151,259,211,128,41,5,0,914,43,4,28,34,25,69,136,146,80,568,0,0,14,16,10,10,11,17,0,80,92,77,187,311,247,209,188,164,87,1570,9,52,197,384,324,173,40,7,0,1182,65,68,73,88,71,67,47,8,5,489,8,3,12,24,14,3,4,0,0,73,0,0,5,4,7,0,0,0,0,17,83,131,279,500,410,249,88,12,5,1757,4,3,9,6,4,3,0,0,0,25,15,7,3,4,5,0,3,0,0,35,15,6,10,5,9,5,3,0,0,54,101,134,290,509,415,252,89,16,5,1817,83,20,44,44,51,120,226,262,132,967,3,10,22,25,26,23,24,26,4,164,182,167,350,583,485,390,342,301,140,2938
SAL80062,51,64,151,180,145,119,17,0,0,722,22,3,21,34,20,91,96,28,13,336,0,0,3,9,6,0,0,0,0,20,74,67,179,216,173,211,111,34,18,1089,21,74,221,254,226,151,20,0,0,959,61,43,66,73,61,62,25,0,0,402,7,0,15,15,7,14,5,0,0,70,3,6,10,0,0,0,0,0,0,27,85,121,313,345,292,234,52,0,0,1455,4,4,3,5,3,0,0,0,0,20,10,0,3,0,0,9,4,0,0,21,13,10,8,5,5,10,4,0,0,42,100,128,320,348,299,244,57,0,0,1499,70,15,35,36,32,153,190,61,23,614,5,0,8,15,8,9,4,0,0,54,176,140,366,399,342,403,247,65,27,2164
SAL80063,54,59,192,237,172,109,40,0,0,856,28,13,35,32,24,65,189,61,10,457,0,5,7,11,4,0,8,3,0,35,82,72,233,271,202,182,235,64,14,1350,8,46,265,334,246,138,27,5,0,1063,63,55,102,129,64,53,42,3,0,513,3,0,21,19,11,20,4,0,0,82,4,4,5,0,6,0,0,0,0,14,78,106,397,478,325,211,75,3,0,1678,0,4,3,9,8,0,0,0,0,37,11,3,5,5,0,0,0,0,0,28,17,10,6,15,8,4,0,0,0,66,89,117,407,495,333,215,74,3,0,1743,79,24,48,44,38,119,337,136,26,849,3,8,17,13,7,8,12,9,0,78,171,145,476,550,384,347,422,145,27,2671
