SAL_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SAL80036,927,..,..,..,..,927,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,4,0,7,..,14,6,20,0,20,..,0,0,0,0,0,..,18,8,29,0,24,..,10,0,6,0,12,..,9,0,9,0,9,..,4,0,4,0,4,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,12,0,12,..,62,5,64,0,64,..,10,0,10,0,10,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,100,5,108,0,108,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9
SAL80037,2186,..,..,..,..,2186,..,3,0,3,0,3,..,49,9,53,0,57,..,0,0,0,0,0,..,3,4,13,0,13,..,6,4,12,0,12,..,0,0,0,0,0,..,18,7,24,0,24,..,7,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,9,..,14,0,14,0,14,..,6,0,6,0,6,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,55,0,55,0,55,..,10,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,26,0,25,0,25,..,3,0,3,0,3,..,4,0,4,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,11,4,13,0,13,..,7
SAL80038,1310,..,..,..,..,1310,..,0,0,0,0,0,..,22,0,23,0,23,..,0,0,0,0,0,..,61,5,59,0,59,..,336,28,372,0,371,..,14,0,11,0,11,..,408,31,441,0,440,..,4,0,4,0,4,..,12,0,12,0,12,..,13,0,13,0,16,..,11,0,11,0,11,..,8,0,8,0,8,..,5,0,5,0,5,..,26,0,32,0,32,..,9,0,9,0,9,..,5,0,5,0,5,..,5,0,7,0,7,..,12,0,12,0,12,..,10,0,10,0,10,..,89,0,87,0,87,..,17,0,15,0,15,..,14,0,14,0,14,..,3,0,3,0,3,..,42,5,39,0,39,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
SAL80039,2100,..,..,..,..,2100,..,6,0,6,0,6,..,16,0,25,0,25,..,0,0,0,0,0,..,13,3,9,0,9,..,9,0,10,0,10,..,0,0,0,0,0,..,19,3,22,0,22,..,10,0,10,0,10,..,4,0,4,0,4,..,7,0,7,0,7,..,16,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,12,4,15,0,15,..,15,0,17,0,17,..,6,0,6,0,6,..,11,0,11,0,11,..,4,0,4,0,4,..,58,4,65,0,65,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,18,0,18,..,8,0,10,0,10,..,14,0,14,0,14,..,3,0,10,0,10,..,0,0,0,0,0,..,13,0,9,0,9,..,10,0,10,0,10,..,8
SAL80040,1126,..,..,..,..,1126,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,3,0,3,..,16,0,17,0,17,..,0,0,0,0,0,..,18,4,26,0,26,..,0,0,0,0,0,..,12,0,19,0,19,..,12,0,12,0,12,..,10,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,9,0,9,..,4,0,4,0,4,..,0,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,28,3,27,0,27,..,12,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0
SAL80041,1199,..,..,..,..,1199,..,3,0,3,0,3,..,42,0,45,0,47,..,0,0,0,0,0,..,29,5,35,0,37,..,66,12,76,0,74,..,3,0,4,0,4,..,105,17,122,0,122,..,9,0,9,0,9,..,18,0,19,0,20,..,4,0,4,0,4,..,13,0,13,0,13,..,46,6,46,0,46,..,10,0,10,0,10,..,39,0,39,0,43,..,134,5,140,3,141,..,65,4,68,0,71,..,18,0,18,0,16,..,65,6,70,0,75,..,23,0,23,0,23,..,398,17,420,8,427,..,11,0,11,0,11,..,14,0,14,0,14,..,3,0,3,0,3,..,24,12,33,0,33,..,4,0,4,0,4,..,55,0,54,0,54,..,17,0,21,0,21,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,10,0,10,..,5,0,5,0,5,..,12,0,12,0,12,..,26
SAL80042,1351,..,..,..,..,1351,..,0,0,0,0,0,..,24,0,27,0,29,..,3,0,3,0,3,..,42,9,53,0,54,..,167,30,201,6,202,..,7,0,8,0,8,..,212,41,252,4,261,..,18,0,18,0,18,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,45,0,45,0,45,..,24,0,24,0,24,..,57,0,57,0,61,..,19,0,19,0,19,..,15,0,20,0,16,..,23,0,23,0,23,..,52,0,57,0,57,..,10,0,10,0,10,..,242,5,244,3,250,..,13,0,17,0,17,..,5,0,5,0,5,..,4,0,5,0,5,..,19,0,20,0,20,..,0,0,0,0,0,..,17,0,17,0,17,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,12,3,18,0,18,..,11
SAL80043,2215,..,..,..,..,2215,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,18,0,14,0,14,..,34,12,40,0,40,..,0,0,0,0,0,..,45,11,58,0,58,..,0,0,0,0,0,..,23,0,24,0,24,..,13,0,15,0,15,..,20,6,22,0,22,..,6,0,6,0,6,..,5,0,5,0,5,..,10,0,10,0,10,..,44,0,42,0,42,..,7,3,8,0,8,..,3,0,3,0,3,..,7,0,7,0,7,..,10,0,6,0,6,..,86,3,90,0,90,..,21,0,22,0,22,..,12,0,12,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,4,0,4,0,4,..,6,3,8,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5
SAL80044,1123,..,..,..,..,1123,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,5,..,23,4,32,0,32,..,3,0,3,0,3,..,29,4,39,0,39,..,10,0,11,0,11,..,7,0,7,0,7,..,8,0,8,0,8,..,13,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,9,0,9,0,9,..,7,0,7,0,7,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,44,0,44,0,44,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,6,0,6,0,6,..,6,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4
SAL80045,727,..,..,..,..,727,..,0,0,0,0,0,..,18,6,24,0,24,..,0,0,0,0,0,..,22,4,22,0,22,..,91,17,112,0,112,..,0,0,0,0,0,..,107,18,132,0,132,..,14,0,19,0,19,..,7,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,28,0,34,..,13,0,13,0,13,..,40,0,41,0,44,..,8,0,8,0,8,..,30,0,31,0,31,..,29,0,29,0,29,..,16,0,16,0,16,..,6,0,6,0,6,..,178,4,186,0,185,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,16,0,13,0,13,..,3,0,3,0,3,..,20,0,25,0,26,..,9,3,14,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8
SAL80046,1137,..,..,..,..,1137,..,0,0,0,0,0,..,8,3,8,0,8,..,0,0,0,0,0,..,23,4,28,0,28,..,80,29,104,0,104,..,0,0,3,0,3,..,106,32,141,0,141,..,11,0,11,0,11,..,12,0,12,0,12,..,10,0,9,0,9,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,21,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,7,..,0,0,0,0,0,..,39,0,44,0,46,..,12,3,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,8,5,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,8,0,8,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,0
SAL80047,1496,..,..,..,..,1496,..,0,0,0,0,0,..,10,0,13,0,13,..,0,0,0,0,0,..,12,0,19,0,19,..,46,19,63,0,63,..,6,0,8,0,8,..,60,23,87,0,87,..,9,0,9,0,11,..,10,0,14,0,13,..,5,0,5,0,5,..,22,0,28,0,28,..,11,0,11,0,11,..,3,0,3,0,3,..,19,0,20,0,20,..,18,0,18,0,18,..,13,0,14,0,14,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,78,0,77,0,77,..,11,0,15,0,15,..,3,0,3,0,3,..,6,0,6,0,6,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,8
SAL80048,1394,..,..,..,..,1394,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,16,0,16,..,0,0,0,0,0,..,20,0,20,0,20,..,15,0,15,0,15,..,14,0,14,0,14,..,8,0,8,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,30,0,29,0,29,..,8,0,8,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,3,0,3,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,9,0,9,..,3
SAL80049,2859,..,..,..,..,2859,..,0,0,0,0,0,..,43,10,55,0,55,..,0,0,0,0,0,..,12,0,12,0,13,..,37,6,43,0,43,..,0,0,0,0,0,..,45,6,55,0,56,..,14,6,12,0,12,..,0,0,0,0,0,..,10,0,11,0,11,..,19,3,24,0,23,..,0,0,0,0,0,..,22,0,22,0,22,..,21,4,27,0,27,..,6,0,11,0,11,..,33,0,30,0,30,..,8,0,8,0,8,..,17,0,17,0,17,..,4,0,4,0,4,..,115,5,125,0,125,..,21,0,24,0,24,..,7,0,7,0,7,..,6,0,9,0,9,..,0,0,0,0,0,..,6,0,5,0,5,..,24,0,23,0,25,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,3,0,5,..,4,0,4,0,4,..,10
SAL80050,2343,..,..,..,..,2343,..,4,0,4,0,4,..,15,0,15,0,15,..,4,0,4,0,4,..,11,4,14,0,14,..,33,10,44,0,46,..,0,0,0,0,0,..,46,15,62,0,59,..,18,0,22,0,22,..,7,0,4,0,4,..,18,0,18,0,18,..,21,0,19,0,19,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,10,0,10,..,14,0,14,0,14,..,16,5,13,0,13,..,3,0,3,0,3,..,12,0,12,0,12,..,7,0,7,0,7,..,72,5,77,0,77,..,24,0,30,0,30,..,5,0,5,0,5,..,4,0,4,0,4,..,4,0,8,0,8,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,7,0,7,0,7,..,3
SAL80051,1260,..,..,..,..,1260,..,7,0,7,0,7,..,29,0,34,0,29,..,0,0,0,0,0,..,10,0,9,0,9,..,22,0,19,0,19,..,0,3,3,0,3,..,26,4,28,0,28,..,11,4,14,0,12,..,10,0,10,0,10,..,7,0,7,0,7,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,0,19,..,14,6,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,15,0,15,0,15,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,0
SAL80052,1466,..,..,..,..,1466,..,0,0,0,0,0,..,8,3,13,0,13,..,0,0,0,0,0,..,8,0,10,0,10,..,27,5,29,0,29,..,0,0,0,0,0,..,30,5,39,0,39,..,10,0,10,0,10,..,13,0,14,0,14,..,8,0,10,0,10,..,10,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,18,0,22,0,22,..,22,0,27,0,27,..,15,0,15,0,15,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,75,4,76,0,76,..,13,4,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,3,4,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0
SAL80053,1247,..,..,..,..,1247,..,0,0,0,0,0,..,11,0,11,0,7,..,0,0,0,0,0,..,8,4,11,0,11,..,8,6,14,0,14,..,0,0,0,0,0,..,19,8,27,0,27,..,6,0,6,0,6,..,8,0,11,0,11,..,8,0,8,0,8,..,14,0,9,0,9,..,0,0,0,0,0,..,8,0,6,0,6,..,5,0,5,0,5,..,23,0,23,0,23,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,0,48,0,48,..,10,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,32,5,32,0,32,..,4,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3
SAL80054,1592,..,..,..,..,1592,..,0,0,0,0,0,..,23,0,28,0,28,..,0,0,0,0,0,..,28,8,32,0,32,..,45,16,57,0,57,..,4,0,9,0,9,..,75,27,97,0,97,..,16,3,17,0,17,..,4,0,4,0,4,..,10,0,10,0,10,..,12,0,11,0,11,..,6,0,6,0,6,..,9,0,9,0,9,..,30,3,35,0,35,..,33,0,34,0,34,..,18,3,21,0,21,..,7,0,7,0,7,..,32,0,32,0,32,..,4,0,4,0,4,..,137,5,139,0,139,..,19,0,19,0,19,..,6,0,6,0,6,..,6,0,11,0,11,..,4,3,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,10,0,10,0,10,..,9,0,9,0,9,..,3,0,9,0,9,..,0,0,0,0,0,..,3,3,7,0,7,..,7
SAL80055,1542,..,..,..,..,1542,..,3,0,3,0,3,..,5,3,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,20,7,26,0,26,..,0,0,0,0,0,..,22,10,34,0,34,..,4,0,10,0,10,..,3,0,3,0,3,..,4,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,44,0,48,0,48,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0
SAL80056,1474,..,..,..,..,1474,..,12,0,12,0,12,..,19,0,19,0,19,..,0,0,0,0,0,..,15,5,19,0,19,..,76,27,105,0,105,..,5,6,6,0,12,..,95,34,131,0,128,..,35,0,36,0,36,..,4,0,5,0,5,..,8,3,11,0,11,..,10,0,10,0,10,..,19,0,19,0,19,..,20,0,20,0,20,..,47,0,47,0,47,..,14,0,11,0,11,..,33,0,32,0,32,..,22,0,22,0,22,..,9,0,9,0,17,..,5,0,8,0,8,..,164,4,168,0,166,..,10,0,10,0,10,..,3,0,4,0,4,..,5,0,0,0,0,..,23,4,20,0,20,..,3,3,4,0,11,..,16,0,16,0,16,..,3,0,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,9
SAL80057,682,..,..,..,..,682,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,18,3,16,0,16,..,6,0,6,0,6,..,23,3,29,0,29,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,19,0,19,0,19,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,30,0,27,..,21,0,21,0,21,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80058,1637,..,..,..,..,1637,..,16,0,16,0,16,..,45,4,53,0,53,..,0,0,0,0,0,..,60,17,79,0,79,..,293,88,380,4,382,..,0,4,4,0,4,..,353,109,462,5,465,..,28,5,31,0,31,..,10,0,10,0,10,..,12,0,8,0,8,..,8,0,12,0,12,..,75,0,77,0,77,..,53,4,54,0,54,..,80,0,83,0,80,..,209,0,213,3,214,..,102,10,110,3,113,..,47,0,47,0,47,..,82,3,85,0,85,..,14,0,21,0,21,..,661,25,685,6,687,..,17,0,17,0,17,..,10,0,11,0,11,..,5,0,3,0,3,..,63,26,98,0,98,..,9,0,11,0,11,..,15,0,15,0,15,..,19,3,20,0,20,..,5,0,5,0,5,..,10,0,10,0,10,..,3,3,10,0,10,..,0,0,0,0,0,..,9,0,9,0,9,..,9
SAL80059,979,..,..,..,..,979,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
SAL80060,23,..,..,..,..,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
