SAL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SAL80037,18,81,259,270,221,180,39,0,0,1072,51,41,38,36,24,43,24,0,0,265,0,3,4,12,8,13,0,0,0,50,0,4,0,5,0,0,0,0,0,17,72,125,301,314,268,238,68,3,0,1396,6,10,10,8,8,0,0,0,0,45,8,8,0,0,0,0,0,0,0,18,18,21,12,8,8,0,0,0,0,65,84,143,313,320,275,243,68,3,0,1458,66,24,24,27,28,107,179,79,11,540,6,7,21,10,12,8,4,3,0,74,162,169,363,361,309,360,260,86,9,2070,13,59,158,158,182,155,28,5,0,753,63,49,112,120,70,86,24,0,0,525,5,9,24,14,8,16,4,0,0,73,0,0,7,0,0,0,0,0,0,12,76,114,297,287,270,255,50,5,0,1360,0,0,3,6,0,0,0,0,0,15,15,4,6,0,6,5,0,0,0,36,16,6,5,3,6,3,0,0,0,46
SAL80038,4,76,483,217,144,81,23,0,0,1024,71,143,91,28,14,14,7,4,0,378,18,19,14,12,9,4,4,0,0,70,0,3,13,0,3,0,0,0,0,20,97,243,600,255,165,98,32,5,0,1490,0,11,19,5,6,4,0,0,0,42,28,37,8,0,0,0,0,0,0,76,33,52,29,5,6,0,0,0,0,120,123,289,621,263,174,102,31,5,0,1607,68,182,84,7,12,22,63,28,7,477,54,77,67,21,8,13,4,4,0,256,248,545,775,297,200,139,98,39,10,2342,5,118,388,131,77,57,5,0,0,784,149,190,118,32,33,21,17,0,0,560,27,14,18,12,10,4,0,0,0,82,0,10,6,0,0,0,0,0,0,15,180,326,531,174,115,84,26,3,0,1439,0,9,11,8,5,4,0,0,0,35,35,33,6,0,0,0,0,0,0,75,35,43,18,7,5,4,0,0,0,110
SAL80039,29,105,227,247,287,183,35,0,0,1104,72,55,28,19,37,36,12,0,0,254,3,0,13,11,20,24,4,0,0,78,3,0,0,3,0,0,0,0,0,14,102,162,268,278,343,244,42,0,0,1452,5,4,9,3,0,3,0,0,0,27,9,4,0,0,0,0,0,0,0,20,12,7,15,3,4,3,0,0,0,45,115,172,279,286,343,253,42,0,0,1497,67,23,26,19,28,88,133,60,14,453,4,5,9,11,12,10,9,6,0,64,183,200,321,313,391,349,182,67,17,2014,11,67,160,181,255,141,13,0,0,834,91,41,76,106,100,66,12,0,0,502,4,4,11,24,17,17,4,0,0,83,0,4,7,0,0,0,0,0,0,13,109,121,257,307,376,232,28,0,0,1430,0,0,10,4,5,0,0,0,0,18,10,6,3,4,0,4,0,0,0,20,9,3,8,5,5,3,0,0,0,39
SAL80040,9,16,108,148,164,50,6,4,0,499,21,29,18,31,33,27,6,7,0,179,5,4,3,11,7,9,0,0,0,35,0,0,0,5,0,0,0,0,0,6,32,52,128,185,204,88,12,10,0,715,0,0,9,4,6,0,0,0,0,26,7,3,0,0,0,0,0,0,0,12,13,8,12,8,6,0,0,0,0,39,41,63,140,197,203,88,17,10,0,754,20,4,16,15,18,58,96,89,27,335,0,3,4,8,6,3,0,4,0,40,61,69,157,216,226,148,118,105,29,1128,3,22,114,105,125,56,12,0,0,435,27,24,56,88,59,43,18,7,0,323,4,4,4,11,9,11,3,0,0,46,3,0,0,0,0,0,0,0,0,7,35,47,175,201,198,108,34,9,0,809,0,0,4,0,3,4,0,0,0,9,9,0,0,7,0,3,0,0,0,18,11,0,5,7,4,3,0,0,0,27
SAL80041,7,68,404,400,196,52,12,0,0,1138,53,52,92,57,18,17,4,0,0,293,0,3,11,13,6,0,0,0,0,30,0,9,3,4,0,0,0,0,0,18,60,123,519,479,215,68,17,0,0,1478,0,0,11,8,4,6,0,0,0,30,7,3,3,3,0,0,0,0,0,21,7,9,10,15,4,6,0,0,0,47,66,131,530,485,220,72,20,0,0,1524,45,14,25,15,20,28,33,13,9,201,5,5,25,14,11,3,3,0,0,72,116,147,581,517,252,101,58,18,9,1794,3,79,367,268,125,41,4,0,0,889,39,53,149,152,43,17,0,0,0,454,0,8,45,15,4,0,0,0,0,77,0,9,5,0,0,0,0,0,0,18,46,145,569,443,172,58,4,0,0,1433,0,3,7,7,4,0,0,0,0,30,8,6,10,3,3,7,0,0,0,32,9,6,17,8,12,6,0,0,0,61
SAL80042,8,48,289,431,242,88,8,0,0,1112,33,36,49,49,24,16,3,0,0,216,0,0,11,7,5,5,0,0,0,31,0,4,6,4,4,0,0,0,0,18,43,89,356,490,273,111,12,0,0,1381,0,3,9,10,4,0,0,0,0,22,6,4,5,0,0,6,0,0,0,14,6,3,12,8,4,5,0,0,0,36,50,99,372,503,274,113,12,0,0,1423,61,15,25,8,12,27,77,47,18,284,0,5,10,8,4,4,3,3,0,39,108,116,407,515,295,142,92,49,18,1746,3,57,224,299,161,57,6,0,0,796,41,46,108,142,57,23,10,0,0,433,3,6,29,31,9,9,0,0,0,83,0,0,4,10,0,0,0,0,0,15,51,106,362,478,222,88,9,5,0,1325,0,3,9,0,6,0,0,0,0,21,0,3,6,3,3,3,0,0,0,23,0,5,14,8,6,3,0,0,0,41
SAL80043,9,55,193,283,285,172,17,0,0,1020,45,60,59,48,37,53,30,0,0,333,0,3,7,10,8,20,5,0,0,58,0,0,4,0,0,3,0,0,0,13,65,117,264,341,326,242,59,5,0,1421,0,0,4,3,5,9,0,0,0,20,19,3,3,0,5,6,0,0,0,33,16,6,4,7,10,11,6,0,0,57,80,126,271,346,332,251,60,5,0,1477,59,22,24,13,33,90,158,132,73,603,3,0,8,13,11,8,9,6,0,60,141,148,307,369,378,353,224,143,78,2139,9,40,149,199,232,124,19,0,0,765,77,70,77,132,96,66,34,4,0,554,6,4,23,26,14,16,3,0,0,89,0,3,5,0,0,0,0,0,0,7,93,117,251,359,338,203,53,7,0,1422,3,7,0,3,6,6,0,0,0,16,10,3,4,5,0,4,0,0,0,32,18,12,4,8,5,4,0,0,0,49
SAL80044,0,31,93,141,155,109,19,3,0,564,26,23,14,12,23,23,24,16,0,163,0,6,0,7,5,6,0,0,0,25,0,0,3,0,0,0,0,0,0,9,32,65,109,158,184,142,46,21,3,762,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,5,0,0,0,15,34,69,114,158,186,142,46,21,3,775,42,8,4,4,12,48,103,85,55,359,4,7,5,3,13,6,9,5,0,48,81,86,124,166,211,198,159,108,56,1184,0,30,60,126,136,76,18,0,0,448,47,27,42,46,53,37,23,11,0,293,4,3,8,9,6,6,4,0,0,40,0,0,0,0,0,0,0,0,0,5,62,65,107,177,196,110,48,11,0,778,0,0,0,4,0,3,0,0,0,8,6,4,0,0,0,0,0,0,0,15,6,4,0,0,0,3,0,0,0,21
SAL80045,4,38,245,283,113,37,4,0,0,718,18,14,28,21,11,7,0,0,0,96,3,0,3,5,0,4,0,0,0,17,0,0,3,6,0,0,0,0,0,5,19,56,277,310,119,52,6,0,0,842,0,0,0,0,3,0,0,0,0,9,0,3,0,4,0,0,0,0,0,3,0,3,0,5,3,0,0,0,0,16,27,61,280,319,123,49,6,0,0,860,23,9,21,12,7,13,20,3,0,101,0,0,4,6,0,0,0,0,0,22,51,71,306,335,132,62,23,3,0,981,5,40,220,190,68,30,0,0,0,550,15,25,54,70,18,12,3,0,0,202,0,3,26,16,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,9,23,66,306,277,92,39,0,0,0,806,0,0,0,4,0,0,0,0,0,11,6,3,9,5,0,0,0,0,0,17,6,3,6,4,0,0,0,0,0,24
SAL80046,7,82,312,166,108,67,4,0,0,746,9,83,80,43,21,9,7,4,0,260,0,0,12,3,6,7,0,0,0,27,0,3,0,0,0,0,0,0,0,4,22,167,402,215,132,86,13,4,0,1036,4,0,7,6,3,0,0,0,0,24,6,8,6,3,0,0,0,0,0,25,10,11,13,9,4,9,0,0,0,54,34,175,414,231,134,89,10,4,0,1091,25,35,23,9,20,32,50,39,19,246,0,3,22,9,0,6,3,6,0,46,56,218,453,246,153,133,65,38,19,1381,0,104,286,116,106,35,0,0,0,651,21,121,98,76,37,24,3,0,0,387,0,7,30,17,4,4,0,0,0,64,0,0,0,0,5,0,0,0,0,7,29,234,412,210,150,61,9,0,0,1101,0,4,9,0,0,3,0,0,0,13,8,8,9,3,0,3,0,0,0,22,8,6,15,0,4,4,0,0,0,41
SAL80047,15,50,250,240,169,85,13,0,0,825,33,65,61,75,34,26,13,3,0,311,3,7,10,10,6,6,0,0,0,40,0,0,4,6,0,0,0,0,0,12,48,122,324,328,210,118,27,0,0,1185,0,0,10,4,6,8,3,0,0,29,9,4,0,9,0,0,0,0,0,22,9,4,12,11,10,8,3,0,0,57,58,132,335,338,224,122,31,0,0,1238,39,16,22,26,28,67,90,61,29,368,3,13,16,25,7,13,6,4,0,79,101,159,370,388,254,199,127,67,31,1692,0,57,181,167,143,46,8,0,0,606,38,114,102,123,81,42,20,5,0,520,0,4,15,26,11,0,0,0,0,68,3,5,3,5,0,0,0,0,0,15,47,180,302,319,235,89,26,8,0,1201,4,0,8,9,0,0,0,0,0,14,6,0,8,6,0,3,5,0,0,31,6,0,12,16,0,4,5,0,0,45
SAL80048,12,43,123,176,188,93,12,6,0,654,43,26,28,18,14,27,17,3,0,168,8,5,6,6,6,5,0,0,0,32,0,3,0,0,0,0,0,0,0,10,63,75,158,202,216,116,28,11,5,863,0,9,9,0,9,0,0,0,0,27,8,0,0,0,6,6,0,0,0,13,8,8,8,3,10,5,0,0,0,41,66,83,158,205,222,126,28,11,5,901,50,14,13,9,22,68,92,97,21,387,5,7,3,3,5,8,5,3,0,43,117,106,182,222,249,206,126,108,27,1337,10,44,97,125,138,57,3,0,0,478,47,30,50,70,70,45,18,0,0,325,10,0,17,20,11,13,0,0,0,71,0,0,0,0,0,0,0,0,0,5,58,82,167,208,227,111,23,0,0,883,0,3,3,0,0,0,0,0,0,13,9,0,6,0,0,0,0,0,0,18,12,6,4,6,5,0,0,0,0,27
SAL80049,42,108,281,466,402,213,25,0,0,1539,86,57,59,61,54,29,14,0,0,363,0,10,12,18,18,11,0,0,0,75,0,4,3,4,3,0,0,0,0,24,130,182,355,553,478,263,39,0,0,2003,6,9,14,0,11,5,0,0,0,48,22,5,4,0,0,0,3,0,0,42,28,14,21,0,11,9,4,0,0,87,160,189,378,554,488,267,48,0,0,2087,134,20,26,30,21,89,144,76,16,559,13,5,11,14,17,11,3,3,0,85,302,215,419,596,534,366,196,80,22,2730,19,66,198,318,351,129,20,0,0,1091,101,64,116,192,134,92,24,0,0,729,6,3,40,23,18,23,3,0,0,115,0,3,4,7,0,0,0,0,0,18,123,144,355,538,506,246,47,0,0,1960,8,3,7,7,3,0,0,0,0,31,19,6,5,9,9,0,0,0,0,41,22,9,11,14,9,3,0,0,0,75
SAL80050,18,82,277,302,274,131,41,0,0,1123,61,49,68,48,41,33,33,3,0,336,4,4,5,15,7,8,6,0,0,50,0,0,7,5,5,4,0,0,0,18,81,136,353,363,333,180,79,5,0,1530,6,7,4,5,3,11,0,0,0,41,9,10,0,4,3,0,0,0,0,30,19,17,10,13,5,11,0,0,0,67,95,150,367,374,338,188,76,3,0,1600,68,20,33,21,34,96,200,90,17,575,9,5,11,7,9,7,3,0,0,55,174,180,405,404,382,291,284,94,17,2232,10,54,171,176,207,101,11,0,0,731,88,62,103,133,100,78,37,0,0,607,3,0,25,32,19,4,0,0,0,90,0,0,3,0,0,0,0,0,0,10,103,116,314,344,326,182,49,3,0,1431,0,0,0,3,4,0,0,0,0,16,8,3,4,3,5,0,0,0,0,24,8,3,8,11,6,4,0,0,0,39
SAL80051,6,34,89,163,160,118,34,0,0,609,44,29,17,21,25,34,17,5,0,184,0,3,10,3,5,8,0,0,0,27,0,0,0,0,0,0,0,0,0,10,48,64,117,196,191,158,53,14,0,830,3,3,0,0,0,0,0,0,0,10,8,4,6,0,0,0,4,0,0,18,8,3,4,0,0,0,4,0,0,23,61,66,118,196,186,159,58,14,0,857,41,11,14,4,12,54,150,57,11,350,0,0,0,0,0,3,10,0,0,15,105,83,132,205,201,213,207,70,16,1227,0,18,52,113,142,87,11,0,0,422,44,38,26,66,32,50,39,0,0,300,4,3,11,12,5,9,3,0,0,47,0,0,0,0,0,0,0,0,0,5,48,55,92,197,180,142,53,0,0,771,0,3,0,4,3,5,0,0,0,9,5,6,0,0,0,0,4,0,0,16,5,5,0,4,4,4,4,0,0,23
SAL80052,8,30,125,156,183,120,19,0,0,647,58,44,25,31,27,18,19,9,3,233,4,0,0,5,0,0,0,0,0,9,0,0,6,3,0,0,0,0,0,16,62,77,162,193,210,146,41,9,5,909,0,5,4,3,4,0,0,0,0,20,13,4,0,0,0,0,0,0,0,25,13,7,3,0,9,3,0,0,0,42,81,86,170,202,217,150,41,9,7,956,50,10,13,9,18,53,111,132,64,454,5,3,13,5,8,3,10,9,11,75,136,96,193,209,244,210,160,147,83,1479,8,38,96,115,149,89,8,0,0,500,39,39,48,65,74,52,23,7,0,336,9,4,5,16,8,3,0,0,0,42,0,0,8,0,0,0,0,0,0,6,50,87,145,205,232,145,25,5,0,894,0,0,0,5,0,0,0,0,0,6,12,0,0,0,4,0,0,0,0,16,12,0,0,5,0,4,0,0,0,29
SAL80053,16,31,123,165,159,65,18,3,0,571,39,15,28,26,30,13,11,3,0,180,0,3,5,8,12,6,5,0,0,34,0,0,0,4,3,0,0,0,0,13,51,50,160,212,200,90,31,5,0,802,0,5,3,0,3,3,0,0,0,16,9,0,4,0,0,0,0,0,0,17,9,4,3,3,3,6,0,0,0,33,57,58,169,213,204,98,31,5,0,837,31,10,6,17,21,41,82,91,27,331,4,6,13,6,3,0,0,4,3,48,93,70,184,234,235,138,121,107,32,1215,3,17,98,108,133,58,7,0,0,427,37,19,41,69,56,39,12,0,0,286,0,0,18,15,6,7,0,0,0,60,0,0,0,0,3,0,0,0,0,4,48,37,166,195,197,103,28,5,0,775,0,3,0,5,0,0,0,0,0,13,4,0,0,0,3,0,0,0,0,12,4,4,0,7,5,0,0,0,0,28
SAL80054,7,68,232,220,177,148,21,0,0,868,32,59,61,46,34,29,19,3,0,284,0,4,3,10,8,9,4,3,0,34,0,0,10,0,0,4,0,0,0,23,42,129,305,273,219,191,43,9,0,1206,5,7,13,4,3,5,0,0,0,40,7,0,0,0,3,4,0,0,0,12,7,6,15,9,9,10,0,0,0,56,51,136,316,282,223,202,43,9,0,1260,59,19,23,32,36,104,188,108,26,599,0,8,18,13,9,4,3,4,0,63,110,162,359,330,272,312,235,120,27,1919,4,56,152,152,135,126,13,0,0,650,59,63,89,107,80,71,18,0,0,499,7,0,13,15,5,12,0,0,0,49,0,0,4,4,0,0,0,0,0,10,70,124,257,281,227,212,37,4,0,1208,0,4,11,0,0,3,0,0,0,23,5,7,3,0,0,0,0,0,0,23,5,4,22,3,0,3,0,0,0,46
SAL80055,13,41,185,203,176,91,23,3,0,755,30,23,46,25,29,19,12,3,0,189,6,7,3,3,5,9,0,0,0,33,0,0,4,0,7,0,0,0,0,14,54,71,235,232,218,129,33,5,0,986,0,7,3,5,3,9,0,0,0,19,8,4,9,4,5,4,0,0,0,30,13,8,10,6,6,8,0,0,0,48,64,83,243,244,219,136,37,5,0,1036,47,19,13,14,18,56,125,80,9,382,0,0,12,8,6,7,8,3,5,47,115,101,269,261,245,199,168,89,15,1465,9,45,111,115,132,68,4,0,0,486,51,37,42,86,60,41,21,0,0,346,0,3,19,20,3,10,0,0,0,65,0,7,4,0,0,0,0,0,0,8,61,87,178,222,200,129,23,0,0,900,0,0,5,0,0,0,0,0,0,11,12,6,0,0,0,0,0,0,0,25,16,0,6,3,0,0,0,0,0,33
SAL80056,18,58,155,351,337,97,9,0,0,1017,61,31,25,30,30,21,11,4,0,208,4,6,5,9,10,4,0,0,0,27,0,0,6,5,3,0,0,0,0,12,79,89,188,386,370,120,17,0,0,1263,4,7,3,4,0,0,0,0,0,18,11,8,0,0,3,0,0,0,0,23,14,11,0,6,3,0,0,0,0,43,98,98,190,389,379,122,24,0,0,1299,62,13,7,5,17,31,56,28,9,225,5,5,17,11,14,9,5,0,0,57,158,115,219,401,407,160,86,26,9,1582,7,45,135,279,233,65,3,0,0,762,86,49,51,140,78,34,14,0,0,445,4,4,15,12,6,4,0,0,0,49,0,0,0,5,3,3,0,0,0,12,95,92,199,432,317,106,16,0,0,1263,0,0,7,3,0,0,0,0,0,11,10,0,0,4,6,0,0,0,0,18,10,0,4,11,3,0,0,0,0,34
SAL80057,0,25,110,64,114,77,27,7,0,425,18,17,15,5,12,22,24,4,0,107,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,10,21,41,129,73,123,107,55,8,4,558,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,0,9,4,6,0,0,0,3,0,0,0,14,20,43,129,74,127,108,55,14,4,566,22,10,4,4,3,11,58,48,13,172,0,0,9,0,0,6,0,3,0,27,44,55,135,78,133,128,114,70,16,765,0,20,112,76,76,48,13,0,0,343,12,15,13,25,37,37,22,4,0,152,3,0,3,0,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,7,13,34,130,97,120,90,30,5,0,519,0,0,0,0,0,0,0,0,0,4,10,0,0,0,3,0,0,0,0,10,10,0,0,0,0,0,0,0,0,18
SAL80058,17,122,626,565,345,131,9,4,0,1817,40,94,172,95,41,21,10,0,0,471,0,0,14,16,14,6,0,0,0,53,0,9,12,11,0,4,0,0,0,30,62,228,825,684,405,155,21,4,0,2372,3,8,19,13,6,3,0,0,0,58,16,11,6,0,3,0,0,0,0,36,17,21,27,18,11,3,5,0,0,95,76,247,848,704,410,161,23,4,0,2464,90,46,52,38,38,39,76,25,5,409,5,20,52,29,11,5,4,0,0,130,171,320,954,766,458,200,103,28,3,3003,12,108,473,361,225,82,8,0,0,1265,71,136,271,199,88,37,11,0,0,816,10,3,28,22,11,0,0,0,0,75,0,0,9,4,0,0,0,0,0,21,92,256,782,583,329,122,13,0,0,2181,0,5,26,12,3,0,0,0,0,49,12,5,7,12,4,0,0,0,0,46,17,14,37,22,9,4,0,0,0,98
SAL80059,11,34,72,108,112,60,16,0,0,408,28,21,6,18,11,16,15,3,0,120,0,0,0,5,4,11,0,0,0,20,0,0,3,0,0,0,0,0,0,9,42,50,79,134,129,81,33,3,0,559,0,0,0,3,4,5,0,0,0,10,5,8,3,0,0,0,0,0,0,12,5,5,0,3,4,5,0,0,0,22,50,54,87,136,129,86,33,3,0,584,28,8,15,13,7,40,121,48,13,281,0,0,6,10,6,0,3,0,0,17,74,63,105,153,144,124,153,54,13,878,0,23,46,64,72,41,10,0,0,253,25,14,21,55,53,21,15,0,0,208,0,4,5,7,6,7,0,0,0,31,0,0,0,5,0,4,0,0,0,4,31,39,70,127,130,70,22,0,0,495,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,11,4,0,0,6,0,0,0,0,0,15
SAL80060,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,16,0,0,5,7,8,0,0,0,0,12,0,0,5,0,0,0,0,0,0,4,0,0,8,11,11,3,7,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80061,6,36,105,217,178,93,28,0,0,652,35,33,27,25,19,28,19,7,6,185,0,0,0,10,0,4,0,0,0,19,0,0,3,8,0,0,0,0,0,11,42,66,134,247,197,125,46,8,4,873,3,0,0,0,4,0,0,0,0,12,9,4,3,0,0,0,0,0,0,16,11,3,3,0,4,0,0,0,0,27,49,68,142,251,202,124,46,12,4,899,35,10,14,7,15,46,94,121,46,397,3,10,9,12,15,9,12,11,0,77,89,93,161,268,236,177,152,140,55,1376,4,24,86,176,148,85,13,0,0,528,36,38,41,65,52,41,22,0,0,301,4,0,12,14,7,6,3,0,0,50,0,0,4,0,3,0,0,0,0,4,42,65,144,257,211,121,44,5,0,888,0,0,6,3,0,0,0,0,0,6,8,0,0,4,5,0,3,0,0,15,7,3,6,5,5,0,3,0,0,26
SAL80062,11,42,131,144,132,88,17,0,0,567,27,20,12,16,14,28,16,0,0,132,0,0,7,5,0,5,3,0,0,34,3,0,11,3,0,0,0,0,0,19,44,59,157,171,149,122,34,0,0,747,4,7,3,0,4,0,0,0,0,18,6,0,3,0,0,4,4,0,0,10,12,7,8,0,4,3,4,0,0,28,56,65,163,174,149,126,35,0,0,772,46,8,12,3,9,64,89,27,11,277,5,0,6,10,3,3,3,0,0,27,105,77,183,188,165,198,134,33,11,1078,8,30,86,110,96,61,3,0,0,394,34,22,54,60,40,42,14,0,0,268,0,0,11,7,7,10,0,0,0,39,0,3,0,0,0,0,0,0,0,10,41,60,151,176,145,117,17,0,0,707,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,4,0,0,0,12
