SAL_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_06_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_06_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_06_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_06_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_06_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_06_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_06_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_06_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_06_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_06_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_06_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_06_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_06_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_06_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_06_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SAL80011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
SAL80013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80017,19,9,13,37,40,27,0,0,163,0,0,0,0,0,0,0,0,0,0,0,13,7,26,9,15,35,47,27,3,0,186,0,3,0,0,0,0,0,0,0,0,8,0,4,0,5,5,5,8,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,7,8,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,7,4,3,0,0,34,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80018,5,0,8,7,7,11,0,0,62,0,0,0,0,0,0,0,0,0,0,0,31,21,13,0,9,15,18,10,0,4,122,46,21,8,3,0,0,0,4,4,4,90,20,9,19,4,8,5,4,6,0,0,61,0,0,5,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,9,19,4,8,6,8,6,0,0,74,0,0,0,0,0,0,0,0,0,0,0,64,28,30,3,8,6,8,9,4,4,159,98,6,6,0,0,0,4,0,4,4,128,46,8,0,0,0,5,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,45,9,3,0,0,5,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,147,18,5,3,8,5,3,0,4,4,194,103,0,0,0,0,0,0,0,0,0,103,46,3,4,3
SAL80019,70,17,20,15,18,6,0,3,200,0,0,0,0,0,0,0,0,0,0,0,34,45,80,18,20,17,18,5,0,10,252,58,10,10,0,0,0,0,0,0,0,87,68,84,65,3,5,8,3,5,0,0,240,4,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,68,91,72,7,5,8,3,5,0,0,257,0,0,0,0,0,0,0,0,0,0,0,125,102,78,7,3,8,3,5,0,3,340,89,14,14,0,0,0,0,0,0,0,128,134,34,10,3,0,3,0,0,0,0,190,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,135,39,10,9,3,3,3,0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,228,55,23,9,3,4,0,0,0,4,325,74,0,0,0,0,0,0,0,0,0,80,104,14,4,0
SAL80020,17,7,7,8,12,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,8,15,20,7,12,15,18,0,0,4,102,29,4,11,0,0,0,0,0,0,0,46,11,16,26,5,0,6,0,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,26,5,0,6,0,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,39,23,33,8,0,7,3,4,0,0,117,48,7,0,0,0,0,0,0,0,0,58,17,3,3,0,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,6,3,0,0,0,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,66,16,6,0,0,0,5,3,0,0,87,61,4,0,0,0,0,0,0,3,0,72,16,6,0,0
SAL80021,24,10,10,6,5,0,0,4,81,0,0,0,0,0,0,0,0,0,0,0,24,23,32,12,8,8,5,0,0,0,112,42,3,4,4,0,0,0,0,0,0,53,34,34,35,7,4,0,3,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,35,7,4,0,3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,72,45,36,6,8,0,3,0,0,5,175,66,10,0,0,0,0,0,0,0,0,76,59,19,9,0,0,0,0,0,0,0,89,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,66,16,11,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,129,24,15,0,0,0,0,0,0,0,171,92,5,0,0,0,0,0,0,0,3,97,72,3,0,0
SAL80022,6,4,3,5,4,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,43,18,15,3,5,7,3,5,0,0,99,24,8,4,0,4,0,0,0,0,0,35,16,11,18,6,4,0,3,5,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,18,6,4,0,3,5,0,6,58,0,0,0,0,0,0,0,0,0,0,0,41,19,21,5,9,0,3,5,0,6,95,29,0,0,0,0,3,0,4,0,3,40,22,9,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,9,4,0,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,55,9,4,0,0,3,3,4,6,3,77,52,0,0,0,0,0,0,0,0,0,54,20,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,521,219,287,268,166,47,14,25,1742,0,0,0,0,0,0,0,0,0,0,0,132,162,559,244,284,287,182,58,13,24,1949,50,23,17,10,5,0,0,0,3,4,105,83,126,170,48,30,37,26,11,5,3,539,0,4,18,0,4,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,86,136,182,43,36,35,26,13,7,3,571,0,0,0,0,0,0,0,0,0,0,0,138,156,203,52,41,35,26,8,7,13,678,52,9,10,5,0,0,0,0,0,3,82,57,43,22,3,3,4,11,4,0,0,147,3,11,8,4,5,4,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,60,47,35,11,11,7,13,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,110,60,45,12,11,7,13,0,0,3,270,57,0,0,0,0,0,0,0,0,0,63,66,5,4,0
SAL80025,179,47,59,58,29,9,0,16,533,0,0,0,0,0,0,0,0,0,8,9,71,120,194,49,59,59,33,13,0,19,618,74,24,17,0,0,0,6,0,0,0,123,212,322,128,13,21,11,8,0,0,13,739,3,16,15,0,0,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,222,336,141,15,21,12,14,0,0,13,781,0,0,0,0,0,0,0,0,0,0,0,293,357,160,21,22,18,12,0,0,17,900,58,21,17,0,0,0,3,0,0,0,97,170,144,37,6,0,0,4,0,0,5,365,3,18,0,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,176,160,39,6,0,3,7,0,0,5,394,0,0,0,0,0,0,0,0,0,0,0,238,178,55,6,6,3,3,0,0,5,492,29,8,7,0,0,0,0,0,0,0,45,68,41,0,0
SAL80026,43,8,6,13,8,3,0,0,107,0,0,0,0,0,0,0,0,0,0,0,23,15,44,12,9,14,11,4,0,0,124,29,11,5,0,0,0,0,0,0,0,44,18,32,40,0,0,0,0,0,0,0,98,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,33,44,0,4,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,47,43,46,3,4,0,0,0,0,0,147,47,0,4,0,0,0,0,3,0,0,56,59,19,15,0,0,0,0,0,0,0,93,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,64,21,15,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,106,23,18,0,0,0,0,3,0,0,161,69,3,0,0,0,0,0,0,0,0,77,77,4,3,0
SAL80027,167,73,74,59,51,11,9,9,588,0,0,0,0,0,0,0,0,0,0,3,225,92,215,83,88,73,66,22,17,17,910,64,22,25,6,3,0,9,6,0,0,138,58,39,63,11,12,15,16,10,4,0,234,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,59,47,71,11,12,11,20,10,4,0,244,0,0,0,0,0,0,0,0,0,0,0,126,68,95,18,16,19,26,14,7,3,384,52,8,12,0,0,0,0,0,0,5,81,36,21,4,0,4,0,5,4,0,0,73,0,4,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,37,23,4,0,4,0,10,4,0,5,81,0,0,0,0,0,0,0,0,0,0,0,85,22,20,0,4,0,11,7,5,8,162,73,5,0,0,0,0,0,0,0,0,75,37,9,0,0
SAL80028,239,87,126,128,110,29,4,11,832,0,0,0,0,0,0,0,0,0,3,3,100,86,255,105,134,144,121,34,4,21,1008,47,13,13,0,0,0,0,0,0,3,97,80,110,87,31,27,16,13,8,0,0,379,0,4,5,0,5,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,80,117,91,28,33,18,17,8,0,3,393,0,0,0,0,0,0,0,0,0,0,0,134,132,107,31,34,18,17,11,0,7,491,63,4,13,0,0,0,0,0,0,5,83,82,31,15,6,4,0,8,0,0,0,150,3,4,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,81,41,20,4,9,0,7,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,144,45,32,4,9,3,7,0,0,5,248,62,4,0,0,0,0,0,0,0,0,72,107,14,3,0
SAL80029,25,7,3,6,0,0,0,4,69,0,0,0,0,0,0,0,0,0,0,0,34,18,34,7,7,4,0,0,0,4,120,31,11,4,0,0,0,0,0,0,0,47,27,29,24,3,0,0,3,0,0,0,98,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27,28,24,3,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,64,35,29,3,0,0,0,0,0,0,148,66,7,0,0,0,0,0,3,0,4,89,56,18,11,3,0,0,0,0,0,0,89,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,56,20,13,0,4,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,130,30,14,0,4,0,0,3,0,0,183,123,3,7,0,0,0,0,0,0,4,135,61,11,0,0
SAL80030,28,12,15,12,19,6,4,5,142,0,0,0,0,0,0,0,0,0,0,0,75,30,40,14,21,25,24,8,13,3,258,47,11,8,0,0,3,0,3,0,0,78,20,17,25,5,6,0,0,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,25,5,6,4,0,4,0,0,81,0,0,0,0,0,0,0,0,0,0,0,72,26,31,4,3,4,5,13,0,0,161,78,6,5,0,0,0,0,4,0,0,99,28,9,3,4,0,0,4,6,0,0,48,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,9,4,4,0,0,4,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,109,18,13,4,5,0,4,4,0,0,156,96,0,4,0,0,0,0,0,0,3,113,38,0,0,0
SAL80031,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,134,31,43,46,35,5,4,0,399,0,0,0,0,0,0,0,0,0,0,0,59,97,152,31,48,49,36,5,4,6,481,54,25,10,0,0,0,5,0,0,0,99,117,212,132,17,16,11,4,3,0,0,519,3,14,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,125,228,140,14,16,8,5,3,0,0,540,0,0,0,0,0,0,0,0,0,0,0,174,254,152,17,17,14,8,3,0,0,641,50,16,11,0,0,0,0,0,0,0,85,85,45,27,3,0,4,0,0,0,3,171,6,6,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,87,59,25,8,0,4,0,3,0,3,194,0,0,0,0,0,0,0,0,0,0,0,146,74,36,7,0,3,4,3,0,3,278,63,4,0,0,0,0,0,0,0,0,70,56,25,5,0
SAL80034,3,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,0,30,23,7,5,0,0,0,0,0,0,0,41,13,13,4,0,3,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,3,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,36,19,16,0,3,4,0,0,0,4,77,50,4,6,0,0,0,0,0,0,4,64,28,5,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,69,10,17,0,0,0,0,0,0,3,100,85,0,3,0,0,0,0,0,0,0,92,31,0,0,0
SAL80035,29,7,12,11,6,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,19,19,34,9,14,11,3,0,0,5,110,22,8,9,0,0,0,0,0,0,0,35,14,25,28,3,4,0,0,0,0,0,69,0,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,31,25,3,3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,36,41,34,3,3,0,0,0,0,0,126,33,4,0,0,0,0,0,0,0,0,37,29,9,8,3,0,0,0,0,0,0,50,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,13,11,3,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,58,15,14,3,0,0,0,0,0,0,90,46,0,0,0,0,0,0,0,0,3,51,33,0,4,0
SAL80036,50,27,39,35,25,0,0,3,207,0,0,0,0,0,0,0,0,0,0,0,22,15,57,24,39,35,25,8,0,3,227,28,7,9,0,0,0,0,0,6,4,50,14,35,21,9,9,4,4,3,0,0,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,34,22,13,9,4,4,3,0,5,102,0,0,0,0,0,0,0,0,0,0,0,42,42,30,13,9,4,11,3,6,5,156,28,0,8,0,0,0,0,0,0,0,33,20,4,3,0,0,4,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,4,5,0,0,4,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,49,8,13,0,0,4,3,0,0,0,76,39,0,0,0,0,0,0,0,0,0,43,27,0,0,0
