SAL_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SAL80036,75,7,0,0,7,0,78,6,36,0,0,36,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,0,36,0,46,0,0,0,0,0,0,0,80,44,0,0,44,0,124,67,3,0,0,3,0,72,13,34,0,0,36,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,36,0,48,0,0,0,0,0,0,0,81,43,0,0,38,0,120,49,3,0,0,3,0,58,5,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,15,0,0,0,0,0,0,0,57,12,0,0,12,0,67,21,0,0,0,0,0,23,7,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,9,0,0,0,0,0,0,0,30,7,0,0,7,0,38,44,5,0,0
SAL80037,243,5,0,0,5,0,244,7,37,0,0,37,0,47,0,6,0,0,6,0,6,0,0,0,0,0,0,0,7,42,0,0,42,0,52,0,0,0,0,0,0,0,250,50,0,0,50,0,297,201,7,0,0,7,0,213,6,45,3,0,48,0,58,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,44,0,0,49,0,62,0,0,0,0,0,0,0,214,57,0,0,63,0,270,134,0,0,0,0,0,140,7,19,0,0,21,0,29,0,3,0,0,7,0,7,0,0,0,0,0,0,0,7,22,3,0,22,0,31,0,0,0,0,0,0,0,141,24,3,0,26,0,168,96,0,0,0,0,0,98,5,16,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,18,0,19,0,0,0,0,0,0,0,100,19,0,0,22,0,121,90,3,0,0
SAL80038,22,0,0,0,0,0,27,7,20,0,0,22,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,24,3,0,31,0,34,0,0,0,0,0,0,0,30,25,3,0,33,0,60,9,0,0,0,0,0,9,0,18,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,21,0,0,0,0,0,0,0,10,18,0,0,19,0,32,9,0,0,0,0,0,9,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,0,5,7,0,0,7,0,14,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0
SAL80039,192,6,0,0,6,0,201,9,40,0,0,42,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,0,0,42,0,49,0,0,0,0,0,0,0,197,51,0,0,48,0,250,211,14,0,0,14,0,226,9,36,0,0,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0,0,40,0,50,0,0,0,0,0,0,0,217,49,0,0,49,0,270,118,3,0,0,3,0,117,9,14,3,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,0,19,0,28,0,0,0,0,0,0,0,126,19,3,0,21,0,145,66,0,0,0,0,0,66,5,10,0,0,15,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,16,0,0,11,0,19,0,0,0,0,0,0,0,71,11,0,0,19,0,89,101,3,0,0
SAL80040,99,6,0,0,6,0,104,8,15,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,15,0,27,0,0,0,0,0,0,0,109,24,0,0,24,0,135,94,7,0,0,7,0,97,5,24,0,0,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,23,0,36,0,0,0,0,0,0,0,99,34,0,0,34,0,130,57,5,0,0,5,0,62,7,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,12,0,14,0,0,0,0,0,0,0,61,14,0,0,14,0,76,48,4,0,0,4,0,48,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,0,48,10,0,0,10,0,60,56,0,0,0
SAL80041,134,8,0,0,8,0,145,16,202,4,3,208,0,228,0,8,4,0,11,0,12,0,0,0,0,0,0,0,15,215,8,3,221,0,240,0,0,0,0,0,0,0,150,223,8,3,233,0,388,116,12,0,0,12,0,122,8,194,0,0,197,0,204,0,8,6,0,17,0,14,0,0,0,0,0,0,0,14,206,6,0,214,0,220,0,0,0,0,0,0,0,125,218,6,0,225,0,349,36,0,0,0,0,0,42,4,83,0,0,87,0,93,0,7,0,0,7,0,7,0,0,0,0,0,0,0,4,89,0,0,89,0,97,0,0,0,0,0,0,0,44,94,0,0,96,0,135,18,0,0,0,0,0,21,3,60,0,0,56,0,58,0,5,3,0,4,0,4,0,0,0,0,0,0,0,3,60,4,0,61,0,66,0,0,0,0,0,0,0,20,61,4,0,62,0,85,33,5,0,0
SAL80042,194,7,0,0,7,0,202,23,146,0,0,148,0,176,0,8,0,0,9,0,9,0,0,0,0,0,0,0,23,154,3,0,160,0,185,0,0,0,0,0,0,3,218,165,3,0,168,0,388,174,12,0,0,12,0,185,20,180,0,0,182,0,202,0,9,0,0,11,0,11,0,0,0,0,0,0,0,20,183,8,0,185,0,206,0,0,0,0,0,0,0,195,194,8,0,200,0,391,72,0,0,0,0,0,80,11,81,0,0,81,0,86,0,4,0,0,4,0,4,0,0,0,0,0,0,0,11,85,0,0,85,0,92,0,0,0,0,0,0,0,81,84,0,0,84,0,166,38,0,0,0,0,0,39,4,39,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,40,0,47,0,0,0,0,0,0,0,42,41,0,0,45,0,85,42,5,0,0
SAL80043,182,9,0,0,9,0,194,7,48,0,0,53,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,0,0,53,0,55,0,0,0,0,0,0,0,197,58,0,0,62,0,255,257,22,0,0,22,0,276,6,45,0,0,45,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,0,0,47,0,50,3,0,0,0,0,0,3,262,63,0,0,63,0,328,176,11,0,0,11,0,187,7,24,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,28,0,32,0,0,0,0,0,0,0,186,34,0,0,34,0,219,91,6,0,0,6,0,100,7,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,7,0,17,0,0,0,0,0,0,0,100,15,0,0,12,0,115,131,0,0,0
SAL80044,77,8,0,0,8,0,85,8,26,0,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,0,26,0,36,0,0,0,0,0,0,0,87,29,0,0,29,0,122,113,3,0,0,3,0,112,12,30,0,0,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,35,0,42,0,0,0,0,0,0,0,121,33,0,0,34,0,160,72,5,0,0,5,0,73,6,17,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,17,0,22,0,0,0,0,0,0,0,76,18,0,0,18,0,98,45,3,0,0,3,0,47,0,11,0,0,11,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,11,0,14,0,0,0,0,0,0,0,47,11,0,0,13,0,62,69,3,0,0
SAL80045,94,11,0,0,11,0,109,4,121,0,0,123,0,134,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,128,3,0,125,0,137,0,0,0,0,0,0,0,104,139,3,0,137,0,242,83,3,0,0,3,0,85,6,141,3,0,144,0,150,0,6,0,0,4,0,4,0,0,0,0,0,0,0,6,146,3,0,153,0,158,0,0,0,0,0,0,0,90,147,3,0,152,0,244,23,0,0,0,0,0,23,5,61,0,0,61,0,58,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,60,3,0,59,0,63,0,0,0,0,0,0,0,25,65,3,0,68,0,87,10,0,0,0,0,0,10,0,21,0,0,21,0,21,0,5,0,0,4,0,4,0,0,0,0,0,0,0,0,27,0,0,23,0,25,0,0,0,0,0,0,0,10,27,0,0,23,0,39,20,0,0,0
SAL80046,75,8,0,0,8,0,84,7,20,0,0,24,0,31,0,3,4,0,8,0,8,0,0,0,0,0,0,0,7,28,4,0,33,0,39,0,0,0,0,0,0,0,86,31,4,0,38,0,121,61,0,0,0,0,0,61,3,23,0,0,18,0,24,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,22,3,0,30,0,34,0,0,0,0,0,0,0,66,22,3,0,30,0,97,39,0,0,0,0,0,39,5,18,0,0,18,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,18,6,0,21,0,25,0,0,0,0,0,0,0,40,18,6,0,21,0,63,15,4,0,0,4,0,16,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,16,0,0,0,0,0,0,0,17,10,0,0,8,0,28,25,4,0,0
SAL80047,142,11,0,0,11,0,153,14,46,4,0,41,0,61,0,4,0,0,4,0,4,0,0,0,0,0,0,0,14,48,3,0,50,0,69,0,0,0,0,0,0,0,159,59,3,0,60,0,223,123,8,0,0,8,0,138,13,37,9,0,44,0,60,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,37,9,0,49,0,59,0,0,0,0,0,0,0,137,51,9,0,58,0,194,79,0,0,0,0,0,79,10,17,0,0,22,0,31,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,18,0,0,22,0,34,0,0,0,0,0,0,0,87,18,0,0,22,0,111,53,5,0,0,5,0,57,3,18,0,0,17,0,23,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,16,0,0,19,0,26,0,0,0,0,0,0,0,59,24,0,0,26,0,79,53,3,0,0
SAL80048,137,4,0,0,4,0,142,3,28,0,0,28,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,27,0,34,0,0,0,0,0,0,0,143,34,0,0,34,0,175,151,9,0,0,9,0,166,10,16,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,20,0,29,0,0,0,0,0,0,0,161,28,0,0,28,0,187,76,9,0,0,9,0,88,0,12,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,18,0,0,0,0,0,0,0,79,23,0,0,23,0,103,72,3,0,0,3,0,76,0,17,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,16,0,0,0,0,0,0,0,72,20,0,0,20,0,89,85,0,0,0
SAL80049,282,12,0,0,12,0,295,18,72,4,0,81,0,105,0,3,3,0,8,0,7,0,0,0,0,0,0,0,20,79,8,0,90,0,114,0,0,0,0,0,0,0,307,90,8,0,98,0,402,356,19,0,0,19,0,377,24,94,4,0,96,0,119,0,4,7,0,13,0,13,0,0,0,0,0,0,0,24,98,8,0,111,0,129,0,0,0,0,0,0,0,380,115,8,0,125,0,504,203,5,0,0,5,0,211,15,52,0,0,52,0,63,0,9,5,0,7,0,11,0,0,0,0,0,0,0,13,65,5,0,69,0,76,0,0,0,0,0,0,0,220,64,5,0,67,0,289,132,6,0,0,6,0,138,5,25,0,0,25,0,34,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,31,0,0,33,0,40,0,0,0,0,0,0,0,144,34,0,0,33,0,172,179,5,0,0
SAL80050,217,6,0,0,12,0,225,12,48,0,0,57,0,68,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,55,0,0,54,0,70,0,0,0,0,0,0,0,231,61,7,0,67,0,293,238,9,0,0,9,0,249,17,56,0,0,55,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,0,0,55,0,79,0,0,0,0,0,0,0,262,62,0,0,64,0,325,119,6,0,0,6,0,121,12,24,0,0,24,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,24,0,38,0,0,0,0,0,0,0,133,35,0,0,35,0,167,89,0,0,0,0,0,88,5,13,0,0,13,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,9,0,18,0,0,0,0,0,0,0,88,11,0,0,11,0,104,103,3,0,0
SAL80051,104,6,0,0,6,0,114,4,18,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,19,0,25,0,0,0,0,0,0,0,109,29,0,0,29,0,137,144,10,0,0,10,0,155,10,30,0,0,27,0,31,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,32,0,0,31,0,39,0,0,0,0,0,0,0,148,39,0,0,45,0,194,85,4,0,0,4,0,88,9,14,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,14,0,18,0,0,0,0,0,0,0,90,13,0,0,13,0,110,57,0,0,0,0,0,57,6,6,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,11,0,15,0,0,0,0,0,0,0,60,15,0,0,15,0,73,75,9,0,0
SAL80052,96,0,0,0,0,0,99,12,39,3,0,38,0,53,0,0,0,0,5,0,5,0,0,0,0,0,0,0,12,42,3,0,44,0,57,0,0,0,0,0,0,0,111,45,3,0,49,0,155,150,3,0,0,3,0,153,6,40,0,0,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,42,0,47,0,0,0,0,0,0,0,152,42,0,0,44,0,198,79,5,0,0,5,0,88,9,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,20,0,29,0,0,0,0,0,0,0,89,26,0,0,26,0,114,63,4,0,0,4,0,67,3,12,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,13,0,17,0,0,0,0,0,0,0,66,15,0,0,19,0,83,85,3,0,0
SAL80053,119,9,0,0,9,0,131,8,38,0,0,38,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,0,39,0,52,0,6,0,0,6,0,6,130,51,0,0,51,0,182,141,8,0,0,8,0,153,8,34,0,0,34,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,34,0,47,0,0,0,0,0,0,0,153,46,0,0,46,0,194,82,3,0,0,3,0,87,3,20,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,21,0,19,0,0,0,0,0,0,0,86,19,0,0,26,0,108,62,0,0,0,4,0,64,5,15,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,13,0,0,0,0,0,0,0,65,16,0,0,19,0,84,65,4,0,0
SAL80054,113,10,0,0,10,0,123,14,75,0,0,76,0,89,0,4,0,0,6,0,6,0,0,0,0,0,0,0,14,77,4,0,83,0,96,0,0,0,0,0,0,0,134,82,4,0,87,0,220,114,6,0,0,6,0,118,14,60,3,0,64,0,81,0,3,9,0,15,0,15,0,0,0,0,0,0,0,14,66,12,0,77,0,92,0,0,0,0,0,0,0,135,67,12,0,80,0,207,74,0,0,0,0,0,72,6,30,0,0,34,0,43,0,4,3,0,4,0,4,0,0,0,0,0,0,0,6,39,4,0,42,0,47,0,0,0,0,0,0,0,80,40,4,0,40,0,119,49,0,0,0,0,0,49,3,24,0,0,24,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,21,4,0,25,0,30,0,0,0,0,0,0,0,53,21,4,0,25,0,79,66,0,0,0
SAL80055,171,7,0,0,7,0,177,8,21,3,0,24,0,30,0,5,0,0,5,0,5,0,0,0,0,0,0,0,8,25,3,0,30,0,33,0,0,0,0,0,0,0,181,30,3,0,35,0,210,176,4,0,0,4,0,187,10,22,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,26,0,33,4,0,0,0,0,0,4,193,33,0,0,33,0,220,118,3,0,0,3,0,115,4,14,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,19,0,0,0,0,0,0,0,120,14,0,0,14,0,137,66,4,0,0,4,0,69,5,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,9,0,0,0,0,0,0,0,74,9,0,0,9,0,81,91,0,0,0
SAL80056,147,12,0,0,12,0,162,12,106,3,0,109,0,125,0,6,3,0,7,0,7,0,0,0,0,0,0,0,12,106,5,0,111,0,129,0,0,0,0,0,0,0,163,121,5,0,125,0,285,212,4,0,0,4,0,217,21,142,0,0,140,0,158,0,3,0,0,8,0,8,0,0,0,0,0,0,0,21,142,3,0,143,0,171,0,0,0,0,0,0,0,236,151,3,0,148,0,385,129,3,0,0,3,0,131,7,65,4,0,69,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,74,0,77,0,0,0,0,0,0,0,137,70,0,0,76,0,212,91,5,0,0,5,0,97,8,40,0,0,40,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,42,0,47,0,0,0,0,0,0,0,101,40,0,0,40,0,148,123,3,0,0
SAL80057,15,11,0,0,11,0,26,5,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,14,0,16,0,0,0,0,0,0,0,20,18,0,0,18,0,39,35,7,0,0,7,0,37,5,16,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,15,0,18,0,0,0,0,0,0,0,35,18,0,0,18,0,55,23,4,0,0,4,0,25,3,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,15,0,0,0,0,0,0,0,26,19,0,0,19,0,47,20,0,0,0,0,0,22,0,8,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,14,0,0,0,0,0,0,0,21,13,0,0,13,0,29,28,3,0,0
SAL80058,139,21,0,0,21,0,156,33,250,3,0,254,0,290,0,11,10,0,25,0,25,0,0,0,0,0,0,0,33,263,18,3,277,0,313,0,0,0,0,0,0,0,172,280,18,3,297,0,469,136,6,0,0,6,0,143,24,235,13,0,252,0,273,0,14,10,0,22,0,22,0,0,0,0,0,0,0,24,250,22,0,270,0,296,0,0,0,0,0,0,0,155,261,22,0,280,0,438,98,0,0,0,0,0,106,8,127,0,0,130,0,136,0,10,5,0,8,0,5,0,0,0,0,0,0,0,8,129,3,4,138,0,146,0,0,0,0,0,0,0,109,134,3,4,140,0,252,51,5,0,0,5,0,49,6,66,4,0,67,0,74,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,67,6,0,72,0,80,0,0,0,0,0,0,0,53,73,6,0,77,0,132,60,5,0,0
SAL80059,67,6,0,0,6,0,72,5,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,13,0,0,0,0,0,0,0,75,15,0,0,15,0,86,130,7,0,0,7,0,137,4,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,12,0,15,0,0,0,0,0,0,0,133,18,0,0,18,0,150,61,0,0,0,0,0,63,3,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,9,0,0,0,0,0,0,0,67,8,0,0,6,0,77,35,0,0,0,0,0,38,5,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,6,0,0,0,0,0,0,0,37,0,0,0,4,0,45,61,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
