SAL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SAL80029,18,0,0,0,18,7,0,30,410,48,6,0,465,0,0,0,465,10,0,475,333,34,6,0,367,3,0,3,375,11,5,391,60,17,9,0,82,0,0,0,82,5,0,93,11,0,4,0,13,0,0,0,13,0,0,13,805,101,26,0,933,3,0,3,938,32,5,967,5,0,6,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,17,0,6,0,13,0,0,0,13,0,0,13,821,101,32,0,951,3,0,3,953,32,5,983,85,20,0,0,112,3,0,3,116,10,0,126,3,0,0,0,3,0,0,0,3,0,3,4,908,122,27,0,1058,9,0,9,1070,39,3,1117
SAL80030,18,0,0,0,18,0,0,24,337,30,6,0,374,0,0,0,378,11,0,389,189,17,0,0,206,0,0,0,206,9,0,214,59,7,4,0,67,0,0,0,67,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,582,53,13,0,651,0,0,0,650,25,0,671,4,0,0,0,4,0,0,0,4,0,0,4,10,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,13,0,0,0,13,0,0,13,596,53,13,0,662,0,0,0,661,25,0,685,76,17,3,0,94,4,0,4,101,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,671,71,16,6,759,9,0,9,764,28,0,785
SAL80031,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,18,0,0,18
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,22,0,0,6,26,0,0,26,611,38,11,0,654,8,0,12,667,21,0,685,417,70,0,0,492,0,3,3,499,7,0,504,117,12,12,0,136,0,0,0,136,5,0,142,6,0,0,0,6,0,0,0,6,0,0,6,1150,117,19,8,1292,8,4,11,1308,29,0,1337,18,3,0,0,18,0,0,0,18,0,0,18,14,0,0,0,14,0,0,0,14,0,0,14,28,3,0,0,35,0,0,0,35,0,0,35,1182,121,19,8,1327,8,4,11,1342,29,0,1372,187,29,7,6,225,6,0,6,232,14,7,250,0,0,0,0,0,0,0,0,0,0,0,0,1366,154,25,8,1554,14,4,20,1570,46,6,1618
SAL80034,21,0,0,0,20,5,0,27,258,18,5,0,282,5,0,5,282,16,0,298,193,29,0,0,216,0,0,0,216,3,0,224,24,5,10,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,468,57,16,0,533,5,0,5,535,19,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,57,16,0,536,5,0,5,537,19,0,559,31,4,3,0,42,0,0,0,48,8,0,54,0,0,0,0,0,0,0,0,0,0,5,5,501,58,20,0,579,4,0,4,579,30,5,614
SAL80035,4,0,0,0,4,0,0,7,157,14,4,0,176,0,0,0,176,0,0,173,140,20,0,0,160,10,0,10,171,0,0,171,16,0,0,0,21,0,0,0,21,3,0,24,0,5,0,0,4,0,0,0,4,0,3,10,312,32,4,0,355,10,0,10,364,3,3,377,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,319,32,4,0,361,10,0,10,372,3,3,380,55,37,4,4,96,3,0,3,108,8,0,117,0,0,0,0,0,0,0,0,0,0,3,3,374,72,6,4,460,18,0,18,477,13,11,503
SAL80036,16,0,0,0,16,0,0,16,172,25,0,0,202,0,0,0,202,11,0,214,141,16,5,0,160,0,0,0,160,3,0,163,17,3,5,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,331,42,8,3,385,0,0,0,385,16,0,406,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,331,42,8,3,389,0,0,0,389,16,0,406,20,0,3,0,25,0,0,0,25,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,348,40,13,8,415,0,0,0,415,27,0,439
SAL80037,10,0,0,0,10,5,0,14,315,52,12,6,378,7,0,4,387,31,0,419,345,36,9,4,385,0,0,0,391,5,7,397,39,0,21,3,60,0,0,0,60,0,0,67,3,0,0,0,3,0,0,0,3,0,0,3,704,88,38,6,832,7,0,8,844,32,7,884,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,8,12,0,0,0,12,0,0,0,12,0,0,10,708,88,38,6,841,7,0,8,853,37,7,893,83,20,12,0,116,8,0,8,114,23,0,140,0,0,0,0,0,0,0,0,0,0,0,0,791,111,46,6,957,7,0,14,971,61,7,1036
SAL80038,0,0,0,0,0,0,0,0,24,3,0,0,29,0,0,0,29,0,0,25,23,3,0,0,28,0,0,0,28,0,0,25,7,0,4,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,53,7,5,0,66,0,0,0,69,4,0,72,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,60,7,5,0,75,0,0,0,72,4,0,79,23,8,0,0,30,0,0,0,26,0,0,26,0,0,0,3,3,0,0,0,3,0,0,3,87,10,9,4,106,0,0,0,109,4,0,109
SAL80039,33,0,0,0,33,7,0,44,402,29,12,3,452,3,0,3,449,18,0,467,239,48,9,0,290,4,0,4,294,5,0,301,46,0,9,0,53,0,0,0,53,0,0,53,3,0,0,3,4,0,0,0,4,0,0,4,691,76,33,6,801,4,0,4,808,27,0,833,12,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,12,0,0,0,12,0,0,16,703,76,33,6,817,4,0,4,817,27,0,848,103,8,11,5,119,0,0,0,119,13,0,137,0,0,0,0,0,0,0,0,0,0,6,9,803,87,44,8,937,4,0,4,944,43,6,996
SAL80040,4,0,0,0,4,0,0,4,178,30,3,0,205,3,0,3,214,0,0,215,159,41,0,0,204,3,0,3,203,7,0,211,23,0,4,0,25,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,353,72,5,0,435,8,0,8,441,13,0,453,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,3,359,72,5,0,439,8,0,8,443,11,0,458,29,0,0,0,31,0,0,0,31,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,388,75,5,0,468,8,0,8,476,15,0,491
SAL80041,19,0,0,0,19,0,0,20,430,42,12,0,481,0,3,10,487,9,0,495,297,43,3,9,347,5,0,3,355,0,0,357,35,14,9,0,55,0,0,0,61,0,0,61,0,0,0,7,7,0,0,0,7,0,0,7,764,96,26,10,894,7,4,12,906,9,0,917,12,0,0,0,16,0,0,0,16,3,0,15,12,0,0,0,12,0,0,0,12,0,0,12,18,0,0,0,25,0,0,0,25,3,0,24,780,98,26,10,920,7,4,12,928,11,0,944,123,24,0,7,152,3,0,3,152,4,0,153,0,0,0,0,0,0,0,0,0,0,0,5,905,117,26,18,1069,11,4,14,1082,15,9,1106
SAL80042,16,0,0,0,16,0,0,18,524,30,6,0,559,0,0,0,560,13,0,570,276,35,6,0,322,0,0,0,321,12,0,337,57,5,10,0,74,0,0,0,74,0,0,74,5,5,0,3,11,0,0,0,9,0,3,16,867,70,20,9,966,0,0,5,971,28,5,997,5,5,0,0,10,0,0,0,8,0,0,8,5,3,0,0,10,0,0,0,10,0,0,10,13,4,0,0,16,0,0,0,17,0,0,17,875,77,20,9,983,3,0,8,986,28,5,1018,133,23,0,0,154,4,0,4,166,8,0,177,5,0,0,0,6,0,0,0,6,0,0,3,1011,97,23,9,1145,4,0,11,1153,39,10,1196
SAL80043,34,0,0,0,41,8,0,48,461,69,4,0,535,5,4,7,550,21,0,567,350,53,0,0,403,0,0,0,403,6,0,407,54,9,15,0,79,0,0,0,79,0,0,77,4,0,0,0,4,0,0,0,4,0,3,5,873,123,27,0,1015,5,4,7,1031,31,3,1065,4,0,0,0,4,0,3,6,6,0,0,6,13,0,0,0,13,0,0,0,13,0,0,13,12,0,0,0,12,0,3,6,18,0,0,18,881,123,27,0,1028,7,11,11,1043,31,3,1080,81,5,5,0,97,0,0,0,97,4,0,105,5,0,0,0,5,0,0,0,5,0,0,5,970,131,28,0,1127,7,11,11,1146,42,0,1193
SAL80044,19,0,0,0,19,0,0,21,257,31,4,0,298,0,0,0,298,0,0,298,159,7,0,0,168,0,3,3,171,5,0,174,22,0,3,0,31,0,0,0,31,0,0,31,4,0,0,0,4,0,0,0,4,0,0,4,442,42,10,0,497,0,3,3,495,8,0,507,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,4,6,6,0,0,0,6,0,0,0,6,0,4,11,448,42,10,0,499,0,3,3,503,8,4,515,56,0,7,0,61,6,0,6,64,3,0,69,0,0,0,7,6,0,0,0,6,0,0,6,504,42,14,3,572,6,3,10,578,16,4,590
SAL80045,4,0,0,0,4,0,0,4,331,8,0,5,343,7,0,7,345,3,3,349,146,18,0,0,168,4,0,4,173,13,0,177,34,3,13,0,46,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,510,32,13,3,548,13,0,13,562,10,3,582,3,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,6,0,4,4,13,0,0,13,4,3,0,0,8,0,4,4,10,0,0,10,513,37,13,3,560,13,4,16,574,10,3,588,69,8,5,0,77,0,0,0,77,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,583,40,13,3,639,13,4,16,658,23,5,683
SAL80046,3,4,0,4,10,0,0,9,116,30,5,0,154,6,0,6,153,3,0,164,88,13,0,0,108,0,0,0,108,8,0,113,22,5,12,0,36,0,0,0,36,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,229,55,14,0,299,6,0,6,300,14,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,3,4,8,0,0,8,0,7,0,0,7,7,3,4,8,0,0,8,229,61,14,0,302,6,3,7,311,14,0,324,18,8,0,0,26,0,0,0,30,18,0,49,0,0,0,0,0,0,0,0,0,0,0,0,253,66,14,0,332,8,3,10,341,32,0,372
SAL80047,7,0,0,0,7,0,0,10,237,37,4,0,282,8,4,9,287,15,0,304,200,57,5,0,259,0,5,12,267,14,0,281,36,11,7,0,57,0,0,0,57,0,0,57,0,0,0,7,7,0,0,0,7,0,0,7,473,103,15,3,601,6,7,11,617,29,0,643,6,0,0,0,6,0,0,0,6,0,0,7,12,0,0,0,12,0,0,0,12,0,0,10,13,0,0,0,13,0,0,0,13,4,0,19,492,103,15,3,615,6,7,11,631,31,0,657,53,8,0,0,63,0,0,0,63,3,0,68,0,0,0,4,4,0,0,0,4,0,0,4,539,117,15,9,680,6,7,11,696,33,0,728
SAL80048,11,0,0,0,11,5,0,19,287,26,10,0,319,5,0,5,320,16,4,342,183,21,7,0,211,0,0,0,211,7,0,218,52,3,8,0,61,0,0,0,61,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,517,46,23,0,588,5,0,5,592,22,4,617,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,0,0,4,3,0,7,521,46,20,0,596,5,0,5,600,21,4,625,76,5,0,0,83,0,3,3,84,8,0,94,0,0,0,0,0,0,0,0,0,0,0,0,601,56,20,0,675,5,3,5,683,34,4,717
SAL80049,20,0,0,0,24,4,0,27,673,66,17,0,760,0,0,0,760,6,0,765,487,56,16,5,561,3,0,0,566,14,0,576,77,6,13,0,94,0,0,0,94,0,0,92,6,0,0,7,18,0,0,0,18,0,0,18,1239,130,44,12,1431,3,0,0,1433,22,0,1453,8,0,0,5,12,0,0,0,12,0,0,12,14,0,0,0,14,0,0,0,14,0,0,14,19,0,0,5,27,0,0,0,27,6,0,32,1265,130,48,12,1458,3,0,0,1456,21,0,1480,137,35,3,9,186,4,0,3,188,29,0,218,0,0,0,0,0,0,0,0,0,0,5,5,1400,168,49,22,1644,4,0,6,1646,50,5,1703
SAL80050,20,0,0,0,20,0,0,21,355,46,8,3,414,3,0,3,417,23,0,439,344,62,11,0,421,0,0,0,424,6,0,432,83,0,6,0,88,0,0,0,88,0,0,88,0,0,0,0,3,0,0,0,3,0,0,4,786,114,23,9,929,5,0,9,940,28,0,966,6,0,0,0,3,3,0,3,9,0,0,9,7,3,3,0,14,0,0,0,14,0,0,14,10,3,3,0,18,3,0,3,22,0,0,22,796,114,24,9,949,13,0,15,960,28,0,989,77,10,6,0,93,7,0,7,97,15,0,109,3,0,0,0,3,0,0,0,3,0,0,3,877,126,28,9,1036,12,0,17,1058,41,0,1099
SAL80051,27,0,0,0,27,0,0,29,296,48,5,0,350,0,0,0,351,10,0,363,180,18,4,0,209,0,0,0,209,4,0,213,26,0,3,0,30,0,0,0,30,8,0,38,3,0,0,4,8,0,0,0,8,0,0,8,507,66,19,0,599,0,0,0,598,15,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,66,19,0,600,0,0,0,602,15,0,621,49,5,3,0,53,0,0,0,53,8,0,62,0,0,0,3,3,0,0,0,3,0,0,3,554,74,17,6,652,0,0,0,657,24,0,685
SAL80052,26,0,0,0,21,4,0,30,280,31,0,0,317,4,3,3,319,21,4,341,211,25,7,0,242,8,0,8,245,3,3,253,23,3,0,0,28,0,0,0,28,3,0,32,4,0,0,0,4,0,0,0,4,0,0,4,515,61,9,0,586,10,3,9,601,25,0,630,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,8,0,0,0,8,0,0,8,12,0,0,0,13,0,0,0,13,0,0,13,524,64,9,0,600,10,3,9,613,25,0,639,75,13,0,0,89,4,0,4,94,7,0,101,0,0,0,0,0,0,0,0,0,0,0,0,605,73,9,0,686,17,3,18,705,35,6,740
SAL80053,12,0,0,0,12,0,0,12,271,57,3,0,334,0,0,0,334,7,0,341,162,19,7,3,195,0,0,0,195,4,0,193,41,10,10,0,56,0,0,0,62,0,0,62,4,0,0,0,5,0,0,0,5,0,0,5,481,87,18,7,594,0,0,0,593,12,0,603,6,4,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,8,4,0,0,8,0,0,0,8,0,0,8,487,91,18,7,598,0,0,0,606,12,0,614,42,23,4,0,64,0,0,0,64,6,0,77,0,0,0,3,3,0,0,0,3,0,0,3,530,115,18,9,669,0,0,0,671,16,0,692
SAL80054,18,0,0,0,18,3,0,22,255,36,0,0,290,3,0,5,293,17,0,309,220,41,11,0,266,0,0,0,269,11,0,275,25,10,3,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,6,3,499,81,13,0,595,5,0,4,601,23,0,631,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,4,8,7,0,0,0,7,0,0,0,7,0,4,12,508,81,13,0,601,5,0,4,612,24,3,637,106,13,0,0,125,0,0,0,125,28,0,151,0,0,0,0,0,0,0,0,0,0,0,0,618,94,10,0,727,5,0,4,730,54,3,790
SAL80055,20,0,0,0,20,3,0,25,280,24,4,4,311,0,0,0,310,22,0,331,271,21,6,0,299,5,0,11,306,5,0,310,44,3,6,4,56,0,0,0,56,5,0,64,0,0,0,5,3,0,0,0,3,0,0,3,597,47,17,5,673,5,6,8,680,26,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,47,17,5,673,5,6,8,680,32,0,713,70,12,0,0,80,0,0,0,80,3,0,90,5,0,0,0,5,0,0,0,5,0,0,4,670,58,17,5,759,5,6,8,773,32,0,803
SAL80056,26,0,0,0,26,0,0,23,596,43,13,0,641,0,4,4,648,19,0,669,360,34,0,0,396,0,0,0,402,3,0,406,39,0,9,0,48,0,0,0,48,0,0,43,4,0,0,0,4,0,0,0,4,0,0,4,993,82,20,0,1097,4,4,8,1099,25,0,1120,12,0,0,0,12,0,0,0,12,0,0,12,8,0,0,0,8,0,0,0,8,0,0,8,20,0,0,0,20,0,0,0,23,0,0,23,1009,80,20,0,1113,3,4,6,1120,25,0,1146,117,12,0,0,130,0,0,4,136,13,0,151,0,0,0,0,0,0,0,0,0,0,3,4,1131,93,20,11,1250,10,0,10,1259,39,3,1297
SAL80057,9,0,0,0,9,0,0,9,69,14,0,0,87,0,0,0,91,4,0,95,91,6,0,0,94,0,0,0,94,0,0,94,14,0,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,172,19,0,0,194,0,0,0,198,6,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,19,0,0,201,0,0,0,201,6,0,205,37,0,6,0,38,0,0,0,38,0,0,38,0,0,0,8,8,0,0,0,8,0,0,8,212,20,8,8,246,0,0,0,250,6,0,256
SAL80058,29,0,0,0,35,3,0,34,608,38,4,0,655,0,5,5,666,23,0,688,381,66,0,4,452,0,0,0,454,9,0,461,35,5,6,0,56,0,0,0,56,0,0,57,6,0,0,5,10,0,0,0,10,0,0,10,1032,118,19,8,1177,0,5,10,1184,35,0,1218,19,8,0,0,23,0,0,0,23,0,0,23,19,3,0,0,26,0,0,0,26,7,0,30,30,9,0,0,49,0,0,0,49,7,0,51,1063,134,22,8,1224,0,5,10,1233,34,0,1274,173,48,4,0,225,6,0,13,238,35,0,274,0,0,0,3,5,0,0,0,5,0,4,8,1241,177,21,10,1452,9,15,20,1470,71,13,1549
SAL80059,10,0,0,0,10,0,0,8,150,23,0,0,175,0,0,0,175,4,0,176,149,20,0,0,167,0,0,0,167,0,0,168,29,0,0,0,32,0,0,0,32,0,0,34,0,0,0,5,5,0,0,0,5,0,0,5,324,43,4,5,376,0,0,0,376,3,0,379,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,331,43,4,5,382,0,0,0,382,3,0,390,45,6,0,0,53,0,0,0,53,16,0,63,0,0,0,4,4,0,0,0,4,0,0,4,371,52,4,7,434,0,0,0,434,22,0,457
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,22,0,0,0,22,4,0,24,363,27,3,4,402,9,0,11,410,19,3,434,212,4,3,0,218,0,0,0,218,9,0,219,17,5,0,0,30,0,0,0,30,0,0,30,0,0,0,3,3,0,0,0,3,0,0,3,591,36,9,4,642,9,0,11,656,25,3,685,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,13,0,0,0,13,0,0,13,610,36,9,4,657,9,0,11,673,25,3,704,79,12,8,4,102,4,0,4,109,0,0,109,5,0,0,0,5,0,0,0,5,0,0,0,690,50,15,8,765,16,0,19,782,25,3,814
SAL80062,3,0,0,0,3,0,0,4,178,22,4,0,204,0,0,0,209,16,0,226,144,9,7,0,158,0,0,0,158,4,0,163,16,3,6,0,29,0,0,0,29,0,0,29,0,0,0,5,5,0,0,0,5,0,0,5,338,34,16,5,390,0,0,0,395,22,0,415,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,339,34,16,5,393,0,0,0,396,22,0,419,56,4,0,0,67,0,0,0,67,18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,403,41,14,5,463,0,0,0,464,37,0,499
SAL80063,4,0,0,0,4,4,0,14,229,25,4,3,262,0,0,0,263,14,0,281,234,22,3,0,262,3,0,3,267,0,0,265,33,6,0,0,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,504,58,3,0,568,3,0,3,576,21,0,596,4,6,0,0,6,0,0,0,6,0,0,6,11,0,0,0,11,0,0,0,11,0,0,12,10,6,0,0,13,0,0,0,13,0,0,16,511,60,3,0,582,3,0,3,591,21,0,608,56,7,0,0,63,0,0,0,63,9,0,75,3,0,0,0,3,0,0,0,3,0,0,3,574,67,3,0,654,3,0,3,659,25,0,682
SAL80064,34,0,0,0,34,7,0,43,538,57,8,6,609,5,0,5,614,27,0,635,382,63,7,4,450,0,0,0,455,5,0,462,81,9,12,3,110,0,0,0,110,0,3,113,4,3,0,0,13,0,0,0,13,0,7,15,1002,137,29,17,1186,3,0,3,1190,29,3,1225,3,0,0,0,3,0,0,0,3,0,0,6,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,0,0,11,1013,137,29,17,1195,6,0,4,1199,35,3,1242,158,23,7,0,185,0,0,0,188,39,0,224,0,0,0,0,0,0,0,0,0,0,0,0,1169,161,34,17,1372,8,0,12,1386,66,6,1460
