SAL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SAL80021,98,143,322,333,351,231,34,5,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,3,6,4,9,0,0,0,0,23,0,0,3,0,4,3,0,0,0,11,37,27,20,14,32,14,7,0,0,147,34,13,5,10,6,9,0,0,0,72,0,0,0,9,0,0,0,0,0,20,0,4,3,6,0,0,0,0,0,16,0,5,4,7,3,3,0,0,0,21,0,0,6,5,5,0,0,0,0,16,5,8,25,23,12,12,0,0,0,90,0,5,12,12,9,6,6,0,0,49,0,31,87,139,140,67,5,0,0,472,3,13,30,36,30,18,0,0,0,138,5,26,60,67,55,33,5,0,0,249,3,3,9,4,3,0,0,0,0,22,8,6,14,6,7,0,0,0,0,46
SAL80022,15,36,223,110,107,95,41,4,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,4,3,5,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,0,5,3,0,0,0,0,0,7,0,0,3,4,0,5,0,0,0,12,0,9,22,17,5,9,7,0,0,77,0,0,0,0,0,3,0,0,0,3,0,30,137,72,58,22,3,0,0,328,0,0,17,13,12,8,8,0,0,60,0,9,12,9,8,7,7,0,0,54,0,0,5,0,3,0,0,0,0,8,0,6,0,0,3,3,0,0,0,16
SAL80023,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,51,420,1320,555,236,139,40,4,0,2775,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,22,0,0,5,4,0,0,0,0,0,10,0,0,27,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,22,77,149,24,12,8,0,0,0,290,18,100,140,32,14,8,0,0,0,308,0,0,5,3,0,0,0,0,0,12,0,6,12,4,0,0,0,0,0,28,0,3,18,8,3,3,0,0,0,36,0,8,15,0,0,0,0,0,0,25,0,38,150,49,21,9,4,0,0,272,0,17,39,7,8,3,0,0,0,78,3,62,223,128,72,30,9,0,0,531,3,45,132,48,19,11,6,0,0,273,4,93,248,80,33,30,11,0,0,493,7,6,24,10,4,0,0,0,0,48,3,21,29,12,9,0,3,0,0,67
SAL80025,86,153,471,725,419,141,30,6,0,2028,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,0,0,0,21,0,0,0,4,0,0,0,0,0,4,0,3,12,10,10,4,0,0,0,37,0,0,3,0,3,0,0,0,0,14,30,21,28,30,24,9,0,0,0,140,49,17,28,11,6,8,0,0,0,119,0,3,6,9,7,5,0,0,0,22,0,3,0,11,6,0,0,0,0,25,0,4,13,13,5,0,0,0,0,30,0,5,6,7,4,0,0,0,0,25,0,14,38,71,27,0,0,0,0,157,0,3,17,22,11,8,0,0,0,61,0,28,115,242,111,35,3,0,0,538,13,16,39,90,56,8,6,0,0,225,7,36,107,112,64,21,4,0,0,351,0,4,3,10,3,0,0,0,0,23,0,9,16,18,9,4,3,0,0,63
SAL80026,54,94,209,233,216,164,46,3,0,1025,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,8,6,0,0,0,0,14,0,0,0,0,3,3,0,0,0,5,21,9,16,9,10,5,8,0,0,74,21,3,5,3,13,4,0,0,0,47,0,0,0,0,3,3,0,0,0,7,0,3,0,0,0,4,0,0,0,15,0,0,0,0,4,3,0,0,0,12,6,5,3,0,0,0,0,0,0,13,3,3,24,21,21,6,5,0,0,86,0,0,5,7,5,13,0,0,0,31,4,15,68,87,110,50,4,0,0,337,8,12,27,37,24,19,8,0,0,128,4,22,40,51,36,28,11,0,0,194,5,0,7,6,0,0,0,0,0,15,5,4,3,5,4,3,0,0,0,29
SAL80027,16,351,1101,489,204,145,33,3,0,2355,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,6,0,9,13,8,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,12,5,30,50,3,3,0,0,0,0,93,8,54,63,22,9,3,0,0,0,161,0,3,3,0,5,3,0,0,0,12,0,5,23,3,4,3,0,0,0,34,0,3,23,8,3,3,0,0,0,39,0,10,13,4,6,0,0,0,0,27,0,79,202,50,14,12,0,0,0,365,0,9,15,9,0,0,0,0,0,36,4,165,480,199,95,40,7,0,0,976,6,35,80,47,17,13,4,0,0,206,0,48,94,30,22,15,0,0,0,223,0,15,18,13,3,3,0,0,0,53,3,12,21,14,3,0,7,0,0,58
SAL80028,113,408,844,435,256,140,53,8,0,2261,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,4,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,5,12,4,4,0,0,0,0,19,0,3,3,0,0,0,0,0,0,8,54,129,66,17,4,5,0,0,0,272,57,91,55,13,6,0,3,0,0,227,4,4,0,0,3,0,0,0,0,19,4,5,8,10,6,0,0,0,0,31,0,8,10,9,0,0,0,0,0,30,0,4,10,4,5,0,4,0,0,31,6,46,82,40,25,19,8,0,0,221,0,14,33,12,6,13,0,0,0,77,5,64,186,142,94,52,8,0,0,547,19,69,108,65,45,26,6,0,0,343,23,100,158,66,26,28,8,3,0,411,11,31,18,0,5,4,0,0,0,72,12,20,15,5,5,9,0,0,0,63
SAL80029,75,142,357,330,332,260,71,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,15,12,9,7,0,0,0,36,0,4,3,5,0,3,0,0,0,9,30,20,20,13,9,18,10,0,0,122,27,13,10,6,0,0,0,0,0,64,0,0,3,0,7,7,0,0,0,18,0,0,6,0,5,3,0,0,0,20,0,0,15,11,0,4,0,0,0,23,0,3,5,0,0,0,0,0,0,15,0,8,32,23,22,16,3,0,0,93,0,4,8,3,18,5,0,0,0,39,6,26,110,138,139,105,10,0,0,534,3,21,42,32,47,50,5,0,0,201,11,28,72,53,54,51,7,5,0,288,7,6,0,4,5,0,0,0,0,22,3,10,7,0,14,15,0,0,0,52
SAL80030,329,716,476,292,280,201,69,14,0,2382,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,0,13,0,0,0,6,0,0,0,0,0,7,0,0,8,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,6,30,23,7,11,13,11,0,0,0,86,23,27,6,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,3,0,0,9,0,3,5,6,8,4,0,0,0,29,0,3,4,4,4,0,4,0,0,16,3,27,50,30,24,17,0,0,0,154,0,6,4,6,7,3,0,0,0,24,97,246,207,137,136,69,9,0,0,906,21,31,27,37,30,21,10,5,0,174,3,25,29,15,37,28,7,0,0,145,0,4,9,6,4,10,0,0,0,39,0,9,10,12,0,3,0,0,0,40
SAL80031,0,0,8,10,8,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,79,132,497,692,327,141,29,0,0,1900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,6,4,0,0,0,0,19,0,0,6,7,0,0,0,0,0,12,0,6,17,19,6,5,0,0,0,52,0,0,5,0,0,0,0,0,0,10,30,12,36,19,15,9,3,0,0,128,26,18,24,11,10,5,0,0,0,94,0,0,4,5,3,5,3,0,0,17,0,6,9,11,3,0,4,0,0,30,0,3,12,17,7,3,0,0,0,40,0,0,7,11,3,0,0,0,0,29,3,9,52,62,17,9,0,0,0,157,0,0,20,21,11,9,0,0,0,61,0,23,136,221,122,41,9,0,0,556,8,12,70,86,49,23,4,0,0,241,9,27,92,99,48,21,4,0,0,303,11,3,10,6,5,3,0,0,0,38,0,7,13,18,11,3,0,0,0,56
SAL80034,56,52,69,144,188,123,50,8,0,691,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,4,0,0,3,4,0,0,0,24,17,3,8,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,14,0,3,0,5,6,3,0,0,0,15,4,8,10,16,18,19,4,0,0,75,0,0,0,0,3,6,0,0,0,11,3,8,16,73,90,41,3,0,0,241,5,6,12,25,24,18,3,0,0,100,4,9,13,24,26,25,9,0,0,113,0,0,0,4,5,0,0,0,0,13,6,4,0,3,5,0,0,0,0,15
SAL80035,34,58,212,197,158,72,29,4,0,773,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,8,10,14,8,8,3,0,0,57,15,10,4,7,7,0,0,0,0,37,0,0,0,6,5,0,0,0,0,9,0,0,4,0,0,3,0,0,0,7,0,0,6,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,9,0,0,21,20,5,10,0,0,0,61,0,8,13,3,4,3,0,0,0,24,0,6,39,69,49,18,3,0,0,187,5,12,25,36,23,17,3,0,0,112,0,15,34,33,35,16,5,0,0,136,0,0,5,4,0,0,0,0,0,21,0,4,9,8,9,0,0,0,0,31
SAL80036,36,64,225,174,140,90,23,3,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,6,17,5,6,3,0,0,0,49,18,12,10,0,4,0,0,0,0,40,0,0,0,4,3,0,0,0,0,11,0,0,0,0,6,0,0,0,0,10,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,0,11,24,20,9,9,0,0,0,75,0,0,14,8,3,5,0,0,0,33,0,13,66,70,56,32,0,0,0,243,0,3,13,24,20,9,3,0,0,74,0,10,54,35,22,16,3,0,0,148,0,0,4,0,0,0,0,0,0,7,6,3,7,3,5,0,0,0,0,17
SAL80037,72,125,301,314,268,238,68,3,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,5,0,3,11,0,5,3,0,0,0,21,0,3,0,0,3,3,0,0,0,10,22,12,20,12,13,15,0,0,0,99,21,15,9,7,7,9,3,0,0,73,0,8,3,0,7,6,0,0,0,16,0,0,4,8,3,0,0,0,0,11,0,0,9,3,0,3,0,0,0,19,0,3,5,5,0,4,0,0,0,19,0,13,21,22,10,16,0,0,0,94,0,0,10,5,12,18,6,0,0,54,0,13,99,120,95,77,16,0,0,419,11,9,18,32,40,32,3,0,0,136,8,25,61,48,52,59,17,0,0,267,3,0,7,5,6,0,0,0,0,23,7,8,11,13,9,6,0,0,0,48
SAL80038,97,243,600,255,165,98,32,5,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,44,54,31,3,0,3,0,0,0,131,65,60,51,17,4,0,0,0,0,196,0,0,9,0,0,0,0,0,0,6,4,8,5,0,3,0,0,0,0,20,0,5,8,0,0,0,0,0,0,12,0,6,10,5,0,0,0,0,0,18,11,59,100,36,15,12,3,0,0,234,0,8,6,3,0,8,0,0,0,24,5,44,162,61,53,34,8,0,0,360,27,25,74,24,13,16,0,0,0,169,12,28,42,15,12,9,3,0,0,124,6,10,7,3,5,0,0,4,0,37,5,6,9,6,3,0,0,0,0,31
SAL80039,102,162,268,278,343,244,42,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,3,0,0,0,24,0,0,0,4,3,0,0,0,0,10,0,0,0,6,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,11,35,19,16,18,16,11,0,0,0,114,37,3,5,5,7,0,0,0,0,60,0,0,3,3,7,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,0,0,3,8,0,3,0,0,0,26,0,0,10,0,0,5,0,0,0,17,0,11,17,26,30,11,0,0,0,91,0,0,13,5,10,7,0,0,0,34,0,25,77,128,163,91,3,0,0,493,9,13,36,33,41,34,4,0,0,166,3,30,48,60,72,47,5,0,0,267,3,5,6,4,4,3,0,0,0,25,4,3,12,8,11,10,0,0,0,48
SAL80040,32,52,128,185,204,88,12,10,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,3,4,4,7,3,0,0,34,9,4,12,5,3,0,0,0,0,34,0,0,3,0,0,0,0,0,0,8,0,0,3,3,7,4,0,0,0,13,0,0,3,0,0,0,0,0,0,7,0,0,4,6,0,0,0,0,0,4,0,4,24,26,16,10,3,0,0,86,0,3,4,6,3,4,0,0,0,21,0,8,53,77,80,32,5,0,0,249,4,4,27,23,35,23,17,4,0,142,5,5,33,33,20,15,6,0,0,123,4,0,3,0,5,4,0,0,0,18,3,4,3,10,5,10,0,0,0,32
SAL80041,60,123,519,479,215,68,17,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,7,8,5,0,0,0,0,23,0,0,0,3,0,0,0,0,0,3,7,16,28,23,11,0,0,0,0,86,17,15,22,5,0,0,0,0,0,64,0,0,3,7,0,0,0,0,0,12,0,0,5,0,4,0,0,0,0,10,0,5,11,7,0,0,0,0,0,24,0,4,8,3,0,0,0,0,0,17,4,12,45,34,14,5,0,0,0,114,0,6,20,8,5,3,0,0,0,46,0,30,154,141,69,17,5,0,0,422,3,14,67,65,30,6,0,0,0,185,4,32,152,99,29,15,4,0,0,333,4,3,8,5,0,0,0,0,0,22,0,0,14,11,3,0,0,0,0,34
SAL80042,43,89,356,490,273,111,12,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,5,11,4,3,3,0,0,0,25,0,0,0,3,0,0,0,0,0,4,21,16,28,10,7,7,0,0,0,88,17,11,20,11,3,4,0,0,0,64,0,0,0,0,0,0,0,0,0,6,0,7,5,9,0,0,0,0,0,16,0,0,13,8,7,4,0,0,0,33,0,8,4,9,6,0,0,0,0,20,0,4,43,62,23,3,0,0,0,130,0,0,9,13,8,5,0,0,0,34,0,17,102,180,94,37,0,0,0,433,4,8,56,65,26,13,0,0,0,172,4,20,55,69,36,21,3,0,0,198,0,0,10,7,0,0,0,0,0,18,0,6,10,16,8,0,0,0,0,38
SAL80043,65,117,264,341,326,242,59,5,0,1421,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,3,0,3,0,0,0,0,11,0,0,7,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,24,14,5,11,9,10,3,0,0,71,34,16,15,0,0,4,0,0,0,65,0,0,0,4,0,0,0,0,0,3,0,0,3,5,4,3,0,0,0,21,0,0,0,4,6,4,0,0,0,15,0,0,4,0,0,0,0,0,0,8,9,11,28,33,29,19,3,0,0,128,0,4,7,8,3,7,0,0,0,37,4,22,80,153,150,62,9,0,0,474,10,12,16,49,52,45,14,0,0,194,6,24,65,63,51,38,22,0,0,266,9,0,3,9,3,0,0,0,0,28,3,3,8,9,14,3,0,0,0,36
SAL80044,32,65,109,158,184,142,46,21,3,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,5,4,5,0,0,0,17,0,0,0,4,0,0,0,0,0,5,15,7,7,0,4,0,3,0,0,39,25,11,6,4,5,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,14,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,4,0,0,10,4,9,14,29,34,15,13,6,0,120,0,0,3,3,7,3,0,0,0,12,0,9,32,76,68,21,6,0,0,212,15,7,9,17,25,26,5,0,0,98,4,15,18,32,34,24,6,0,0,132,0,3,3,0,0,3,0,0,0,16,4,0,0,3,10,3,5,0,0,27
SAL80045,19,56,277,310,119,52,6,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,10,0,0,15,3,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,5,8,14,8,6,6,0,0,0,51,7,5,9,9,0,0,0,0,0,30,0,0,0,5,0,0,0,0,0,4,0,0,4,3,4,0,0,0,0,8,0,0,8,11,0,5,0,0,0,17,0,0,8,3,3,0,0,0,0,18,0,14,42,27,6,4,0,0,0,87,0,0,12,4,4,0,0,0,0,24,0,14,91,113,29,10,0,0,0,264,0,3,26,24,5,3,0,0,0,66,0,10,60,63,18,4,0,0,0,161,0,0,5,3,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,10
SAL80046,22,167,402,215,132,86,13,4,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,4,6,23,18,5,5,4,0,0,0,60,20,24,35,10,4,0,0,0,0,96,0,0,4,4,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,14,0,6,0,6,3,0,0,0,0,17,0,3,0,3,3,3,0,0,0,9,0,37,53,22,15,6,0,0,0,129,0,3,14,0,7,0,0,0,0,28,0,68,167,89,64,16,0,0,0,409,0,24,32,32,15,8,0,0,0,121,0,17,39,27,15,13,0,0,0,125,0,8,6,0,3,4,0,0,0,32,0,12,12,0,4,0,0,0,0,24
SAL80047,48,122,324,328,210,118,27,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,9,19,15,7,7,3,0,0,0,64,16,31,19,18,4,3,0,0,0,99,0,0,0,0,0,3,0,0,0,10,0,7,7,9,9,0,0,0,0,34,0,0,0,3,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,24,32,44,21,14,0,0,0,144,0,3,13,8,3,4,0,0,0,37,0,31,102,109,111,22,0,0,0,370,3,11,32,55,35,18,7,0,0,152,0,31,40,39,24,12,4,0,0,163,4,9,8,3,9,4,0,0,0,36,6,0,7,10,9,3,4,0,0,33
