SAL_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SAL80037,9,16,0,10,4,0,0,0,0,42,11,10,0,0,8,0,0,0,0,28,59,138,5,16,34,4,3,9,6,270,0,0,0,0,0,0,0,0,0,0,13,10,0,7,22,4,0,4,3,60,22,29,4,36,46,9,0,0,4,144,22,26,17,51,73,14,0,8,7,221,0,0,3,0,7,3,0,0,0,19,5,4,3,3,16,3,0,0,0,30,0,4,3,0,0,3,0,0,0,10,3,4,0,0,3,0,0,4,0,18,164,283,36,137,219,40,3,21,29,934,0,0,0,0,0,0,0,0,0,0,11,13,0,0,3,0,0,0,0,26,43,66,3,11,11,5,4,3,3,150,0,9,0,0,0,0,0,0,0,8,21,29,0,10,11,0,0,0,0,68,16,17,0,0,7,0,0,0,0,39,98,236,15,34,52,12,4,12,5,467,0,0,0,0,0,0,0,0,0,3
SAL80038,7,29,0,0,3,0,0,0,4,48,15,7,0,0,0,0,0,0,0,19,67,216,13,48,79,20,0,3,8,466,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,22,7,8,0,15,6,4,0,0,0,47,5,12,3,11,10,5,0,0,0,57,0,0,0,4,0,3,0,0,0,8,5,0,0,0,3,0,0,0,0,14,0,5,0,0,0,0,0,0,0,9,0,4,0,5,0,3,0,0,0,14,176,519,25,104,157,57,3,17,26,1077,0,3,0,0,0,0,0,0,0,0,16,95,0,3,0,0,0,0,0,117,141,331,12,30,66,21,0,14,18,630,0,3,0,0,0,0,0,0,0,7,22,58,0,0,5,3,0,0,4,94,18,8,0,3,0,0,0,0,0,35,179,492,35,64,134,34,6,15,21,973,0,0,0,0,0,0,0,0,0,0
SAL80039,7,22,0,10,3,0,0,0,0,46,0,7,0,0,6,0,0,0,0,15,52,156,5,29,52,3,0,0,9,308,0,0,0,0,0,0,0,0,0,0,14,12,0,8,23,4,0,0,0,60,22,24,5,21,51,3,0,0,5,137,21,12,21,47,80,16,0,4,4,207,0,0,4,0,14,4,0,0,0,23,4,5,0,3,17,5,0,4,0,33,0,0,0,0,0,0,0,0,0,6,0,6,0,4,6,5,0,0,0,20,157,303,32,127,262,37,5,10,17,949,0,0,0,0,0,0,0,0,0,0,6,21,0,0,4,0,0,0,0,25,41,68,0,10,16,3,0,0,3,145,5,3,0,0,0,0,0,0,0,9,12,26,0,12,6,0,0,0,4,67,3,12,0,0,7,0,0,0,0,27,93,258,19,45,79,6,5,6,10,526,0,0,0,0,0,0,0,0,0,0
SAL80040,21,24,0,4,6,0,0,0,0,58,3,8,0,0,0,0,0,0,0,12,63,142,4,16,46,10,0,10,3,286,0,0,0,0,0,0,0,0,0,0,5,10,0,7,4,0,0,0,0,27,5,8,0,5,11,0,0,6,0,42,3,7,9,11,15,6,0,0,0,55,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,166,321,21,63,100,18,5,20,12,712,0,3,0,0,0,0,0,0,0,3,32,96,0,0,3,0,0,0,6,143,68,104,7,12,29,5,3,6,3,232,0,0,0,0,0,0,0,0,0,7,18,41,0,9,9,0,0,0,0,86,7,9,0,0,0,0,0,0,0,20,127,259,19,26,57,10,0,13,6,525,0,0,0,0,0,0,0,0,0,0
SAL80041,11,29,0,9,7,0,0,0,0,51,6,15,0,0,0,0,0,0,0,29,67,291,9,62,77,17,0,8,11,542,0,0,0,0,0,0,0,0,0,0,3,4,0,3,16,0,0,0,0,28,16,23,7,33,26,9,0,0,0,112,10,13,6,18,37,3,0,4,0,88,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,5,0,9,4,4,0,0,0,22,175,528,27,152,210,48,0,24,27,1200,0,0,0,0,0,0,0,0,0,5,11,63,5,0,0,0,0,0,0,82,119,271,7,31,60,16,9,15,17,550,0,7,0,4,3,0,0,0,0,15,18,48,4,6,9,0,0,0,0,83,9,15,0,0,0,0,0,0,0,38,160,502,47,93,120,35,9,22,19,1002,0,3,0,0,0,0,0,0,0,3
SAL80042,18,24,0,10,5,0,0,0,0,66,7,10,0,0,0,0,0,0,0,19,102,196,17,39,69,20,0,0,4,442,0,0,0,0,0,0,0,0,0,0,4,12,0,10,18,0,0,0,0,41,20,11,5,25,33,3,0,0,0,108,24,14,6,23,38,7,0,3,0,120,4,0,0,0,0,0,0,0,0,11,4,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,4,17,240,404,41,134,214,33,5,12,19,1095,0,4,0,0,0,0,0,0,0,9,16,77,0,0,7,0,0,0,0,100,122,212,7,21,69,9,7,5,13,468,0,16,0,3,0,0,0,0,0,21,21,37,0,15,11,0,0,0,0,82,12,19,0,0,3,0,0,0,0,37,195,360,40,69,106,26,8,9,8,818,0,0,0,0,0,0,0,0,0,0
SAL80043,25,45,0,3,5,0,0,0,0,83,6,5,0,0,0,0,0,0,0,10,109,284,13,26,58,8,0,5,7,515,0,0,0,0,0,0,0,0,0,0,8,16,9,0,9,0,0,0,0,45,10,8,3,14,19,0,0,5,0,57,7,4,12,22,20,4,0,3,0,72,0,0,3,0,0,7,0,0,0,13,0,0,0,4,9,0,0,0,0,12,0,0,0,6,0,0,0,0,0,9,0,5,0,4,0,0,0,0,5,12,267,555,42,83,161,21,6,21,18,1171,4,5,0,0,5,0,0,0,0,7,30,78,0,0,6,0,0,0,4,117,164,271,16,23,49,3,8,13,10,560,4,10,0,0,0,0,0,0,0,8,47,79,0,7,11,0,0,0,3,143,7,15,0,0,0,0,0,0,0,24,234,492,27,45,94,16,9,20,15,962,0,0,0,0,0,0,0,0,0,0
SAL80044,19,30,0,5,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,54,158,0,17,46,11,0,0,0,288,0,0,0,0,0,0,0,0,0,0,9,5,0,5,7,3,0,3,0,36,10,6,5,9,7,3,0,0,0,37,9,8,0,8,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,150,320,10,44,100,18,0,6,6,651,0,0,0,0,0,0,0,0,0,4,11,80,0,0,3,0,0,0,0,104,101,148,4,15,27,0,0,5,3,305,0,5,0,0,0,0,0,0,0,8,22,41,0,5,4,0,0,0,0,81,3,3,0,0,0,0,0,0,0,15,115,320,4,25,67,12,0,5,6,554,0,0,0,0,0,0,0,0,0,0
SAL80045,9,20,0,0,4,0,0,0,0,35,5,12,0,0,0,0,0,0,0,17,47,177,0,32,45,4,0,0,5,317,0,0,0,0,0,0,0,0,0,0,3,8,0,3,6,0,0,0,0,22,6,8,0,5,4,6,0,0,0,37,3,6,3,14,17,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,118,341,11,67,101,25,3,3,10,683,0,0,0,0,0,0,0,0,0,5,14,27,0,0,5,0,0,0,0,50,74,198,10,11,33,6,4,6,9,344,5,4,0,0,0,0,0,0,0,7,22,31,0,0,6,0,0,0,0,62,9,13,0,0,0,0,0,0,0,26,96,327,18,40,64,13,5,3,11,576,0,0,0,0,0,0,0,0,0,0
SAL80046,13,25,0,3,4,0,0,0,0,51,8,11,0,0,0,0,0,0,0,22,76,219,14,30,60,16,0,7,3,425,0,0,0,0,0,0,0,0,0,0,11,3,4,4,0,0,0,0,0,28,7,14,4,9,9,0,0,0,0,49,3,12,7,20,15,0,0,8,0,61,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,6,0,3,0,0,0,0,3,12,191,423,32,87,122,20,6,18,13,907,0,0,0,0,0,0,0,0,0,0,15,75,3,0,3,0,0,0,0,100,103,183,12,19,45,10,5,20,3,396,0,3,0,3,0,0,0,0,0,6,22,46,0,3,9,0,0,0,0,77,17,21,0,0,3,0,0,0,0,38,148,405,23,47,106,30,8,19,14,798,0,0,0,0,0,0,0,0,0,0
SAL80047,15,34,0,3,0,0,0,0,0,61,8,7,0,0,3,0,0,0,0,24,84,187,12,26,64,13,0,15,0,410,0,0,0,0,0,0,0,0,0,0,3,4,5,7,6,0,0,3,0,36,3,9,0,15,12,3,0,0,0,49,9,5,7,21,18,4,0,0,0,77,0,0,0,3,4,5,0,0,0,13,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,13,216,391,32,104,146,31,7,36,14,973,0,4,0,0,0,0,0,0,0,0,29,85,0,0,3,0,0,0,0,124,126,178,12,23,41,12,4,30,9,423,0,6,0,0,0,0,0,0,0,4,17,56,0,9,4,0,0,0,0,98,16,14,0,3,5,0,0,0,5,41,181,339,48,45,98,16,9,35,7,769,0,0,0,0,0,0,0,0,0,0
SAL80048,17,24,0,0,8,0,0,0,3,52,9,12,0,0,0,0,0,0,4,19,64,122,0,12,44,3,0,0,3,253,0,0,0,0,0,0,0,0,0,0,3,9,4,5,15,0,0,0,0,43,10,12,0,11,22,0,0,0,0,54,5,10,7,21,25,12,0,3,0,79,0,0,6,0,5,0,0,3,0,9,3,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,141,283,19,61,148,18,0,15,8,697,0,3,0,0,0,0,0,0,0,3,10,56,0,0,6,0,0,0,0,68,82,103,9,11,19,6,0,5,3,227,0,5,0,0,0,0,0,0,0,4,25,37,0,4,9,0,0,0,3,82,13,23,0,0,4,0,0,0,4,38,133,232,13,21,65,4,3,3,10,481,0,0,0,0,0,0,0,0,0,0
SAL80049,14,30,0,11,14,0,0,0,0,70,10,13,0,0,8,0,0,0,0,29,64,223,16,55,61,12,0,9,13,451,0,0,0,0,0,0,0,0,0,5,15,15,5,17,28,4,0,6,3,93,37,34,13,35,54,10,0,3,0,181,35,26,28,86,91,13,3,9,0,287,5,9,0,5,8,7,0,4,0,40,5,6,0,5,20,0,0,6,0,44,0,8,0,0,3,0,0,0,0,11,5,3,0,0,8,3,0,4,4,28,226,451,67,227,322,54,5,26,21,1404,0,5,0,0,0,0,0,0,0,9,9,27,0,0,5,0,0,0,0,48,73,130,11,20,36,4,4,5,0,279,0,6,0,0,0,0,0,0,0,10,26,48,0,13,13,3,0,0,0,105,16,16,0,0,11,0,0,0,0,44,140,368,31,79,99,19,7,17,13,774,0,0,0,0,0,0,0,0,0,5
SAL80050,14,45,0,6,13,0,0,0,0,74,17,9,0,0,0,0,0,0,0,34,84,201,7,26,63,9,0,6,8,398,0,0,0,0,0,0,0,0,0,0,7,15,0,7,7,4,0,0,0,44,18,24,5,29,41,0,0,0,0,124,20,27,27,32,54,7,0,3,3,174,0,0,0,0,7,6,0,0,0,20,10,5,0,4,14,5,0,0,0,30,0,0,0,0,0,0,0,3,0,10,0,3,0,3,7,0,0,0,4,14,211,417,40,110,214,40,4,18,19,1084,0,6,0,0,0,0,0,0,0,3,24,51,0,0,0,0,0,0,0,77,63,139,9,3,21,3,0,3,3,248,0,0,0,0,0,0,0,0,0,9,21,58,4,6,9,0,0,0,0,106,27,15,5,0,3,0,0,0,0,45,153,367,26,41,87,20,7,9,10,724,0,0,0,0,0,0,0,0,0,0
SAL80051,11,21,0,5,5,0,0,0,0,39,8,0,0,0,3,0,0,0,0,16,49,110,9,19,39,5,0,0,0,227,0,0,0,0,0,0,0,0,0,0,9,12,5,6,17,0,0,0,0,55,11,9,0,10,15,0,0,0,0,45,8,6,6,11,20,0,0,0,0,42,0,0,0,3,4,7,0,0,0,14,0,3,0,4,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,10,126,246,14,61,123,15,0,3,0,602,0,3,0,0,0,0,0,0,0,5,11,40,0,0,0,0,0,0,0,55,76,112,0,9,18,0,5,0,4,215,3,5,0,0,3,0,0,0,0,8,18,34,0,5,11,0,0,0,0,68,10,6,0,0,5,0,0,0,0,27,109,210,14,27,49,6,5,0,7,431,0,0,0,0,0,0,0,0,0,0
SAL80052,14,21,0,0,6,0,0,0,0,44,7,16,0,0,5,0,0,0,0,26,53,153,6,19,34,3,0,0,3,282,0,0,0,0,0,0,0,0,0,0,4,10,0,9,11,0,0,0,0,37,13,10,0,8,13,3,0,0,4,57,14,6,4,8,15,0,0,3,4,56,0,0,0,5,0,0,0,0,0,5,5,4,0,0,5,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,161,312,21,61,105,15,0,10,19,695,0,0,0,0,0,0,0,0,0,4,17,33,0,0,5,0,0,0,0,54,98,141,15,12,16,0,0,9,3,289,0,5,0,0,0,0,0,0,0,10,23,40,4,0,9,0,0,0,0,78,13,15,0,0,6,0,0,0,0,32,122,236,22,31,52,7,4,7,12,496,0,0,0,0,0,0,0,0,0,0
SAL80053,6,24,0,0,4,0,0,0,0,45,3,4,0,0,0,0,0,0,0,13,63,102,0,19,39,0,0,0,5,232,0,0,0,0,0,0,0,0,0,0,3,17,0,9,9,0,0,0,0,44,11,9,6,17,21,3,0,0,0,70,8,6,9,21,19,3,0,0,0,53,0,0,4,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,14,0,6,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,11,134,250,18,72,115,7,5,3,8,607,0,0,0,0,0,0,0,0,0,0,18,36,0,0,0,0,0,0,0,48,48,96,5,3,19,0,0,0,0,171,0,0,0,0,0,0,0,0,0,6,16,37,0,8,4,0,0,0,0,71,8,8,0,3,0,0,0,0,0,23,115,226,14,32,59,6,3,5,3,465,0,0,0,0,0,0,0,0,0,0
SAL80054,9,23,0,3,6,0,0,0,0,42,6,9,0,0,0,0,0,0,0,17,57,168,9,32,64,14,0,8,4,355,0,0,0,0,0,0,0,0,0,3,10,10,0,7,17,0,0,5,0,40,18,10,3,30,29,4,0,0,0,96,8,11,11,37,32,7,0,4,0,108,0,0,4,0,7,0,0,0,0,14,3,0,0,5,12,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,4,12,131,326,34,122,186,36,4,31,14,883,0,0,0,0,0,0,0,0,0,0,4,58,0,0,5,0,0,0,0,64,50,133,12,12,31,14,7,18,4,277,0,3,0,0,4,0,0,0,0,5,18,32,0,3,8,0,0,0,0,68,9,20,0,6,0,0,0,0,0,36,122,291,38,50,88,20,7,17,12,645,0,0,0,0,0,0,0,0,0,3
SAL80055,5,17,0,5,11,0,0,0,0,42,6,10,0,0,0,0,0,0,0,18,48,130,3,22,46,7,0,0,0,254,0,0,0,0,0,0,0,0,0,0,5,13,0,5,6,0,0,0,0,27,18,18,5,16,19,3,0,0,5,91,12,16,14,14,34,8,0,0,3,104,0,0,0,0,0,0,0,5,0,10,0,4,0,6,6,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,3,0,5,0,0,0,0,0,11,125,271,27,80,140,28,0,9,12,695,0,6,0,0,0,0,0,0,0,5,3,23,0,0,4,0,0,0,0,33,41,81,4,9,18,8,4,3,0,173,0,0,0,0,0,0,0,0,0,4,15,30,0,8,7,0,0,0,0,61,7,10,0,0,0,0,0,0,0,23,93,229,16,35,66,15,6,4,0,459,0,0,0,0,0,0,0,0,0,0
SAL80056,11,22,0,4,4,0,0,0,0,43,10,6,0,0,8,0,0,0,0,29,83,215,9,27,55,12,0,4,8,410,0,0,0,0,0,0,0,0,0,4,10,7,10,4,15,0,0,0,0,48,22,14,0,17,19,4,0,5,0,84,19,3,6,16,33,4,0,0,0,85,0,0,5,0,3,0,0,0,0,11,5,0,0,3,8,0,0,0,0,22,0,3,0,0,4,0,0,0,0,7,7,4,0,0,0,0,0,0,0,17,219,408,32,88,188,29,0,8,22,990,0,4,0,0,0,0,0,0,0,3,14,51,0,0,0,0,0,0,0,63,124,190,9,16,40,10,5,9,7,411,3,10,0,0,0,0,0,0,0,11,21,44,0,7,4,0,0,0,0,84,12,11,0,4,10,0,0,0,0,42,177,369,19,48,89,17,6,10,25,748,0,0,0,0,0,0,0,0,0,4
SAL80057,16,16,0,3,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,9,39,95,3,5,28,3,0,0,3,176,0,0,0,0,0,0,0,0,0,0,6,9,0,0,10,3,0,0,0,21,6,4,3,3,8,5,0,0,0,21,3,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,114,211,5,18,75,14,0,0,6,444,4,8,0,0,0,0,0,0,0,9,12,45,0,0,4,0,0,0,0,65,83,106,0,6,25,3,0,0,5,233,0,10,0,0,0,0,0,0,0,10,17,28,0,6,6,0,0,0,3,60,9,7,0,0,6,0,0,0,0,17,93,197,0,13,39,3,0,3,6,365,0,0,0,0,0,0,0,0,0,0
SAL80058,12,34,0,8,6,0,0,0,0,63,15,18,0,0,3,0,0,0,0,39,99,296,30,97,102,44,0,26,5,701,0,0,0,0,0,0,0,0,0,6,9,9,12,12,9,3,0,0,0,57,20,23,19,49,34,9,0,9,3,167,16,19,10,34,51,17,0,11,4,160,0,0,0,0,0,4,0,4,0,10,0,0,3,9,10,4,0,5,0,24,0,0,0,0,0,0,0,0,0,7,3,0,0,5,4,0,0,4,9,30,254,628,76,283,310,115,9,63,32,1771,0,4,0,0,0,0,0,0,0,4,19,80,7,3,12,0,0,3,3,113,190,394,41,74,125,60,20,34,20,967,6,6,0,0,3,0,0,0,0,21,26,59,3,15,9,0,0,5,0,116,19,24,0,5,9,0,0,0,0,58,214,566,81,134,168,90,25,48,20,1346,0,0,0,0,0,0,0,0,0,4
SAL80059,4,14,0,6,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,12,34,63,5,6,21,0,0,0,3,144,0,0,0,0,0,0,0,0,0,0,7,0,5,9,4,0,0,0,0,24,10,8,3,11,17,0,0,0,0,41,12,10,10,7,13,6,0,0,4,53,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,132,22,37,73,9,0,0,8,358,0,3,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,18,14,29,0,0,4,0,0,4,0,60,3,0,0,0,0,0,0,0,0,6,11,18,0,7,0,0,0,0,0,39,0,11,0,0,3,0,0,0,0,17,66,122,7,11,36,3,0,0,3,254,0,0,0,0,0,0,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,13,27,0,7,3,0,0,0,0,49,9,9,0,0,0,0,0,0,0,15,56,168,0,19,33,4,0,3,5,292,0,0,0,0,0,0,0,0,0,0,3,7,0,4,11,3,0,0,0,31,0,5,0,14,13,3,0,0,0,46,8,4,4,10,20,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,9,0,4,5,0,0,0,0,0,0,8,0,7,0,4,4,0,0,0,0,14,144,364,10,76,111,13,0,14,13,744,0,9,0,0,0,0,0,0,0,13,8,99,5,0,3,0,0,0,4,116,93,163,8,15,31,6,3,5,3,323,0,4,0,0,0,0,0,0,0,9,27,42,0,7,6,0,0,0,0,80,14,9,0,0,0,0,0,0,0,20,119,323,10,36,52,14,4,15,12,583,0,0,0,0,0,0,0,0,0,0
