SAL_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SAL80036,0,0,0,0,7,0,0,7,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,14,3,6,3,4,6,3,0,24,4,8,3,0,0,0,0,16,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,13,6,5,8,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,5,8,3,0,53,5,0,5,0,6,0,0,12,0,0,0,0,0,0,0,0,11,16,16,10,11,3,0,62,3,9,0,6,12,3,0,40
SAL80037,0,4,10,8,7,3,0,33,4,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,6,12,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,6,12,5,0,50,5,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,9,8,7,9,6,5,0,58,4,19,17,10,10,6,0,65,7,4,7,3,8,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,25,25,13,13,11,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,25,13,13,11,0,105,16,23,11,3,11,0,3,66,0,0,0,0,0,0,0,0,35,48,34,21,19,11,6,169,7,26,19,16,13,12,5,93
SAL80038,0,0,0,0,3,8,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,21,4,4,3,0,5,0,0,18,0,0,3,0,6,0,0,8,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,6,3,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,9,0,0,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,4,6,0,9,4,4,30,6,6,4,3,9,3,0,30
SAL80039,0,9,5,3,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,0,25,6,5,0,0,3,0,0,12,0,0,0,0,0,0,0,0,4,14,5,6,6,0,0,35,4,21,14,7,24,3,6,81,8,22,8,5,11,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,19,45,27,16,37,5,5,150,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,3,20,49,27,16,37,5,5,156,22,23,5,13,8,0,0,75,0,0,0,0,0,0,0,0,41,72,35,28,51,5,9,234,6,26,19,13,26,3,6,106
SAL80040,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,15,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,17,5,5,4,10,11,6,0,38,3,7,4,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,6,13,9,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,8,6,13,9,3,64,5,8,6,0,0,0,0,19,0,0,0,0,0,0,0,0,13,15,14,7,15,9,3,81,4,11,8,6,13,6,0,54
SAL80041,0,5,6,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,3,0,23,0,4,0,0,6,0,0,7,0,0,0,0,0,0,0,0,6,14,3,0,8,3,0,28,6,30,10,6,11,0,0,71,8,18,6,4,4,5,3,47,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,48,19,11,18,4,6,119,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,7,0,0,0,0,0,0,11,20,49,19,10,18,4,6,130,16,6,5,0,0,6,0,31,0,0,0,0,0,0,0,0,37,63,24,11,18,12,6,166,0,41,18,7,17,6,0,88
SAL80042,0,4,9,4,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,4,7,0,0,36,15,10,11,3,3,0,3,48,10,10,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,13,8,13,0,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,13,8,13,0,4,83,5,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,30,25,13,12,13,5,7,96,17,15,19,6,15,5,3,78
SAL80043,0,7,5,5,4,0,0,19,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,4,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,9,4,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,4,10,0,33,4,11,12,5,7,4,0,45,6,7,5,0,7,6,0,31,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,16,16,10,13,12,5,76,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,6,0,0,3,9,4,0,0,14,8,20,17,17,13,12,4,96,0,10,8,4,4,3,0,28,0,0,0,0,0,0,0,0,6,27,26,21,22,11,3,121,4,13,10,13,10,9,0,64
SAL80044,0,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,18,0,3,5,3,15,5,0,31,0,0,5,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,18,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,18,5,0,41,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,15,3,18,5,0,58,0,12,5,9,16,5,0,43
SAL80045,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,19,0,13,7,0,8,0,0,34,5,12,5,0,4,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,21,10,0,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,23,10,0,13,0,0,55,4,7,4,0,5,0,0,15,0,0,0,0,0,0,0,0,11,32,13,0,10,5,0,73,0,14,8,3,14,0,0,40
SAL80046,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,0,4,11,8,7,0,0,30,0,9,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,11,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,18,10,6,0,0,59,7,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,25,24,10,6,0,0,73,4,4,17,8,8,5,0,40
SAL80047,0,3,3,5,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,21,0,11,7,3,6,5,0,45,4,12,3,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,13,8,17,5,5,70,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,21,13,8,17,4,6,74,21,12,3,7,3,4,0,54,0,0,0,0,0,0,0,3,34,30,18,14,18,7,6,126,3,12,12,6,15,5,7,57
SAL80048,0,5,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,16,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,9,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,8,0,0,25,4,9,3,8,5,3,0,34,0,7,9,5,4,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,14,9,11,16,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,9,14,16,3,0,58,9,4,3,7,0,0,0,22,0,0,0,0,0,0,0,0,12,18,14,15,17,3,0,86,4,14,3,12,7,3,0,53
SAL80049,0,8,4,4,4,0,0,22,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,5,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,3,3,0,0,32,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,5,3,0,0,37,10,31,24,14,22,9,3,110,19,18,12,6,8,0,4,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,46,39,24,33,13,8,186,0,0,0,0,0,0,0,0,0,5,0,6,4,3,0,14,0,5,0,6,4,3,0,14,28,52,44,21,39,12,8,201,21,29,14,10,8,0,3,86,0,0,0,0,0,0,0,7,46,84,58,30,47,15,9,290,7,39,30,18,28,5,3,132
SAL80050,0,5,10,4,7,3,0,32,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,11,12,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,10,9,11,11,3,0,44,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,10,8,9,11,3,0,55,0,19,9,12,14,9,3,72,9,19,15,13,7,0,0,67,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,45,23,23,21,11,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,17,41,23,23,27,11,4,147,6,15,11,4,4,0,0,44,0,0,0,0,0,0,0,0,19,59,33,26,32,11,4,189,0,20,20,14,20,15,3,104
SAL80051,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,11,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,4,3,4,4,3,4,22,0,0,0,3,5,5,0,18,0,0,5,0,6,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,8,9,5,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,10,9,4,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,9,8,9,8,0,41,0,4,6,7,3,5,0,23
SAL80052,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,22,6,8,9,4,4,8,3,44,0,7,8,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,18,11,10,6,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,8,6,16,17,9,10,6,3,78,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,25,16,10,10,6,3,84,4,10,10,10,4,12,3,57
SAL80053,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,4,0,3,0,22,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,6,4,8,3,0,28,3,3,3,11,3,3,0,27,0,3,4,0,4,0,0,19,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,15,7,10,10,4,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,10,10,4,4,56,3,13,0,0,3,0,0,21,0,0,0,0,0,0,0,0,14,23,10,10,13,4,4,75,3,5,5,7,3,7,5,37
SAL80054,0,3,0,0,6,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,18,3,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,4,3,6,4,4,0,24,0,11,16,5,13,10,3,55,7,21,21,0,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,32,32,8,16,6,7,109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,8,0,0,0,0,0,10,10,36,29,8,19,6,9,122,10,18,8,5,7,3,0,49,0,0,0,0,0,0,0,0,22,49,40,15,28,12,9,174,0,14,17,5,12,9,3,73
SAL80055,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,10,0,18,6,6,17,0,4,49,0,0,11,0,8,3,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,18,19,10,23,3,0,76,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,5,0,27,19,10,23,3,0,84,3,5,4,6,0,0,0,21,0,0,0,0,0,0,0,0,3,33,23,11,23,3,3,102,0,16,10,6,15,0,0,51
SAL80056,4,4,4,3,0,0,3,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,6,3,27,3,15,13,10,11,0,0,57,9,3,8,0,6,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,20,22,7,13,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,22,7,16,9,0,83,3,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,28,22,12,18,7,0,99,8,22,18,11,16,5,3,79
SAL80057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,7,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,6,12,0,0,29,0,8,4,3,4,0,0,27
SAL80058,5,13,6,3,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,10,3,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,3,7,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,10,3,8,0,0,37,12,23,10,6,14,3,0,70,13,10,9,4,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,18,7,19,11,3,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,5,20,37,18,7,19,11,3,117,13,12,7,6,6,0,3,39,0,0,0,0,0,0,0,0,41,51,27,7,22,11,4,160,12,30,19,10,22,3,3,99
SAL80059,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,5,3,3,0,6,0,22,3,6,9,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,6,11,12,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,6,11,12,0,44,4,7,4,0,4,0,0,18,0,0,0,0,0,0,0,0,8,19,13,3,10,12,0,66,0,3,4,8,4,6,3,30
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
