SAL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SAL80058,13,10,9,4,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,42,25,15,28,11,3,145,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,10,0,0,0,0,0,10,28,45,25,15,28,11,3,149,15,12,7,6,9,0,3,47,0,0,0,0,0,0,0,0,45,59,34,11,33,7,3,194
SAL80059,3,6,9,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,9,7,12,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,9,7,12,3,55,4,7,4,0,3,0,0,20,0,0,0,0,0,0,0,0,8,15,15,6,14,12,3,74
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,10,5,0,6,6,0,17,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,24,13,9,16,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,11,9,16,9,0,84,7,3,6,7,0,0,0,24,0,0,0,0,0,0,0,0,11,26,21,13,20,9,0,109
SAL80062,8,13,5,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,14,6,15,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,14,6,18,3,0,89,15,13,4,6,8,6,0,52,0,6,0,0,0,0,0,4,30,47,23,16,25,0,0,143
SAL80063,3,8,3,4,7,0,3,32,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,26,12,13,20,7,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,12,13,20,7,6,86,9,12,5,8,7,0,0,40,0,0,0,0,0,0,0,0,19,35,14,19,25,10,6,128
SAL80064,19,30,12,16,15,0,5,97,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,3,42,73,49,34,44,18,10,259,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8,42,74,46,34,45,19,10,270,27,28,14,11,3,0,0,85,0,0,0,0,0,0,0,0,69,105,60,44,49,22,14,358
SAL80065,0,9,5,0,3,3,0,26,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,27,13,10,7,3,6,76,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,9,8,27,11,12,7,3,6,86,10,11,3,3,5,0,0,40,3,0,0,0,0,0,0,3,21,41,22,17,10,4,6,124
SAL80066,8,15,3,0,0,0,0,30,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,29,30,18,13,29,11,3,132,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,5,3,0,3,29,30,20,13,28,12,3,135,12,9,3,0,0,0,0,31,0,0,0,0,0,0,0,0,43,42,19,11,29,15,4,168
SAL80067,0,3,0,0,6,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,11,12,27,16,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,11,12,29,16,5,112,7,4,0,0,0,6,4,28,0,0,0,0,0,0,0,0,21,30,16,12,29,19,7,135
SAL80068,15,7,6,4,12,0,0,52,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,42,38,32,20,37,14,6,180,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,9,42,40,31,20,35,14,6,191,13,11,4,4,13,3,0,49,0,0,0,0,0,0,0,0,54,49,40,24,51,15,8,245
SAL80069,5,5,3,3,3,0,0,24,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,7,10,16,25,6,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,11,15,16,25,6,3,75,0,3,0,0,3,6,0,13,0,0,0,0,0,0,0,0,7,11,15,16,28,8,3,87
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL80071,11,15,13,13,12,9,0,63,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,5,29,59,47,31,36,24,3,235,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,6,29,63,54,39,39,24,3,238,3,9,0,0,3,3,0,25,0,7,0,0,0,0,0,5,37,77,60,34,39,22,3,274
SAL80072,10,3,3,3,3,7,0,30,0,0,3,6,3,0,0,10,0,0,0,0,0,0,0,0,10,15,21,21,12,4,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,25,21,12,4,4,99,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,17,25,19,15,6,9,104
SAL80073,0,3,4,7,6,0,0,23,6,0,0,0,5,0,0,10,0,4,0,0,0,0,0,0,6,21,14,15,23,3,0,82,0,0,0,0,7,0,0,6,0,0,0,5,3,0,0,8,0,0,0,3,10,0,0,13,6,21,14,22,22,4,0,98,12,10,5,0,9,3,3,40,0,0,0,0,0,0,0,0,21,28,20,18,34,8,3,135
SAL80074,9,4,3,7,12,0,0,30,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,15,9,10,14,15,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,10,16,18,3,0,85,6,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,24,14,14,19,18,10,3,103
SAL80075,9,12,19,3,6,0,0,58,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,34,25,43,26,25,7,6,162,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,15,7,3,4,0,0,0,0,16,40,31,40,29,29,8,6,175,21,14,16,6,7,4,4,72,0,0,0,0,0,0,0,5,58,50,60,34,36,10,7,251
SAL80076,0,3,0,0,5,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,13,10,16,3,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,10,16,3,4,61,3,9,7,0,3,0,0,16,0,0,0,0,0,0,0,0,4,21,13,10,16,3,0,78
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,0,3,3,0,4,0,0,11,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,21,6,3,6,9,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,21,3,3,6,9,4,52,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,25,6,3,6,9,4,56
SAL80079,13,19,9,3,10,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,24,54,35,17,29,9,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,25,52,33,17,29,9,3,177,12,20,10,6,10,3,0,57,0,0,0,0,0,0,0,0,34,75,40,20,41,8,5,235
SAL80080,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,3,7,0,0,23,0,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,7,10,12,4,8,0,0,43
SAL80081,4,15,12,10,9,5,4,60,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,19,41,35,28,27,8,11,172,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,3,0,0,0,0,11,19,47,41,30,32,8,11,181,20,16,8,7,6,0,0,59,0,3,0,0,0,0,0,5,37,62,49,38,36,9,13,248
SAL80082,30,46,23,19,18,6,4,145,8,6,3,3,3,0,0,29,3,0,0,0,0,0,0,4,69,131,75,65,99,27,16,473,0,5,4,0,0,0,0,6,0,6,4,0,0,0,0,11,0,7,7,0,0,0,0,26,69,141,84,63,100,30,15,496,50,50,30,22,26,9,0,181,0,0,0,0,0,0,0,0,119,187,117,83,121,36,21,682
SAL80083,11,7,0,3,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,18,21,24,3,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,7,22,37,18,21,31,3,0,135,6,7,3,3,10,0,0,35,0,0,0,0,0,0,0,0,26,47,25,22,37,6,5,167
SAL80084,6,20,0,4,6,3,0,47,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,21,35,22,19,29,13,3,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,21,37,20,22,29,13,3,144,18,14,5,9,3,5,0,50,0,0,0,0,0,0,0,0,31,53,24,27,34,15,12,191
SAL80085,5,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,7,6,7,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,7,6,7,5,0,49,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,19,7,9,7,5,4,56
SAL80086,5,8,5,4,9,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,20,17,23,0,9,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,20,20,23,0,9,114,0,9,3,3,10,0,6,24,0,3,0,0,0,0,0,4,15,41,25,21,28,5,6,144
SAL80087,5,9,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,17,15,8,10,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,15,13,7,11,0,4,68,4,3,4,0,3,0,0,21,0,0,0,0,0,0,0,0,18,20,18,7,20,6,4,90
SAL80088,4,8,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,4,4,0,0,34,0,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,8,13,12,7,10,4,0,56
SAL80089,8,11,12,9,8,9,0,59,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,27,71,41,37,36,16,16,244,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,3,6,0,0,0,0,11,26,75,44,39,40,16,15,252,22,20,16,10,15,6,0,95,0,0,0,0,0,0,0,0,50,94,58,48,57,24,13,348
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,7,7,4,3,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,25,18,14,8,10,0,83,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,28,15,14,8,10,0,85,12,8,4,0,5,0,0,30,0,0,0,0,0,0,0,0,25,33,27,14,10,5,4,116
SAL80092,3,9,5,3,4,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,27,14,24,7,9,103,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,6,7,24,26,16,26,8,9,109,9,7,0,0,0,0,0,15,0,3,0,0,0,0,0,3,13,34,26,16,29,8,6,132
SAL80093,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,3,13,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,3,13,0,0,40,13,14,4,0,4,0,4,41,0,0,0,0,0,0,0,0,18,24,14,9,15,0,0,82
SAL80094,6,7,10,9,4,0,0,35,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,30,15,15,17,5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,30,22,15,17,5,0,102,22,12,9,5,4,3,0,53,0,0,0,0,0,0,0,0,24,44,31,22,22,7,0,146
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,6,8,6,3,5,4,0,34,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,12,27,31,27,33,12,0,142,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,0,0,12,10,29,36,29,38,12,0,156,6,16,5,0,3,3,6,36,0,0,0,0,0,0,0,0,18,43,39,31,37,14,9,194
SAL80098,13,7,7,0,9,0,0,40,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,18,47,21,16,30,10,0,145,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,4,3,0,0,0,0,11,23,50,25,12,32,15,0,152,22,20,7,3,6,4,3,67,0,0,0,0,0,0,0,0,43,73,38,13,41,17,5,224
SAL80099,12,11,9,12,4,3,0,53,11,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,44,37,24,35,17,11,199,0,4,0,5,0,0,0,13,3,5,0,0,0,0,0,6,4,8,3,5,0,0,0,19,27,53,41,28,38,22,11,213,12,8,4,4,5,4,0,48,0,0,0,0,0,0,0,0,38,67,48,30,42,23,16,269
SAL80100,27,32,23,14,28,6,0,129,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,57,99,66,38,59,18,11,340,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,8,0,6,0,4,6,0,0,10,60,103,65,44,66,18,11,353,21,29,19,5,12,3,0,93,3,0,3,0,4,0,0,9,85,133,82,44,82,20,7,459
SAL80101,4,4,6,3,0,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,28,24,16,25,16,4,124,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,4,9,0,0,0,3,0,13,14,35,27,13,27,11,4,137,8,16,9,0,8,3,0,43,0,0,0,0,0,0,0,0,19,52,34,21,35,16,7,184
SAL80102,3,11,12,12,11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,26,24,27,7,3,124,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,3,3,4,3,0,0,0,6,16,23,27,27,27,7,3,134,21,11,3,3,8,3,0,52,0,0,0,0,0,0,0,0,32,30,36,32,36,6,7,184
SAL80103,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,10,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,0,5,0,4,19
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11
SAL80105,4,3,3,3,0,0,0,12,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,8,16,8,6,20,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,10,13,8,6,17,0,0,63,4,14,4,5,3,0,0,28,0,0,0,0,0,0,0,0,10,25,18,10,25,4,0,96
SAL80106,8,13,6,3,3,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,9,15,18,4,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,11,24,16,15,18,4,6,89,3,9,0,3,0,0,0,20,0,0,0,0,0,0,0,0,15,33,14,17,20,4,6,104
SAL80107,9,19,9,0,3,0,0,49,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,24,61,33,25,25,3,4,178,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,3,0,0,0,0,9,25,69,42,25,25,8,4,192,10,10,6,8,4,6,8,53,0,0,0,0,0,0,0,0,34,75,47,27,31,10,14,244
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,4,0,4,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,11,20,3,3,73,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,10,11,20,8,8,75,0,0,3,4,3,0,0,22,0,0,0,0,0,0,0,0,4,19,19,12,29,8,9,92
SAL80110,5,3,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,13,14,20,5,0,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,3,0,0,0,0,0,7,17,26,13,14,18,6,0,104,4,5,0,4,6,3,3,22,0,0,0,0,0,0,0,0,24,26,18,15,24,12,8,122
SAL80111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13
SAL80112,0,3,0,0,9,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,22,8,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,22,8,3,58,0,0,0,3,8,4,0,18,0,0,0,0,0,0,0,0,5,8,14,3,28,11,3,80
SAL80113,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,0,0,0,17,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,6,3,0,3,0,21
SAL80114,8,9,7,7,5,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,28,30,21,23,5,0,115,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,3,4,0,0,0,0,13,10,28,35,24,23,6,0,129,10,25,16,7,10,0,0,65,0,0,0,0,0,0,0,0,25,50,45,31,33,9,5,193
SAL80115,3,8,4,5,6,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,20,12,18,11,3,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,27,20,10,18,11,9,93,6,3,7,0,6,5,0,28,0,3,0,0,0,0,0,3,9,33,27,13,20,12,9,126
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,6,7,8,6,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,25,13,25,7,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,21,25,13,25,7,0,109,9,6,6,0,4,0,0,32,0,0,0,0,0,0,0,0,32,27,26,14,30,9,0,141
SAL80118,3,15,5,3,3,3,0,29,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,13,17,9,19,7,0,71,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,19,11,21,7,0,78,7,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,22,18,14,19,7,0,93
SAL80119,6,8,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,7,8,10,0,3,52,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,11,9,10,0,3,59,4,10,9,4,0,0,0,22,0,0,0,0,0,0,0,0,17,31,13,11,10,3,3,85
SAL80120,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,0,0,0,21
SAL80121,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,10
SAL80122,0,3,8,0,0,0,0,15,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,3,10,9,7,0,5,3,0,45,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,16,7,0,5,3,0,49,15,15,5,5,3,0,0,44,0,0,0,0,0,0,0,0,38,30,16,8,3,3,0,95
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL80124,6,8,0,3,6,3,0,35,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,22,20,14,16,29,10,0,110,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,6,27,21,14,16,34,10,0,121,10,19,6,3,4,0,0,50,0,0,0,0,0,0,0,4,37,40,18,21,35,10,3,169
