SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL80055,0,4,12,30,5,37,3,19,0,119,8,27,34,27,21,22,5,0,5,163,51,112,81,47,54,24,16,27,0,413,90,156,56,46,59,14,11,29,3,462,83,125,49,29,72,14,9,15,11,419,53,69,21,23,54,17,8,13,0,257,10,21,6,6,13,4,4,6,0,64,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,297,519,268,203,285,132,50,104,27,1888
SAL80056,5,6,14,49,4,55,3,37,3,177,7,30,26,31,35,32,3,11,0,177,74,119,36,31,67,30,7,13,15,395,206,355,48,48,110,17,6,12,16,816,208,232,38,57,108,15,6,6,11,693,55,71,7,22,45,6,8,5,3,229,4,14,4,3,7,8,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,561,835,185,235,371,162,37,89,49,2524
SAL80057,0,5,0,9,9,14,0,8,0,35,7,20,4,7,13,10,4,0,4,70,54,125,6,7,37,10,0,3,6,252,43,75,8,5,30,5,0,0,5,173,84,96,6,9,27,13,0,0,3,243,65,82,0,8,23,4,5,3,0,192,22,40,0,0,8,4,0,0,3,82,4,7,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,285,456,30,45,133,63,9,17,26,1074
SAL80058,8,6,10,52,7,40,8,27,5,150,27,82,38,104,74,87,12,41,13,480,180,484,171,219,201,134,68,111,36,1605,256,458,111,123,177,34,21,45,38,1271,167,223,77,57,122,24,9,33,10,730,48,92,24,27,47,11,6,26,3,277,3,7,8,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,688,1353,451,584,631,331,125,285,104,4554
SAL80059,0,0,14,19,3,19,3,11,0,75,4,8,24,22,9,11,4,9,0,87,15,37,33,16,24,5,4,19,0,157,62,86,25,15,35,6,11,3,6,258,63,84,29,26,41,3,11,7,0,258,28,54,14,13,29,4,3,10,7,152,5,20,8,7,14,0,4,3,0,61,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,178,281,143,111,162,55,32,62,26,1047
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,3,0,22
SAL80061,0,0,3,28,11,28,0,11,0,83,3,29,10,27,28,18,0,11,0,131,31,117,29,32,31,17,9,12,6,279,109,256,15,33,50,3,5,12,12,500,122,178,20,26,43,5,0,6,14,410,50,108,16,16,39,5,5,7,4,249,9,41,3,4,9,0,5,0,5,88,3,9,0,0,0,5,0,0,0,12,0,0,0,0,0,5,0,0,0,5,329,738,103,169,211,86,26,66,36,1757
SAL80062,4,0,12,17,3,19,0,22,0,85,3,17,31,19,17,21,0,9,3,121,44,84,62,29,61,9,8,11,12,313,62,111,54,21,60,11,14,9,5,345,66,65,42,22,52,8,9,22,5,292,40,39,33,22,57,6,20,13,4,234,0,3,11,12,12,3,5,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,320,234,136,267,89,58,105,29,1455
SAL80063,0,3,9,22,3,23,3,7,5,78,7,23,11,30,15,10,9,6,3,106,61,120,65,49,53,19,7,16,13,397,111,148,76,40,66,13,4,14,6,478,85,98,35,17,57,12,3,11,12,325,35,74,22,20,40,8,8,11,0,211,7,13,5,10,18,11,5,3,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,302,481,232,186,250,85,39,80,40,1678
SAL80064,3,4,50,48,16,83,3,39,5,251,19,46,101,92,77,51,23,29,4,439,96,233,173,99,199,44,32,46,22,937,177,260,75,74,164,30,36,36,21,872,235,220,92,75,214,28,41,30,30,970,118,154,72,69,174,38,37,43,9,718,23,26,13,11,22,13,12,4,5,140,0,0,0,0,3,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,681,949,578,464,874,291,181,227,96,4340
SAL80065,0,4,12,24,6,29,5,20,0,95,6,20,24,29,24,21,5,14,4,143,62,125,44,34,47,14,4,19,14,356,78,122,47,44,66,4,6,9,8,387,86,80,20,29,49,14,11,24,7,303,57,71,23,20,42,6,5,14,0,234,8,19,0,10,19,11,0,3,0,71,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,297,441,171,184,242,86,37,99,35,1603
SAL80066,0,0,0,11,4,14,0,9,0,49,17,64,47,51,50,30,11,20,0,291,115,290,108,118,151,47,32,25,11,906,90,168,53,44,89,20,14,19,18,500,90,103,26,28,71,9,7,14,3,343,51,66,19,29,67,16,14,13,4,271,15,27,0,7,15,8,3,0,0,76,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,380,722,255,292,444,138,72,93,45,2441
SAL80067,4,6,8,41,6,49,0,18,0,145,16,100,24,49,46,31,0,5,5,273,148,484,49,82,119,35,11,31,19,965,203,265,33,32,58,16,3,4,17,631,201,240,32,27,67,21,6,5,7,606,132,152,15,21,66,20,8,4,3,421,30,69,7,3,19,7,6,5,3,140,7,12,5,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,740,1338,163,255,373,170,27,81,60,3212
SAL80068,3,10,13,53,18,58,3,37,0,193,39,102,115,146,96,77,11,37,19,631,216,525,241,303,232,162,82,152,35,1945,204,367,146,118,149,44,27,68,27,1156,193,233,79,62,135,27,22,46,18,820,71,118,44,33,80,10,14,39,8,408,10,18,7,6,9,5,3,11,0,72,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,732,1377,641,722,726,385,157,384,102,5226
SAL80069,0,0,4,24,8,34,0,16,0,93,6,25,10,32,18,21,0,8,0,116,33,122,24,25,31,4,4,8,3,264,140,184,17,25,36,4,0,6,5,418,170,171,27,9,51,4,0,9,10,447,68,102,13,4,29,8,8,3,4,227,5,28,0,5,3,3,4,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,422,631,100,131,173,81,22,51,23,1627
SAL80070,0,0,0,9,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,10,4,8,0,0,0,0,0,0,0,12,4,9,4,0,3,0,0,0,0,20,8,16,4,6,12,0,0,0,0,47,5,12,0,0,4,3,0,0,5,29,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,50,10,15,27,8,5,5,0,147
SAL80071,9,5,11,56,16,68,3,35,3,205,30,104,66,103,63,85,11,21,10,490,182,464,171,177,169,92,37,83,66,1445,330,505,119,112,213,46,12,47,32,1422,244,311,71,98,125,39,14,27,17,947,70,79,27,28,56,13,14,16,11,318,7,12,3,5,7,0,0,6,0,36,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,883,1485,465,579,645,353,90,235,142,4878
SAL80072,0,0,12,28,7,33,0,18,0,102,9,22,18,39,23,11,0,7,3,136,44,87,38,35,38,15,9,23,9,304,76,91,31,33,37,13,5,12,4,302,98,135,21,27,54,4,4,3,5,352,48,88,15,16,20,9,6,5,3,205,14,27,3,4,6,4,4,0,4,64,4,10,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,292,458,144,178,190,102,27,77,24,1493
SAL80073,0,3,20,18,0,29,0,21,0,90,4,11,15,22,19,27,3,14,5,116,62,127,72,42,58,18,10,24,6,421,84,132,44,32,59,16,15,21,8,411,63,114,35,29,62,17,12,26,5,363,38,44,24,30,39,4,8,22,3,212,0,14,10,4,6,3,0,4,0,45,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,247,444,224,180,250,112,53,127,28,1668
SAL80074,4,0,9,23,5,19,0,17,5,77,3,17,23,26,18,9,3,0,3,102,38,103,34,29,43,10,9,17,9,288,100,152,29,12,43,5,3,12,18,383,100,119,28,11,51,7,5,8,12,351,36,66,18,11,33,8,0,8,4,183,7,14,7,0,12,4,5,0,0,52,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,291,483,144,108,210,68,28,67,52,1446
SAL80075,3,3,15,39,8,40,4,22,0,137,10,35,45,61,43,29,3,12,8,243,109,243,124,96,134,46,19,44,21,849,138,251,73,78,119,24,22,30,17,757,93,132,68,52,105,30,22,27,8,548,33,66,31,40,50,10,18,19,11,273,11,20,7,13,12,7,6,6,5,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,393,756,369,371,477,186,99,166,62,2879
SAL80076,3,5,3,26,12,29,0,14,4,94,6,36,7,33,30,15,3,19,4,139,35,100,28,31,34,12,10,21,3,271,126,141,16,26,32,9,0,5,8,368,113,164,15,14,36,4,0,5,9,366,65,106,10,20,25,8,0,4,5,243,15,28,7,7,6,0,4,4,0,62,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,353,576,88,159,175,72,22,73,31,1542
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10
SAL80078,0,6,3,17,5,16,0,10,0,59,0,18,11,17,24,12,6,4,0,84,26,77,13,21,21,11,4,8,0,180,63,96,16,18,31,4,7,0,9,240,61,102,10,21,38,0,4,7,4,244,63,96,12,13,36,6,0,4,3,233,14,25,6,0,16,0,0,0,0,64,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,227,426,70,100,167,51,19,41,16,1122
SAL80079,0,4,15,30,0,41,7,15,0,111,8,17,50,43,31,21,4,9,5,203,72,146,105,83,100,29,20,41,9,595,101,132,73,56,88,21,17,33,13,533,79,102,51,34,84,17,24,24,8,419,39,66,41,47,79,20,27,31,0,354,3,15,3,6,9,0,6,0,5,56,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,299,496,337,303,404,145,101,157,42,2276
SAL80080,0,0,0,5,0,11,0,4,0,18,0,5,5,3,9,4,0,6,0,27,5,34,15,14,21,9,0,6,4,108,25,42,11,20,31,0,5,6,0,142,10,19,10,10,14,0,4,0,0,63,0,3,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,99,44,56,75,15,10,30,10,381
SAL80081,0,4,30,46,14,43,7,42,3,193,15,64,45,67,50,48,13,35,7,335,95,241,124,101,99,64,22,66,19,835,214,343,93,70,149,22,15,42,26,981,181,231,83,52,110,20,16,45,13,750,99,135,53,48,95,21,18,25,12,503,27,51,17,16,29,7,3,11,4,169,6,4,0,0,3,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,638,1076,448,406,552,231,94,261,79,3782
SAL80082,8,15,42,112,25,154,13,83,11,462,31,82,137,166,111,78,16,46,15,682,186,445,254,189,211,87,35,77,44,1528,374,593,203,158,270,48,45,70,42,1803,390,513,129,149,330,52,53,75,38,1735,200,331,92,104,200,48,62,60,19,1109,33,91,27,36,69,14,21,28,10,332,6,13,6,0,5,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,1221,2073,891,923,1224,497,236,441,175,7685
SAL80083,0,4,8,19,4,19,4,9,0,66,42,134,19,61,72,29,0,4,15,374,352,938,59,124,162,35,11,22,44,1740,312,462,37,58,100,16,5,12,17,1025,212,226,17,34,82,3,3,11,12,600,149,168,18,18,58,22,3,11,11,452,47,57,5,4,16,6,0,0,8,142,9,5,0,0,4,0,0,0,3,19,0,0,0,0,0,0,0,0,0,3,1112,1993,164,318,501,133,36,64,107,4425
SAL80084,0,7,13,22,5,36,0,16,0,103,8,8,36,35,14,19,0,17,4,142,47,116,75,52,65,16,8,21,9,419,101,147,72,33,73,16,15,25,10,493,93,132,30,31,80,12,17,16,10,433,47,65,18,22,34,13,10,17,6,234,11,21,5,0,15,9,5,4,0,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,302,493,256,208,293,118,67,122,43,1900
SAL80085,0,0,7,15,3,12,6,0,0,47,29,81,40,71,59,46,12,23,9,380,91,338,79,95,95,56,32,50,23,866,61,171,22,27,57,8,6,17,11,373,45,48,9,16,17,0,5,11,0,147,14,23,9,6,5,0,0,3,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,658,166,233,238,124,55,109,47,1877
SAL80086,0,4,0,33,10,27,0,10,0,89,30,138,40,96,98,58,10,14,16,489,171,501,89,108,124,43,16,77,28,1158,169,270,57,52,63,26,9,36,12,693,145,209,24,29,48,10,8,12,12,505,74,111,10,22,45,7,11,13,6,308,12,32,13,7,19,6,5,5,0,98,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,606,1268,235,347,409,180,56,172,75,3348
SAL80087,0,3,3,20,7,23,0,6,0,69,10,22,21,47,20,23,0,19,4,159,51,162,58,88,47,35,20,70,6,531,96,142,33,33,41,11,10,44,7,411,89,109,17,36,47,4,3,21,10,343,35,64,10,18,24,8,0,10,3,175,3,16,5,0,3,0,0,3,3,39,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,285,526,150,240,190,99,38,177,37,1742
SAL80088,0,0,8,6,0,9,0,9,0,35,4,6,7,17,11,3,0,3,0,58,19,46,23,3,29,0,0,5,5,138,47,70,16,13,24,0,0,0,9,170,41,50,21,13,31,3,10,0,4,174,37,31,8,15,28,10,10,4,0,134,8,14,0,10,5,4,3,5,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,145,221,79,76,129,33,19,31,18,745
SAL80089,0,0,15,41,4,58,6,26,0,148,14,21,54,53,45,38,12,23,8,268,125,276,142,134,145,56,34,52,14,978,205,364,129,155,188,43,40,57,37,1213,141,193,84,70,123,25,22,34,19,708,59,83,38,36,82,19,16,28,3,365,10,28,20,7,6,7,7,13,5,88,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,549,963,476,496,601,241,134,233,88,3776
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,8,24,11,20,0,7,0,71,15,43,22,42,12,19,0,11,5,176,48,153,45,55,47,25,9,31,11,418,97,138,34,37,36,12,9,15,13,390,65,104,29,15,44,8,4,8,4,287,32,59,10,12,26,5,0,8,0,164,13,17,0,3,4,5,0,0,3,47,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,265,526,151,188,180,94,32,87,32,1555
SAL80092,0,0,15,14,4,22,3,13,0,77,12,21,19,35,19,29,5,5,4,142,46,147,63,71,50,43,15,35,10,490,99,155,31,43,33,11,3,47,12,433,98,114,17,30,63,8,4,16,4,348,49,73,20,19,58,7,0,11,3,236,9,26,10,0,16,3,0,4,4,71,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,313,538,174,208,253,121,31,137,30,1805
SAL80093,5,3,8,16,8,26,0,5,0,64,3,16,33,23,24,13,5,7,0,126,36,80,47,22,46,13,3,14,3,267,63,107,25,19,35,3,10,5,9,277,99,75,25,18,46,8,8,12,5,304,47,73,30,14,49,3,7,13,4,239,6,25,6,3,8,8,11,4,0,77,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,265,383,180,118,214,74,41,57,20,1362
SAL80094,3,6,15,16,6,30,5,9,0,87,8,19,28,28,17,29,5,6,7,150,41,102,44,31,40,13,0,24,11,302,102,160,46,32,56,15,3,15,7,433,86,135,42,27,57,8,8,14,3,384,42,59,13,18,47,11,5,11,4,205,14,23,7,7,7,3,3,6,0,72,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,300,506,202,162,228,102,37,85,36,1649
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,3,11,23,21,10,45,0,20,0,133,4,34,37,41,43,28,11,13,9,214,70,161,81,56,100,27,14,24,13,541,134,206,56,48,99,17,21,24,16,619,134,151,54,43,99,20,22,20,3,549,87,127,37,49,115,28,17,23,11,496,12,29,13,12,23,3,3,7,0,115,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,450,722,304,267,491,169,91,134,59,2683
SAL80098,0,3,11,17,13,41,5,11,8,102,6,37,33,35,46,33,13,14,0,212,112,268,128,111,150,48,35,55,24,932,201,384,101,111,138,35,36,29,22,1051,71,124,31,61,77,3,9,8,10,396,24,28,9,8,16,5,9,7,0,109,3,4,0,0,6,0,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,848,312,340,444,171,96,132,67,2826
SAL80099,0,3,12,39,8,57,4,26,0,151,20,59,25,58,39,21,8,16,8,256,102,274,67,56,85,31,14,36,15,684,222,327,38,46,78,18,11,23,21,782,232,276,39,32,88,21,9,18,21,735,120,173,36,30,57,24,12,15,9,476,27,48,6,8,16,3,0,10,3,119,0,10,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,722,1171,235,267,373,170,56,142,73,3214
SAL80100,4,5,32,72,18,108,7,49,4,295,28,79,93,108,85,60,15,44,8,527,217,499,231,204,270,86,63,86,23,1669,282,475,192,170,251,67,50,88,30,1602,231,308,124,115,211,47,33,43,27,1147,104,162,60,64,118,35,21,37,13,612,12,45,11,11,30,8,16,12,0,147,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,883,1568,746,745,986,410,204,363,109,6017
SAL80101,4,9,30,66,10,96,5,36,3,269,20,95,83,66,76,45,14,22,4,416,62,185,51,48,78,23,19,23,4,507,158,243,40,42,110,16,13,15,19,652,279,303,64,71,213,26,16,30,18,1024,162,218,57,47,124,26,20,20,11,682,26,51,13,16,28,16,9,6,8,177,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,718,1111,337,355,641,254,100,159,63,3731
SAL80102,0,3,14,31,12,51,4,33,7,156,41,168,27,152,107,55,0,28,9,589,99,374,63,74,73,25,13,29,9,761,170,263,32,31,41,4,5,14,16,597,238,289,31,33,97,7,10,8,19,726,109,196,19,18,49,9,7,8,11,424,21,62,3,4,11,3,0,5,0,104,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,686,1360,199,358,386,158,40,130,75,3382
SAL80103,0,0,0,13,5,8,0,4,0,29,7,7,3,4,8,8,0,3,0,42,11,29,3,0,4,0,0,0,0,52,20,21,0,0,7,0,0,9,4,59,35,56,0,8,21,4,0,4,0,129,29,51,3,3,15,0,0,0,4,108,7,24,6,4,4,0,3,4,0,50,4,0,0,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,101,190,24,33,67,33,6,21,10,480
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11,10,9,3,5,10,0,0,3,3,46,4,12,3,3,10,0,4,5,0,39,8,4,3,6,3,0,0,0,0,28,4,0,7,0,0,0,0,4,0,18,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,18,19,17,9,7,15,5,147
SAL80105,0,0,8,6,3,14,0,0,0,33,4,11,13,14,19,10,3,3,0,73,15,43,29,17,34,13,3,5,4,161,21,72,24,14,27,8,0,8,8,179,42,48,20,17,28,0,5,9,0,171,42,39,14,9,40,11,11,6,0,168,4,11,3,0,11,0,3,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,130,224,108,78,152,56,34,37,16,830
SAL80106,0,6,9,12,0,13,0,16,0,57,3,19,12,29,18,21,5,19,6,129,45,148,60,46,43,35,12,28,12,423,74,118,41,19,41,13,3,13,5,334,52,80,24,23,48,8,11,19,8,265,20,41,14,22,19,3,8,12,0,137,3,7,0,6,9,0,0,0,3,39,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,200,425,152,154,175,86,42,115,33,1392
SAL80107,0,3,6,41,7,46,3,17,3,125,14,28,43,66,58,37,16,26,7,294,85,227,105,74,108,35,18,28,17,687,130,264,73,58,130,26,12,36,11,729,127,192,57,48,127,19,16,26,14,626,77,111,46,37,75,27,8,34,8,424,9,30,8,3,16,8,4,10,5,95,3,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,453,853,328,328,519,193,84,182,61,3000
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,3,12,20,3,21,3,16,0,79,12,24,17,28,24,21,0,4,3,131,30,84,25,35,32,12,9,11,0,231,87,107,19,10,35,10,4,5,4,286,119,107,19,19,56,10,10,5,7,348,64,80,19,22,28,14,0,5,10,234,12,30,7,4,12,0,5,6,0,66,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,325,438,105,135,182,88,27,57,23,1384
SAL80110,0,3,5,9,5,14,0,10,0,47,37,102,40,69,60,47,7,14,7,386,159,705,137,179,219,100,33,85,28,1649,123,321,66,61,90,20,16,56,17,775,99,137,20,36,58,13,10,8,7,389,44,82,16,15,54,8,5,12,3,241,9,19,3,6,11,5,5,3,0,54,0,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,473,1369,293,374,509,206,70,191,61,3548
SAL80111,0,0,0,5,0,4,0,0,0,5,0,0,5,4,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,0,11,3,0,10,0,5,0,0,0,0,22,0,6,3,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,6,14,7,7,0,3,3,0,81
SAL80112,0,5,7,41,9,42,0,22,0,119,7,46,19,32,16,17,3,11,3,148,27,85,16,29,28,12,3,5,6,205,94,147,11,10,28,8,4,3,11,315,136,174,16,14,38,13,0,8,12,410,99,126,11,8,33,18,5,4,9,310,19,45,4,5,14,4,0,0,3,91,5,12,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,10,381,645,75,141,169,111,18,51,41,1629
SAL80113,0,0,0,10,0,5,4,5,0,26,11,41,9,36,25,10,0,7,4,145,29,107,34,14,37,5,4,7,7,252,34,47,11,3,15,0,0,4,5,125,51,48,4,6,9,0,0,3,3,122,43,65,6,3,19,6,3,4,6,147,6,30,4,0,7,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,351,68,73,120,31,11,25,19,880
SAL80114,0,0,5,15,0,33,6,15,5,86,9,15,32,26,12,15,8,14,8,144,43,93,70,31,75,18,19,24,9,387,37,89,50,36,64,19,10,25,6,340,47,60,45,40,60,10,39,24,12,333,36,32,33,27,59,17,24,15,0,236,3,9,9,8,11,8,7,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,178,294,258,192,282,111,124,120,39,1591
SAL80115,0,0,3,28,0,25,3,5,0,83,8,17,21,26,16,8,4,16,8,113,52,135,47,43,42,9,3,12,9,367,93,163,34,35,62,8,7,7,6,423,75,123,42,33,48,8,3,20,8,358,38,51,30,16,43,7,3,12,7,216,3,20,0,6,10,3,0,4,0,58,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,272,520,179,184,233,68,35,81,35,1618
