SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL80048,0,0,0,21,32,53,0,0,0,0,0,0,0,0,0,576,496,1075,21,66,91,8,0,8,11,0,11,35,8,40,4,4,8,4,0,5,674,612,1287,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,5,0,5,9,0,0,0,7,3,12,10,4,11,16,7,29,0,0,0,0,0,0,0,0,0,0,0,0,101,132,227,72,125,198,6,5,3,863,883,1745
SAL80049,0,0,0,44,42,87,0,0,0,0,0,0,0,0,0,1434,1267,2697,75,120,198,22,0,25,20,0,20,20,5,18,5,7,5,7,0,11,1631,1436,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,8,7,0,0,0,3,10,13,19,10,34,22,26,44,0,0,0,0,0,0,0,0,0,0,0,0,143,220,367,199,275,475,0,7,5,2003,1960,3958
SAL80050,0,0,0,53,51,103,0,0,0,0,0,0,0,0,0,1028,848,1880,52,85,133,30,0,30,26,4,24,32,10,48,4,3,4,11,12,25,1236,1018,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,5,8,0,0,0,8,12,18,14,6,16,19,13,38,0,0,0,0,0,3,0,0,0,0,0,3,138,190,323,123,200,324,5,0,10,1530,1431,2960
SAL80051,0,0,0,21,10,33,0,0,0,0,0,0,0,0,0,555,485,1038,24,55,74,6,0,6,12,0,16,0,3,6,4,0,4,9,0,5,628,554,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,6,0,0,0,8,10,12,3,3,7,12,10,24,0,0,0,6,0,6,0,0,0,6,0,6,110,99,209,77,109,182,0,3,7,830,771,1602
SAL80052,0,0,0,40,36,78,0,0,0,0,0,0,0,0,0,605,511,1116,29,70,99,7,0,7,13,0,13,16,7,27,3,0,3,11,12,20,720,637,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,8,6,0,0,0,3,10,11,7,13,19,13,16,30,0,0,0,0,0,5,0,0,0,0,0,5,102,122,226,72,110,177,3,6,10,909,894,1801
SAL80053,0,0,0,24,22,45,0,0,0,0,0,0,6,0,6,546,462,1010,25,54,68,4,0,4,10,3,16,14,0,20,4,7,6,0,10,7,630,555,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,0,4,11,10,5,5,7,9,17,24,0,0,0,0,0,0,0,0,0,0,0,0,90,96,179,76,105,184,0,5,4,802,775,1573
SAL80054,3,0,3,57,59,114,0,0,0,0,0,0,8,3,8,768,715,1482,38,96,138,12,0,12,23,4,22,29,6,35,4,4,10,20,23,41,955,909,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,4,5,0,0,3,9,10,21,11,9,24,19,25,49,0,0,0,0,0,0,0,0,0,0,3,0,131,122,248,92,146,238,9,3,14,1206,1208,2407
SAL80055,0,0,0,13,18,34,0,0,0,0,0,0,0,0,3,699,549,1247,38,60,103,8,0,10,14,0,14,12,0,12,4,0,4,0,0,0,796,628,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,4,0,0,0,9,0,8,10,7,13,21,6,26,0,0,0,0,0,0,0,0,0,0,0,0,90,124,219,80,132,214,5,4,11,986,900,1888
SAL80056,0,0,0,9,14,19,0,0,0,22,16,38,0,0,0,887,762,1647,39,96,131,9,0,9,16,0,16,16,0,19,3,5,5,7,3,11,1011,889,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,21,0,3,3,0,0,4,0,0,0,11,18,25,16,22,34,31,33,60,0,0,0,0,0,0,0,0,0,0,0,0,142,180,318,83,153,231,0,0,6,1263,1263,2524
SAL80057,0,0,0,18,15,33,0,0,0,0,0,0,4,3,10,277,241,515,11,26,36,0,0,0,11,0,9,26,11,29,3,0,3,76,71,143,431,364,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,84,103,192,31,44,78,3,0,3,558,519,1074
SAL80058,3,4,10,13,32,46,0,0,0,179,200,376,8,5,14,1576,1105,2683,52,189,247,10,0,8,26,6,30,19,9,25,10,5,18,10,40,46,1918,1584,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,91,154,0,3,0,0,9,9,0,0,0,65,96,162,41,40,85,113,141,248,0,0,0,5,22,27,4,3,5,12,25,33,199,204,408,128,216,342,5,9,17,2372,2181,4554
SAL80059,0,0,0,8,6,16,0,0,0,0,0,3,0,0,0,385,311,687,28,21,49,7,0,7,8,0,9,4,0,8,0,0,0,0,0,3,447,339,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,3,3,3,4,3,10,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,61,70,132,42,77,114,5,0,5,559,495,1047
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,18,5,22
SAL80061,0,0,0,20,35,52,0,0,0,0,0,0,5,5,3,513,441,956,31,58,91,0,0,0,14,4,13,26,5,33,8,3,13,54,93,145,670,639,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,5,8,5,4,10,14,10,22,0,0,0,0,0,0,0,0,0,0,0,3,126,125,252,63,106,170,5,0,0,873,888,1757
SAL80062,0,0,0,13,17,31,0,0,0,0,0,0,0,0,0,552,469,1021,31,39,69,18,0,21,6,0,6,6,0,6,3,6,7,6,6,11,636,534,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,8,0,13,7,8,16,0,0,0,0,0,0,0,0,0,5,0,5,50,69,119,45,96,143,4,0,0,747,707,1455
SAL80063,0,0,0,17,31,42,0,0,0,0,6,4,0,0,0,574,485,1063,25,51,72,8,0,8,6,0,6,28,10,40,3,0,7,3,6,4,663,589,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,8,0,7,6,0,0,0,9,9,16,4,13,20,16,26,38,0,0,0,0,0,6,0,0,0,0,0,6,93,107,199,69,111,175,0,0,0,848,829,1678
SAL80064,0,0,0,49,47,99,0,0,0,0,0,0,0,0,8,1569,1457,3027,72,140,212,29,0,31,11,4,16,15,0,15,7,4,8,7,12,19,1767,1675,3437,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,7,14,0,13,17,0,0,0,7,18,28,17,7,20,27,24,55,0,0,0,3,0,0,0,0,0,6,0,3,173,219,392,159,288,442,3,0,4,2132,2206,4340
SAL80065,0,0,0,16,16,36,0,0,0,0,0,0,0,0,0,577,503,1083,28,53,85,10,0,10,10,0,10,12,0,12,3,4,8,5,12,15,668,592,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,8,0,0,0,0,8,14,11,7,15,11,7,24,0,0,0,0,0,0,0,0,0,0,0,0,68,87,155,50,118,166,8,0,7,794,805,1603
SAL80066,0,0,0,41,76,115,0,0,0,0,0,0,0,5,5,716,642,1356,29,82,106,0,0,0,21,5,21,13,3,16,4,0,6,188,128,313,1004,935,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,4,0,0,0,5,11,14,5,7,15,15,18,31,0,0,0,0,0,0,0,0,0,0,0,0,115,112,227,92,138,234,9,0,11,1235,1207,2441
SAL80067,0,0,0,78,109,182,0,0,0,0,0,0,10,9,20,870,773,1645,86,116,198,5,0,5,24,4,28,76,44,119,10,8,22,117,129,247,1272,1193,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,6,6,4,0,7,8,9,20,17,8,30,25,20,46,0,0,0,3,3,3,0,0,0,3,3,9,201,204,412,118,157,282,5,0,10,1634,1578,3212
SAL80068,4,0,7,36,72,110,0,0,0,167,194,361,3,4,9,1749,1210,2962,105,199,304,9,0,9,33,0,38,16,7,19,18,6,21,104,135,237,2242,1833,4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,109,4,0,6,0,7,7,0,0,0,49,71,119,43,41,81,88,107,199,0,0,0,6,21,24,10,0,7,16,20,33,236,224,462,178,262,437,13,8,23,2773,2455,5226
SAL80069,0,0,0,22,26,46,0,0,0,0,5,3,3,0,3,426,415,842,28,49,81,6,0,6,13,5,9,90,70,163,3,0,4,8,21,28,597,591,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,8,13,7,10,15,9,20,28,0,0,0,0,4,3,0,0,0,0,4,8,96,130,225,61,116,179,0,3,5,761,863,1627
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,81,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,8,45,54,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,4,10,16,0,0,5,70,77,147
SAL80071,0,0,4,20,25,43,0,0,0,157,188,347,0,3,7,1665,1273,2934,88,179,269,13,0,13,29,7,36,19,8,25,22,9,28,14,28,43,2031,1711,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,53,97,4,0,4,0,0,0,0,0,0,42,55,99,43,40,79,84,95,176,0,0,0,8,20,24,3,0,3,15,20,26,269,262,530,138,245,384,6,7,16,2539,2337,4878
SAL80072,0,0,0,27,39,65,0,0,0,0,0,0,0,5,5,495,436,930,36,48,82,4,0,4,9,4,12,15,4,13,0,0,0,9,9,21,596,542,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,11,5,3,9,3,15,20,0,0,0,0,0,0,0,0,0,0,0,0,84,108,194,63,70,127,4,5,3,757,734,1493
SAL80073,0,0,0,30,29,59,0,0,0,0,0,0,0,0,0,577,485,1061,27,54,82,10,0,11,15,0,20,7,3,17,5,0,3,11,8,13,678,585,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,4,6,13,9,8,17,14,15,30,0,0,0,0,0,0,0,0,0,0,5,3,80,99,181,77,114,190,0,4,10,855,817,1668
SAL80074,0,0,0,31,28,59,0,0,0,0,0,0,0,0,0,441,420,866,23,42,68,3,0,3,10,0,10,19,10,27,3,0,5,5,8,18,537,519,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,0,3,3,0,0,0,5,12,16,13,7,21,16,18,37,0,0,0,0,0,0,0,0,0,0,0,0,85,95,176,64,108,175,0,3,3,707,739,1446
SAL80075,0,0,0,46,59,106,0,0,0,0,0,0,0,0,4,1025,885,1911,40,99,134,27,0,25,15,5,22,11,0,9,0,4,4,8,8,19,1179,1060,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,8,0,6,3,0,0,0,3,10,16,17,12,32,21,26,50,0,0,0,0,0,5,0,0,0,0,0,5,125,158,284,105,190,299,9,0,10,1439,1440,2879
SAL80076,0,0,0,24,8,37,0,0,0,0,0,0,0,0,0,418,432,853,24,65,93,5,0,5,13,0,13,37,19,49,9,0,10,38,49,86,569,570,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,9,9,7,17,11,12,27,0,0,0,0,3,3,0,0,0,0,3,3,113,87,200,56,111,171,4,0,0,759,788,1542
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SAL80078,0,0,0,11,15,29,0,0,0,0,0,0,0,0,0,391,354,749,19,42,60,6,0,6,10,0,8,5,4,4,0,0,0,3,3,8,443,419,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,4,5,0,0,0,4,11,13,3,4,14,13,16,22,0,0,0,0,0,0,0,0,0,0,0,0,61,75,132,36,56,93,3,5,3,550,566,1122
SAL80079,0,0,0,26,37,62,0,0,0,0,0,0,0,0,0,857,734,1587,40,80,118,16,0,22,17,0,17,3,5,3,4,0,4,4,6,9,968,861,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,4,4,0,0,0,3,14,16,8,4,20,14,12,31,0,0,0,0,0,0,0,0,0,0,0,0,67,129,195,75,139,213,10,0,6,1134,1139,2276
SAL80080,0,0,0,7,3,8,0,0,0,0,3,6,0,0,0,127,116,246,3,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,9,10,3,13,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,14,22,33,8,20,33,0,0,5,180,200,381
SAL80081,7,0,7,61,71,129,0,0,0,7,6,11,3,4,10,1287,999,2290,76,135,208,21,0,21,31,3,32,77,37,112,9,4,14,14,27,40,1582,1286,2870,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,8,0,0,0,19,13,30,0,5,4,5,3,10,0,0,0,17,24,45,27,19,48,47,52,100,0,0,0,4,0,3,0,0,0,3,0,7,215,203,416,143,239,379,7,5,12,2003,1786,3782
SAL80082,0,0,0,101,97,200,0,0,0,0,0,0,5,7,12,2672,2389,5059,141,257,398,35,0,35,68,11,76,45,18,63,18,9,22,24,25,56,3114,2809,5917,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,20,25,6,6,16,4,0,3,21,30,44,47,20,64,62,47,112,0,0,0,0,0,4,0,0,0,4,0,3,389,395,782,334,522,855,9,5,11,3908,3775,7685
SAL80083,0,0,4,105,165,273,0,0,0,0,0,0,14,11,26,1093,1040,2132,67,141,204,0,0,0,38,3,37,133,69,199,14,14,29,228,267,500,1694,1714,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,6,12,0,4,8,4,0,4,15,16,28,22,15,36,30,26,58,0,0,0,6,0,6,3,0,4,5,0,7,285,299,580,142,219,363,5,0,7,2154,2262,4425
SAL80084,0,0,0,27,34,56,5,0,5,0,0,0,5,0,5,634,584,1220,32,60,94,24,3,28,3,0,4,13,3,19,0,0,0,6,6,16,750,692,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,4,0,0,0,4,7,8,9,6,15,13,14,28,0,0,0,0,0,0,0,0,0,0,0,0,97,124,217,78,130,201,6,3,3,939,960,1900
SAL80085,0,0,0,52,43,92,0,0,0,0,3,3,6,4,3,695,575,1270,26,74,98,6,0,6,14,0,11,12,7,19,4,0,8,11,15,22,819,717,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,6,10,0,0,0,8,7,18,13,11,26,22,23,43,0,0,0,0,0,0,0,0,0,3,0,3,81,67,155,51,93,143,3,0,3,979,899,1877
SAL80086,0,0,0,51,75,136,0,0,0,79,100,174,6,10,18,801,773,1576,43,112,150,6,0,6,24,3,26,169,114,287,9,5,19,45,68,109,1240,1262,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,98,5,0,3,0,6,8,0,0,0,50,61,112,25,18,44,76,84,156,0,0,0,8,4,9,3,0,3,6,4,15,180,185,370,114,184,302,0,9,9,1615,1735,3348
SAL80087,0,0,0,72,85,153,0,0,0,0,0,0,4,4,7,529,417,953,24,83,106,10,0,10,3,4,5,11,0,14,9,0,6,47,55,107,713,652,1372,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,6,6,0,3,3,0,3,0,0,0,7,3,11,8,7,14,18,13,34,0,0,0,0,3,7,0,0,0,0,3,7,80,84,170,62,104,159,7,0,6,880,856,1742
SAL80088,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,260,238,497,9,30,38,0,0,0,11,0,11,3,0,3,0,0,0,3,0,4,295,276,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,40,51,87,26,48,77,0,4,6,369,375,745
SAL80089,0,0,0,52,53,105,0,0,0,0,0,0,4,4,5,1378,1215,2594,57,117,175,19,0,19,27,0,29,4,4,10,11,7,14,6,10,16,1554,1416,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,4,14,13,0,0,0,12,19,29,15,14,28,27,27,55,0,0,0,0,4,4,3,0,3,3,4,3,158,194,352,151,233,385,6,3,11,1896,1876,3776
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,0,40,44,88,0,0,0,0,0,0,3,3,7,485,432,914,24,67,93,0,0,0,9,0,16,30,15,43,5,0,5,32,16,43,625,584,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,0,0,0,4,9,14,8,6,11,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,78,76,159,66,97,166,0,0,5,784,776,1555
SAL80092,0,0,0,32,58,93,0,0,0,0,0,0,0,8,8,612,512,1124,25,78,106,4,0,4,15,8,22,23,3,26,0,0,0,13,23,36,725,691,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,9,14,0,0,0,8,14,19,11,11,22,20,24,39,0,0,0,0,0,6,0,0,0,0,0,6,82,81,164,72,103,178,0,3,0,900,899,1805
SAL80093,0,0,0,18,29,46,0,0,0,0,0,0,0,0,3,467,401,868,27,60,90,8,0,8,6,0,6,17,0,17,5,0,5,3,5,5,556,490,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,0,7,0,0,0,7,3,11,10,4,19,16,9,32,0,0,0,0,0,0,0,0,0,0,0,0,90,80,165,42,79,117,6,0,6,701,662,1362
SAL80094,0,0,0,26,28,56,0,0,0,0,0,0,0,0,0,543,481,1028,27,48,75,19,0,19,12,4,20,12,6,17,3,0,4,4,7,7,647,580,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,0,4,7,10,4,20,14,9,26,0,0,0,0,0,0,0,0,0,0,0,0,91,115,209,81,111,191,3,0,3,835,814,1649
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,0,0,41,43,88,0,0,0,0,0,0,0,3,0,940,796,1740,56,84,143,11,0,11,18,3,15,22,0,23,13,0,18,17,15,37,1123,957,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,10,9,0,0,0,7,9,18,14,8,20,21,17,42,0,0,0,0,0,0,0,0,0,0,0,0,115,139,257,113,186,298,8,7,11,1375,1308,2683
SAL80098,5,0,3,7,18,27,0,0,0,13,14,21,7,0,4,1108,829,1932,39,112,151,12,0,12,24,0,24,7,0,7,3,3,13,3,0,6,1214,982,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,42,0,3,4,3,5,9,0,0,0,25,27,56,35,24,58,62,51,112,0,0,0,7,0,10,0,3,4,7,5,12,134,136,274,79,144,226,0,0,7,1502,1323,2826
SAL80099,0,0,0,57,84,138,0,0,0,0,0,0,8,4,16,974,862,1839,63,125,193,12,3,15,34,4,40,86,46,128,7,4,14,38,37,72,1280,1169,2450,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,6,4,0,3,4,3,3,4,0,0,0,7,10,16,15,19,31,23,27,50,0,0,0,0,0,7,0,0,0,0,0,7,179,206,383,113,204,317,6,0,5,1605,1607,3214
SAL80100,0,0,0,21,41,67,0,0,0,21,29,53,7,3,7,2136,1856,3996,88,174,255,39,0,39,51,3,50,26,3,30,17,0,20,21,19,38,2425,2135,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,71,0,4,5,5,5,6,0,0,0,42,43,81,58,56,111,97,97,197,0,0,0,10,13,20,3,3,4,16,14,30,280,314,597,235,384,617,3,8,13,3054,2962,6017
SAL80101,0,0,0,18,11,28,0,0,0,3,16,17,0,0,0,1324,1113,2445,69,136,205,17,0,17,15,0,15,24,3,25,15,0,19,11,7,19,1500,1293,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,27,0,0,6,0,0,0,0,0,0,19,10,29,20,16,37,34,26,63,0,0,0,3,0,4,0,0,4,0,3,3,229,243,472,157,240,399,0,0,4,1923,1810,3731
