SAL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL80058,15,17,34,45,211,202,58,100,3,688,36,71,76,80,515,396,79,91,3,1353,10,30,52,28,133,122,36,37,3,451,21,127,122,65,114,70,25,30,4,584,18,53,49,40,252,132,27,42,6,631,11,76,84,23,63,41,10,16,0,331,5,11,14,6,34,32,8,16,0,125,5,66,59,28,57,33,11,23,0,285,3,11,14,6,31,9,3,4,20,104,127,460,509,319,1410,1049,257,371,55,4554
SAL80059,12,3,4,20,44,50,13,36,0,178,13,22,36,24,65,67,14,36,0,281,3,13,4,11,35,45,9,27,3,143,7,29,17,14,10,18,0,11,0,111,9,13,24,22,48,33,8,5,0,162,5,26,9,9,5,5,0,3,0,55,0,4,5,0,4,14,3,6,0,32,4,18,3,3,11,15,0,4,0,62,3,5,0,0,3,3,0,0,3,26,48,130,92,95,229,243,61,129,16,1047
SAL80060,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,3,0,0,22
SAL80061,16,9,18,13,52,94,40,87,0,329,19,58,69,42,159,252,45,90,3,738,8,10,8,11,21,16,8,16,0,103,6,49,28,23,21,20,3,13,0,169,7,21,25,10,63,57,12,12,0,211,4,40,10,8,4,12,0,0,0,86,0,3,0,0,6,6,3,3,6,26,6,22,8,3,18,4,0,0,0,66,0,4,0,0,8,8,0,10,7,36,73,209,165,109,354,482,109,235,17,1757
SAL80062,17,3,16,16,39,65,23,37,0,217,12,23,31,26,88,74,21,38,0,320,6,10,15,17,53,74,22,34,3,234,9,29,21,11,33,9,12,16,4,136,11,22,33,25,97,50,11,15,5,267,4,25,11,12,13,9,5,8,0,89,0,7,0,7,6,12,13,9,3,58,0,33,11,5,14,23,3,4,3,105,3,0,0,0,11,5,0,8,4,29,70,155,129,117,361,328,112,164,27,1455
SAL80063,15,6,21,22,72,94,30,38,0,302,25,37,54,36,130,126,23,48,0,481,3,20,24,13,57,61,20,28,0,232,9,39,36,22,34,27,5,13,0,186,23,21,34,25,85,42,9,14,0,250,4,36,8,5,12,8,6,8,0,85,3,4,11,5,3,9,0,9,4,39,3,16,16,5,19,9,0,6,0,80,0,3,0,0,4,6,3,0,11,40,82,175,192,138,415,381,104,166,14,1678
SAL80064,42,25,29,27,146,205,71,135,4,681,47,47,82,65,286,277,60,82,4,949,18,25,35,36,120,203,54,75,0,578,19,101,63,47,114,59,20,30,9,464,43,71,91,67,331,185,38,37,7,874,6,113,45,21,55,29,5,19,5,291,5,8,11,13,42,41,19,35,3,181,12,63,34,18,35,39,10,13,3,227,8,7,10,9,29,21,0,3,14,96,199,456,407,293,1176,1062,277,431,41,4340
SAL80065,16,7,17,28,72,84,29,41,3,297,24,29,41,34,122,124,33,38,0,441,3,15,14,12,34,44,17,31,3,171,10,53,19,22,41,22,8,12,0,184,10,24,29,18,95,44,8,12,5,242,4,39,11,11,13,7,0,5,0,86,0,12,4,3,6,7,3,5,0,37,9,30,19,8,13,16,5,11,0,99,0,0,3,0,18,8,4,0,5,35,73,198,159,126,406,365,102,163,14,1603
SAL80066,11,11,16,10,111,120,28,56,4,380,38,32,35,48,248,240,36,46,3,722,0,14,17,11,83,67,20,28,9,255,14,39,43,39,71,36,18,27,0,292,22,33,46,34,178,97,19,20,0,444,3,29,26,6,46,14,6,10,0,138,0,5,3,6,16,14,7,13,0,72,0,15,14,7,17,11,3,7,3,93,0,0,5,8,20,13,5,0,4,45,100,188,213,169,787,606,141,207,27,2441
SAL80067,28,28,23,22,139,193,94,221,0,740,50,94,97,76,336,362,102,211,8,1338,11,14,15,12,44,32,20,23,0,163,20,66,31,20,51,35,17,18,0,255,15,49,34,19,131,76,27,28,0,373,14,61,24,6,22,22,4,17,0,170,3,0,10,0,0,4,0,3,3,27,5,25,17,5,4,11,3,6,6,81,0,0,3,3,18,13,0,12,4,60,140,347,252,160,746,754,268,531,22,3212
SAL80068,24,22,40,34,189,214,73,135,0,732,44,69,106,83,509,382,69,106,5,1377,14,40,87,46,163,194,35,55,7,641,29,145,141,72,172,82,29,42,10,722,12,51,78,36,331,147,30,38,4,726,12,94,110,26,86,25,10,8,4,385,3,16,16,14,33,26,18,22,0,157,10,107,87,30,70,45,8,16,4,384,0,4,13,4,16,35,0,5,25,102,158,556,673,340,1566,1149,282,437,68,5226
SAL80069,21,9,23,41,95,99,62,77,0,422,38,78,70,57,144,147,37,59,0,631,5,12,10,4,28,20,3,13,0,100,4,54,23,11,20,11,3,0,4,131,8,21,19,11,58,29,15,9,0,173,0,41,13,7,8,0,0,5,0,81,0,0,4,0,5,4,0,0,0,22,4,27,4,7,10,5,3,5,0,51,3,0,0,5,0,0,0,4,4,23,76,248,164,142,363,315,128,183,12,1627
SAL80070,0,0,0,0,5,6,0,9,0,24,0,10,5,3,6,12,0,6,0,50,0,0,0,0,0,5,0,4,0,10,0,6,5,4,3,0,0,0,0,15,0,0,3,5,11,5,0,0,0,27,0,3,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,25,19,10,21,33,6,20,5,147
SAL80071,33,21,43,26,235,269,91,145,12,883,46,91,99,95,457,480,75,136,10,1485,21,37,46,26,132,114,37,37,15,465,24,130,113,41,123,89,17,39,14,579,26,42,67,34,274,149,21,39,0,645,10,112,70,24,72,24,15,16,4,353,0,13,12,3,24,21,11,10,0,90,7,65,42,21,39,41,11,6,3,235,0,5,13,7,38,21,12,12,30,142,170,520,492,273,1389,1208,291,443,84,4878
SAL80072,9,10,21,20,57,82,26,62,0,292,12,43,47,34,95,122,46,57,6,458,6,19,10,11,28,39,16,14,3,144,9,56,29,12,37,18,5,11,0,178,8,28,20,10,53,46,9,6,0,190,6,43,10,4,14,9,5,6,0,102,0,3,0,7,6,6,4,0,0,27,3,30,11,9,7,9,3,5,0,77,0,3,5,0,5,3,0,3,4,24,56,234,168,99,296,342,111,169,13,1493
SAL80073,14,3,13,18,69,76,19,36,0,247,26,22,43,37,134,115,21,43,7,444,10,18,18,12,54,70,13,28,5,224,14,29,27,24,36,27,7,11,0,180,14,22,20,19,96,56,10,13,4,250,3,44,20,10,19,11,5,0,0,112,5,7,4,0,4,14,7,8,0,53,8,37,13,9,18,19,9,4,3,127,4,0,0,3,12,4,3,0,4,28,91,187,153,133,438,390,101,158,24,1668
SAL80074,15,10,23,19,75,75,22,48,0,291,24,33,40,48,125,123,38,55,0,483,3,9,15,7,36,58,4,16,0,144,0,26,20,7,19,18,10,4,5,108,12,17,21,17,80,47,3,10,6,210,3,29,9,0,12,9,0,3,0,68,0,7,5,3,7,3,0,0,0,28,0,21,11,0,10,9,8,5,0,67,0,6,9,0,11,9,5,8,12,52,62,163,149,102,372,342,98,149,25,1446
SAL80075,28,6,11,32,123,115,22,63,0,393,36,45,69,57,225,196,52,69,5,756,14,25,21,29,102,116,32,29,5,369,20,77,50,44,85,51,20,23,4,371,30,35,47,39,197,90,19,20,6,477,8,58,27,5,44,32,12,8,0,186,3,9,14,4,16,29,8,11,0,99,10,36,24,13,26,32,6,12,4,166,0,14,0,0,16,13,0,4,12,62,150,299,255,230,837,657,174,244,36,2879
SAL80076,13,5,12,26,67,101,52,75,4,353,23,47,62,48,125,148,46,81,0,576,4,8,10,3,25,10,5,18,0,88,4,56,26,16,26,18,4,11,0,159,4,25,16,16,53,36,6,9,5,175,0,31,9,7,6,4,3,5,0,72,0,5,8,0,6,0,0,0,0,22,3,23,8,7,9,13,0,7,0,73,0,3,0,3,3,6,0,6,6,31,62,205,157,117,319,347,117,206,13,1542
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10
SAL80078,8,12,12,6,48,66,26,53,0,227,9,38,37,32,108,119,25,50,0,426,0,9,8,0,15,24,3,7,0,70,5,30,18,4,24,13,8,5,0,100,10,26,19,10,56,35,10,12,0,167,0,23,8,3,6,0,0,3,0,51,0,3,0,0,0,11,0,6,0,19,4,11,4,0,8,3,0,5,5,41,0,0,0,0,4,5,0,7,0,16,34,151,109,64,256,275,71,146,11,1122
SAL80079,20,14,8,20,69,90,27,53,0,299,30,25,46,34,170,125,16,37,4,496,7,15,17,14,105,102,30,30,11,337,26,56,49,22,75,36,16,25,6,303,19,25,41,36,167,77,12,13,3,404,8,49,25,9,34,8,0,9,0,145,4,10,5,10,21,28,14,12,5,101,7,35,20,12,33,20,5,15,6,157,0,0,0,0,13,6,0,0,9,42,121,232,209,155,690,503,129,199,43,2276
SAL80080,4,0,4,0,19,13,0,5,0,48,6,8,6,5,30,26,6,12,0,99,3,3,3,4,12,8,3,7,0,44,0,4,4,8,14,10,3,5,0,56,6,5,4,4,40,10,4,6,0,75,0,6,4,0,0,0,0,0,0,15,0,0,0,0,3,0,4,0,0,10,0,6,3,0,7,4,0,5,0,30,0,0,0,0,0,0,0,0,4,10,22,32,30,27,123,76,20,35,5,381
SAL80081,28,27,38,62,165,153,69,94,3,638,54,81,112,81,278,299,73,83,9,1076,15,44,37,17,118,128,35,60,6,448,26,112,90,36,79,27,15,20,6,406,18,64,72,45,188,106,33,27,5,552,5,75,45,23,36,28,5,7,0,231,0,21,8,10,17,12,7,14,0,94,11,72,43,15,37,44,5,20,3,261,3,7,12,6,15,8,0,6,15,79,166,495,461,291,936,805,250,335,50,3782
SAL80082,57,41,60,88,282,338,139,211,0,1221,119,170,190,180,530,523,131,214,13,2073,24,66,80,57,211,249,73,118,10,891,36,248,175,99,153,103,43,51,4,923,65,109,127,96,455,244,51,74,7,1224,33,192,81,34,76,40,12,22,9,497,11,30,27,14,45,39,17,46,8,236,29,123,60,23,82,71,20,26,10,441,8,8,12,15,31,42,10,18,21,175,384,998,815,612,1864,1655,502,780,81,7685
SAL80083,44,37,37,52,206,310,141,287,6,1112,78,103,89,93,547,612,178,288,7,1993,10,13,18,8,42,44,10,28,0,164,23,43,36,20,67,68,20,34,0,318,20,25,41,32,187,137,29,32,0,501,9,28,26,4,21,25,6,15,0,133,0,5,6,0,3,0,0,4,0,36,3,18,14,6,12,10,0,4,0,64,7,8,9,7,24,31,3,12,8,107,190,293,264,217,1111,1231,388,709,32,4425
SAL80084,12,9,25,15,88,81,33,51,0,302,39,52,49,45,125,122,27,43,3,493,8,18,14,18,53,84,24,32,5,256,7,54,37,24,35,28,8,22,0,208,7,18,28,29,108,62,17,15,0,293,0,45,19,6,21,13,0,13,0,118,7,8,6,9,8,19,9,12,0,67,0,41,14,7,23,21,7,0,3,122,7,0,5,5,10,8,0,5,4,43,93,246,194,157,473,420,114,189,16,1900
SAL80085,10,11,12,7,77,68,35,31,0,244,24,35,38,42,253,178,36,45,3,658,4,9,16,3,58,48,11,9,0,166,11,49,50,22,48,34,8,14,0,233,6,24,32,12,103,42,7,9,0,238,3,34,31,6,22,11,0,4,0,124,3,14,19,5,9,6,0,3,0,55,3,26,26,6,13,11,0,10,3,109,8,6,0,0,11,12,0,0,11,47,69,199,229,107,591,405,108,135,25,1877
SAL80086,22,15,29,30,177,154,72,99,0,606,41,111,95,71,377,342,103,124,5,1268,10,27,22,9,67,58,15,25,8,235,18,90,75,31,61,34,10,21,5,347,9,52,48,26,154,78,26,22,0,409,0,62,36,13,32,16,4,14,0,180,4,9,13,5,8,9,0,10,0,56,5,43,56,12,22,18,8,10,4,172,4,3,3,6,24,10,0,4,18,75,106,416,387,197,920,714,239,329,36,3348
SAL80087,12,9,7,17,70,73,31,52,0,285,21,37,42,36,122,146,40,68,0,526,3,6,18,18,44,37,17,13,0,150,7,50,45,33,59,25,5,11,4,240,13,12,28,11,69,37,14,8,0,190,3,22,27,7,12,13,6,0,0,99,0,0,4,5,14,4,0,3,0,38,3,37,45,7,30,24,9,16,3,177,0,0,5,6,10,3,0,0,10,37,66,184,225,149,438,364,114,181,24,1742
SAL80088,3,3,14,13,34,47,18,22,0,145,15,16,31,24,48,52,17,19,0,221,0,7,4,6,16,26,8,8,0,79,5,17,19,3,13,12,4,5,0,76,10,13,22,13,37,22,9,3,0,129,0,15,7,0,3,4,0,3,0,33,0,0,0,0,4,6,3,11,0,19,0,13,3,0,3,7,0,0,0,31,0,0,3,0,0,3,0,0,6,18,37,80,99,53,160,180,61,74,9,745
SAL80089,29,11,33,31,142,144,64,93,0,549,44,53,94,76,301,240,54,86,4,963,18,34,38,30,130,131,33,59,0,476,25,88,73,47,114,67,27,51,5,496,37,54,60,43,258,98,27,26,3,601,8,76,52,22,36,30,7,18,0,241,4,12,6,11,18,24,16,35,0,134,3,48,42,9,46,41,14,18,6,233,0,5,4,3,26,21,4,4,12,88,180,383,395,277,1075,796,244,387,37,3776
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,12,18,13,16,76,63,33,42,0,265,27,39,42,27,166,130,35,61,3,526,6,12,9,9,39,43,20,16,0,151,5,51,30,20,41,21,8,10,0,188,7,12,14,12,65,40,19,8,0,180,3,29,21,8,13,11,4,10,0,94,7,7,8,0,4,5,0,9,0,32,4,23,15,6,17,12,0,3,4,87,0,0,4,0,10,14,0,0,0,32,75,187,159,100,420,331,118,155,12,1555
SAL80092,14,15,19,10,78,88,24,65,0,313,27,33,45,42,126,148,31,65,6,538,4,20,21,9,47,39,10,22,0,174,6,41,35,28,46,30,0,23,0,208,11,18,32,20,87,51,6,15,0,253,5,38,23,8,25,10,10,0,0,121,0,0,7,0,6,5,0,6,0,31,4,32,28,5,28,23,0,3,6,137,4,3,0,3,9,8,0,0,0,30,80,197,228,128,460,398,91,209,14,1805
SAL80093,15,8,9,10,58,64,26,76,0,265,19,36,21,31,123,96,30,38,0,383,5,14,17,14,32,55,15,20,0,180,6,32,32,11,21,10,6,10,0,118,18,19,29,21,62,40,7,18,5,214,6,31,13,6,7,3,0,4,0,74,0,8,7,0,5,12,8,12,0,41,0,18,11,7,9,3,3,7,0,57,0,0,0,0,5,3,0,4,8,20,64,164,138,102,333,291,97,174,14,1362
SAL80094,16,17,19,22,68,97,24,46,0,300,34,41,46,32,136,119,31,57,0,506,9,9,13,14,56,57,20,29,0,202,15,39,30,12,25,11,4,9,0,162,9,27,29,21,78,41,13,4,0,228,6,36,21,5,26,5,3,0,0,102,8,3,3,0,3,8,4,4,0,37,0,22,9,6,10,19,5,9,3,85,4,0,0,3,13,3,0,4,0,36,100,213,177,112,415,360,100,167,9,1649
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,25,28,21,32,99,129,52,70,0,450,33,49,67,56,203,183,47,77,0,722,20,23,11,10,72,91,27,39,5,304,12,52,55,35,45,27,22,18,5,267,30,38,55,36,179,96,24,27,8,491,10,64,33,15,13,15,6,12,0,169,0,8,9,4,13,20,9,26,3,91,8,32,20,11,26,22,4,16,3,134,3,0,3,0,15,14,0,10,7,59,139,294,275,196,678,605,182,282,26,2683
SAL80098,16,17,18,21,133,121,37,51,0,413,26,39,48,46,308,270,38,64,8,848,11,16,26,15,97,103,19,24,7,312,12,59,53,46,89,40,11,28,4,340,10,35,39,31,202,92,17,17,3,444,5,62,23,14,36,27,5,8,0,171,0,11,14,11,20,21,10,12,0,96,10,28,25,17,25,16,6,4,0,132,4,12,5,0,12,17,4,0,8,67,87,270,242,195,919,711,141,225,40,2826
SAL80099,41,28,39,39,135,187,84,165,5,722,43,82,96,74,300,320,92,154,3,1171,6,10,29,12,50,69,27,28,4,235,12,84,45,28,37,36,8,13,6,267,7,39,33,31,133,89,20,20,6,373,9,75,20,13,30,22,8,5,0,170,0,4,9,3,15,15,4,0,0,56,9,53,20,5,22,29,9,10,0,142,3,9,6,8,14,16,5,8,8,73,140,379,296,211,735,772,250,403,23,3214
SAL80100,44,23,32,48,258,237,95,141,3,883,78,94,113,119,526,392,96,143,9,1568,27,54,55,45,206,216,61,79,12,746,37,146,121,96,170,98,32,48,6,745,34,76,103,73,381,194,53,55,10,986,22,138,65,35,69,44,13,16,0,410,11,17,22,15,34,41,22,37,3,204,14,98,61,13,77,49,13,26,10,363,8,11,6,5,34,19,4,9,15,109,278,662,586,460,1750,1282,387,553,63,6017
SAL80101,38,20,33,28,132,200,81,177,5,718,50,79,91,66,318,300,72,123,0,1111,9,28,19,23,84,101,32,31,4,337,14,113,54,36,55,50,9,23,0,355,30,71,81,49,220,124,27,35,0,641,8,114,39,12,28,24,6,20,4,254,3,13,12,9,12,21,9,19,0,100,7,57,26,13,18,20,0,14,3,159,0,5,6,6,12,9,3,9,10,63,174,504,363,231,886,853,240,450,25,3731
SAL80102,32,24,47,41,149,156,89,150,0,686,40,155,123,106,306,343,123,161,5,1360,7,23,24,10,44,47,8,29,0,199,19,133,68,34,45,24,4,18,5,358,13,81,54,33,93,75,21,19,0,386,9,73,27,6,13,12,4,10,0,158,0,6,8,4,8,11,4,4,0,40,8,49,20,9,21,4,0,10,4,130,0,8,8,6,11,13,0,14,6,75,136,560,385,247,685,685,260,406,24,3382
SAL80103,3,3,3,4,18,22,15,32,0,101,13,11,19,6,46,46,16,30,0,190,0,4,0,0,5,12,0,0,0,24,3,16,0,0,9,0,0,7,0,33,0,20,9,5,13,9,3,4,0,67,0,12,4,0,3,0,0,3,0,33,0,0,4,0,0,0,0,0,0,6,4,6,4,0,4,3,0,0,0,21,0,3,0,0,4,0,0,0,0,10,22,71,49,24,99,97,37,84,0,480
SAL80104,0,0,0,0,3,7,0,8,0,22,3,0,5,0,15,10,4,4,0,30,0,0,0,0,5,8,3,0,0,18,0,0,3,4,7,0,3,3,0,19,0,0,3,4,7,5,0,0,0,17,0,0,0,8,0,4,0,0,0,9,0,0,3,0,0,4,0,0,0,7,0,0,0,0,5,4,0,4,0,15,0,0,0,0,0,0,0,3,0,5,4,8,15,10,45,36,12,17,0,147
SAL80105,4,4,0,10,36,42,14,22,0,130,8,26,30,12,61,60,18,20,0,224,3,7,10,10,33,30,3,13,0,108,12,11,11,11,11,3,7,5,0,78,3,19,14,14,57,23,10,11,0,152,8,15,12,3,10,7,0,4,0,56,0,6,7,0,7,6,0,9,0,34,0,8,4,4,3,6,5,4,0,37,0,4,0,0,8,5,0,0,0,16,37,103,78,65,224,182,56,78,4,830
SAL80106,11,10,16,8,54,52,19,24,0,200,17,37,38,37,122,113,26,29,5,425,0,14,12,10,40,47,14,15,3,152,10,37,24,15,30,13,7,13,4,154,9,19,24,4,70,32,5,9,0,175,4,22,17,10,22,10,0,3,4,86,6,4,11,5,6,5,0,6,0,42,0,43,26,6,9,18,4,5,3,115,4,0,0,3,6,4,0,0,7,33,64,190,169,107,364,290,81,107,28,1392
SAL80107,27,12,18,28,96,141,54,78,0,453,35,68,68,50,288,227,55,66,0,853,11,21,26,21,88,98,26,32,0,328,20,70,70,26,75,34,11,12,5,328,27,31,59,33,201,107,23,31,3,519,12,69,38,11,38,19,3,4,0,193,6,5,14,3,12,15,4,15,7,84,6,42,23,15,30,30,3,24,0,182,5,6,5,0,20,10,3,3,7,61,136,334,333,191,848,677,187,267,33,3000
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,11,9,23,21,61,78,38,75,3,325,15,32,40,49,99,119,29,52,0,438,7,5,13,5,29,31,6,10,0,105,8,37,24,16,21,12,10,16,0,135,14,18,17,14,69,36,8,13,0,182,8,40,12,3,10,7,3,8,0,88,6,6,3,4,3,3,0,0,0,27,4,25,11,0,9,0,0,0,0,57,0,3,0,3,3,5,0,4,3,23,69,163,144,124,307,287,98,182,10,1384
SAL80110,21,18,13,21,133,152,51,61,6,473,47,50,66,71,510,396,94,118,11,1369,11,10,31,20,87,82,21,22,5,293,11,53,69,48,95,52,19,24,9,374,21,26,35,19,241,98,27,32,3,509,11,38,29,20,62,31,6,8,6,206,0,6,10,6,16,17,3,11,0,70,3,33,45,15,44,25,4,5,0,191,4,3,0,0,24,17,3,5,10,61,130,242,300,223,1223,860,233,289,45,3548
SAL80111,0,4,4,0,0,5,4,4,0,19,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,3,0,3,0,14,0,5,4,0,0,0,0,0,0,7,0,0,5,0,6,6,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,13,9,6,17,6,12,0,81
SAL80112,11,18,22,24,49,93,38,123,4,381,22,57,60,46,115,175,41,127,4,645,0,8,8,4,17,16,14,11,0,75,4,67,27,8,9,13,0,3,0,141,12,30,18,13,46,25,8,15,0,169,8,47,9,5,6,14,4,11,0,111,0,3,0,0,5,3,0,0,0,18,0,24,7,5,11,3,0,4,0,51,0,9,3,5,5,17,0,8,0,41,65,256,156,113,260,368,112,307,10,1629
SAL80113,11,10,6,7,41,43,16,48,0,178,20,40,30,21,104,71,20,38,8,351,4,8,7,3,15,21,3,9,0,68,6,33,17,3,3,4,3,3,0,73,6,16,8,10,57,17,3,6,0,120,0,13,8,4,6,4,0,0,0,31,0,3,3,0,0,3,0,0,0,11,4,13,4,4,4,0,0,0,0,25,0,5,3,0,7,8,0,0,0,19,53,129,81,46,236,162,51,111,13,880
SAL80114,7,4,13,14,49,49,20,24,0,178,24,18,15,21,89,80,16,33,0,294,13,11,12,19,59,89,21,39,3,258,21,25,35,18,43,28,10,14,0,192,14,16,17,25,115,65,11,6,3,282,3,39,28,8,19,14,0,0,0,111,0,8,5,7,20,34,14,26,4,124,3,28,10,6,14,33,10,10,3,120,3,0,4,5,6,11,0,3,6,39,94,157,135,112,411,392,97,163,20,1591
SAL80115,15,9,10,23,56,70,35,43,0,272,34,36,44,52,116,124,49,60,3,520,8,12,13,14,37,47,10,34,0,179,16,49,39,17,29,17,7,11,0,184,13,21,33,21,78,52,11,11,0,233,5,34,9,4,12,11,0,0,0,68,0,8,4,6,4,3,0,3,0,35,5,15,17,10,17,13,3,4,0,81,0,0,5,0,9,10,4,6,5,35,92,196,173,146,362,352,125,170,7,1618
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,14,7,17,12,66,59,27,28,0,233,22,34,53,32,137,119,27,29,3,456,8,18,14,13,40,57,13,18,0,183,13,45,28,21,28,14,16,12,7,179,8,20,20,22,77,48,8,4,0,210,5,35,17,5,15,9,6,3,0,95,0,0,6,4,8,18,7,4,3,46,12,29,20,12,22,11,4,6,3,112,0,0,0,0,11,0,0,5,5,24,82,202,163,126,401,337,106,111,17,1533
SAL80118,15,12,28,12,45,35,31,35,0,206,11,28,35,30,79,86,19,40,4,338,7,10,15,6,40,51,14,26,0,182,7,51,30,13,11,22,4,5,4,150,10,16,15,18,83,51,3,10,3,220,9,33,6,10,11,10,9,9,0,87,3,0,5,0,7,4,7,3,0,24,3,22,11,4,11,13,0,6,0,76,0,0,0,0,9,4,0,5,0,24,67,171,136,99,299,279,89,144,13,1304
SAL80119,3,4,7,17,46,61,19,28,0,181,13,27,31,30,68,70,12,33,0,285,3,12,7,8,22,22,4,11,0,85,6,31,23,9,16,17,5,10,4,116,5,15,16,11,51,24,8,4,0,129,3,19,14,6,6,4,0,5,0,64,0,6,0,0,4,3,0,3,0,21,3,12,7,0,0,13,0,9,0,42,0,3,0,0,6,6,0,0,3,16,33,124,100,86,233,214,51,98,8,946
