SAL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SAL80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,6,0,9,0,18,0,0,0,0,4,0,4,0,0,3,0,0,0,6,3,0,0,3,0,0,12,0,0,3,0,0,0,5,0,0,6,0,0,0,4,0,0,4,0,0,0,7,0,0,0,4,3,0,11,36,0,45,3,3,0,91,0,0,0,0,0,0,0,117,27,131,18,21,0,311,14,5,12,0,0,0,34,9,0,7,3,0,0,22,0,0,6,0,0,0,4,3,0,0,0,0,0,3,3,0,4,0,0,0,5,199,40,229,40,49,9,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,0,0,4,0,0,0,5,0,0,0,0,0,0,0,13,0,7,3,10,0,31,7,0,15,0,0,0,25,22,0,45,12,55,4,131,6,0,3,3,6,0,16,61,9,60,20,33,5,186,64,0,101,39,34,7,248,30,0,32,8,5,3,78,8,0,24,4,3,0,41,6,0,17,4,3,0,30,3,0,8,4,3,0,22,108,24,178,19,24,3,357,12,5,31,4,14,5,61,154,50,227,57,58,5,552,77,7,52,9,3,0,149,52,5,85,19,14,3,182,8,0,13,4,7,0,31,5,0,16,0,11,0,43,18,0,18,6,0,8,52,666,104,930,211,290,45,2242,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,13,4,0,0,3,0,0,3,10,0,14,4,0,0,25,0,5,3,0,0,0,3,65,4,73,27,28,6,198,60,7,89,44
SAL80025,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,4,10,0,33,3,0,8,0,3,0,11,8,0,14,21,98,8,149,0,0,7,5,7,0,18,19,3,25,16,22,0,85,10,0,19,18,27,6,80,19,0,25,11,6,5,74,10,0,10,7,9,3,33,9,0,9,9,4,0,26,0,0,4,5,0,0,6,74,8,88,29,16,7,228,12,3,11,5,11,0,42,147,30,160,77,62,13,487,28,9,18,5,10,0,79,21,0,21,18,13,3,81,0,0,4,0,8,0,8,11,0,9,13,17,0,49,7,4,12,3,3,13,51,383,64,459,246,335,54,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,4,0,0,9,3,10,0,23,0,0,6,5,0,0,9,11,5,23,5,24,5,67,10,0,18,10
SAL80026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,18,0,0,0,4,6,0,9,0,0,11,4,72,0,81,0,0,0,0,0,0,9,4,0,12,3,15,0,31,0,0,8,7,18,0,30,5,0,4,10,14,0,28,0,0,5,9,4,0,14,0,0,0,0,0,0,0,0,0,5,3,5,0,9,22,3,42,14,10,11,93,0,0,0,0,11,0,12,41,22,88,48,37,0,236,8,0,19,0,8,0,37,10,3,14,12,12,5,50,0,0,0,0,4,0,4,4,0,0,4,20,0,30,0,0,0,5,3,4,10,97,32,202,117,254,24,719,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,9,0,11,0,0,0,0,0,0,0,9,4,3,6,8,0,27,4,0,4,5
SAL80027,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,6,6,3,25,4,0,11,3,0,0,18,16,0,30,5,33,4,87,3,0,3,4,0,0,11,11,0,12,8,14,0,47,14,0,28,23,20,0,86,6,0,10,0,4,0,25,9,0,22,5,6,0,40,3,4,15,0,0,0,28,4,0,12,3,0,0,21,107,22,200,20,16,11,366,5,4,10,3,8,0,28,252,87,436,55,56,10,893,95,9,58,3,8,4,183,43,3,30,4,0,0,84,4,5,7,3,5,0,23,5,0,13,5,7,0,34,7,0,13,0,3,8,27,588,131,919,145,184,41,2008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,7,8,0,5,7,3,0,18,0,0,3,0,0,0,3,26,0,26,6,0,0,57,22,0,45,19
SAL80028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,8,4,0,28,3,0,5,0,3,0,15,11,0,16,7,46,0,93,0,0,0,5,6,0,12,37,0,37,7,14,0,96,33,5,69,24,28,0,159,16,0,12,6,10,3,48,10,0,10,3,0,0,30,5,0,12,0,0,0,18,9,0,4,0,0,0,16,97,22,141,22,22,3,304,11,0,24,5,3,0,44,183,41,186,47,24,4,480,84,9,59,7,13,0,175,31,0,54,5,16,0,110,0,0,9,3,10,0,26,7,0,15,6,10,4,37,13,0,13,9,9,10,44,543,88,687,173,219,33,1739,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,0,0,4,0,6,3,4,0,19,0,0,4,0,0,0,4,35,0,65,18,25,0,139,16,6,35,29
SAL80029,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,21,0,30,0,0,0,7,9,0,20,5,0,11,22,185,0,220,0,0,0,0,12,0,12,3,0,12,7,37,0,51,0,0,0,3,12,0,21,0,0,0,5,21,0,37,0,0,6,4,4,0,17,0,0,8,0,4,0,13,0,0,0,6,11,0,17,23,7,42,25,26,4,122,0,0,0,5,13,0,23,44,15,106,74,78,6,322,14,6,19,4,6,5,60,14,3,26,10,16,3,79,0,0,0,3,9,0,14,0,0,5,0,22,0,35,6,0,4,3,4,4,15,114,37,254,184,495,29,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,6,0,0,7,0,14,0,23,0,0,0,0,0,0,4,3,0,7,10,27,5,48,0,0,8,7
SAL80030,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,16,0,0,0,0,0,0,3,12,0,22,9,34,0,74,0,0,0,0,0,0,3,7,0,9,0,11,0,24,0,0,12,5,13,0,28,0,0,3,0,3,0,7,0,0,10,0,4,0,18,8,0,14,0,0,0,26,3,0,4,5,7,0,21,54,13,114,10,4,0,196,3,0,7,0,9,0,18,242,45,305,86,135,12,819,47,3,23,5,4,0,83,18,7,16,4,0,0,43,9,3,3,8,0,0,18,7,0,6,0,3,0,18,3,0,5,0,5,4,23,422,80,562,130,226,27,1445,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,5,3,9,14,9,0,32,3,0,7,3
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,0,37,0,0,8,3,7,0,16,8,0,12,20,115,0,165,0,0,3,3,8,0,13,9,0,23,14,25,0,76,10,0,16,14,19,4,60,18,0,13,11,15,5,61,0,0,14,5,8,0,33,11,0,8,3,8,0,25,0,0,3,4,10,3,15,51,7,80,23,25,5,194,8,0,6,7,8,0,30,115,30,139,88,67,7,448,25,3,19,10,14,0,65,28,4,37,3,15,0,92,3,0,8,3,7,0,22,9,0,9,4,15,0,29,7,3,7,9,18,8,46,306,58,405,230,396,36,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,11,0,0,3,4,0,0,12,4,3,10,3,12,0,32,0,0,3,5,5,0,12,14,0,23,8,9,0,59,8,5,7,8
SAL80034,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,8,0,0,0,6,0,0,6,3,43,0,55,0,0,3,0,0,0,5,0,0,4,0,0,0,7,0,0,0,0,10,0,10,0,0,6,0,3,0,13,5,0,7,0,0,0,16,4,3,10,5,0,0,18,0,0,0,5,0,0,10,24,15,68,4,9,0,109,0,0,0,4,3,0,14,66,7,56,24,12,5,159,9,0,14,3,4,0,33,20,0,23,3,4,0,46,3,0,3,0,0,0,8,5,0,7,0,8,0,20,5,0,0,4,0,0,8,132,38,205,60,103,3,539,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,4
SAL80035,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0,3,0,7,0,0,10,7,86,3,112,0,0,0,0,8,0,8,0,0,7,4,9,0,30,3,0,10,4,11,0,21,4,0,6,5,18,4,31,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,0,0,0,4,0,4,8,0,16,6,7,3,42,0,0,0,4,10,0,18,13,0,38,26,32,6,113,7,0,5,5,4,0,23,0,0,9,3,14,0,32,0,0,5,0,3,0,10,3,0,0,0,25,0,26,3,0,3,0,10,0,14,48,11,118,74,256,14,516,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,5,9,10,0,24,4,0,0,0
SAL80036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,9,6,0,0,0,0,0,3,0,0,4,4,27,0,38,0,0,6,0,0,0,0,6,0,13,3,4,0,32,13,0,9,11,5,0,39,3,0,6,0,0,6,11,7,0,4,0,0,0,13,0,0,5,5,0,0,10,0,0,0,7,4,0,8,22,9,41,7,3,0,84,10,0,10,7,7,0,33,62,19,58,17,17,5,179,8,3,8,0,3,0,25,10,4,21,8,5,0,50,0,0,6,0,3,0,12,5,0,6,0,11,0,16,5,0,3,4,3,8,19,159,41,194,85,97,18,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,3,3,0,11,9,5,0,24,4,0,4,6
SAL80037,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,28,0,39,0,0,0,3,10,0,15,0,0,5,14,161,3,188,0,0,3,0,12,0,17,6,0,8,3,19,0,36,0,0,3,0,15,0,22,6,0,6,6,25,0,36,0,0,3,3,0,0,10,0,0,0,6,0,0,12,3,0,0,4,7,0,13,13,8,34,17,23,0,87,8,0,0,5,15,0,28,43,19,77,49,70,7,266,9,7,26,3,15,0,57,9,0,17,5,9,0,46,0,0,4,0,3,0,11,6,0,5,6,35,0,42,0,0,0,0,12,0,19,95,39,195,139,448,18,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,0,5,0,0,0,6,10,0,17,0,0,0,0,3,0,0,4,0,7,8,11,0,32,0,0,0,5
SAL80038,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,6,5,3,0,11,0,0,7,0,4,0,10,11,0,7,3,12,3,40,0,0,6,0,0,0,4,9,0,22,9,7,3,41,26,0,36,10,14,8,95,5,0,6,0,6,0,14,10,0,8,0,0,3,17,10,0,14,0,0,5,21,4,0,7,0,3,0,17,76,9,113,12,17,0,231,3,0,10,0,9,0,22,144,34,179,29,26,3,414,55,6,41,3,4,0,114,13,3,31,7,0,0,54,7,5,4,0,6,0,10,3,0,9,0,4,0,23,10,0,4,0,5,4,27,383,61,509,78,107,31,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,5,3,0,8,0,0,0,6,0,0,3,0,0,0,3,12,0,29,4,4,4,57,25,0,42,16
SAL80039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,0,32,6,0,3,0,15,0,24,0,0,6,15,118,4,143,0,0,3,0,3,0,12,0,0,15,9,24,3,55,0,0,9,3,12,0,30,3,0,3,6,26,0,38,0,0,8,0,0,0,10,0,0,0,0,0,0,6,0,0,4,0,6,0,9,7,3,37,18,19,0,90,0,0,4,3,7,0,14,52,22,84,88,90,11,343,0,6,15,0,16,0,36,8,4,13,13,18,0,62,0,0,0,0,3,0,5,0,0,0,0,25,0,27,3,0,0,0,8,3,14,91,40,216,168,403,28,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,3,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,8,11,10,3,38,0,0,0,7
SAL80040,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,10,0,0,4,0,0,0,10,5,3,11,7,24,0,44,0,0,0,0,0,0,3,3,0,5,0,12,0,11,3,0,4,4,0,0,13,4,0,3,0,3,0,17,0,0,4,8,0,0,15,0,0,0,0,0,0,8,0,0,3,0,0,0,5,22,10,44,10,7,0,94,3,0,0,0,0,0,12,64,22,89,25,14,0,209,40,0,26,0,3,0,76,4,0,20,6,9,0,36,6,0,4,0,0,0,17,0,0,5,0,4,0,9,4,0,9,0,0,0,13,168,36,239,58,80,7,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,5,3,0,18,5,0,7,4
SAL80041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,17,5,0,3,0,3,0,9,5,0,23,15,43,0,85,3,0,6,4,4,0,17,17,3,26,4,11,0,71,13,0,23,12,19,0,70,6,0,7,10,9,0,34,7,0,9,5,5,0,21,6,0,10,3,4,0,22,3,0,3,3,0,0,17,52,15,80,15,7,7,177,3,0,13,9,5,0,24,126,16,150,39,30,5,363,34,7,29,4,0,0,71,50,0,67,14,12,7,146,3,5,5,4,4,0,14,5,0,7,3,9,0,27,3,0,6,4,10,4,27,346,48,456,144,182,26,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,6,0,7,3,5,0,20,0,0,0,0,0,0,3,10,0,25,13,8,7,56,9,0,10,9
SAL80042,0,0,4,0,0,0,5,0,0,0,0,0,0,6,3,0,5,0,5,0,17,0,0,4,0,0,0,12,9,0,21,23,44,5,102,5,0,4,5,0,0,15,10,0,22,6,10,0,47,4,0,21,4,11,3,39,5,0,8,3,6,0,28,4,0,10,0,0,0,12,8,0,5,4,0,0,23,0,0,0,4,0,0,7,58,13,71,17,17,5,181,6,0,5,3,3,0,20,136,23,140,72,55,4,436,37,0,20,6,6,0,69,14,3,17,6,11,6,57,5,0,10,0,4,4,22,4,0,3,3,17,0,31,10,0,6,0,0,3,22,320,45,380,158,200,26,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,3,0,0,0,3,9,0,5,3,9,0,21,0,0,0,0,0,0,3,3,0,26,3,4,0,43,3,0,11,10
SAL80043,0,0,3,0,4,0,7,0,0,0,0,0,0,5,9,0,5,3,0,0,16,0,0,10,3,0,0,16,7,0,17,5,48,0,69,0,0,3,0,0,0,6,4,4,6,0,10,0,31,4,0,13,3,7,0,33,9,0,10,4,9,0,33,3,0,19,5,3,0,25,7,0,6,4,3,0,21,0,0,3,0,5,0,12,57,23,85,12,10,0,187,9,0,5,6,5,0,31,151,36,176,40,25,8,443,44,3,31,0,4,0,81,32,8,36,10,6,0,98,0,0,9,0,4,0,12,8,5,5,0,8,0,19,5,0,10,0,3,0,19,353,82,448,104,154,15,1160,4,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,11,0,0,7,0,0,0,6,0,0,3,7,0,0,9,0,0,0,0,0,0,0,4,0,16,4,10,0,27,7,0,6,0
SAL80044,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,8,3,0,0,0,0,0,3,0,0,12,8,22,0,48,0,0,6,4,0,0,11,0,0,4,0,0,0,0,0,0,6,3,3,4,14,0,0,5,0,0,0,9,3,0,8,0,0,0,16,12,5,13,3,0,0,27,0,0,8,5,5,0,14,39,14,71,10,0,0,145,0,0,6,0,3,0,10,80,14,73,9,5,0,187,16,0,8,0,0,4,32,32,4,34,9,0,0,82,5,0,0,4,0,0,9,0,0,3,0,3,0,13,6,0,3,0,4,0,16,218,38,269,54,49,9,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4,3,4,0,11,0,0,0,0,0,0,5,0,0,3,7,0,0,12,5,0,5,3
SAL80045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,5,0,0,0,6,7,0,15,3,31,0,63,8,0,4,5,0,0,12,8,0,15,7,8,0,28,0,0,4,3,6,0,21,3,0,5,0,0,0,22,5,0,7,0,3,0,18,8,0,5,0,0,0,20,6,0,7,3,4,0,13,47,10,70,13,9,0,147,3,0,0,0,4,0,16,85,18,85,26,20,4,235,3,0,6,5,0,0,27,17,7,28,6,4,0,69,0,5,0,3,6,0,9,0,0,0,0,8,0,10,4,0,0,0,0,3,7,211,41,262,83,109,10,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8,0,3,0,13,0,0,4,0,0,0,4,13,0,11,0,4,0,30,4,0,3,9
SAL80046,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,10,6,0,4,0,0,0,3,0,3,9,7,18,5,45,0,0,3,0,0,0,9,5,0,14,4,3,0,29,12,0,18,10,13,0,48,3,0,9,3,0,0,17,0,0,8,0,0,0,12,4,0,9,0,0,0,19,4,0,3,0,3,0,10,31,6,79,7,11,0,137,12,0,9,4,0,0,25,104,23,157,25,14,3,316,44,5,20,0,0,0,73,17,4,13,0,4,0,34,3,0,10,5,0,0,13,6,0,6,0,4,0,17,7,0,0,0,7,4,14,259,44,370,64,82,11,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,4,6,0,3,0,0,0,10,0,0,0,0,0,0,3,4,0,12,3,6,0,29,13,0,20,11
SAL80047,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,5,3,0,15,0,0,4,0,6,0,12,3,0,20,3,51,0,78,4,0,0,0,0,0,8,8,0,12,3,3,0,35,12,0,27,7,18,0,64,4,0,14,9,11,0,33,0,3,8,0,0,0,16,3,0,9,0,0,0,11,0,0,0,0,0,0,7,46,13,61,9,11,0,134,13,0,17,0,6,0,44,105,17,135,28,16,3,303,40,8,20,5,4,0,79,10,3,16,7,3,0,34,3,3,11,3,0,0,15,3,6,5,5,6,0,18,6,0,4,0,4,3,23,271,55,361,81,151,16,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,0,0,0,0,4,0,0,5,0,4,0,9,0,0,0,0,0,0,0,6,0,13,8,12,0,35,3,0,20,9
SAL80048,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,6,3,0,10,5,0,5,3,5,0,11,0,0,8,19,59,0,90,0,0,0,0,3,0,8,5,0,8,6,10,0,26,4,0,3,3,3,0,12,0,0,5,3,5,0,9,0,5,9,0,0,0,13,0,0,0,5,0,0,12,0,0,0,3,0,0,4,26,8,56,20,6,0,109,0,0,7,5,7,0,12,66,17,89,23,25,3,236,19,3,12,0,0,0,34,8,3,18,10,6,0,47,4,0,0,0,0,0,7,0,3,0,0,9,0,12,0,0,5,3,0,0,9,139,41,232,106,155,6,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,3,0,3,4,0,0,0,11,0,0,0,0,3,0,3,0,0,7,0,11,4,25,0,0,0,3
