SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL80037,9,73,14,30,16,0,0,0,0,140,10,53,0,27,8,0,0,0,0,89,62,51,4,16,116,14,4,5,12,274,41,51,5,57,35,6,0,3,8,200,8,11,0,0,12,0,0,0,0,46,8,3,11,7,9,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,4,3,0,0,3,3,0,0,5,25,164,283,36,137,219,40,3,21,29,934,14,25,0,5,7,0,0,0,0,50,37,60,19,6,4,9,0,0,0,135,34,46,110,6,18,7,27,20,11,280,6,4,97,0,6,3,4,10,8,134,4,11,5,3,3,5,0,0,0,31,16,88,11,34,16,0,4,3,0,162,15,76,0,32,14,0,0,5,0,140,97,96,10,17,144,21,9,9,11,414,62,81,7,82,55,15,4,5,8,310,20,14,6,0,12,4,0,9,0,66
SAL80038,12,54,0,14,10,0,0,0,0,88,5,27,0,5,9,0,0,0,0,46,47,125,3,27,44,21,0,10,8,278,64,162,5,27,52,12,0,4,10,336,11,31,4,10,5,5,0,0,0,70,3,3,5,11,3,5,0,0,0,29,0,0,0,0,0,4,0,0,0,3,0,6,0,5,0,0,0,0,0,11,3,7,0,4,4,3,0,0,3,24,176,519,25,104,157,57,3,17,26,1077,25,72,8,8,8,7,0,0,0,136,40,143,9,9,12,7,0,0,7,231,30,80,15,3,13,3,0,7,4,150,14,21,7,0,0,4,0,3,0,51,7,8,0,0,3,0,0,0,0,24,21,96,0,10,14,0,0,0,0,144,7,37,0,6,9,5,0,0,6,78,131,229,11,44,76,26,4,14,18,559,144,313,7,45,94,14,0,4,14,629,16,57,7,18,11,10,0,0,0,115
SAL80039,13,72,10,18,6,0,0,0,0,119,12,65,0,24,16,0,0,0,0,124,66,63,4,14,125,13,0,4,3,284,30,50,5,43,55,0,0,0,6,197,4,11,0,3,10,0,0,0,0,36,3,4,15,4,18,13,0,3,0,58,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,3,0,8,7,3,0,0,0,22,157,303,32,127,262,37,5,10,17,949,13,20,4,0,12,0,0,0,0,53,22,79,12,7,15,11,6,6,0,147,35,39,98,7,17,3,14,17,0,242,16,4,60,5,9,0,6,7,0,110,4,13,7,0,3,0,3,0,0,33,21,91,10,26,14,0,0,3,4,169,18,77,0,30,19,0,5,0,0,147,128,95,3,30,146,19,3,4,5,426,53,76,11,79,73,4,4,3,12,311,6,26,6,3,13,0,0,0,0,61
SAL80040,5,58,0,8,6,0,0,0,3,81,5,46,4,14,0,5,0,4,0,75,39,24,0,3,26,8,0,4,0,105,58,100,0,18,30,0,0,0,3,219,18,24,4,5,12,0,0,0,0,68,0,0,6,4,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,5,0,0,0,0,0,0,0,0,9,166,321,21,63,100,18,5,20,12,712,37,83,3,0,14,0,0,3,0,148,19,46,9,0,3,0,3,0,3,77,13,41,20,7,5,0,4,4,0,92,15,12,11,0,5,0,0,0,0,39,12,25,4,4,7,0,0,0,0,48,10,68,0,9,8,0,0,0,3,100,16,59,3,16,4,5,0,4,0,111,54,45,6,5,44,13,0,6,6,180,94,154,3,35,38,4,0,3,6,344,23,38,8,9,13,0,0,3,0,96
SAL80041,8,168,4,36,12,3,0,5,0,235,8,61,0,21,10,3,0,0,3,106,56,86,3,31,88,17,0,6,8,300,51,82,0,33,49,5,0,8,8,233,6,26,0,0,12,5,0,0,0,52,4,3,7,7,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,10,5,0,0,4,0,0,0,0,16,0,0,0,3,7,4,0,0,3,21,175,528,27,152,210,48,0,24,27,1200,23,61,12,5,7,4,0,6,0,112,53,171,26,15,17,13,8,13,3,317,33,80,36,12,10,6,12,10,5,197,25,18,25,3,9,5,3,0,0,86,9,6,6,0,3,0,0,0,0,25,19,231,4,45,13,5,0,0,4,319,11,77,0,25,11,3,0,0,3,133,136,166,26,52,117,35,7,22,10,577,80,148,10,57,66,10,0,9,12,390,11,38,0,4,17,5,3,0,0,82
SAL80042,10,77,0,14,12,4,0,0,0,116,14,64,0,16,6,0,0,0,6,103,92,76,0,31,96,16,0,3,0,319,53,72,5,38,36,6,0,0,4,211,18,19,4,6,14,0,0,0,0,59,10,0,14,10,10,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,0,0,20,4,4,0,3,6,0,0,0,0,15,240,404,41,134,214,33,5,12,19,1095,31,52,8,11,17,4,0,0,0,135,57,185,13,13,15,9,4,6,0,307,39,68,39,3,11,0,3,10,3,175,21,16,42,0,3,0,5,0,0,96,4,11,0,0,4,0,3,0,0,27,10,97,7,26,17,4,0,0,0,158,18,77,0,23,10,0,0,0,6,122,172,151,17,53,143,30,12,13,11,602,94,119,8,64,47,7,3,4,4,355,22,28,3,5,18,0,0,0,3,83
SAL80043,21,140,0,19,17,3,0,3,0,202,16,80,0,14,3,0,0,3,0,115,78,72,0,14,56,8,0,3,0,237,105,148,0,19,45,0,0,0,3,339,12,32,6,0,9,0,0,3,0,66,0,0,10,4,6,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,9,8,0,0,7,0,0,0,0,24,5,0,0,4,0,0,0,0,5,9,267,555,42,83,161,21,6,21,18,1171,28,71,6,5,6,5,0,0,3,130,37,90,15,5,16,5,5,6,3,180,35,57,31,5,16,0,3,4,0,161,25,11,28,3,8,0,5,3,0,76,12,11,15,3,0,0,0,0,0,42,26,193,4,16,21,7,0,3,0,268,22,103,0,12,7,0,0,4,0,147,149,155,12,29,72,21,5,18,10,473,204,249,4,46,79,4,0,9,21,613,19,57,10,5,15,3,3,3,0,120
SAL80044,12,80,0,8,10,5,0,0,0,114,10,30,0,3,7,0,0,0,0,49,46,44,0,7,28,6,0,4,0,135,54,95,0,13,22,3,0,0,3,191,9,18,0,0,10,4,0,0,0,34,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,15,3,3,0,3,3,0,0,0,0,9,150,320,10,44,100,18,0,6,6,651,15,42,0,4,9,0,0,0,0,71,15,42,3,5,3,0,0,0,0,72,22,43,10,0,7,0,0,0,4,90,17,15,9,0,5,0,0,0,0,48,3,4,7,0,3,0,0,0,0,19,12,145,0,9,12,5,0,0,0,187,9,32,0,3,6,0,0,0,0,62,96,107,5,12,45,9,4,6,4,283,95,171,3,25,36,3,0,0,7,353,11,28,3,0,10,3,0,0,0,55
SAL80045,4,110,0,7,5,5,0,0,0,133,9,25,0,5,8,0,0,0,0,42,51,59,3,16,46,12,0,0,4,198,24,54,0,20,21,8,0,0,5,126,6,18,0,5,4,0,0,0,0,29,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,118,341,11,67,101,25,3,3,10,683,11,33,5,3,10,0,0,0,0,68,37,124,13,5,15,3,4,0,3,204,26,60,24,4,6,0,3,5,3,133,11,9,20,0,3,0,0,0,0,39,3,3,0,0,0,0,0,0,0,16,11,166,4,13,8,5,0,0,0,202,9,32,0,3,3,0,0,0,0,52,110,120,17,20,74,22,0,0,5,377,43,81,8,27,25,10,0,0,5,203,10,27,0,3,3,0,0,0,0,52
SAL80046,3,55,0,11,4,0,0,4,0,82,11,27,0,7,5,0,0,3,0,54,41,47,8,18,41,5,0,9,0,168,79,177,0,24,45,7,0,3,0,338,19,31,5,0,8,5,0,0,0,73,3,0,7,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,3,11,191,423,32,87,122,20,6,18,13,907,20,69,10,7,14,0,0,0,3,129,13,87,7,8,11,0,0,8,0,123,18,39,17,8,4,12,5,0,3,99,5,13,18,3,0,0,0,6,0,51,8,17,6,0,8,0,0,0,0,39,3,72,0,20,7,0,0,4,0,111,14,32,0,7,0,3,0,10,0,69,83,89,10,27,59,15,9,12,4,315,137,302,8,40,73,7,0,12,6,584,30,53,6,0,8,6,0,7,4,114
SAL80047,5,54,3,13,0,4,0,3,0,83,6,45,0,22,6,0,0,6,0,94,58,48,3,8,36,11,0,9,0,173,87,131,5,38,51,12,4,5,3,330,7,33,0,4,13,7,0,0,0,68,5,0,4,3,4,4,0,5,0,36,0,0,0,0,0,0,0,0,0,0,8,15,0,0,5,0,0,3,0,29,0,5,0,3,3,0,0,0,3,11,216,391,32,104,146,31,7,36,14,973,36,68,6,7,14,0,0,9,0,132,16,51,13,4,4,3,5,4,3,103,19,33,27,9,9,0,4,5,0,108,12,10,34,0,0,0,0,3,0,70,21,19,0,0,8,0,3,4,0,59,7,77,3,18,7,4,0,5,0,126,13,62,0,24,8,0,0,13,0,128,106,89,14,21,61,13,6,21,6,333,153,233,21,59,76,7,7,16,4,571,15,59,11,5,23,7,3,6,0,127
SAL80048,7,57,0,14,6,0,0,0,0,88,11,43,0,5,7,0,0,0,0,63,49,39,5,7,62,3,0,5,4,178,47,73,3,21,39,5,0,0,4,192,7,14,0,0,4,4,0,0,0,39,3,0,6,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,141,283,19,61,148,18,0,15,8,697,26,52,3,4,10,4,0,0,0,100,17,37,3,0,9,3,0,5,5,85,27,42,32,7,11,0,5,6,0,126,20,4,28,3,8,0,0,4,0,72,13,8,13,0,4,0,0,3,0,46,11,77,5,20,8,0,0,0,0,122,26,53,0,12,7,0,0,0,0,97,101,75,7,15,74,9,6,9,10,304,77,117,6,36,43,7,0,0,4,303,15,30,5,0,4,4,0,5,0,61
SAL80049,10,103,8,44,25,3,0,0,0,199,14,120,3,33,19,4,0,5,0,191,107,64,7,28,157,19,3,6,10,406,53,84,9,82,51,10,0,3,3,293,13,14,0,4,11,3,0,3,4,51,7,3,19,18,22,11,3,0,0,78,0,0,0,0,0,0,0,0,0,0,3,11,5,8,7,0,0,0,0,26,9,0,3,3,3,0,0,0,4,26,226,451,67,227,322,54,5,26,21,1404,28,55,15,7,17,0,0,0,0,121,46,115,21,11,27,3,0,4,0,229,22,44,115,13,23,3,16,9,4,248,20,4,81,4,12,3,7,7,0,145,9,3,16,4,4,0,0,5,0,44,13,125,12,50,25,9,0,0,4,237,27,163,4,43,23,4,0,4,0,260,195,122,20,47,205,36,14,10,11,658,81,121,14,127,78,14,8,9,6,463,16,26,12,8,13,7,0,3,4,92
SAL80050,11,86,3,15,12,4,0,0,5,131,10,85,4,13,12,5,0,3,0,126,77,64,0,17,79,20,5,3,5,269,52,91,6,45,56,7,0,4,7,266,15,26,3,5,11,6,0,0,0,56,10,10,14,4,13,5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,9,3,0,5,3,0,0,0,0,25,4,3,0,4,4,0,0,0,4,16,211,417,40,110,214,40,4,18,19,1084,24,58,0,0,9,0,3,0,4,114,27,82,16,8,3,5,0,3,3,152,33,47,86,7,19,8,16,21,3,241,26,3,86,5,12,0,0,10,0,144,15,14,16,3,8,0,0,4,0,67,16,102,3,21,19,3,0,0,5,163,11,112,8,16,22,5,0,4,0,174,124,110,20,18,109,26,7,3,9,430,84,144,14,72,76,7,5,12,9,423,26,63,9,0,10,4,0,0,0,112
SAL80051,5,68,0,12,10,3,0,0,0,104,10,44,0,13,8,0,0,0,0,79,44,31,0,8,60,8,0,0,0,157,36,58,0,17,29,0,0,0,0,140,9,10,0,3,7,0,0,0,0,30,0,0,6,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,126,246,14,61,123,15,0,3,0,602,13,23,3,5,5,0,5,0,0,62,23,52,9,0,4,3,0,0,0,100,38,30,33,4,6,6,6,3,3,122,25,6,19,0,3,0,0,7,0,62,3,5,0,0,3,0,0,0,0,19,10,91,0,15,10,3,0,0,0,131,13,58,0,17,6,0,0,0,0,98,102,76,6,12,80,11,5,0,4,289,74,117,0,22,35,3,0,0,0,255,17,17,3,4,18,5,0,0,0,61
SAL80052,15,85,0,14,11,0,0,0,5,128,10,47,0,8,4,0,0,0,0,76,51,57,4,9,35,7,0,0,6,166,47,60,0,16,22,5,0,3,8,163,3,11,0,4,14,0,0,0,0,30,0,0,6,7,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,161,312,21,61,105,15,0,10,19,695,28,31,0,5,7,0,0,0,0,81,33,54,12,0,8,0,0,6,4,115,20,31,29,5,4,0,4,3,3,96,24,7,20,4,0,0,0,0,0,55,12,6,5,0,0,0,3,0,0,21,12,112,3,15,9,0,0,0,10,165,21,62,3,8,4,0,0,0,0,101,102,102,11,14,52,14,3,9,3,311,82,103,4,29,32,5,0,3,6,264,9,22,5,6,16,0,4,4,0,69
SAL80053,9,75,0,21,9,0,0,0,0,110,5,49,0,5,3,0,0,0,0,64,32,29,3,8,40,4,0,0,0,117,48,59,0,26,25,0,0,0,3,155,12,15,3,0,10,0,0,0,0,42,0,0,7,8,9,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,4,4,0,0,0,0,6,134,250,18,72,115,7,5,3,8,607,21,37,0,4,7,0,0,0,0,71,14,37,12,7,6,0,0,0,0,69,18,34,32,7,5,3,8,3,0,112,10,4,31,0,6,0,0,0,3,65,3,7,6,0,3,0,0,0,0,19,14,90,0,24,9,0,0,0,0,139,12,71,0,11,3,3,0,0,0,101,73,58,11,22,52,6,3,8,3,234,71,99,0,37,36,0,0,4,3,263,13,26,4,4,10,0,0,0,0,71
SAL80054,9,71,4,32,16,0,0,0,0,129,0,60,0,10,8,0,0,4,0,83,58,41,10,18,82,9,0,8,4,235,35,77,0,42,36,12,0,0,0,202,8,18,5,4,14,0,0,0,0,44,4,5,12,11,14,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,4,5,0,0,0,4,17,131,326,34,122,186,36,4,31,14,883,25,58,6,3,15,3,0,5,0,123,24,100,14,12,11,8,3,11,5,183,22,30,61,7,9,6,12,11,4,159,10,12,33,0,3,0,3,3,0,64,3,3,0,0,9,0,3,7,0,28,15,91,10,37,15,0,0,0,4,167,6,86,0,11,12,0,7,4,0,123,95,86,24,27,103,18,3,17,7,382,62,119,8,51,54,10,3,4,10,322,10,22,8,6,20,3,0,0,0,63
SAL80055,9,41,0,18,8,0,0,0,0,78,9,70,0,12,10,4,0,3,6,110,41,45,8,0,56,5,0,3,3,151,37,72,5,18,40,4,0,0,0,171,3,12,0,3,7,7,0,0,0,34,3,4,8,4,9,5,0,3,0,40,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,10,0,3,0,5,5,0,0,0,0,13,125,271,27,80,140,28,0,9,12,695,14,37,5,0,9,0,0,4,0,69,22,50,11,8,7,11,10,7,0,119,11,26,59,10,7,4,8,8,0,132,18,9,63,0,0,3,5,6,0,112,0,7,12,0,9,6,0,0,0,29,9,46,9,23,8,0,0,0,0,99,10,89,4,17,13,4,0,3,0,140,72,69,11,10,64,15,5,7,9,254,59,109,3,39,41,6,0,3,4,267,4,25,8,8,9,6,0,3,0,65
SAL80056,17,81,0,9,14,3,0,0,0,130,17,69,0,11,4,0,0,0,0,98,98,88,0,16,91,10,0,4,8,310,49,66,5,24,32,3,0,0,3,184,12,9,4,3,12,0,0,0,0,42,8,0,8,10,6,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,6,13,219,408,32,88,188,29,0,8,22,990,24,36,9,8,8,4,3,4,4,91,49,142,6,7,10,3,7,4,5,232,39,68,31,0,12,4,3,0,0,166,18,8,32,0,3,0,0,0,4,70,3,10,7,4,4,0,0,0,0,27,17,101,4,18,14,5,0,0,0,160,17,90,0,17,5,4,0,0,0,134,180,160,6,29,121,24,0,13,10,554,96,124,7,49,47,7,4,3,11,348,19,27,4,7,12,0,0,0,0,73
SAL80057,6,43,0,4,8,0,0,0,0,58,6,23,0,5,0,0,0,0,0,39,38,37,3,0,21,9,0,0,0,112,44,70,0,0,24,0,0,0,0,153,5,10,0,0,5,0,0,0,0,24,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,114,211,5,18,75,14,0,0,6,444,3,18,0,4,9,0,0,0,0,31,21,26,0,0,3,5,0,0,0,49,15,22,5,0,0,0,0,0,0,47,18,6,3,0,0,0,0,0,0,31,0,3,0,0,0,3,0,0,0,12,6,84,0,3,8,0,0,0,0,106,11,30,0,8,0,0,0,0,0,50,83,80,8,0,35,21,0,6,0,231,94,134,0,13,33,0,0,0,12,281,8,17,0,0,3,0,0,0,0,33
SAL80058,17,113,7,45,11,9,0,5,0,203,13,68,0,27,0,6,0,4,0,125,116,144,12,75,172,37,0,17,4,589,50,125,3,61,54,11,0,10,3,318,13,33,10,11,5,4,0,0,0,68,13,5,18,17,20,13,0,3,0,88,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,21,0,6,0,5,5,3,0,3,9,40,254,628,76,283,310,115,9,63,32,1771,33,78,9,14,27,11,3,10,6,183,77,263,43,34,38,48,12,28,7,549,51,106,61,14,25,15,14,18,5,307,20,28,42,3,5,0,0,5,0,103,4,10,7,4,7,0,3,0,0,37,18,157,9,57,11,8,4,6,0,271,18,79,3,33,0,9,0,3,0,151,228,264,54,110,242,78,28,45,13,1067,99,214,17,109,76,20,5,14,6,556,19,55,11,6,8,11,0,9,0,123
SAL80059,5,22,4,6,6,0,0,0,0,46,6,39,0,12,5,0,0,0,0,61,31,24,0,0,30,7,0,0,0,95,22,26,0,17,11,0,0,0,0,80,0,8,0,0,5,0,0,0,0,18,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,76,132,22,37,73,9,0,0,8,358,9,18,11,0,6,0,0,0,3,43,6,29,0,0,5,0,5,0,0,50,13,13,33,3,6,0,6,8,0,82,4,3,26,0,0,3,7,4,0,50,7,5,9,0,4,0,0,0,0,27,12,30,6,11,6,0,0,0,6,67,7,46,0,10,5,0,0,0,0,72,48,45,5,0,41,4,0,0,0,150,32,47,4,27,24,0,0,0,0,137,8,9,0,0,5,0,0,0,0,31
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,12,126,0,19,16,0,0,3,0,173,5,33,0,4,4,0,0,4,0,50,31,49,0,11,51,5,0,0,3,153,52,67,0,24,21,0,0,0,0,165,6,16,0,7,4,0,0,0,0,34,3,0,4,6,3,0,0,4,0,19,0,0,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,0,0,18,0,4,0,0,0,0,0,0,7,11,144,364,10,76,111,13,0,14,13,744,17,54,4,3,15,0,0,0,4,91,18,95,5,5,6,5,11,0,3,156,24,53,22,5,4,5,4,8,0,130,14,3,8,4,6,0,0,0,0,32,3,5,0,3,3,0,0,0,0,21,21,199,4,17,16,3,0,0,6,266,7,38,0,4,4,0,0,5,0,62,85,91,11,21,57,17,0,7,7,291,85,121,4,37,29,0,0,0,6,282,12,33,3,7,8,0,0,0,0,65
SAL80062,7,43,3,11,7,3,0,0,0,72,5,28,0,12,4,0,0,0,0,56,33,27,5,10,54,3,0,0,4,140,19,33,0,16,23,0,0,0,0,101,4,8,0,3,3,0,0,0,0,22,7,5,5,5,8,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83,168,20,64,114,18,4,12,13,488,9,4,0,0,7,0,0,0,0,30,12,34,7,0,3,0,0,0,0,58,20,26,66,4,12,0,10,11,0,150,11,3,57,0,7,6,0,0,0,86,0,3,10,0,0,4,0,0,0,26,9,47,3,11,9,3,0,0,0,83,8,47,0,18,4,0,0,4,0,77,58,49,7,10,58,7,0,4,5,214,30,40,0,24,36,0,0,0,6,145,6,16,0,3,0,0,0,0,0,35
