SAL_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
SAL80039,69,18,8,3,3,10,12,3,0,132,34,9,0,0,0,4,0,0,0,48,26,15,4,4,5,12,10,0,0,73,7,4,15,3,11,9,21,20,6,96,6,16,12,0,3,6,16,14,5,70,8,13,10,5,10,10,10,7,0,75,10,40,20,8,11,8,11,6,6,114,6,24,18,13,8,20,22,0,0,113,4,30,44,22,26,44,21,5,0,195,0,15,53,38,42,20,8,0,0,179,0,17,46,38,48,40,13,3,0,198,0,3,21,52,39,35,7,0,0,158,0,0,41,82,114,73,11,0,0,320,0,0,6,9,19,16,0,0,0,54,0,0,3,23,35,29,5,0,0,104,7,8,13,10,11,12,11,7,0,83,183,200,321,313,391,349,182,67,17,2014,57,3,16,15,23,24,10,4,0,152,56,3,3,6,9,3,10,4,0,97,31,15,4,11,8,9,14,0,0,93
SAL80040,29,4,3,4,0,8,0,3,0,51,20,7,0,0,0,0,0,0,0,30,3,5,0,4,8,4,5,8,0,35,4,9,4,8,9,10,5,7,0,51,0,6,10,3,5,3,6,5,4,51,6,8,3,6,0,9,10,6,5,42,0,11,11,5,4,0,7,5,0,42,0,9,9,9,0,15,7,11,0,56,3,4,24,16,19,16,14,16,6,108,0,4,10,9,10,20,17,4,0,76,0,0,19,17,18,12,14,8,7,92,0,0,11,22,12,15,11,10,0,79,0,0,30,85,75,25,15,6,0,233,0,0,6,13,26,5,0,0,0,48,0,0,6,13,35,14,0,3,0,76,0,9,4,7,3,8,0,4,0,46,61,69,157,216,226,148,118,105,29,1128,33,3,3,8,0,9,7,3,0,75,24,3,4,0,5,0,4,4,0,48,4,4,4,6,0,3,3,14,4,44
SAL80041,52,3,8,5,3,3,6,5,0,83,22,6,7,0,0,0,0,0,0,36,13,10,5,4,3,4,5,0,0,41,4,11,13,8,0,0,3,5,0,46,8,7,13,5,8,7,4,3,0,51,3,15,20,7,0,6,4,0,0,59,5,20,28,9,7,5,3,0,0,73,5,29,46,28,14,0,8,0,0,124,0,22,76,46,22,6,6,0,0,181,0,7,71,41,20,8,3,0,3,159,0,6,90,58,17,8,3,0,0,185,0,3,53,60,22,11,0,0,0,154,0,7,102,136,62,23,7,0,0,334,0,0,13,36,19,10,0,0,0,81,0,0,19,57,43,8,0,0,0,122,7,5,25,12,12,0,5,0,0,69,116,147,581,517,252,101,58,18,9,1794,53,4,35,34,12,22,7,6,0,176,22,7,5,8,0,0,3,0,0,48,10,0,13,5,4,12,4,6,0,53
SAL80042,62,14,18,11,5,6,15,3,0,128,21,0,0,0,0,0,3,0,0,32,0,3,8,0,0,0,3,0,0,24,9,12,7,4,0,5,8,3,0,42,4,6,8,4,3,0,3,7,0,38,6,13,13,11,3,0,0,3,4,54,4,19,26,4,0,9,4,0,4,67,0,20,21,15,8,13,9,6,0,91,0,9,57,35,14,11,8,9,0,141,0,19,48,37,22,4,7,4,0,143,0,10,60,50,20,6,6,3,0,155,0,5,43,57,34,12,4,0,0,156,0,0,61,156,113,39,4,0,3,379,0,0,4,35,22,9,6,0,0,78,0,0,20,90,52,11,0,0,0,172,0,4,13,8,5,3,3,3,0,47,108,116,407,515,295,142,92,49,18,1746,41,3,40,32,17,20,19,9,0,181,30,5,4,9,4,4,4,6,6,66,12,7,5,7,6,4,9,3,0,67
SAL80043,65,16,8,3,13,6,7,0,0,118,39,9,3,4,0,0,3,0,0,60,14,12,11,3,4,0,3,0,7,59,6,18,10,0,8,7,3,9,7,74,0,11,9,11,3,8,10,18,10,80,5,13,18,9,4,15,12,14,4,102,3,15,20,3,3,13,10,14,10,90,0,12,30,10,17,14,15,11,12,128,0,17,29,15,20,25,28,10,8,151,0,17,27,23,7,23,23,16,0,146,0,4,36,18,16,27,29,21,8,153,0,0,25,33,20,19,16,3,0,135,0,0,48,90,98,81,25,15,5,350,0,0,8,21,42,30,10,0,0,111,0,0,18,108,98,74,4,0,0,306,0,3,8,16,12,9,9,3,6,72,141,148,307,369,378,353,224,143,78,2139,65,12,9,11,18,10,7,10,5,147,42,3,7,4,3,14,0,7,5,93,23,17,4,3,0,13,12,14,6,84
SAL80044,32,3,0,5,0,3,0,4,0,57,22,3,0,0,0,0,0,0,0,24,9,9,0,4,0,0,0,4,0,27,3,0,0,0,0,10,0,8,3,25,3,3,5,0,0,3,12,0,0,26,6,3,0,0,3,6,6,0,3,26,0,11,0,4,5,0,5,8,7,43,0,9,5,3,0,6,9,6,5,55,3,11,14,3,0,11,14,9,8,66,0,7,17,5,4,10,18,8,3,74,0,3,18,12,9,7,18,13,5,88,0,6,10,5,17,13,13,8,4,74,0,0,29,43,39,34,19,10,4,182,0,0,8,25,25,17,6,5,0,87,0,0,12,50,82,64,29,6,7,255,3,7,5,3,9,12,3,5,5,58,81,86,124,166,211,198,159,108,56,1184,58,4,4,14,9,8,16,3,0,117,38,4,3,7,4,5,4,0,4,66,11,5,0,4,3,3,7,0,5,37
SAL80045,26,4,13,3,4,5,8,3,0,60,14,5,3,0,0,0,3,0,0,16,4,0,0,4,0,6,0,0,0,19,5,0,3,8,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,11,3,3,6,3,0,0,0,0,0,15,0,4,8,4,3,3,0,0,0,26,0,6,12,4,0,3,0,0,0,33,0,21,39,10,5,3,0,0,0,77,0,6,24,14,7,4,6,0,0,61,0,6,46,35,6,9,0,0,0,108,0,4,36,27,8,6,3,0,0,81,0,3,69,107,46,15,0,0,0,244,0,0,14,28,14,10,0,0,0,69,0,0,18,65,29,6,4,0,0,127,0,0,11,9,0,0,0,0,0,26,51,71,306,335,132,62,23,3,0,981,30,3,19,27,10,11,12,4,0,116,0,3,11,0,6,0,0,0,0,22,7,0,5,4,0,0,0,0,0,22
SAL80046,26,18,5,4,6,3,3,0,0,74,5,5,5,0,3,3,5,3,0,35,6,9,10,5,0,8,7,0,3,43,7,16,10,3,0,0,0,4,7,52,3,19,8,8,3,0,4,7,0,50,3,20,18,8,9,0,0,0,7,70,0,20,19,3,3,0,8,3,0,64,0,17,22,27,5,4,11,4,8,93,0,25,48,20,7,9,8,4,0,122,3,26,56,7,7,10,4,10,0,122,0,18,74,28,7,12,3,0,0,145,0,14,42,24,9,9,4,0,0,96,0,4,89,59,54,21,0,0,0,231,0,0,14,10,15,18,0,0,0,54,0,0,16,30,20,21,4,0,0,89,0,5,23,4,0,10,3,6,0,51,56,218,453,246,153,133,65,38,19,1381,19,17,14,13,8,10,3,0,0,78,12,5,0,4,4,4,6,5,0,36,5,20,4,8,9,4,0,8,0,60
SAL80047,39,15,13,11,10,12,6,0,4,102,30,3,0,0,0,6,0,0,4,45,10,12,0,5,5,3,3,8,0,57,0,14,4,8,7,13,15,5,3,72,3,11,15,7,9,11,14,5,12,88,5,20,18,14,8,9,15,7,3,94,0,19,17,11,6,9,6,4,0,76,5,17,27,21,18,13,13,5,0,121,0,18,59,31,11,17,10,0,0,165,0,14,39,26,16,9,11,12,0,122,0,3,47,29,17,10,12,8,0,128,0,0,30,34,15,9,5,3,0,100,0,0,62,104,76,37,4,0,0,283,0,0,11,24,17,8,0,0,0,68,0,0,11,43,21,16,0,0,0,97,3,8,19,25,5,8,5,4,0,79,101,159,370,388,254,199,127,67,31,1692,39,0,16,20,4,11,8,4,0,109,27,12,4,5,10,3,0,8,3,69,13,11,4,4,3,12,9,7,0,75
SAL80048,46,9,0,3,11,5,3,5,0,82,31,7,4,0,4,0,0,3,0,54,17,4,4,0,8,3,6,5,0,41,6,3,3,5,3,8,5,7,0,48,5,6,7,4,4,4,8,10,4,50,8,10,5,4,3,6,11,6,0,53,3,12,10,3,7,8,9,4,0,55,7,16,21,4,6,11,9,17,0,77,0,9,19,14,16,21,12,20,4,104,0,3,24,5,13,26,16,15,3,101,0,6,13,23,12,15,12,13,0,103,0,3,7,27,26,14,10,7,0,97,0,4,35,78,68,37,7,9,0,246,0,0,9,11,20,9,6,0,0,59,0,0,10,31,50,26,5,0,0,120,0,13,3,4,4,11,3,3,3,49,117,106,182,222,249,206,126,108,27,1337,36,3,9,11,15,9,10,4,0,94,33,3,0,8,6,4,13,0,0,68,14,8,3,7,3,11,16,9,0,66
SAL80049,140,13,16,8,12,12,12,6,0,219,56,8,0,3,3,5,5,0,0,77,27,13,11,6,8,4,7,3,0,80,11,12,10,9,5,17,27,15,0,103,11,15,11,8,5,10,9,12,0,82,13,26,17,3,14,10,8,8,6,111,8,22,15,15,15,9,12,5,3,101,13,26,38,37,20,22,20,5,3,171,4,35,64,51,51,46,33,7,0,295,0,19,60,62,49,34,18,3,0,246,6,12,63,81,59,39,17,3,0,280,0,0,39,78,68,43,11,0,0,238,0,3,57,153,158,59,4,0,0,430,0,0,8,29,26,17,0,0,0,85,0,6,5,46,29,23,0,0,0,110,16,15,11,15,24,14,10,0,0,100,302,215,419,596,534,366,196,80,22,2730,98,17,22,31,23,31,28,3,0,252,46,12,5,16,5,8,13,4,0,107,43,14,10,7,10,8,16,13,0,118
SAL80050,78,17,10,7,6,14,12,6,0,145,38,5,0,4,3,7,7,0,0,63,19,13,9,4,3,6,8,7,0,60,12,9,11,8,7,6,19,12,5,89,4,15,11,8,8,15,18,10,0,93,5,19,9,11,10,16,17,14,0,105,9,22,21,16,8,15,19,10,0,123,5,16,31,17,17,12,30,7,3,139,0,21,66,36,29,27,36,15,0,230,0,17,62,25,30,32,43,6,0,215,0,3,58,49,37,32,24,3,0,202,0,3,27,39,43,21,11,0,0,156,0,5,69,106,99,60,20,3,0,369,0,0,14,23,34,12,3,0,0,77,0,0,0,49,38,12,3,0,0,97,7,10,14,16,9,10,0,0,0,64,174,180,405,404,382,291,284,94,17,2232,41,3,13,15,11,14,22,6,0,133,43,3,3,0,4,9,9,4,0,81,32,7,9,10,15,14,19,7,3,124
SAL80051,44,11,8,0,3,0,10,0,0,73,29,8,0,0,0,0,9,4,0,53,16,3,5,0,3,3,5,4,0,32,5,0,5,4,0,0,8,5,0,27,0,6,6,0,0,0,10,0,0,34,4,7,4,5,0,5,14,4,0,38,0,9,12,0,0,7,14,5,0,49,7,14,4,0,4,7,14,15,0,71,0,16,13,14,7,10,16,4,0,92,0,11,13,4,15,15,20,12,0,86,0,5,18,13,12,20,26,4,0,101,0,0,14,16,16,18,15,3,0,86,0,0,23,81,64,59,24,5,0,254,0,0,7,11,17,24,0,0,0,62,0,0,10,40,48,38,17,0,0,144,0,0,0,0,0,3,6,0,3,20,105,83,132,205,201,213,207,70,16,1227,32,3,0,4,11,13,18,3,0,87,24,4,0,0,4,8,13,7,0,57,11,3,0,4,0,10,10,3,4,49
SAL80052,56,7,3,3,4,4,5,5,4,91,34,0,0,0,4,0,5,4,0,45,11,13,3,0,0,0,3,0,9,42,6,10,9,0,5,0,6,10,3,49,0,7,6,4,9,8,11,8,13,65,6,10,10,0,5,5,11,10,6,58,0,12,13,6,6,3,7,12,3,62,0,10,9,7,7,11,15,20,3,80,0,15,26,14,10,19,16,24,4,123,0,5,21,13,9,10,10,17,5,96,0,6,17,12,16,18,20,15,3,109,0,0,19,21,14,16,10,3,0,75,0,4,27,69,69,50,24,6,0,254,0,0,3,17,20,18,3,0,0,63,0,0,11,44,62,35,12,0,0,168,9,4,14,8,10,6,10,14,19,88,136,96,193,209,244,210,160,147,83,1479,44,0,5,20,7,16,16,10,8,123,22,6,5,5,4,3,3,10,0,57,19,11,0,4,7,8,9,10,3,61
SAL80053,32,3,4,8,7,4,4,3,0,65,22,0,0,0,4,3,0,0,0,37,10,6,0,0,3,0,6,4,0,41,3,4,3,3,0,7,3,15,4,42,4,6,0,4,3,5,7,13,5,44,0,5,3,7,5,4,9,9,0,50,8,9,6,3,0,6,8,6,0,48,3,10,10,21,12,8,21,15,4,98,0,10,30,17,15,7,11,11,3,102,0,10,26,10,13,13,14,17,0,99,0,8,20,17,20,15,3,5,0,95,0,6,24,20,21,6,9,0,0,83,0,0,34,74,69,25,10,3,0,213,0,0,8,15,23,7,6,0,0,55,0,0,5,29,30,18,4,0,0,86,4,6,13,10,10,0,3,3,8,59,93,70,184,234,235,138,121,107,32,1215,27,6,8,15,13,9,10,3,0,97,24,0,0,5,0,4,9,5,0,57,12,7,0,3,4,0,8,7,0,45
SAL80054,58,9,10,8,8,6,16,3,0,128,19,0,4,5,6,6,9,4,0,51,14,17,10,0,4,11,8,4,0,75,5,12,3,7,5,16,20,21,6,92,0,12,11,5,8,13,21,10,7,96,5,18,13,10,5,13,18,8,5,93,3,20,31,18,3,15,18,19,6,125,3,21,27,18,9,16,18,13,0,133,0,18,60,31,14,25,22,16,0,189,0,16,40,28,22,29,22,4,0,162,0,9,35,28,23,27,24,5,0,157,0,4,39,36,25,35,13,0,0,152,0,5,40,69,65,52,13,0,0,257,0,0,7,20,15,15,0,0,0,61,0,0,7,20,26,23,4,0,0,87,3,5,22,11,10,5,3,6,0,76,110,162,359,330,272,312,235,120,27,1919,44,0,19,16,17,32,26,6,0,157,41,3,4,5,7,14,6,6,0,84,20,13,14,7,7,21,22,11,0,118
SAL80055,54,15,3,6,6,10,4,4,0,106,24,0,0,0,0,0,0,0,0,30,14,4,4,3,0,5,9,3,0,39,4,6,11,4,7,9,11,7,0,56,3,10,11,5,9,10,11,14,0,66,8,4,9,0,3,3,5,11,0,50,5,16,21,3,10,9,9,3,0,72,3,13,24,9,15,10,12,10,3,101,6,12,35,23,11,19,21,10,0,136,0,11,37,20,8,20,21,6,0,130,0,3,27,25,24,20,22,4,0,123,0,0,26,34,37,10,15,0,0,131,0,0,45,79,71,41,14,9,0,254,0,0,4,19,15,7,4,0,0,49,0,0,6,26,26,15,4,0,0,73,0,3,14,8,6,12,3,0,0,49,115,101,269,261,245,199,168,89,15,1465,40,3,5,12,13,20,17,4,0,117,32,5,3,3,3,5,16,0,0,69,18,11,7,8,0,4,14,11,0,71
SAL80056,69,17,4,0,12,0,6,3,0,114,42,0,0,0,0,0,4,0,0,49,16,6,3,3,0,0,3,0,0,37,5,4,4,0,3,3,4,6,0,30,3,3,0,0,0,0,3,4,4,25,8,3,11,5,6,4,3,5,0,46,3,21,13,6,0,3,6,0,0,46,3,13,16,10,5,13,3,0,0,70,0,22,24,18,20,5,11,0,0,101,0,11,26,21,19,16,9,0,0,94,0,4,28,37,29,20,8,3,0,127,0,3,16,30,32,15,6,3,0,112,0,0,40,137,147,46,8,0,0,374,0,0,9,41,40,11,0,0,0,98,0,0,6,87,84,20,3,0,0,199,6,9,13,10,16,9,5,0,0,62,158,115,219,401,407,160,86,26,9,1582,64,5,21,28,7,14,19,3,0,162,45,5,0,4,3,5,4,0,0,68,18,8,3,3,4,5,8,0,0,57
SAL80057,16,5,0,3,0,0,0,0,0,38,14,4,0,0,0,0,0,3,0,22,5,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,7,4,0,10,0,3,0,0,0,3,4,6,0,18,0,4,0,0,0,0,0,0,3,12,0,5,3,0,0,0,4,0,0,12,0,4,4,5,0,0,7,4,0,21,0,0,8,0,3,3,5,4,0,34,0,3,15,3,5,10,10,7,0,57,3,6,27,3,8,3,12,5,0,67,0,5,20,4,8,7,9,3,4,59,0,3,33,28,19,19,14,9,0,137,0,0,6,5,14,12,3,0,0,43,0,0,8,23,65,54,39,6,4,206,3,0,9,0,3,6,4,4,0,30,44,55,135,78,133,128,114,70,16,765,23,6,6,4,7,8,9,4,0,73,20,0,0,0,0,3,0,0,0,35,0,0,0,0,0,0,4,4,0,13
SAL80058,100,38,38,22,12,8,22,3,0,233,33,0,9,4,0,0,3,0,0,47,12,22,12,3,4,3,8,5,0,77,8,19,12,0,5,3,13,8,0,72,9,16,26,15,4,11,7,9,3,103,10,22,45,24,15,8,4,0,0,126,0,30,65,19,10,12,5,0,0,145,3,45,118,47,30,10,4,0,0,256,6,34,168,66,32,19,7,3,0,335,0,31,130,59,31,5,5,3,0,261,0,11,97,76,45,19,5,0,0,246,0,11,59,60,41,28,3,0,0,203,0,3,92,210,125,51,0,0,0,483,0,0,14,51,29,7,0,0,0,104,0,0,14,70,65,5,3,0,0,156,4,23,58,31,11,3,4,3,0,147,171,320,954,766,458,200,103,28,3,3003,69,18,88,56,31,42,23,7,3,328,54,3,16,5,9,3,9,0,0,97,27,20,16,20,8,8,15,9,0,120
SAL80059,31,3,0,8,4,6,13,0,0,61,18,3,0,0,0,0,0,0,0,23,9,3,4,0,0,5,9,0,0,34,5,3,0,0,4,0,8,10,0,33,3,3,6,4,0,0,10,0,0,40,3,4,5,0,0,3,3,7,0,28,3,5,0,0,3,4,14,3,3,48,0,6,6,3,4,10,20,11,0,56,0,11,20,7,7,9,18,7,0,88,0,8,10,12,10,15,12,5,3,74,0,0,14,12,16,12,18,0,0,71,0,0,14,21,17,9,8,0,0,73,0,0,8,50,44,28,9,4,0,151,0,0,0,9,7,0,0,0,0,14,0,0,4,20,16,16,4,0,0,65,0,0,4,11,3,0,0,0,0,35,74,63,105,153,144,124,153,54,13,878,29,5,4,12,9,13,13,6,0,80,19,0,0,4,0,0,6,0,0,26,11,9,4,4,3,0,13,0,0,49
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,8,11,11,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SAL80061,37,10,4,0,7,6,7,10,5,79,29,3,0,0,0,0,4,0,0,37,7,6,4,0,3,4,5,7,0,37,0,10,3,3,9,7,7,12,9,44,0,0,3,4,6,6,11,15,6,49,9,3,6,3,7,8,9,11,6,55,3,5,12,9,0,3,4,11,0,55,3,13,11,7,4,4,5,15,11,70,0,10,20,14,6,16,17,16,6,99,0,6,16,14,13,6,18,15,0,85,0,8,22,7,16,8,12,14,0,86,0,0,16,19,11,10,13,5,8,76,0,4,26,76,73,36,17,12,0,252,0,0,4,28,20,7,0,0,0,72,0,0,6,72,55,43,17,4,0,200,0,4,10,11,10,10,11,10,0,74,89,93,161,268,236,177,152,140,55,1376,38,7,15,14,12,5,22,9,0,128,35,3,0,3,0,4,4,6,0,57,9,8,0,4,7,9,7,16,8,70
SAL80062,46,5,5,0,5,11,7,0,0,85,20,3,0,0,0,0,0,0,0,31,11,3,0,0,3,6,5,4,0,35,0,7,3,3,0,15,10,3,0,40,5,0,4,0,3,6,6,0,6,28,9,5,0,6,0,6,12,3,0,39,3,9,5,5,7,5,9,3,0,43,0,14,12,11,4,11,7,0,0,61,4,13,31,13,19,21,17,4,0,128,0,8,29,21,11,22,16,3,3,115,0,3,28,24,17,18,12,0,0,112,0,0,14,20,21,24,4,0,0,88,0,0,29,44,50,22,3,0,0,159,0,0,0,9,5,16,0,0,0,29,0,0,6,14,15,7,0,0,0,42,3,0,8,6,3,6,5,0,0,38,105,77,183,188,165,198,134,33,11,1078,26,5,7,11,7,15,12,3,0,91,8,6,0,0,8,6,4,0,0,34,12,0,4,3,0,6,10,4,0,50
SAL80063,55,3,7,4,7,4,4,7,0,78,11,0,3,3,0,3,3,0,0,27,9,5,0,0,0,4,6,3,0,42,4,11,8,4,3,6,13,11,3,61,6,3,0,6,0,8,17,11,0,48,4,5,12,9,6,6,6,3,0,53,3,0,10,6,5,3,9,16,0,60,0,13,18,19,11,13,21,10,0,102,0,9,31,29,14,19,31,4,0,133,0,4,27,30,12,15,21,0,0,112,0,6,28,23,13,14,14,5,0,111,0,0,19,32,23,10,14,0,0,98,0,0,48,69,47,30,11,0,0,213,0,0,5,17,9,8,6,0,0,50,0,0,5,31,19,16,5,0,0,77,0,9,12,8,6,4,5,5,0,57,90,74,238,286,182,167,189,81,11,1318,34,3,10,21,4,16,17,4,0,110,20,3,0,4,0,10,8,4,0,52,5,3,9,0,3,0,19,3,0,45
SAL80064,86,10,10,13,14,20,21,0,0,180,44,11,0,0,0,7,0,0,3,75,26,14,10,4,4,6,12,8,5,92,9,13,14,5,5,14,21,25,3,117,6,19,10,7,8,17,17,13,11,112,20,22,9,9,11,18,19,5,7,110,4,28,29,13,21,22,26,13,12,164,8,53,52,29,23,37,25,17,4,252,0,40,75,39,48,56,26,15,3,294,0,19,65,45,43,57,25,12,0,268,0,13,74,62,46,59,27,0,0,281,0,4,65,62,50,50,16,3,0,243,0,0,70,137,153,124,12,0,5,505,0,0,8,12,22,22,3,0,0,64,0,0,18,26,54,42,10,0,0,142,9,6,9,11,12,9,14,14,11,103,226,259,521,464,515,557,268,140,58,3004,71,9,27,18,20,44,20,12,3,233,69,5,8,11,11,16,11,5,0,126,33,15,11,12,13,18,24,14,0,146
SAL80065,31,6,3,3,4,9,11,5,0,61,19,3,7,0,0,0,5,0,0,36,17,13,0,0,0,0,7,3,0,31,4,4,0,3,5,3,10,7,0,43,3,4,9,4,0,0,4,6,0,33,0,7,0,4,0,8,14,8,0,51,0,8,10,3,0,5,8,11,0,55,3,17,4,6,5,10,19,8,0,83,4,9,20,18,19,17,19,3,4,104,0,11,32,21,13,14,18,3,0,110,0,0,26,26,18,19,23,6,0,119,0,0,22,19,15,17,11,0,0,86,0,0,40,57,44,41,15,4,0,200,0,0,6,20,13,14,5,0,0,56,0,0,4,22,21,17,8,0,0,69,3,4,13,8,4,4,5,0,0,39,81,86,203,223,163,177,177,69,14,1181,23,3,8,6,4,13,15,5,0,67,18,6,3,0,0,6,18,3,0,56,20,5,5,5,6,10,14,4,0,69
