SAL_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_06_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_06_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_06_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_06_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_06_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_06_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_06_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_06_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_06_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_06_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_06_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_06_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_06_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_06_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_06_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SAL80037,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,64,9,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,176,13,4,0,0,0,0,0,0,3,198,101,0,0,0,0,0,0,0,0,5,102,43,3,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,150,3,0,0,0,0,3,0,0,4,166,34,0,0,0,0,0,0,0,0,0,33,16,0,0,0,0,0,0,0,0,0,22,9,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
SAL80038,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,9,0,4,0,0,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,73,0,9,0,4,3,0,0,3,0,93,33,0,0,0,0,0,0,0,0,0,37,25,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,64,13,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
SAL80039,0,0,0,0,0,0,86,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,83,12,4,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,213,18,3,0,0,0,0,0,0,6,233,68,5,0,0,0,0,0,0,0,0,70,52,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,57,0,5,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,123,3,3,0,0,0,0,0,0,0,133,38,0,0,0,0,0,0,0,0,0,40,23,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
SAL80040,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,82,0,3,0,0,0,0,0,0,0,93,74,0,0,0,0,0,0,0,0,0,79,20,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,95,0,5,5,0,0,0,0,0,0,103,48,0,0,0,0,0,0,0,0,0,47,25,0,0,0,0,0,0,0,0,0,25,11,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0
SAL80041,0,0,0,0,0,0,59,3,0,12,3,0,0,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,43,9,18,8,0,0,6,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,71,8,18,5,0,0,6,5,0,0,122,18,0,0,0,0,0,0,0,0,0,18,17,0,3,0,4,0,0,0,0,0,33,4,0,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,3,5,4,0,7,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,43,0,3,5,4,0,7,3,0,0,68,6,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,0,0,8,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,4,4,0,0,6,13,0,0,0,0,0,0
SAL80042,0,0,0,0,0,0,85,0,13,4,0,0,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,74,25,7,0,0,0,5,4,0,4,113,0,0,0,0,0,0,0,0,0,0,0,113,28,7,0,0,0,5,4,0,4,160,40,0,0,0,0,0,0,0,0,0,41,41,3,3,0,0,0,0,0,0,0,49,5,4,10,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,47,3,15,0,3,3,5,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,88,3,15,0,3,3,5,0,0,0,116,19,0,0,0,0,0,0,0,0,0,18,14,6,0,0,0,0,0,0,0,0,20,6,4,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,4,0,0,27,0,0,0,0,0,0
SAL80043,0,0,0,0,0,0,43,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,149,0,5,0,0,0,0,0,0,4,160,101,0,0,0,0,0,0,0,0,0,104,37,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,148,84,0,0,0,0,0,0,0,0,0,84,41,0,0,0,0,0,0,0,0,0,41,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
SAL80044,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,92,0,4,3,0,0,0,0,0,0,102,96,0,4,0,0,0,0,0,0,0,96,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,123,0,4,0,0,5,0,0,0,0,132,57,0,0,0,0,0,0,0,0,0,57,27,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,0
SAL80045,0,0,0,0,0,0,35,0,0,0,0,0,0,5,6,0,3,14,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,5,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,53,0,6,0,0,0,5,6,0,0,72,10,0,0,0,0,0,0,0,0,0,11,6,0,4,0,0,0,4,0,0,0,11,0,0,0,6,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,4,7,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,12,0,5,6,0,4,7,9,0,5,36,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
SAL80046,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,64,3,6,0,0,0,0,0,0,0,80,21,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,42,16,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
SAL80047,0,0,0,0,0,0,32,9,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,105,7,0,0,0,0,3,0,0,0,116,59,0,0,0,0,0,0,0,0,0,61,31,0,0,0,0,0,0,0,0,0,36,13,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,45,3,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,102,3,3,0,0,0,0,0,0,9,119,34,0,0,0,0,0,0,0,0,0,34,20,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
SAL80048,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,98,8,4,0,0,0,0,0,0,0,113,53,0,0,0,0,0,0,0,0,0,53,30,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,84,47,0,0,0,0,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0
SAL80049,0,0,0,0,0,0,117,14,8,0,0,0,3,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,110,24,4,0,5,3,0,0,0,5,153,0,0,0,0,0,0,0,0,0,0,0,209,25,9,0,5,3,0,0,0,6,253,71,0,0,0,0,0,0,0,0,0,78,40,0,0,0,0,0,0,0,0,0,44,15,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,52,7,5,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,125,7,4,0,0,5,0,0,0,5,143,35,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,18,8,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,3,0,0,0,0,30,0,0,0,0,0,0
SAL80050,0,0,0,0,0,0,59,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,61,3,3,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,141,10,3,0,0,0,0,0,0,0,160,99,0,0,0,0,0,0,0,0,0,105,59,0,0,0,0,0,0,0,0,0,59,10,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,4,0,0,0,178,34,0,0,0,0,0,0,0,0,0,34,29,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
SAL80051,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,144,84,0,0,0,0,0,0,0,0,0,89,39,0,0,0,0,0,0,0,0,6,43,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,134,0,3,0,0,0,0,0,0,5,144,33,0,0,0,0,0,0,0,0,0,33,17,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
SAL80052,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,139,0,8,3,0,0,0,0,0,3,153,64,0,0,0,0,0,0,0,0,0,67,24,5,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,0,0,0,0,0,98,77,0,0,0,0,0,0,0,0,3,85,33,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
SAL80053,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,3,0,0,71,50,0,0,0,0,0,0,0,0,0,52,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,73,54,0,0,0,0,0,0,0,0,6,60,25,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
SAL80054,0,0,0,0,0,0,120,22,3,3,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,124,12,9,0,0,0,0,0,0,7,156,0,0,0,0,0,0,0,0,0,0,0,210,13,9,0,0,0,0,0,0,8,244,93,0,0,0,0,0,0,0,0,0,97,88,0,0,0,0,0,0,0,0,0,98,27,0,6,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,121,0,6,0,0,0,0,0,0,4,135,0,0,0,0,0,0,0,0,0,0,0,207,0,6,0,4,0,0,0,0,3,228,31,0,0,0,0,0,0,0,0,3,35,57,0,0,0,0,0,0,0,0,0,54,19,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,3,0,0,5,85,0,0,0,0,0,0
SAL80055,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,3,108,84,0,0,0,0,0,0,0,0,4,81,32,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,121,36,0,0,0,0,0,0,0,0,0,35,24,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
SAL80056,0,0,0,0,0,0,87,6,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,82,12,3,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,127,17,7,0,4,0,0,0,0,4,158,38,0,0,0,0,0,0,0,0,0,38,30,0,3,0,0,0,0,0,0,0,31,0,8,11,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,32,5,11,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,66,5,11,0,0,0,0,0,0,0,90,13,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0
SAL80057,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,63,6,4,0,0,0,0,3,0,0,81,54,5,0,0,0,0,0,0,0,0,54,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,67,28,0,0,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
SAL80058,0,0,5,0,0,0,158,18,9,18,0,0,4,15,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,145,32,24,6,0,5,20,7,0,3,231,0,0,0,0,0,0,0,0,0,0,0,174,39,21,6,0,5,21,9,0,5,274,27,0,0,0,0,0,0,0,0,0,27,56,5,0,0,3,0,4,0,0,3,74,24,10,10,0,3,0,6,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,88,8,16,3,3,0,10,5,0,4,142,0,0,0,0,0,0,0,0,0,0,0,113,13,16,3,3,0,10,5,0,4,163,3,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,20,4,0,3,6,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,24,0,3,6,0,3,3,0,0,0,34,0,0,0,0,0,0
SAL80059,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,62,0,6,0,0,0,0,0,0,0,63,62,0,0,0,0,0,0,0,0,0,63,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,0,80,27,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,0,0,0,0,0,49,0,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,45,4,4,0,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,113,7,10,0,0,0,3,0,0,0,136,67,0,0,0,0,0,0,0,0,0,75,20,0,0,0,0,0,0,0,0,0,27,0,0,0,5,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,0,5,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,93,3,0,4,0,0,5,5,0,0,110,67,0,0,0,0,0,0,0,0,4,68,45,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,0,0,0,0,47,0,0,0,0,0,0
SAL80062,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,4,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,77,5,3,0,0,0,0,0,0,0,96,42,0,0,0,0,0,0,0,0,0,42,26,0,0,0,0,0,0,0,0,0,29,10,0,3,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,37,3,3,0,0,0,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,73,6,3,0,0,0,0,0,3,0,89,10,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,7,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0
