SAL_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SAL80036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,4,0,62,0,0,0,62,5,0,67,19,0,0,0,19,0,0,0,19,3,0,25,8,0,4,0,13,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,4,0,30,0,0,0,30,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,4,0,30,0,0,0,30,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,4,0,30,0,0,0,30,6,0,38,29,5,0,0,26,0,0,0,26,3,0,31,17,0,3,0,23,0,0,0,23,4,0,22
SAL80037,13,0,0,0,13,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,129,21,8,3,159,0,0,0,161,7,0,168,53,12,0,0,64,3,0,3,67,9,0,73,33,4,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,13,6,0,98,3,0,3,99,6,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,13,6,0,98,3,0,3,99,4,0,107,5,0,0,0,9,0,0,0,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,14,7,0,105,3,0,3,107,10,0,121,56,6,4,0,68,0,0,0,68,4,0,68,29,4,0,0,39,0,0,0,39,0,0,37
SAL80038,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80039,18,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,121,19,0,4,142,0,0,0,142,9,0,145,39,3,0,0,45,0,0,0,45,0,0,47,21,6,0,0,25,0,0,0,25,0,0,25,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,13,4,0,79,0,0,0,79,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,13,4,0,79,0,0,0,79,0,0,74,6,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,71,15,4,0,83,0,0,0,83,3,0,89,78,4,0,0,79,0,0,0,78,0,0,86,26,4,0,0,29,0,0,0,29,3,0,33
SAL80040,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,61,13,0,0,72,4,0,4,76,0,0,76,31,3,0,0,39,0,0,0,39,0,0,39,12,4,0,0,20,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,0,0,59,4,0,4,57,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,60,4,0,4,60,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,60,4,0,4,64,0,0,60,31,7,0,0,38,0,0,0,38,5,0,37,18,0,0,0,20,0,0,0,20,0,0,18
SAL80041,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,112,13,3,3,133,4,0,4,134,0,0,135,38,3,0,0,45,0,0,0,45,0,0,45,18,7,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,12,0,0,73,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,70,0,0,0,70,0,0,72,7,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,73,11,0,0,81,0,0,0,81,0,0,85,55,4,0,0,55,0,0,0,55,6,0,61,18,3,0,0,20,0,0,0,20,0,0,20
SAL80042,15,0,0,0,15,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,148,7,0,0,163,0,0,0,163,11,0,166,53,0,0,0,50,0,0,0,50,0,0,55,14,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,74,0,0,0,74,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,74,0,0,0,74,0,0,76,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,79,0,0,0,79,0,0,85,55,0,0,0,55,0,0,0,55,0,0,58,24,6,0,0,23,0,0,0,23,3,0,22
SAL80043,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,185,19,5,0,208,0,0,0,213,6,0,219,59,4,0,0,65,0,0,0,65,5,0,68,28,4,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7,0,0,103,0,0,0,103,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7,0,0,103,0,0,0,103,5,0,106,10,0,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,103,7,0,0,113,0,0,0,113,0,0,115,73,7,3,0,85,0,4,0,86,0,0,92,34,0,0,0,32,0,0,0,32,4,0,35
SAL80044,9,0,0,0,13,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,87,5,5,0,92,0,0,0,95,0,0,98,19,3,0,0,24,0,0,0,24,0,0,24,23,0,0,0,27,0,0,0,27,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,46,0,0,0,46,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,46,0,0,0,46,4,0,54,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,57,0,0,0,57,4,0,62,57,13,0,0,66,0,0,0,66,0,0,66,11,0,0,0,14,0,0,0,14,0,0,14
SAL80045,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,78,3,0,0,83,4,0,8,86,0,0,87,23,0,0,0,26,0,0,0,26,0,0,23,9,0,0,0,8,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,32,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,5,0,32,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,33,0,0,0,35,3,0,39,23,0,0,0,22,0,0,0,21,0,0,28,6,0,0,0,6,0,0,0,6,4,0,8
SAL80046,4,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48,11,0,0,60,0,0,0,57,5,0,63,5,0,0,0,9,0,0,0,12,0,0,13,6,4,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,18,0,0,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,18,0,0,0,20,0,0,25,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,26,0,0,0,27,5,0,28,23,0,0,0,24,0,0,0,25,0,0,22,8,0,0,0,7,0,0,0,7,0,0,7
SAL80047,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,84,17,0,0,106,0,0,4,106,4,0,111,36,5,0,0,45,0,0,0,46,0,0,46,19,4,0,0,29,0,0,3,29,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,5,0,70,3,0,0,74,0,0,77,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,8,5,0,69,3,0,0,72,3,0,79,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,64,9,5,0,74,3,0,0,75,3,0,79,40,7,4,0,52,0,0,0,48,4,0,52,10,4,0,0,16,0,0,0,18,0,0,18
SAL80048,15,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,81,10,7,0,94,0,0,6,98,0,0,103,44,4,0,0,52,0,0,0,52,4,0,51,22,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,0,0,72,0,0,0,72,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,6,0,0,73,0,0,0,73,5,0,80,10,0,0,0,10,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,0,85,0,0,0,86,8,0,89,48,0,4,0,51,0,0,0,57,8,0,67,25,0,5,0,24,0,0,0,24,0,0,26
SAL80049,22,0,0,5,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,242,26,10,5,275,0,0,5,277,8,0,289,91,6,0,0,94,0,0,0,94,0,0,93,51,6,0,0,61,0,0,0,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,139,13,0,6,159,0,0,0,159,5,0,162,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,147,13,0,6,166,0,0,0,166,5,0,166,4,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,151,17,0,3,174,0,0,0,174,6,0,172,121,15,0,0,131,0,0,0,131,0,0,136,49,5,3,0,58,0,0,0,58,0,0,60
SAL80050,13,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,135,19,0,0,160,0,0,0,161,8,0,167,41,5,0,0,49,0,0,0,49,0,0,48,32,5,0,0,42,0,0,0,43,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,3,0,88,0,0,0,91,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,3,0,87,3,0,3,91,4,0,98,7,0,0,0,7,0,0,0,7,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,84,7,3,0,100,3,0,3,97,7,0,104,49,6,0,0,56,0,0,0,56,4,0,57,33,9,0,0,34,0,0,0,39,0,0,41
SAL80051,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,93,12,0,0,105,0,0,0,105,0,0,110,35,5,0,0,42,0,0,0,42,0,0,42,18,4,0,0,20,0,0,0,20,0,0,20,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,10,0,0,63,0,0,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,0,0,63,0,0,0,63,0,0,63,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,10,0,0,74,0,0,0,74,0,0,73,56,7,0,0,63,0,0,0,63,0,0,63,17,0,5,0,25,0,0,0,25,0,0,25
SAL80052,6,0,0,0,12,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,97,9,5,0,107,4,0,5,109,9,0,114,44,0,0,0,45,0,0,0,45,0,0,49,12,3,0,0,17,3,0,3,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,67,3,0,3,65,5,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,67,3,0,3,68,5,3,75,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,76,3,0,3,80,5,3,83,38,4,0,0,46,0,0,0,46,7,0,56,34,0,0,0,36,3,0,3,41,3,0,43
SAL80053,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,80,16,3,0,106,0,0,0,106,0,0,108,46,5,0,0,57,0,0,0,57,0,0,58,15,3,0,0,15,0,0,0,15,0,0,17,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,65,7,0,0,75,0,0,0,75,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7,0,0,78,0,0,0,78,0,0,80,0,5,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,68,13,0,0,80,0,0,0,80,4,0,84,46,5,0,0,58,0,0,0,58,0,0,62,15,0,0,0,14,0,0,0,14,0,0,14
SAL80054,13,0,0,0,13,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,94,14,4,0,110,0,0,0,115,6,0,119,31,7,0,0,34,0,0,4,38,3,0,40,20,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,58,0,0,4,64,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,58,0,0,4,64,3,0,67,11,0,0,0,9,0,0,0,9,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,67,10,0,0,70,0,0,4,73,7,0,79,41,7,0,0,49,0,0,0,50,4,0,51,24,5,0,0,28,0,0,0,28,0,0,31
SAL80055,12,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,118,8,5,0,125,0,0,0,126,5,0,137,38,0,0,0,40,0,0,0,40,0,0,43,24,0,0,0,24,0,0,4,23,0,0,23,7,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,72,0,0,4,67,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,72,0,0,4,67,3,0,74,4,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,78,0,0,4,79,6,0,81,42,8,0,0,54,0,0,0,53,4,0,55,26,0,3,0,24,0,0,0,23,0,0,23
SAL80056,22,0,0,0,22,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,196,8,0,0,203,0,0,0,209,3,0,212,79,3,0,0,82,0,0,0,82,3,0,82,33,3,0,0,36,0,0,0,36,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,10,4,0,121,0,0,0,121,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,4,0,123,0,0,0,123,3,0,131,13,0,0,0,13,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,132,5,4,0,142,0,0,0,142,0,0,148,98,12,4,0,112,0,0,0,112,3,0,115,35,0,0,0,31,0,0,0,38,0,0,37
SAL80057,11,0,0,0,11,0,0,11,0,0,0,4,4,0,0,0,4,0,0,4,43,0,4,4,47,0,0,0,47,0,0,47,10,0,0,0,13,0,0,0,13,0,0,13,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,0,0,0,27,0,0,27,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,29,0,0,0,29,0,0,29,20,0,0,0,14,0,0,0,14,3,0,21,18,0,0,0,18,0,0,0,18,0,0,18
SAL80058,26,0,0,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,205,21,4,0,232,0,5,5,236,7,0,252,72,0,0,0,73,0,0,0,74,3,0,78,24,5,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6,0,0,108,0,0,0,105,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,6,0,0,109,0,0,0,108,3,0,112,11,7,0,0,13,0,3,0,15,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,109,14,0,0,116,0,3,3,123,7,0,132,80,5,0,0,88,0,0,0,82,0,0,92,33,10,0,0,42,0,0,0,42,0,0,40
SAL80059,6,0,0,0,6,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,60,8,0,0,69,0,0,0,69,8,0,77,16,0,0,0,14,0,0,0,14,0,0,22,9,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,34,0,0,0,34,0,0,34,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,39,0,0,0,39,0,0,45,25,0,0,0,27,0,0,0,27,0,0,27,23,3,0,0,24,0,0,0,24,0,0,24
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
