SAL_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80025,0,28,24,116,30,14,0,0,0,215,0,0,3,0,6,0,0,0,0,9,0,9,16,51,39,7,3,0,0,128,0,0,0,4,4,3,5,0,0,14,0,4,5,3,3,0,0,0,0,16,0,0,0,9,3,5,0,0,0,16,0,0,3,9,0,0,0,0,0,12,0,3,11,12,20,9,0,0,0,67,0,13,19,64,44,20,6,9,4,172,0,0,0,3,0,3,0,0,0,5,0,5,6,17,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,6,0,10,5,6,0,0,0,27,0,6,7,43,20,6,8,0,0,89,0,0,0,0,0,0,0,0,0,5,0,0,6,16,3,4,0,0,0,39,3,30,51,183,69,23,11,7,0,387,16,45,34,91,26,14,7,3,0,230,617,1520,892,2747,890,345,222,92,13,7339
SAL80026,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,6,0,21,20,8,3,4,0,57,0,0,0,6,0,0,4,4,0,16,0,0,0,0,3,3,0,0,0,5,0,0,0,4,4,3,0,3,0,20,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,6,5,0,0,22,0,0,0,9,4,5,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,11,0,0,0,10,13,16,3,7,0,46,0,0,0,0,0,0,4,0,0,8,0,0,5,5,0,0,0,0,0,12,5,3,4,27,30,27,26,14,5,138,5,14,11,38,26,4,9,0,0,110,245,488,482,1053,546,502,336,157,43,3839
SAL80027,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,3,42,5,9,0,4,0,55,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,19,0,0,4,25,5,0,0,0,0,33,0,0,12,26,0,3,0,0,0,39,0,0,6,27,0,7,0,0,0,37,0,0,5,15,0,4,0,0,0,23,0,0,4,24,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,5,0,4,7,49,3,5,4,4,0,73,0,0,7,28,3,0,10,0,0,49,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,20,144,20,7,12,4,7,216,4,8,54,184,14,13,17,8,0,309,169,167,1162,3597,471,391,263,127,46,6383
SAL80028,0,5,8,49,0,0,0,0,0,67,0,0,5,5,0,3,0,0,0,12,0,4,19,48,10,0,0,0,0,85,0,0,0,5,0,0,4,0,0,14,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,15,0,4,0,13,3,0,0,0,0,30,0,0,9,14,7,4,4,3,0,43,0,3,9,40,9,18,8,5,0,87,0,0,7,11,0,0,0,0,0,21,0,0,15,15,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,10,18,33,10,8,0,3,0,74,0,0,27,46,11,19,6,4,0,117,0,0,0,0,0,0,0,0,0,6,0,0,3,7,0,3,0,0,0,17,4,17,64,193,30,20,14,9,4,356,9,19,62,84,16,19,19,7,11,238,292,494,1902,2945,574,472,437,265,137,7520
SAL80029,0,0,0,5,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,5,0,0,3,20,15,11,5,0,0,56,0,0,0,5,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,8,0,31,0,0,0,0,0,0,4,0,0,8,0,3,0,6,8,5,0,0,0,22,0,0,3,9,9,4,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,18,0,0,0,0,0,0,5,0,0,3,0,0,0,10,3,3,5,0,0,21,0,0,6,10,3,10,5,0,0,30,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,5,37,36,41,32,18,6,184,5,23,18,50,14,18,14,22,14,176,378,745,701,1544,759,835,465,197,101,5730
SAL80030,0,0,8,11,0,0,0,0,0,23,0,0,0,4,0,3,0,0,0,13,0,0,21,10,3,0,0,0,0,31,0,0,0,4,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,0,0,27,0,0,4,13,4,0,0,0,0,22,0,0,21,11,3,0,0,0,0,36,0,0,7,6,4,6,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,3,16,15,7,10,10,0,0,63,0,0,6,8,4,5,4,0,0,28,0,0,5,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,4,14,28,63,26,21,14,7,7,185,9,11,283,163,46,31,22,15,16,598,229,475,2132,1730,674,583,406,227,115,6564
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,0,5,3,12,3,10,3,0,0,31,0,19,19,40,16,22,3,4,0,125
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
SAL80033,0,12,9,77,7,11,4,0,0,116,0,0,0,0,3,0,0,0,0,0,0,13,10,60,15,6,0,0,0,106,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,19,0,4,0,11,7,4,0,0,0,22,0,5,13,20,17,8,0,0,0,65,0,0,13,43,11,15,15,0,0,89,0,0,0,7,0,0,0,0,0,8,0,0,0,20,3,4,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,5,6,9,3,6,0,0,0,34,0,0,0,25,6,0,0,0,0,36,0,0,0,5,0,6,0,0,0,6,0,0,4,6,5,0,0,0,0,18,0,12,20,106,32,11,7,10,0,206,18,34,15,80,12,16,7,0,0,182,654,1023,689,2677,717,423,226,56,13,6471
SAL80034,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,4,6,7,9,0,8,0,35,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,5,0,0,27,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,6,3,18,19,14,4,4,73,0,5,6,9,0,6,14,14,3,62,101,417,313,506,431,390,381,273,62,2867
SAL80035,0,6,0,12,3,0,0,0,0,18,0,0,4,0,0,4,0,4,0,7,0,0,9,14,20,18,3,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,16,0,0,0,0,5,0,0,0,0,4,0,0,5,4,8,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,4,6,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,0,0,8,8,3,11,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,6,7,47,15,24,19,3,0,128,8,12,9,40,17,3,11,3,0,117,220,424,331,1004,391,293,241,111,30,3055
SAL80036,0,0,8,6,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,4,23,0,7,0,0,0,38,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,4,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,8,74,15,10,14,10,7,151,5,9,7,27,11,10,4,11,0,73,144,284,303,907,329,269,202,174,54,2680
SAL80037,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,22,6,6,12,3,0,60,0,0,0,0,0,3,8,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,12,9,0,0,21,0,0,0,0,7,0,0,0,0,10,0,0,0,3,6,0,4,0,0,18,0,0,0,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,0,0,0,0,16,0,0,0,4,3,14,8,0,0,32,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,8,44,24,31,16,16,3,149,11,23,23,51,13,21,9,7,0,159,362,734,620,1431,639,793,496,163,24,5268
SAL80038,0,0,6,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,23,0,4,5,0,0,33,0,0,0,6,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,3,6,4,0,21,0,0,16,14,7,0,0,0,0,43,0,0,11,12,0,0,0,0,0,30,0,0,12,21,0,6,0,0,0,35,0,4,8,19,6,0,0,0,0,32,0,0,8,27,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,4,0,12,27,11,0,3,0,0,56,0,0,7,17,3,0,0,0,0,29,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,8,32,85,22,10,3,3,0,171,3,3,307,166,20,16,8,5,3,533,70,76,1810,1978,351,275,184,71,23,4835
SAL80039,0,0,0,10,0,0,0,0,0,12,0,0,5,0,0,5,0,0,0,9,0,6,13,17,16,10,9,0,0,68,0,0,0,8,5,8,7,0,0,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,8,4,0,21,0,0,0,0,0,0,0,0,0,12,0,0,0,5,4,4,0,0,0,18,0,0,0,4,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,4,0,0,0,31,0,3,0,8,9,9,10,0,0,42,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,13,0,5,11,24,37,24,17,6,5,123,3,26,20,27,21,11,17,10,0,127,310,708,715,1312,831,692,349,145,41,5108
SAL80040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,3,5,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,0,14,0,0,0,4,0,0,0,0,0,4,0,0,4,10,0,0,0,0,0,13,0,0,4,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,5,15,11,3,6,0,0,44,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5,0,49,16,12,3,14,4,107,6,19,9,30,12,8,13,10,5,99,166,346,267,817,445,327,295,224,73,2965
SAL80041,0,9,9,53,17,4,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,9,9,102,8,4,0,0,0,139,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,11,0,0,4,3,6,0,0,0,0,10,0,0,3,24,10,6,0,0,0,51,0,0,0,6,4,0,0,0,0,15,0,0,5,12,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,4,6,0,5,0,0,0,0,0,26,0,0,0,15,11,0,0,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,12,7,28,30,134,42,21,8,0,0,269,7,17,19,62,12,7,8,0,0,141,445,727,552,2291,460,223,113,39,11,4851
SAL80042,3,5,6,47,15,0,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,3,35,4,10,3,3,0,61,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,11,0,0,0,4,0,0,4,0,0,14,0,0,7,8,15,4,0,0,0,30,0,0,6,15,7,11,3,0,0,40,0,0,0,5,0,0,0,0,0,4,0,0,0,7,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,5,0,11,3,0,3,3,0,26,3,0,3,32,8,3,6,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,13,0,3,17,76,26,15,9,3,0,151,8,14,9,37,10,10,9,8,0,102,438,755,447,1926,552,284,218,140,38,4800
SAL80043,0,5,4,12,0,0,0,0,0,15,0,0,0,0,6,3,0,0,0,3,0,6,0,21,9,7,0,0,0,40,0,0,0,0,7,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,8,3,31,0,3,0,0,3,0,0,0,0,12,0,0,9,6,9,4,0,0,0,28,0,0,4,12,5,6,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,10,9,17,7,5,9,3,0,60,0,4,0,3,0,4,3,0,0,15,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,3,0,0,0,7,4,20,10,83,28,17,18,14,11,207,0,14,15,36,29,18,17,16,8,148,275,810,612,1380,780,682,460,366,196,5569
SAL80044,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,11,0,0,0,9,5,0,0,0,0,11,0,3,0,5,5,0,8,0,0,22,0,0,0,7,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,4,11,3,6,3,3,0,50,0,0,0,4,3,4,3,0,0,25,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,7,0,9,8,29,13,4,9,12,5,86,4,9,23,26,15,12,15,4,11,134,135,387,382,633,445,372,362,258,141,3124
SAL80045,0,0,0,13,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,9,43,13,5,0,0,0,68,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,11,0,0,0,14,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,9,0,9,9,38,11,6,0,0,0,67,0,0,0,6,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14,0,4,3,10,5,0,0,0,0,22,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,6,7,61,8,10,0,0,0,89,4,8,12,34,10,0,0,0,0,70,267,460,256,1330,245,129,60,15,0,2759
SAL80046,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,4,0,9,3,0,0,0,0,20,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,5,8,0,0,0,0,0,16,0,0,7,12,5,0,0,0,0,20,0,0,6,10,0,6,3,0,0,17,0,0,3,13,0,5,0,0,0,21,0,0,0,6,0,0,0,0,0,13,0,0,0,4,3,0,0,0,0,3,5,6,6,14,4,5,0,0,0,40,0,4,6,19,9,4,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,17,78,12,9,3,3,3,145,4,12,20,51,4,12,5,3,3,110,146,278,613,1417,341,251,128,80,35,3292
SAL80047,0,0,3,10,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,12,0,0,0,18,0,7,0,0,0,29,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,16,0,0,0,9,6,0,0,0,0,9,0,0,0,7,5,0,0,0,0,13,0,4,8,16,6,4,0,0,0,36,0,0,0,7,0,0,0,0,0,7,0,3,6,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,5,16,5,0,7,0,0,40,0,5,3,29,12,8,6,0,0,66,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,24,14,151,26,13,21,10,10,278,6,9,19,55,17,28,14,5,3,151,272,496,565,1521,519,374,293,179,74,4296
SAL80048,0,8,0,5,0,0,0,0,0,13,0,0,0,0,4,4,0,0,0,9,0,0,0,3,0,3,4,0,0,18,0,3,0,7,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,12,0,0,0,0,3,3,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,5,0,0,8,0,3,4,13,0,3,0,5,0,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,8,31,19,15,16,15,3,112,3,3,12,24,12,19,15,10,0,96,195,462,421,837,519,389,301,209,59,3395
SAL80049,0,6,5,20,7,8,0,0,0,44,0,0,0,0,4,0,0,0,0,9,0,5,6,28,15,24,7,3,0,86,0,0,0,3,5,0,6,0,0,17,0,0,3,0,4,3,0,0,0,11,0,0,0,8,7,15,0,3,0,24,0,0,0,0,5,3,0,0,0,13,0,0,3,9,5,3,0,0,0,30,0,0,3,8,5,4,4,0,0,30,0,0,3,3,0,0,0,0,0,11,0,9,9,19,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,9,0,0,0,24,0,0,3,22,21,16,3,0,0,60,0,0,0,0,0,0,6,0,0,7,0,0,4,10,3,5,0,0,0,16,0,12,17,59,46,40,21,6,0,212,11,27,35,54,35,26,12,3,0,192,479,1227,944,2082,1128,759,435,174,40,7265
SAL80050,0,0,4,7,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,3,0,0,4,14,0,8,0,0,0,30,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,3,6,3,0,23,0,0,0,3,6,0,0,0,0,12,0,0,0,9,3,0,4,0,0,22,0,0,3,7,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,4,3,0,0,36,0,3,3,16,7,8,9,5,0,50,0,0,0,0,6,0,0,4,0,8,0,0,0,3,4,0,0,0,0,9,3,12,12,55,22,25,26,7,4,176,0,17,21,29,15,17,7,7,0,116,344,785,651,1576,760,596,577,188,49,5531
SAL80051,0,3,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,11,3,0,0,20,0,0,0,0,5,0,0,0,0,8,0,0,6,3,9,3,0,0,0,29,0,0,0,9,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,6,5,0,3,0,0,27,0,0,0,4,5,4,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,6,17,22,24,18,14,0,112,0,3,8,0,3,13,15,5,0,35,148,429,335,650,402,465,422,122,28,3006
SAL80052,0,8,0,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,12,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,4,9,0,30,0,0,0,7,0,4,3,0,0,15,0,3,0,4,6,7,3,0,0,19,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,10,6,5,0,4,0,38,0,0,0,0,0,6,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,9,32,19,19,10,19,13,133,3,13,8,25,16,9,17,21,33,148,175,508,435,826,512,431,334,369,191,3787
SAL80053,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,0,0,0,0,14,0,5,0,10,3,0,0,0,0,18,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,3,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,9,3,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,9,3,28,8,8,14,22,9,93,4,26,17,35,5,16,7,9,4,127,206,490,302,853,466,294,287,248,82,3219
SAL80054,0,9,0,33,5,0,0,0,0,44,0,0,0,0,0,0,0,0,0,10,0,3,4,27,15,14,4,0,0,83,0,0,0,8,0,4,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,3,0,3,0,0,3,0,0,6,0,0,5,7,0,5,5,0,0,25,0,3,0,9,10,3,8,8,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,15,0,3,9,46,27,43,23,6,0,156,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,16,69,20,26,31,21,3,196,11,15,7,51,19,15,13,0,0,137,257,568,537,1373,557,674,514,231,69,4781
