SAL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SAL80037,4,13,0,0,4,0,0,0,0,23,26,49,13,3,6,6,0,0,0,107,24,41,110,6,12,7,28,17,11,255,6,3,92,0,0,3,4,10,4,129,0,4,4,0,5,0,0,0,0,18,0,10,0,7,0,0,4,0,0,22,7,25,0,3,4,0,0,3,0,44,36,40,5,3,30,12,4,9,0,142,22,27,3,25,20,6,6,0,0,103,6,8,4,0,0,3,0,4,0,19,3,0,8,0,3,0,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,4,3,9,0,0,0,3,3,10,27,147,219,265,58,87,38,47,44,22,936,8,11,0,0,8,0,0,0,0,30,13,11,0,4,0,0,0,0,0,30,7,5,0,0,5,0,0,4,0,21,0,3,0,0,3,0,0,0,3,5,0,3,0,0,0,0,0,0,0,6
SAL80038,20,45,6,3,3,5,0,0,0,81,28,114,12,3,8,4,0,6,3,172,25,59,14,3,11,0,0,6,0,119,7,8,10,0,0,4,0,3,0,34,3,0,0,0,5,0,0,0,0,9,13,38,0,0,5,0,0,0,0,55,4,16,0,8,0,0,0,0,3,29,88,102,14,19,30,7,5,9,10,277,74,145,0,12,40,6,0,4,4,292,5,19,0,3,4,0,0,0,0,41,4,0,18,4,0,0,3,5,0,33,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,5,0,0,0,18,0,9,0,0,0,0,0,0,7,19,276,571,76,59,103,34,8,20,32,1173,14,22,4,7,11,4,0,0,0,56,15,32,5,0,4,6,0,0,0,62,9,24,0,0,0,4,0,0,0,31,0,8,0,0,0,0,0,0,0,16,7,9,0,0,0,0,0,0,0,15
SAL80039,6,18,0,0,10,0,0,0,0,31,14,61,11,4,5,8,6,6,0,118,32,30,99,7,10,3,10,17,0,221,16,0,60,0,4,0,6,7,0,104,5,5,6,0,4,0,3,0,0,20,10,21,4,6,3,0,0,3,0,47,7,15,0,3,3,0,0,0,0,24,53,25,0,17,23,13,3,0,7,144,31,21,3,31,21,4,4,0,3,115,3,15,5,0,3,0,0,0,0,24,0,0,21,5,8,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,0,0,13,7,6,6,0,3,0,4,0,0,27,181,221,230,72,101,28,42,44,18,940,3,6,0,0,12,0,0,0,0,20,7,11,3,5,3,3,0,0,0,34,3,8,0,0,8,4,0,0,0,20,0,6,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,13
SAL80040,23,48,0,0,3,0,0,0,0,84,16,40,6,0,0,0,3,0,3,70,10,33,15,0,3,0,4,0,0,77,10,10,11,0,0,0,0,0,0,26,7,12,0,4,0,0,0,0,0,30,3,10,0,6,4,0,0,0,0,25,9,10,0,4,0,0,0,3,0,36,19,17,3,4,19,7,0,5,0,74,40,52,0,17,8,0,0,0,4,124,8,13,5,0,3,0,0,3,0,27,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,3,11,142,256,59,37,42,13,8,24,10,590,17,35,0,0,12,0,0,0,0,67,0,5,4,0,3,0,0,0,0,9,0,7,0,3,0,0,0,4,0,19,5,5,0,0,0,0,0,0,0,9,8,5,5,0,4,0,0,0,0,20
SAL80041,12,25,8,0,0,0,0,0,0,53,36,132,19,7,14,6,8,8,0,238,20,68,36,5,10,6,12,9,6,168,22,8,23,3,0,0,3,0,0,62,9,0,8,0,0,0,0,0,0,15,5,64,0,9,4,0,0,0,0,87,6,19,0,3,3,0,0,0,0,31,78,78,15,25,32,20,7,16,3,273,29,63,10,24,12,6,0,0,4,157,5,12,0,5,6,0,3,0,0,25,3,0,29,5,0,0,10,5,0,54,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,12,3,3,4,3,6,0,0,5,3,26,233,482,162,94,89,41,41,44,23,1208,11,35,5,3,3,3,0,0,0,61,17,41,3,8,0,4,0,4,0,79,7,13,0,4,3,0,0,0,0,33,0,5,3,0,3,5,0,0,0,20,0,4,0,0,5,0,0,0,0,10
SAL80042,13,23,0,3,9,0,0,0,0,54,46,139,13,9,8,5,4,0,0,239,33,56,38,3,17,0,0,10,3,157,14,10,36,0,4,0,5,0,0,74,5,9,0,0,4,0,3,3,0,17,4,26,0,14,4,0,0,0,0,42,0,19,0,0,0,0,0,0,0,20,79,75,13,23,52,12,11,5,9,281,43,50,0,25,8,4,3,3,0,144,8,11,4,5,4,0,0,0,0,22,3,3,21,3,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,4,20,0,5,4,3,3,0,0,0,3,19,265,421,138,90,108,30,24,33,24,1125,18,26,7,11,13,5,0,0,0,82,12,42,0,9,4,3,0,0,0,71,0,11,0,0,0,0,0,0,0,18,0,6,7,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,13
SAL80043,21,44,4,0,3,0,0,0,4,71,31,76,11,5,4,0,5,6,0,147,34,51,31,4,12,0,0,3,0,136,15,0,26,0,8,0,5,3,0,63,12,6,5,0,0,0,0,0,0,27,7,56,5,0,4,0,0,0,0,72,3,23,0,0,0,0,0,4,0,31,75,83,13,13,20,16,8,13,8,236,94,103,0,26,32,0,0,0,13,273,9,22,6,4,3,5,3,0,0,49,4,0,8,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,13,311,475,111,58,90,28,25,40,27,1160,8,32,4,0,8,5,0,0,0,63,5,15,0,0,7,0,0,0,0,30,3,13,0,0,6,0,0,0,0,23,0,8,4,3,0,0,0,0,0,19,0,10,5,6,0,0,0,0,0,14
SAL80044,10,17,0,0,3,0,0,0,0,35,10,29,3,0,0,0,0,0,0,53,17,37,10,0,6,0,0,0,4,77,16,6,7,0,0,0,0,0,0,32,3,4,7,0,0,0,0,0,0,13,0,67,0,0,0,0,0,0,0,68,0,6,0,0,0,0,0,0,0,10,46,68,0,9,16,8,4,0,4,144,41,79,0,19,11,0,0,0,4,157,10,15,3,0,0,0,0,0,0,20,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,8,0,4,0,0,0,0,0,0,3,10,163,327,36,30,42,10,3,3,12,639,0,25,0,4,6,0,0,0,0,36,0,12,0,0,5,0,0,0,3,21,3,7,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3
SAL80045,4,13,0,0,5,0,0,0,0,24,26,94,13,4,6,3,4,0,3,155,27,49,18,0,0,0,3,8,3,105,8,3,20,0,0,0,0,0,0,31,4,3,0,0,0,0,0,0,0,14,9,55,0,8,0,0,0,0,0,67,0,7,0,0,0,0,0,0,0,8,53,64,14,11,25,13,0,0,3,179,19,28,8,3,4,4,0,0,4,75,4,11,0,0,3,0,0,0,0,20,0,0,9,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,6,3,8,160,332,79,22,52,20,17,16,15,721,7,17,0,3,6,0,0,0,0,39,6,32,0,3,8,0,0,0,0,53,0,15,4,0,0,0,0,0,0,30,0,4,0,0,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0
SAL80046,7,38,6,0,5,0,0,0,0,62,6,73,6,3,6,0,0,8,0,94,19,25,12,8,3,9,5,0,4,82,5,16,18,0,0,0,0,6,0,44,0,11,4,0,4,0,0,0,0,16,4,22,0,5,3,0,0,0,0,31,0,8,0,0,0,0,0,6,0,21,40,33,7,12,24,9,7,5,3,143,52,127,3,12,31,0,0,7,4,241,8,20,0,0,3,3,0,7,4,42,3,0,7,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,12,7,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,14,171,379,70,39,87,26,10,35,21,838,9,34,3,7,8,0,0,0,0,70,0,12,3,0,5,0,0,0,0,24,0,12,0,0,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,9,3,9,0,0,4,0,0,0,0,19
SAL80047,12,44,0,5,0,0,0,3,0,73,11,42,7,0,0,0,5,4,3,77,14,26,30,5,7,0,4,5,0,97,10,8,34,0,0,0,0,0,0,56,8,6,0,0,0,0,0,5,0,20,5,26,0,4,5,0,0,0,0,42,3,19,0,3,0,0,0,11,0,41,52,40,10,10,25,4,5,10,0,158,64,100,14,18,22,3,0,9,4,245,12,24,10,5,5,0,3,0,0,60,4,3,16,3,0,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,3,6,19,0,0,0,0,0,0,6,0,8,18,210,338,125,51,83,27,24,60,24,937,22,22,0,3,8,0,0,3,0,64,3,11,7,3,3,3,0,0,0,27,6,7,3,0,0,0,0,0,0,19,0,4,5,0,0,0,0,0,0,11,16,13,0,0,5,0,0,0,0,36
SAL80048,16,26,3,6,4,0,0,0,0,47,18,31,3,0,4,0,0,5,5,67,20,36,32,4,9,0,5,7,0,115,21,0,28,3,0,0,0,4,0,58,9,9,12,0,6,0,0,3,0,29,0,20,0,8,0,0,0,0,0,32,16,12,0,5,0,0,0,0,0,33,51,37,4,7,13,6,6,3,0,129,32,44,0,12,9,0,0,0,3,112,7,14,8,0,0,0,0,0,0,27,5,0,3,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,198,234,93,45,42,20,21,24,11,682,6,25,0,0,6,0,0,0,0,47,0,10,0,0,10,0,0,0,0,17,3,8,0,0,0,0,0,0,0,15,0,4,0,0,3,0,0,0,0,10,0,4,4,0,5,0,0,0,0,11
SAL80049,21,33,9,3,4,0,0,0,0,65,41,92,18,8,16,3,0,3,0,185,23,44,115,13,17,3,18,13,4,244,24,0,81,0,10,3,7,7,0,139,6,0,16,5,3,0,0,3,0,37,0,16,0,8,5,0,0,0,0,45,11,47,0,9,0,0,0,0,0,66,93,50,12,17,43,12,12,4,4,260,33,42,7,49,21,3,4,6,0,170,6,12,12,3,3,3,0,4,0,42,3,3,25,3,8,5,0,3,0,53,0,0,0,0,0,0,0,0,0,0,5,3,4,0,6,0,0,0,3,19,9,0,5,4,3,0,4,5,4,32,260,356,300,123,145,46,50,53,24,1352,6,25,12,9,13,0,0,0,0,59,0,16,3,3,13,0,0,0,0,43,4,0,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,13,3,0,4,0,3,0,0,0,0,13
SAL80050,17,36,0,0,0,0,0,0,0,65,18,68,9,7,3,0,0,3,3,117,35,46,81,7,12,4,16,22,3,222,28,0,83,5,3,0,0,10,0,129,9,6,12,0,0,0,0,0,0,35,0,18,0,4,0,0,0,0,0,36,3,30,3,0,11,0,0,0,0,45,51,48,11,6,28,6,5,4,3,166,38,55,12,27,23,4,5,8,0,160,8,32,0,0,0,4,0,0,0,50,0,0,11,3,4,6,0,6,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,15,7,3,0,4,3,0,3,0,3,28,217,354,238,64,94,32,33,58,19,1110,10,18,4,0,12,0,0,0,3,49,13,16,0,0,0,3,0,0,0,36,0,8,0,0,3,0,0,0,0,17,6,0,0,0,4,0,0,0,0,13,8,5,0,5,8,0,0,0,0,23
SAL80051,10,17,0,0,4,0,0,0,0,30,21,47,7,0,4,3,0,0,0,89,33,25,33,4,6,6,6,3,3,114,19,4,19,0,3,0,0,7,0,59,4,0,0,0,3,0,0,0,0,10,7,21,0,0,0,0,0,0,0,32,4,10,4,5,0,0,0,0,0,22,60,43,10,0,17,4,5,0,0,132,35,53,0,13,7,0,0,0,0,110,6,10,3,0,4,5,0,0,0,29,0,0,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,196,237,87,25,53,20,13,11,10,652,5,8,4,3,4,0,0,0,0,32,3,8,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,8
SAL80052,15,17,0,0,6,0,0,0,0,40,24,39,12,0,4,0,0,6,4,88,19,26,30,3,8,0,4,3,3,90,20,0,20,0,3,0,0,0,0,46,3,4,4,0,0,0,3,0,0,20,0,30,3,0,0,0,0,0,0,40,11,12,0,0,0,0,0,0,0,23,51,45,6,9,16,8,3,6,0,146,32,39,3,10,12,0,0,4,0,104,4,10,0,3,6,0,4,4,0,32,0,0,6,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,13,196,232,93,39,51,13,11,25,16,670,15,14,0,0,3,0,0,0,0,41,7,14,0,0,3,0,0,0,0,26,5,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9
SAL80053,10,20,0,4,4,0,0,0,0,40,11,24,12,0,0,0,0,0,0,53,18,31,32,4,8,0,8,3,0,98,11,4,32,0,0,0,0,0,0,49,3,6,0,0,0,0,0,0,0,15,4,16,0,4,0,0,0,0,0,30,3,23,0,0,0,3,0,0,0,34,38,33,10,8,16,3,3,8,0,113,21,44,0,17,15,0,0,3,4,109,5,17,3,3,0,0,0,0,0,28,0,0,12,4,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,11,129,228,100,51,49,15,21,18,10,612,9,15,0,0,5,0,0,0,0,28,5,7,0,0,3,0,0,0,0,19,0,4,0,0,0,0,0,0,0,9,4,0,0,0,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4
SAL80054,21,31,5,0,8,0,0,3,0,66,21,77,14,6,8,3,3,5,7,151,22,24,60,7,9,3,12,8,4,151,6,7,33,0,3,0,4,3,0,53,0,6,0,0,0,0,3,6,0,19,3,23,3,6,0,0,0,0,0,43,0,23,0,4,5,0,7,0,0,38,42,41,11,12,22,6,4,8,7,151,28,47,6,11,18,0,3,4,3,122,4,7,0,0,6,3,0,0,0,18,0,0,15,0,0,0,7,5,0,27,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,21,0,3,0,3,0,0,0,3,4,19,156,295,149,64,77,23,38,39,19,872,9,30,6,0,6,0,0,4,0,55,3,15,0,3,4,0,0,5,0,32,3,3,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,4,0,11
SAL80055,14,20,0,0,0,0,0,4,0,35,16,43,11,4,3,7,10,0,0,94,10,21,59,10,7,4,7,8,0,128,19,8,61,0,0,0,5,6,0,101,0,0,8,0,0,0,0,0,0,14,3,9,5,6,0,0,0,0,0,26,4,20,4,0,4,0,0,0,0,38,27,26,8,4,14,8,0,6,3,104,21,39,0,20,4,3,0,0,3,95,4,11,3,0,6,4,0,3,0,28,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,4,7,3,0,0,0,0,22,4,0,0,0,0,0,0,0,0,12,120,204,168,52,53,32,26,39,8,711,7,17,0,0,10,0,0,0,0,37,4,8,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,5,0,0,8,6,0,0,0,9
SAL80056,10,15,3,4,3,0,0,0,0,41,38,112,5,7,4,3,7,4,0,175,38,52,31,0,11,3,3,0,0,138,18,9,26,0,3,0,0,0,4,64,0,4,7,4,0,0,0,0,0,16,0,18,5,4,3,3,0,0,0,35,6,20,0,7,3,4,0,0,0,31,89,74,9,10,29,19,0,9,10,248,45,55,3,23,14,4,4,3,5,161,8,15,4,0,0,0,0,0,0,25,5,0,15,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,10,5,0,5,6,3,0,0,0,23,3,0,5,0,3,0,0,3,0,15,269,375,101,68,71,35,14,29,21,991,13,21,0,3,7,4,0,4,0,54,8,34,3,0,3,0,0,0,0,57,3,14,0,0,4,0,0,0,0,25,0,4,0,0,0,0,0,0,0,10,0,4,0,0,4,0,0,0,0,13
SAL80057,5,7,0,0,4,0,0,0,0,15,16,19,0,0,0,0,0,0,0,41,15,19,5,0,0,0,0,0,0,46,17,6,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,7,0,40,0,3,0,0,0,0,0,49,3,3,0,0,0,0,0,0,0,10,44,47,7,0,10,10,0,6,0,119,45,64,0,11,5,0,0,0,7,132,4,6,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,149,221,13,17,30,15,0,3,11,465,3,14,0,4,3,0,0,0,0,16,3,4,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4
SAL80058,14,44,4,3,18,3,0,0,3,87,67,209,34,13,30,29,12,26,6,423,45,86,56,6,18,11,8,19,0,247,19,15,37,0,0,0,0,5,0,86,10,5,5,3,0,0,3,0,0,27,3,41,0,14,0,4,7,0,0,70,5,7,0,8,0,0,0,0,4,28,113,118,40,29,71,40,32,26,11,474,46,86,16,49,26,10,6,0,0,233,7,29,3,0,5,0,0,0,0,56,13,4,43,12,0,4,0,9,0,79,0,0,0,0,0,0,0,0,0,0,4,9,3,5,7,4,4,0,0,41,0,8,8,5,0,0,4,0,12,41,343,653,253,145,177,100,78,97,46,1891,16,35,8,9,11,5,0,6,0,97,17,56,7,14,11,18,0,11,0,132,4,25,4,3,4,4,6,4,3,61,0,9,0,3,7,0,0,0,0,16,0,3,0,0,0,0,0,0,0,12
SAL80059,3,14,0,0,0,0,0,0,0,21,9,22,0,0,5,0,5,0,0,49,12,14,34,3,0,0,6,8,0,77,5,3,22,0,0,0,7,4,0,45,3,0,3,0,0,0,0,0,0,15,4,10,4,0,0,0,0,0,6,22,0,11,0,3,0,0,0,0,0,16,18,19,4,0,7,0,0,0,0,62,13,18,0,9,9,0,0,0,0,59,0,7,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,76,131,78,21,33,10,13,16,8,382,4,9,7,0,4,0,0,0,3,22,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,5,0,4,0,0,0,0,11
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,9,30,4,3,4,0,0,0,4,52,16,72,6,0,5,0,11,0,0,114,22,41,26,0,4,5,4,3,0,105,12,0,8,4,6,0,0,0,0,24,0,0,0,0,3,0,0,0,0,9,7,76,4,6,0,3,0,0,3,96,3,5,0,0,0,0,0,0,0,12,50,42,9,10,10,5,0,3,4,137,32,58,0,13,14,0,0,0,6,114,0,16,3,0,4,0,0,0,0,31,5,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,14,160,345,69,35,44,13,21,23,20,726,5,26,0,0,5,0,0,0,0,39,3,24,0,5,3,0,0,0,0,34,6,10,0,3,3,0,0,0,0,23,0,4,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,9
SAL80062,3,3,0,0,0,0,0,0,0,16,6,28,4,0,4,0,0,0,0,47,20,20,66,7,7,0,10,11,0,144,7,3,57,0,4,5,0,0,0,83,0,0,7,0,0,4,0,0,0,18,4,8,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,19,25,17,4,4,12,6,0,0,3,69,12,8,0,9,13,0,0,0,3,44,0,8,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,83,112,157,21,43,17,18,19,13,478,3,3,0,0,3,0,0,0,0,14,6,3,0,0,0,0,0,0,0,12,0,4,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,0,12
