SAL_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SAL80036,106,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13,0,0,108,0,0,0,108,4,0,108,5,0,0,0,4,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,97,13,3,0,115,0,0,0,115,6,0,120,33,3,0,0,35,0,0,0,35,3,0,36,26,0,3,0,30,0,0,0,30,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,4,0,62,0,0,0,62,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,4,0,62,0,0,0,62,5,0,67,0,0,0,0
SAL80037,214,5,0,225,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,178,25,14,0,216,3,0,5,222,5,0,233,28,6,0,0,37,0,0,0,39,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,209,35,12,3,256,4,0,7,266,6,0,270,53,14,0,0,69,0,0,0,68,3,0,77,70,4,0,4,79,0,0,0,79,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,16,9,3,149,0,0,0,151,3,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,16,9,3,149,0,0,0,151,3,0,156,6,4,0,0
SAL80038,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,18,0,0,0,18,0,0,18,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,32,0,0,0,32,0,0,32,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,6,5,0,0,0
SAL80039,221,3,0,229,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,198,18,11,0,232,0,0,0,232,3,0,238,25,0,0,0,30,0,0,0,30,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,225,17,13,0,259,0,0,0,259,11,0,270,76,7,0,0,89,0,0,0,89,0,0,89,27,4,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,12,0,0,125,0,0,0,125,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,0,0,129,0,0,0,129,0,0,136,14,0,0,0
SAL80040,114,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,22,0,0,115,7,0,7,120,3,0,121,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,101,22,0,0,124,7,0,7,129,3,0,130,34,3,0,0,42,0,0,0,42,0,0,42,23,4,0,0,34,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,13,0,0,72,4,0,4,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13,0,0,74,4,0,4,74,0,0,74,6,0,0,0
SAL80041,288,3,0,290,3,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,12,0,0,0,12,0,0,12,255,30,7,7,295,0,0,0,298,3,0,301,32,8,0,3,47,0,0,0,46,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,288,40,3,10,335,0,0,0,341,7,3,349,59,6,0,0,70,4,0,4,74,0,0,72,33,5,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,8,3,0,110,4,0,4,110,0,0,117,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,97,8,3,0,117,4,0,4,117,0,0,121,17,0,0,0
SAL80042,334,4,0,336,5,3,0,0,6,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,7,0,0,7,312,23,8,0,340,3,0,3,343,4,0,351,33,4,0,0,39,0,0,0,42,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,344,26,5,0,383,3,0,3,385,12,0,391,98,6,0,0,103,0,0,0,103,5,0,105,28,0,0,0,29,0,0,0,29,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6,0,0,140,0,0,0,140,6,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,6,0,0,137,0,0,0,137,6,0,145,20,0,0,0
SAL80043,292,4,0,297,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,249,33,9,0,295,0,0,0,295,4,0,301,25,0,0,0,26,0,0,0,26,3,0,26,3,0,0,0,3,0,0,0,3,0,0,0,278,38,9,0,324,0,0,0,324,6,0,328,113,9,0,0,125,0,0,0,125,5,0,130,58,10,0,0,66,0,0,0,66,0,0,67,6,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,175,19,5,0,199,0,0,0,199,6,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,19,5,0,199,0,0,0,199,6,0,207,12,0,0,0
SAL80044,134,0,0,134,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,127,8,0,0,135,0,0,0,135,0,0,135,15,0,0,0,17,4,0,4,17,0,0,20,0,5,0,0,4,0,0,0,4,0,0,4,141,9,3,0,154,4,0,4,157,0,0,160,44,3,0,0,52,0,0,0,52,0,0,49,29,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,76,3,5,0,82,0,0,0,82,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,5,0,82,0,0,0,82,0,0,86,9,0,0,0
SAL80045,201,4,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,0,3,0,0,0,3,0,0,3,187,11,3,0,202,3,0,4,209,4,0,213,23,3,0,0,30,0,0,0,30,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,210,17,3,0,235,3,0,4,236,6,0,244,52,0,0,0,51,0,0,0,52,0,0,56,19,0,0,0,24,0,0,0,22,0,0,22,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,0,76,4,0,4,77,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,73,3,0,0,75,4,0,8,85,0,0,87,4,0,0,0
SAL80046,80,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,17,0,0,80,0,0,0,79,3,0,82,6,0,0,0,7,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,71,15,0,0,84,0,0,0,86,10,0,97,26,10,0,0,32,0,0,0,32,0,0,35,15,3,0,0,18,0,0,0,18,0,0,19,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,54,0,0,0,54,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,54,0,0,0,51,0,0,53,6,0,0,0
SAL80047,167,3,0,172,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,4,0,0,0,4,0,0,7,134,29,0,0,168,6,5,3,172,4,0,176,12,0,0,0,14,0,0,0,14,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,149,30,0,0,181,6,5,3,188,6,0,194,41,6,0,0,49,0,0,0,49,3,0,51,39,7,0,0,41,0,0,4,46,0,0,44,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,16,0,0,99,0,0,4,98,4,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,81,16,0,0,98,0,0,4,103,4,0,102,4,0,0,0
SAL80048,151,9,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,9,6,0,156,0,0,0,156,3,4,162,24,0,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,163,9,6,0,179,0,0,0,179,10,4,187,46,5,4,0,51,0,0,0,50,3,0,52,23,6,0,0,28,0,0,0,28,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,5,3,0,82,0,0,0,85,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,7,0,84,0,0,0,88,0,0,90,8,0,0,0
SAL80049,432,5,0,440,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0,6,0,0,6,376,46,16,3,438,0,0,0,438,5,0,444,43,12,0,4,52,0,0,0,52,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,415,56,14,6,497,0,0,0,497,13,0,504,143,6,5,0,152,0,0,0,152,0,0,152,77,13,4,0,98,0,0,0,98,7,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,22,10,5,254,0,0,0,254,7,0,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,221,22,10,5,257,0,0,0,257,7,0,261,11,3,0,0
SAL80050,289,6,0,293,3,0,0,0,3,0,0,0,6,0,0,6,4,0,3,0,5,0,0,0,5,0,0,5,4,0,3,0,7,0,0,0,8,0,0,8,245,33,9,0,293,3,0,3,299,6,0,302,20,5,0,0,20,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,265,39,9,0,315,3,0,3,319,6,0,325,63,9,0,0,79,0,0,0,79,6,0,80,49,11,0,0,62,0,0,0,62,0,0,62,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,128,16,0,0,140,0,0,0,140,6,0,148,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0,6,0,0,6,128,15,0,0,144,0,0,0,144,6,0,150,6,0,0,0
SAL80051,169,4,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,22,0,3,171,0,0,0,169,4,0,178,14,0,0,0,14,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,157,22,0,0,190,0,0,0,185,7,0,194,52,13,0,0,62,0,0,0,62,0,0,62,28,5,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,100,0,0,0,100,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,100,0,0,0,100,0,0,102,9,0,0,0
SAL80052,174,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,17,0,0,168,0,0,0,171,3,0,172,19,5,0,0,23,3,0,3,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,169,18,0,0,186,0,0,0,195,3,0,198,55,0,0,0,56,0,0,0,60,0,0,62,32,5,0,0,37,0,0,0,38,0,0,38,5,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,90,10,5,0,97,0,0,0,96,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,84,10,5,0,96,0,0,0,100,6,0,102,5,0,0,0
SAL80053,171,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,134,26,4,0,171,0,0,0,171,0,0,175,14,4,3,0,19,0,0,0,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,144,34,10,0,190,0,0,0,190,0,0,194,43,14,0,0,60,0,0,0,60,0,0,60,23,4,0,0,29,0,0,0,29,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,78,16,3,0,96,0,0,0,96,0,0,97,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,78,17,3,0,97,0,0,0,97,0,0,97,10,4,0,0
SAL80054,159,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,6,4,0,0,0,4,0,0,0,4,0,0,3,129,27,5,0,165,0,0,0,161,0,0,168,32,4,0,0,37,0,0,0,37,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,160,31,3,0,198,0,0,0,202,9,0,207,51,9,0,0,56,0,0,0,54,3,0,59,35,3,4,0,49,0,0,0,49,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,4,0,99,0,0,0,104,3,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,4,0,99,0,0,0,104,3,0,104,10,0,0,0
SAL80055,193,9,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,10,0,0,190,0,0,3,193,10,0,199,19,0,0,0,19,0,0,0,19,0,0,19,4,0,0,0,4,0,0,0,4,0,0,4,199,14,0,0,212,0,0,3,210,10,0,220,56,4,0,0,61,0,0,0,61,6,0,70,45,0,5,0,48,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8,5,0,112,0,0,0,115,6,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8,5,0,112,0,0,0,115,6,0,120,12,4,0,0
SAL80056,336,3,0,337,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,11,0,0,0,11,0,0,11,308,30,5,0,344,0,4,4,348,3,0,350,30,0,0,0,29,0,0,0,30,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,339,28,5,0,373,4,4,4,377,3,0,385,108,4,0,0,113,0,0,0,113,4,0,111,66,3,0,0,63,0,0,0,71,0,0,71,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,178,8,0,0,185,0,0,0,185,4,0,188,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,179,8,0,0,189,0,0,0,187,4,0,193,17,0,0,0
SAL80057,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,42,0,0,0,45,0,0,45,5,0,4,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,41,6,7,3,54,0,0,0,55,0,0,55,10,0,0,0,13,0,0,0,13,0,0,13,17,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,35,0,0,0,35,0,0,35,12,0,0,0
SAL80058,347,8,0,357,0,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,7,0,0,0,7,3,0,13,7,9,0,0,17,0,0,0,17,3,0,16,307,47,10,5,361,0,3,6,367,14,0,375,40,7,0,0,49,0,0,0,49,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,345,57,10,5,409,3,3,8,413,19,0,438,107,9,0,0,116,0,5,5,118,4,0,125,71,6,0,0,81,0,0,0,81,6,0,77,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,188,14,4,0,202,0,5,5,204,7,0,210,3,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,0,0,0,5,0,0,5,191,16,4,0,206,0,5,5,211,7,0,213,19,10,0,0
SAL80059,126,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,17,0,5,126,0,0,0,126,0,0,126,12,4,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,119,20,0,8,150,0,0,0,150,0,0,150,29,8,0,0,34,0,0,0,34,0,0,34,21,5,0,0,26,0,0,0,26,0,0,26,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,0,67,0,0,0,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,0,0,67,0,0,0,67,0,0,67,3,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
