SAL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SAL80021,10,0,17,0,0,3,0,8,0,11,5,0,4,3,3,0,11,0,0,0,7,3,0,15,0,0,4,5,4,0,15,6,0,26,12,20,3,63,0,0,0,6,13,6,28,22,26,98,97,96,5,350,13,16,41,12,29,0,117,15,8,72,46,57,3,199,0,0,5,0,7,0,13,0,0,3,12,16,0,35,0,0,8,4,3,0,15,64,60,281,227,314,35,980,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,7,34,0,59,4,0,0,3,6,0,14,0,0,3,15,155,3,182,4,0,3,4,14,3,28,9,0,16,15,55,14,109,0,0,10,7,31,4,47,5,0,9,25,36,0,72,0,0,13,7,14,0,36,3,0,0,3,8,0,20,0,0,4,12,12,0,23,8,10,53,28,35,4,137,0,0,9,11,24,6,45,61,43,174,165,182,15,633,17
SAL80022,0,0,6,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,5,0,0,0,7,6,0,6,5,0,0,13,21,0,37,0,5,0,69,0,0,3,0,0,0,8,105,38,132,14,14,5,303,30,6,12,0,0,0,53,14,3,24,5,0,0,51,3,0,0,0,0,0,8,5,0,4,0,0,0,11,0,0,0,0,0,0,6,194,50,236,41,23,5,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,3,4,0,10,5,9,0,21,0,0,0,0,4,0,4,0,0,3,3,3,0,9,3,0,6,4,4,0,22,0,0,4,0,0,0,6,0,0,9,0,0,0,14,4,0,9,0,0,0,13,8,0,5,8,3,0,24,57,5,78,8,3,0,161,0,0,4,0,0,0,7,218,65,263,37,36,7,617,47
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,21,9,232,8,0,7,0,0,0,14,6,0,13,5,0,0,16,15,0,8,4,5,0,35,9,0,3,4,5,0,21,97,16,106,9,14,0,244,21,0,22,10,8,0,55,112,50,227,41,40,9,469,85,19,104,7,23,3,248,129,19,191,54,35,7,443,10,0,19,6,6,0,32,6,3,18,12,11,0,52,13,0,10,6,0,10,43,647,131,915,234,196,47,2165,3,0,10,0,0,0,8,0,0,0,0,0,0,3,14,0,14,0,12,0,38,12,0,14,0,0,0,28,29,0,52,15,55,4,164,6,5,7,3,6,0,18,132,14,133,45,53,12,385,122,6,184,87,59,12,477,37,0,36,12,5,3,94,18,4,29,6,3,0,59,20,0,22,4,7,0,62,15,0,12,5,5,0,43,208,40,284,26,39,3,603,30,5,45,17,21,4,121,269,99,450,102,95,13,1021,159
SAL80025,6,0,45,3,0,7,5,5,0,17,5,0,9,5,0,0,14,10,0,10,8,3,0,25,0,0,4,0,5,0,12,28,9,60,20,17,0,137,7,0,6,11,12,5,37,103,29,187,86,50,5,458,39,14,94,27,23,3,208,50,17,122,65,44,4,308,0,0,11,0,8,0,19,11,0,14,8,14,3,49,8,0,12,8,0,4,30,290,84,589,248,236,36,1481,4,0,3,0,0,0,7,0,0,0,0,0,0,0,11,0,7,11,19,0,43,0,0,11,0,4,0,18,10,0,25,23,109,10,173,0,0,9,9,10,0,29,27,6,46,21,49,8,150,25,0,37,26,31,6,125,25,0,31,15,14,3,90,11,0,17,15,8,3,51,13,0,16,15,8,0,46,0,0,12,0,13,0,25,106,17,147,51,40,7,359,16,3,21,17,22,5,83,251,59,347,163,108,16,944,70
SAL80026,3,0,16,0,0,0,0,6,0,3,0,5,3,0,0,0,10,0,0,4,0,0,0,7,0,0,3,11,0,0,8,6,7,30,13,14,0,68,0,0,3,0,3,0,17,17,20,99,55,51,7,249,14,16,52,14,13,0,109,23,13,56,26,31,9,154,3,3,5,3,3,0,9,0,0,3,6,8,0,15,5,0,0,0,3,0,10,79,56,276,137,160,18,735,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,16,0,25,0,0,0,4,10,0,14,0,0,10,7,75,0,95,0,0,0,4,0,0,12,8,4,11,12,28,0,62,3,0,7,10,17,3,47,0,0,4,6,17,0,33,0,0,9,8,4,0,24,3,0,4,0,0,0,10,0,0,7,8,5,0,19,27,8,62,24,21,9,158,0,0,12,0,14,0,28,57,35,193,105,88,6,485,22
SAL80027,15,3,106,0,0,0,0,5,0,8,8,0,20,0,0,0,33,11,0,20,4,0,0,35,0,0,13,4,4,0,26,95,25,178,11,11,0,323,4,0,13,0,0,0,27,255,125,440,35,45,10,913,92,15,67,3,5,0,188,50,12,81,19,16,0,189,22,0,20,4,0,0,46,16,5,12,5,8,3,44,10,0,11,0,0,0,26,623,194,968,118,124,27,2051,0,0,3,0,0,0,5,0,0,0,0,0,0,0,10,0,11,6,6,3,29,4,0,13,3,0,0,26,16,0,38,12,34,4,104,3,0,5,4,0,0,12,35,0,39,15,19,0,108,36,0,73,38,36,3,188,8,0,8,0,9,0,29,15,3,47,12,4,0,67,16,4,36,6,0,0,58,10,0,24,6,9,4,47,202,48,382,28,23,11,691,7,3,23,3,6,3,55,509,208,871,87,103,21,1802,187
SAL80028,23,9,120,5,0,0,3,0,0,13,11,0,7,5,3,0,21,5,0,15,0,0,0,25,3,0,16,6,5,0,26,54,11,89,11,13,8,182,19,3,26,11,7,0,68,138,54,225,34,40,4,489,109,34,107,19,20,3,287,76,21,157,35,47,4,342,0,4,22,5,8,0,43,10,3,16,7,13,4,51,4,4,4,3,0,4,24,477,141,798,188,217,27,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,8,7,0,38,3,0,5,0,3,0,18,17,0,31,13,51,0,109,0,0,5,5,4,0,18,68,0,99,21,45,0,236,48,6,106,51,49,9,275,15,4,15,10,12,4,55,13,4,22,11,3,0,50,11,3,23,3,0,0,46,18,0,19,3,9,0,46,153,37,229,28,36,11,488,22,5,49,17,9,5,114,322,90,411,81,68,9,974,188
SAL80029,11,0,26,0,0,0,6,3,0,8,0,0,4,4,0,0,17,0,0,0,9,6,0,26,0,0,0,0,9,0,5,5,3,27,17,19,0,71,0,0,9,8,11,0,28,32,34,143,102,87,7,404,15,22,81,16,22,0,162,21,22,91,37,63,5,232,0,0,0,3,3,0,10,0,8,3,3,23,0,41,3,0,4,4,3,0,16,101,92,394,224,302,27,1142,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,29,0,39,0,0,0,9,9,3,22,3,0,12,28,198,0,242,0,0,0,3,13,0,15,4,0,17,15,62,5,100,0,0,11,14,24,0,48,0,4,0,9,30,0,46,5,0,14,3,4,0,32,0,0,7,9,12,0,40,0,0,4,5,16,0,20,26,14,66,40,43,6,192,3,4,12,19,26,0,56,77,50,247,171,160,13,727,35
SAL80030,3,0,19,0,4,3,0,4,0,10,0,0,4,0,0,0,9,5,3,7,6,4,0,23,0,0,4,6,3,0,13,36,12,64,14,3,5,131,0,0,12,0,0,0,16,185,67,263,39,54,9,624,43,14,58,9,5,0,133,43,9,53,11,7,0,132,10,0,14,0,0,0,30,7,0,11,5,12,0,30,3,0,6,0,0,0,12,355,129,521,116,120,11,1257,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,8,0,21,0,0,0,0,0,0,11,9,0,22,16,43,0,89,0,0,5,0,0,0,5,9,3,16,11,14,0,58,8,0,19,3,17,0,47,0,4,5,3,4,0,17,8,0,14,0,4,0,25,16,6,20,4,4,0,48,7,0,11,4,7,0,32,89,29,176,23,3,0,327,3,0,22,0,5,0,34,427,111,570,127,189,24,1444,90
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,4,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,5,4,5,0,14,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,15,0,50,4,0,3,3,0,0,10,4,0,4,5,3,0,16,8,0,8,6,7,0,31,3,0,9,3,6,0,24,34,3,59,20,11,0,132,9,0,9,8,10,5,31,67,33,157,111,81,7,469,53,28,85,17,24,8,210,37,21,116,48,49,9,271,0,3,11,3,7,0,26,5,0,3,5,24,0,42,3,0,6,4,0,5,20,247,101,533,267,275,37,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,15,22,0,51,0,0,9,12,3,0,28,6,3,28,25,131,5,197,0,0,3,9,6,0,23,28,5,44,16,35,4,132,14,6,26,24,39,3,107,24,4,17,10,19,3,76,7,0,17,9,12,0,54,19,0,19,11,13,0,60,3,0,13,11,9,3,40,87,13,140,48,35,4,329,18,0,19,12,19,5,67,181,67,293,196,155,21,911,79
SAL80034,0,0,9,0,0,0,0,0,0,4,0,0,9,0,0,0,9,0,0,0,0,0,0,11,0,0,3,0,5,0,13,15,0,25,11,8,0,62,3,0,3,0,0,0,7,52,24,97,23,15,0,217,26,10,33,12,6,0,87,18,9,40,12,6,0,94,0,0,4,0,4,0,12,0,3,0,5,4,0,13,3,0,0,4,0,0,13,126,56,233,78,57,15,563,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,13,6,0,13,7,40,0,63,0,0,3,0,3,0,9,0,0,4,0,0,0,8,4,0,3,7,3,0,20,0,0,3,0,7,0,10,3,0,14,0,0,0,19,5,3,8,7,3,0,30,0,0,8,4,6,0,19,35,15,92,16,12,0,172,5,0,8,0,5,0,24,118,34,153,46,30,4,382,35
SAL80035,13,0,21,0,0,0,0,3,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,7,0,0,6,0,5,0,9,9,3,15,11,14,0,48,0,0,3,6,4,0,15,17,12,31,43,32,0,134,10,9,31,22,21,4,92,11,3,37,30,30,3,109,0,0,10,5,3,0,19,0,0,6,3,7,0,20,0,0,0,0,4,4,9,58,23,154,127,147,19,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,4,3,0,13,0,0,12,7,88,3,112,0,0,0,0,10,0,12,5,0,18,7,19,0,53,6,0,10,4,22,0,45,4,0,4,3,18,3,40,5,0,0,0,3,0,12,0,0,4,0,4,4,12,0,0,6,0,6,0,8,13,0,34,15,21,0,90,5,0,3,10,14,0,28,24,15,69,65,63,3,243,17
SAL80036,4,0,17,0,0,0,4,0,0,11,4,0,0,0,0,0,8,0,5,4,0,0,0,8,0,0,0,0,0,0,4,10,3,38,5,9,0,65,13,3,11,0,3,0,28,52,25,106,30,11,0,224,18,6,26,9,4,0,63,27,8,63,17,10,0,135,4,0,6,0,0,0,7,4,0,0,0,0,0,11,0,0,4,0,4,3,17,137,55,283,83,61,14,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,0,20,4,0,6,0,0,0,7,0,4,3,8,32,0,47,0,0,6,0,0,0,4,13,0,20,11,10,6,56,16,0,17,10,7,0,55,3,4,3,10,4,6,22,6,0,9,0,6,0,22,0,5,7,7,0,0,18,0,0,0,7,7,3,16,28,12,78,17,10,0,152,15,3,22,6,7,0,60,113,37,167,50,30,5,401,21
SAL80037,19,0,25,0,0,0,0,4,0,8,0,0,3,3,0,0,10,0,0,4,3,3,0,13,0,0,3,0,6,0,16,3,8,20,9,14,0,67,0,0,9,0,10,3,18,32,33,94,83,78,10,323,14,13,41,16,26,0,113,16,22,66,41,62,6,212,0,0,4,6,0,0,14,0,0,6,10,13,0,34,3,0,3,4,5,0,16,80,74,270,206,275,28,934,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,7,24,0,44,0,0,4,6,10,0,17,0,0,11,14,173,3,204,0,0,3,0,17,0,21,7,0,17,15,30,0,70,5,0,6,13,30,0,46,6,0,8,9,31,0,43,0,0,8,10,0,0,21,0,0,5,5,8,0,20,3,0,5,4,16,3,30,18,21,54,27,38,0,154,9,0,12,9,26,4,49,71,50,168,135,148,14,586,23
SAL80038,10,3,103,5,0,0,0,0,0,6,0,0,10,0,4,0,17,6,0,5,0,0,0,12,6,0,6,4,0,0,15,75,11,92,5,7,7,198,9,0,7,0,0,0,14,118,40,139,20,16,0,329,68,3,45,7,3,4,137,30,7,48,5,11,4,98,7,0,5,4,8,0,18,8,0,6,6,6,0,23,8,0,8,0,0,0,24,373,68,466,70,75,26,1077,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,9,3,4,0,26,3,0,6,0,4,0,20,12,0,16,4,12,4,50,0,0,4,0,0,0,11,21,0,47,9,13,3,94,51,0,83,27,27,13,200,6,0,6,0,5,0,25,4,3,20,0,4,3,41,16,5,20,0,0,5,34,8,4,8,0,3,0,27,153,21,206,19,20,3,432,10,0,15,0,9,0,38,259,75,323,38,37,6,747,132
SAL80039,7,0,11,0,0,0,0,5,0,6,0,0,0,3,0,0,10,0,0,4,9,0,0,17,0,0,3,0,8,0,10,7,0,25,13,19,0,70,0,0,4,0,4,0,22,31,18,106,85,98,9,342,19,20,59,21,23,0,143,18,15,76,32,50,7,205,0,0,0,5,4,0,8,4,0,8,0,21,0,35,4,0,0,0,0,0,7,80,65,308,197,262,28,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,0,37,6,0,4,0,17,0,31,4,0,6,12,114,4,149,0,0,3,0,5,0,10,4,0,23,18,38,8,95,4,0,7,8,19,0,39,3,0,3,6,26,3,44,0,0,11,3,0,0,17,0,0,6,10,3,0,24,0,0,3,7,16,0,26,18,6,62,33,36,0,162,0,0,11,4,13,0,37,82,41,190,175,185,15,684,17
SAL80040,5,0,17,4,0,0,0,0,0,6,5,0,8,0,0,0,15,0,0,4,0,0,0,7,0,0,0,0,0,0,4,24,14,30,4,5,0,80,0,0,8,3,4,3,17,82,26,96,12,13,0,234,52,21,48,6,7,3,129,23,7,49,16,13,4,109,4,0,9,0,0,0,15,7,0,12,0,12,0,28,0,0,0,0,0,0,9,208,74,286,67,71,11,712,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,7,6,0,9,0,0,7,0,0,0,14,4,0,11,8,24,0,52,0,0,0,0,0,0,4,4,0,6,8,11,0,30,5,0,9,9,3,0,24,10,0,7,0,3,0,20,5,0,15,4,3,0,28,4,0,4,0,0,0,18,3,0,4,0,3,0,6,50,19,81,12,14,0,181,3,0,10,9,6,3,29,140,48,189,35,26,0,441,94
SAL80041,3,0,34,3,0,4,0,0,0,7,3,0,8,0,0,0,10,10,0,8,0,0,3,21,3,0,0,5,6,0,13,25,12,54,10,5,0,103,7,0,10,3,7,3,35,104,36,156,44,30,3,369,51,13,70,15,15,0,161,50,14,168,43,20,7,302,3,0,3,0,0,0,12,3,3,8,8,3,0,31,10,0,11,0,0,8,25,287,90,542,143,111,23,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,24,5,0,6,0,3,0,17,12,0,31,20,47,0,106,3,0,4,4,6,0,18,28,3,48,19,21,8,126,22,0,38,14,23,3,101,4,0,14,10,9,0,39,8,0,13,5,10,0,32,15,0,12,6,3,0,42,9,0,7,8,5,0,25,75,28,135,24,15,3,277,6,0,19,12,8,3,56,228,52,304,85,63,5,735,81
SAL80042,10,0,31,0,0,0,0,0,0,9,3,0,10,0,0,0,17,12,0,7,5,3,0,29,3,0,3,0,3,0,17,40,6,54,19,7,4,122,0,3,6,3,4,0,19,77,33,165,47,49,7,372,46,26,60,12,14,0,157,45,16,66,37,15,0,183,0,5,10,0,4,0,16,0,0,9,6,10,0,36,4,0,0,5,0,4,13,252,92,442,146,142,14,1095,0,0,4,0,0,0,5,0,0,0,0,0,0,6,3,0,12,0,11,0,27,6,0,5,0,0,0,12,18,0,25,22,53,5,119,4,0,8,3,4,0,14,18,0,45,10,14,0,90,10,0,24,15,22,3,68,4,0,12,3,9,0,28,8,0,19,3,0,0,31,18,0,15,8,4,0,51,9,0,8,5,10,0,25,103,20,121,31,25,5,306,0,3,12,7,9,0,40,213,57,308,115,102,9,810,79
SAL80043,3,0,17,0,0,0,0,0,0,3,0,0,7,0,0,0,18,4,0,3,0,0,0,12,0,0,0,0,4,0,3,24,9,63,5,3,6,110,5,3,6,5,0,0,22,145,51,181,36,20,8,435,71,10,64,11,15,0,171,62,18,114,23,16,6,236,3,4,13,3,0,0,23,3,4,8,7,6,0,28,3,0,5,0,0,4,17,333,98,515,107,103,19,1171,4,5,3,0,4,0,12,0,0,0,0,0,0,5,9,0,9,0,9,0,24,9,0,5,4,0,0,24,7,0,20,10,48,0,88,0,0,3,0,6,0,10,4,4,23,7,19,0,59,7,0,24,11,12,0,52,9,4,9,3,8,0,33,4,0,23,3,0,0,40,11,0,16,3,3,0,35,0,0,3,3,4,0,15,81,35,146,20,13,6,295,11,4,19,13,7,0,52,295,86,359,71,48,17,876,114
SAL80044,3,0,9,0,0,0,4,0,0,0,5,0,6,0,0,0,13,3,0,4,3,0,0,13,0,0,5,4,0,0,9,22,10,65,10,4,0,105,0,0,6,0,0,0,11,70,22,79,16,3,4,198,31,14,30,4,5,0,86,39,7,56,10,9,0,124,3,0,9,0,0,0,11,4,0,9,8,0,0,18,0,0,4,4,0,0,6,196,60,288,66,39,3,651,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,13,3,0,0,0,0,0,6,4,0,17,9,22,0,59,4,0,8,4,0,0,16,5,0,5,7,0,0,20,3,0,8,4,3,4,24,0,0,3,4,0,0,9,7,0,12,0,3,0,24,13,3,18,4,0,0,42,0,0,10,10,7,0,22,60,22,140,19,8,0,254,0,0,14,0,7,0,18,155,37,151,25,11,4,385,51
SAL80045,0,0,13,0,0,0,0,0,0,4,3,0,5,0,0,0,8,6,3,3,5,4,0,19,0,0,0,4,9,0,10,32,5,31,3,9,6,77,3,0,6,3,5,0,19,69,16,120,14,12,0,233,27,6,22,3,0,0,61,29,15,77,9,9,3,153,0,0,9,0,0,0,11,0,0,4,0,3,0,8,6,0,3,0,0,0,7,188,52,317,65,61,9,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,12,0,0,6,0,0,0,13,7,0,23,3,36,4,77,4,0,0,5,0,0,20,15,0,23,8,6,4,56,6,0,6,11,11,0,34,3,0,3,5,7,0,20,9,0,12,0,8,0,24,8,6,13,9,0,0,39,5,0,9,6,5,0,25,78,12,96,12,20,4,226,11,0,10,5,9,0,29,149,32,204,38,29,7,468,29
SAL80046,11,6,53,5,0,0,0,0,0,9,4,0,6,0,0,0,10,3,0,4,0,0,0,11,0,0,3,0,0,0,6,31,12,51,3,8,0,106,4,0,13,3,5,0,19,95,40,197,25,21,0,372,41,8,39,7,6,3,103,25,7,40,20,11,4,107,4,4,13,0,4,0,20,5,0,9,0,3,0,20,0,0,0,4,0,5,8,239,79,425,80,72,17,907,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,11,4,0,4,0,0,0,9,7,3,19,7,24,5,58,0,0,3,0,0,0,6,7,0,27,10,4,3,55,24,0,41,14,18,3,104,9,0,8,3,3,0,23,0,6,17,5,0,0,21,10,0,20,0,0,0,29,5,0,12,0,8,0,23,62,22,131,14,12,3,244,16,0,18,0,5,0,47,197,63,348,44,34,3,689,87
SAL80047,8,0,42,0,0,0,0,0,0,5,7,5,12,0,4,0,29,0,0,6,0,3,0,5,4,0,0,0,4,0,4,35,16,53,8,10,3,123,6,0,5,3,3,0,19,114,39,155,20,13,0,337,53,8,52,10,11,0,139,40,13,56,14,14,4,143,3,0,18,3,6,0,30,3,4,8,6,3,0,17,0,0,0,0,0,0,9,285,85,410,85,97,15,973,5,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,9,5,7,0,23,0,3,3,0,6,0,9,3,0,26,3,56,0,89,0,0,3,3,0,0,7,16,4,26,8,11,0,65,17,0,46,18,19,5,104,7,0,15,9,14,0,40,5,8,23,0,5,0,44,3,0,13,0,3,0,20,10,0,0,0,5,0,13,82,25,113,14,19,4,262,17,5,26,6,7,0,66,218,51,288,42,37,5,640,94
