SAL_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SAL80036,35,13,0,0,44,0,0,0,44,0,0,39,35,8,0,0,47,0,0,0,47,0,0,47,12,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,77,22,0,0,106,0,0,0,106,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,22,0,0,108,0,0,0,108,0,0,110,14,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,94,22,3,0,121,0,0,0,121,4,0,124,51,8,0,0,63,0,0,0,63,4,0,66,39,0,0,0,41,0,0,0,41,0,0,38,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,97,13,0,0,106,0,0,0
SAL80037,52,5,0,0,58,0,0,0,58,3,0,64,107,6,4,0,119,0,0,0,117,4,3,125,32,0,7,3,49,0,0,0,49,0,0,49,3,0,0,0,3,0,0,0,3,0,0,3,197,14,14,3,226,0,0,3,230,6,3,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,14,14,3,230,0,0,3,234,6,3,242,29,8,9,0,45,3,0,3,43,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,233,21,20,3,276,3,0,0,278,18,3,297,73,12,4,0,92,3,0,5,95,4,0,100,96,13,0,0,109,0,0,0,111,0,0,111,4,0,6,0,13,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,170,25,14,0,212,3,0,5
SAL80038,13,0,0,0,11,0,0,0,11,0,0,9,11,3,0,0,15,0,0,0,15,0,0,15,7,0,4,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,4,4,0,42,0,0,0,42,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,30,4,4,0,42,0,0,0,42,0,0,47,10,8,0,0,13,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,40,9,8,3,58,0,0,0,61,0,0,60,6,0,0,0,11,0,0,0,11,0,0,11,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0
SAL80039,60,0,6,0,73,0,0,0,69,0,0,69,68,6,5,0,79,0,0,0,78,3,0,82,28,0,3,0,35,0,0,0,35,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,158,14,12,4,188,0,0,0,191,3,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,159,14,12,4,186,0,0,0,187,3,0,196,41,3,4,0,46,0,0,0,46,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,199,19,15,3,237,0,0,0,237,5,0,250,97,8,4,0,112,0,0,0,112,4,0,114,83,12,3,0,103,0,0,0,102,0,0,107,12,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,192,18,11,0,222,0,0,0
SAL80040,24,5,0,0,29,0,0,0,29,0,0,29,51,12,0,0,60,0,0,0,65,0,0,62,15,0,4,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,91,16,3,0,116,0,0,0,111,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,16,3,0,116,0,0,0,111,0,0,115,13,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,104,19,3,0,132,0,0,0,128,0,0,135,41,8,0,0,50,7,0,7,56,0,0,55,44,15,0,0,62,0,0,0,62,3,0,64,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,89,22,0,0,118,7,0,7
SAL80041,109,6,9,0,122,0,3,3,123,0,0,123,102,19,7,4,131,5,0,5,134,0,0,134,28,9,12,0,48,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,242,41,19,4,300,0,3,7,305,0,0,307,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,245,41,19,4,307,0,3,7,314,4,0,315,54,8,0,5,65,0,0,0,65,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,304,46,19,9,369,0,3,3,383,6,0,388,134,14,0,0,150,0,0,0,150,0,0,154,110,14,0,4,125,0,0,0,123,0,0,125,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,6,6,0,0,0,6,0,0,6,243,31,7,7,285,0,0,0
SAL80042,96,14,0,0,106,0,0,0,106,0,0,110,98,20,0,0,122,0,0,0,122,3,0,126,47,5,4,0,55,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,6,0,0,6,238,32,8,7,289,0,0,6,292,6,0,299,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,7,3,0,0,6,0,0,0,6,0,0,6,244,35,8,7,292,0,0,6,299,6,0,301,66,8,0,0,75,3,0,3,73,6,0,83,0,0,0,0,4,0,0,0,4,0,0,4,306,45,11,4,366,3,0,4,371,10,0,388,196,8,3,0,204,0,0,0,204,0,0,208,98,6,3,0,110,0,0,0,109,3,0,110,12,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,5,0,0,0,5,0,0,4,303,18,8,0,334,0,0,0
SAL80043,61,15,0,0,71,0,0,0,71,0,0,74,89,17,0,0,103,0,0,0,103,0,0,106,29,4,6,0,44,0,0,0,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,182,28,9,0,218,0,0,0,218,6,0,224,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,186,28,9,0,225,0,0,0,225,6,0,227,28,3,0,0,27,0,0,0,27,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,213,30,9,0,248,0,0,0,248,4,0,255,123,10,3,0,142,0,0,0,142,5,0,144,115,21,0,0,133,0,0,0,133,0,0,134,7,0,5,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,247,33,9,0,292,0,0,0
SAL80044,28,6,0,0,37,0,0,0,37,0,0,37,41,0,0,0,44,0,3,3,46,0,0,46,14,0,0,0,14,0,0,0,14,0,0,14,4,0,0,0,4,0,0,0,4,0,0,4,93,9,0,0,98,0,3,3,98,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0,0,102,0,3,3,101,0,0,101,13,0,3,0,15,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,103,9,7,0,119,0,3,5,122,0,0,122,73,4,0,0,78,0,0,0,78,0,0,78,40,4,0,0,48,0,0,0,48,0,0,48,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,125,8,0,0,134,0,0,0
SAL80045,81,0,0,0,83,0,0,0,89,0,0,89,61,10,0,0,66,0,0,0,71,6,0,76,21,3,5,0,32,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,166,11,5,0,185,3,0,3,189,6,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,170,11,5,0,189,3,0,3,194,6,0,200,27,7,5,0,37,0,0,0,37,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,196,14,5,0,226,3,0,3,230,10,0,242,128,3,0,0,133,3,0,3,137,0,0,134,51,10,0,0,58,0,0,0,58,0,0,60,5,0,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,184,8,3,0,200,3,0,3
SAL80046,25,10,5,0,34,0,0,0,34,0,0,36,28,4,0,0,28,0,0,0,28,0,0,34,13,5,8,0,25,0,0,0,25,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,66,15,11,0,97,0,0,0,97,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,66,20,11,0,99,0,0,0,100,3,0,101,3,0,0,0,5,0,0,0,6,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,70,22,11,0,102,0,0,0,107,16,0,121,32,4,0,0,39,0,0,0,39,0,0,39,34,3,0,0,36,0,0,0,36,3,0,36,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,17,0,0,80,0,0,0
SAL80047,44,10,0,0,51,0,0,0,51,0,0,53,58,30,0,0,87,0,0,0,93,6,0,95,26,6,4,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,128,41,4,0,175,0,0,0,178,4,0,181,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,5,0,0,0,5,0,0,5,134,41,4,0,179,0,0,0,186,4,0,191,24,5,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,161,47,4,0,215,0,0,0,217,4,0,223,59,9,0,0,71,0,4,7,76,0,0,79,59,16,5,0,79,0,0,3,81,0,0,86,7,4,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,128,29,0,0,160,6,5,3
SAL80048,45,3,0,0,53,0,0,0,53,0,0,53,40,10,0,0,52,0,0,0,52,0,0,52,30,3,8,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,119,17,7,0,142,0,0,0,142,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,17,7,0,147,0,0,0,147,0,0,147,25,3,0,0,25,0,0,0,25,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,147,22,7,0,174,0,0,0,174,3,0,175,69,7,0,0,78,0,0,0,78,0,4,84,58,0,3,0,61,0,0,0,61,0,0,63,12,0,0,0,12,0,0,0,12,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,139,9,4,0,151,0,0,0
SAL80049,93,10,5,0,103,0,0,0,103,6,0,109,126,10,5,0,141,3,0,3,145,0,0,147,54,0,7,0,63,0,0,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,272,23,17,0,312,3,0,3,310,0,0,317,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,0,0,5,277,23,18,0,315,3,0,3,316,0,0,323,59,9,0,0,75,0,0,0,76,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,333,34,17,6,392,4,0,4,394,6,0,402,192,23,4,0,221,0,0,0,221,0,0,225,164,21,3,0,185,0,0,0,185,3,0,189,15,3,0,0,21,0,0,0,21,0,0,21,0,0,0,7,5,0,0,0,5,0,0,5,371,46,14,7,432,0,0,0
SAL80050,57,10,4,3,67,0,0,0,67,0,0,73,90,24,0,0,117,0,0,0,117,0,0,117,62,0,4,0,60,0,0,0,60,0,0,64,0,0,0,0,0,0,0,0,0,0,0,3,207,30,9,3,248,0,0,0,248,4,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,30,9,3,248,0,0,0,248,4,0,256,31,4,0,0,33,3,0,3,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,235,33,12,3,282,0,0,0,286,3,0,293,108,13,5,0,123,5,0,5,126,4,0,132,120,19,3,0,147,0,0,0,147,0,0,150,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,238,33,7,0,284,5,0,5
SAL80051,31,5,0,0,42,0,0,0,42,0,0,39,40,8,0,0,51,0,0,0,51,0,0,53,20,0,4,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,95,14,5,0,111,0,0,0,111,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,14,5,0,111,0,0,0,111,7,0,122,13,0,0,0,14,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,101,17,5,3,128,0,0,0,128,3,0,137,77,14,0,0,97,0,0,0,99,0,0,103,63,6,0,0,64,0,0,0,64,6,0,72,3,0,0,0,5,0,0,0,5,0,0,6,5,0,0,0,3,0,0,0,3,0,0,3,146,22,0,3,171,0,0,0
SAL80052,29,6,0,0,35,0,0,0,35,0,0,35,43,12,0,0,56,0,0,0,56,0,0,56,17,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,92,18,0,0,109,0,0,0,112,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,97,20,0,0,112,0,0,0,111,0,0,111,32,6,0,0,36,0,0,0,39,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,125,24,0,0,150,0,0,0,155,3,0,155,79,6,0,0,88,0,0,0,90,0,0,94,65,5,0,0,74,0,0,0,74,0,0,74,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,147,17,0,0,167,0,0,0
SAL80053,37,13,0,0,53,0,0,0,53,0,0,51,51,3,0,0,58,0,0,0,58,0,0,58,23,7,4,0,37,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,115,22,3,0,142,0,0,0,149,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,22,3,0,142,0,0,0,149,0,0,150,16,7,0,0,23,0,0,0,23,5,0,27,0,0,0,3,3,0,0,0,3,0,0,3,131,35,10,5,175,0,0,0,175,0,0,182,75,10,0,0,86,0,0,0,86,0,0,88,57,8,5,0,74,0,0,0,74,0,0,74,3,3,6,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,130,26,4,0,171,0,0,0
SAL80054,41,7,0,0,47,0,0,0,47,3,0,47,72,13,0,0,88,0,0,0,88,0,0,91,19,4,3,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,6,3,129,23,5,0,158,0,0,0,158,4,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,4,0,0,3,130,23,5,0,163,0,0,0,161,3,4,172,42,4,0,0,45,0,0,0,45,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,174,25,5,0,201,0,0,0,208,10,4,220,68,14,0,0,75,0,0,0,77,3,0,80,59,7,5,0,73,0,0,0,73,0,0,72,6,5,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,126,27,5,0,159,0,0,0
SAL80055,39,0,0,4,45,0,0,0,45,4,0,49,78,8,0,0,90,0,0,0,88,0,0,88,35,3,5,0,41,0,0,0,41,0,0,41,0,0,0,0,3,0,0,0,3,0,0,3,153,14,4,4,183,0,0,0,180,4,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,14,4,4,183,0,0,0,180,4,0,186,22,9,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,178,19,4,4,202,0,0,0,203,4,0,210,73,6,0,0,83,0,0,0,83,5,0,85,92,11,0,0,101,0,0,3,107,5,0,106,8,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,173,10,0,0,190,0,0,3
SAL80056,91,3,0,0,95,0,0,0,95,8,0,101,89,13,0,0,95,0,0,0,95,0,0,96,18,0,7,0,28,0,0,0,28,0,0,28,0,0,0,0,4,0,0,0,4,0,0,4,192,14,7,0,220,0,0,0,220,4,0,223,7,0,0,0,7,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,11,0,0,11,203,14,7,0,228,0,0,0,229,4,0,234,37,9,0,4,49,0,0,0,47,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,242,23,7,5,273,0,0,0,276,10,0,285,169,13,0,0,185,0,4,4,191,5,0,191,119,12,0,0,138,0,0,0,138,0,0,138,10,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,299,26,5,0,337,0,4,4
SAL80057,6,4,0,0,9,0,0,0,9,0,0,9,15,4,0,0,16,0,0,0,16,0,0,16,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,32,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,32,0,0,0,32,0,0,34,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,40,0,0,0,40,0,0,39,13,0,0,0,20,0,0,0,20,0,0,20,20,0,0,0,19,0,0,0,19,0,0,19,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,42,0,0,0
SAL80058,123,11,0,0,139,0,0,0,136,0,0,142,112,25,0,4,140,0,0,0,140,0,0,147,21,6,6,0,34,0,0,0,34,0,0,35,4,0,0,0,4,0,0,0,4,0,0,4,258,41,8,5,313,0,0,0,313,8,0,325,5,4,0,0,12,0,0,0,12,0,0,12,6,3,0,0,8,0,0,0,8,0,0,8,14,4,0,0,19,0,0,0,19,0,0,19,272,45,8,5,335,0,0,0,337,8,0,339,87,25,0,0,109,0,0,0,113,8,0,119,0,0,0,0,0,0,0,0,0,0,0,4,363,75,5,6,444,4,0,3,449,12,0,469,174,16,5,0,198,0,3,3,198,11,0,203,115,22,0,0,135,0,0,0,140,0,0,141,9,0,5,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,298,42,3,5,347,0,3,6
SAL80059,22,4,0,0,24,0,0,0,24,0,0,24,27,4,0,0,32,0,0,0,32,0,0,32,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,0,67,0,0,0,67,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,0,0,69,0,0,0,69,0,0,70,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,76,10,0,0,80,0,0,0,80,0,0,86,43,12,0,0,58,0,0,0,58,0,0,58,59,6,0,0,67,0,0,0,67,0,0,67,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,5,5,0,0,0,5,0,0,5,105,17,0,5,126,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
