SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL80101,2122,2098,4219,81,95,174,167,164,328,36,32,65,46,41,84,20,22,40,11,16,20,3,4,9,4,3,6,532,591,1126,0,0,0,812,864,1674,101,108,210,15,3,16,1006,1067,2080,58,60,119,3193,3219,6413
SAL80102,1387,1469,2856,90,102,188,251,311,557,77,97,173,48,50,102,14,18,27,28,34,60,10,10,17,7,7,18,562,508,1065,0,0,0,997,1027,2028,213,223,435,19,13,36,1326,1359,2684,83,68,151,2794,2896,5692
SAL80103,288,319,612,9,7,15,20,26,47,3,6,10,0,0,3,0,0,3,0,0,0,4,0,5,0,0,3,70,62,137,0,0,0,104,100,205,23,31,48,0,6,6,141,133,275,14,9,25,446,464,909
SAL80104,92,41,131,3,0,3,28,27,48,0,6,10,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,28,26,51,0,0,0,55,58,118,12,10,20,0,0,0,74,70,140,49,33,80,218,140,353
SAL80105,564,527,1091,6,0,9,24,27,51,15,15,25,0,5,6,0,4,3,3,4,10,0,0,0,0,0,0,156,141,297,0,0,0,203,190,392,20,18,38,4,6,10,232,222,446,34,37,65,828,781,1608
SAL80106,624,733,1359,20,21,44,99,108,207,36,29,67,17,16,31,5,5,10,5,3,8,4,0,5,3,4,6,324,389,716,0,0,0,490,558,1051,118,102,221,21,23,43,649,709,1355,82,95,175,1354,1531,2891
SAL80107,1506,1578,3084,86,79,157,127,160,287,47,44,91,28,29,56,12,10,17,10,10,18,6,6,4,7,3,13,515,512,1031,0,0,0,755,768,1525,119,121,239,17,9,21,969,975,1943,97,75,174,2569,2629,5199
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,729,741,1472,31,26,57,72,92,168,20,23,42,19,10,22,0,0,0,9,8,18,0,0,0,0,3,5,279,282,564,0,0,0,405,421,822,69,65,136,6,0,9,510,510,1020,37,42,79,1279,1293,2565
SAL80110,432,463,896,90,94,184,333,323,657,83,76,159,75,100,176,19,24,42,18,22,43,4,11,15,5,10,10,749,827,1580,0,0,4,1291,1389,2682,370,487,859,34,19,57,1790,1994,3782,129,84,218,2347,2545,4889
SAL80111,40,42,83,0,0,0,5,4,11,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,15,10,24,6,0,5,0,0,0,14,12,28,6,3,13,66,66,131
SAL80112,779,799,1574,43,40,84,132,115,254,39,39,78,37,33,65,7,6,12,12,7,20,3,0,3,4,5,9,288,303,591,0,0,0,513,513,1033,124,114,241,0,0,0,687,674,1356,50,47,105,1515,1519,3038
SAL80113,352,329,682,16,12,24,75,63,138,29,26,51,16,16,34,8,6,11,3,11,12,9,5,11,0,3,3,153,120,277,0,0,0,294,247,539,68,73,141,4,3,10,383,333,715,56,40,98,794,701,1495
SAL80114,936,937,1868,24,10,32,84,69,152,12,7,16,16,15,29,0,6,11,0,0,0,0,0,0,0,0,0,271,278,550,0,0,0,378,377,750,44,40,79,13,9,21,458,429,891,57,55,112,1448,1426,2870
SAL80115,941,1062,2003,20,27,48,83,64,151,17,17,33,15,16,34,3,0,5,0,0,6,0,0,0,0,0,0,305,312,617,0,0,0,429,412,840,50,43,92,0,4,0,500,486,985,66,60,130,1506,1611,3117
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,831,796,1626,17,33,50,86,73,159,25,37,63,14,21,27,4,3,6,10,10,18,0,0,6,0,0,0,275,289,558,0,0,0,406,434,842,71,98,170,12,9,24,514,572,1088,60,59,122,1411,1424,2837
SAL80118,814,821,1638,11,10,18,42,53,102,7,10,19,10,11,21,4,3,12,4,12,10,0,0,0,4,0,4,219,226,443,0,0,0,293,315,606,19,32,54,4,4,10,324,360,685,47,52,106,1191,1234,2431
SAL80119,584,675,1262,19,10,34,69,76,141,12,11,26,13,19,33,8,7,11,5,9,13,0,0,0,3,0,6,202,221,424,0,0,0,310,339,652,27,28,59,11,4,12,370,384,757,35,35,73,992,1102,2092
SAL80120,10,14,22,0,0,0,30,35,61,5,8,10,10,11,23,5,8,8,4,0,5,0,0,0,0,0,0,181,204,388,0,0,0,234,263,494,28,44,70,3,6,12,269,306,578,10,16,29,291,341,632
SAL80121,155,115,274,0,5,5,23,16,41,0,0,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,38,37,75,0,0,0,75,58,135,8,3,14,4,0,4,83,65,154,136,79,214,380,260,641
SAL80122,18,21,44,0,0,7,126,108,229,35,19,50,15,24,39,5,4,8,7,3,12,0,0,0,4,4,8,598,603,1200,0,0,0,783,765,1546,121,144,267,8,11,15,913,923,1840,45,43,85,981,981,1964
SAL80123,25,21,51,0,0,0,6,4,8,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,6,5,11,0,0,0,14,13,26,0,5,5,0,0,0,14,14,27,0,0,0,37,37,76
SAL80124,1212,1248,2463,23,32,53,89,85,167,12,17,28,13,16,32,5,8,7,9,0,6,0,0,0,0,4,7,309,327,637,4,0,3,441,456,899,24,20,42,15,14,28,503,517,1023,49,39,87,1769,1803,3572
SAL80125,27,31,60,0,0,0,145,131,274,30,20,51,33,36,72,11,10,16,3,8,11,5,0,6,4,3,12,690,665,1353,0,0,0,922,875,1798,96,112,208,9,9,17,1029,995,2025,31,25,57,1089,1049,2140
SAL80126,634,665,1300,7,10,20,89,95,181,14,10,23,11,8,17,11,4,13,8,10,14,3,5,5,0,7,8,245,228,466,0,0,0,374,360,735,61,51,110,7,4,12,449,430,882,51,37,88,1131,1129,2266
SAL80127,543,597,1146,73,59,136,330,381,712,102,131,230,69,87,151,31,43,70,39,34,73,6,14,16,12,8,16,501,547,1047,0,0,0,1088,1245,2329,249,291,541,28,21,49,1439,1618,3054,78,78,157,2064,2295,4354
SAL80128,109,94,200,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58,0,0,0,36,32,66,0,0,0,0,0,3,39,37,74,8,9,17,156,137,288
SAL80129,2409,2479,4882,90,77,165,151,179,332,35,20,57,32,21,55,10,7,19,21,15,32,3,7,9,12,11,22,689,638,1327,3,4,4,958,904,1863,115,114,228,23,16,40,1186,1107,2291,130,114,239,3724,3698,7416
SAL80130,763,799,1562,15,21,33,62,53,118,10,13,24,15,18,36,0,3,3,10,7,13,0,3,3,5,0,4,265,294,561,0,0,0,369,396,762,54,60,111,8,0,12,449,476,919,67,53,116,1273,1320,2598
SAL80131,1282,1416,2701,132,150,278,307,343,655,103,116,217,66,65,133,30,34,62,27,34,64,7,12,15,14,20,30,660,716,1382,0,0,0,1222,1343,2559,241,235,482,19,24,42,1614,1754,3360,111,114,226,3006,3282,6290
SAL80132,834,858,1695,34,34,70,64,67,124,22,18,42,11,12,26,13,8,17,6,11,17,0,0,0,3,0,5,208,222,427,0,0,0,321,338,657,98,71,168,3,0,3,458,445,906,32,36,68,1326,1343,2666
SAL80133,1001,1099,2098,32,38,69,106,102,203,31,32,67,31,41,69,6,3,15,10,3,11,0,0,0,0,0,0,385,413,802,0,0,0,571,607,1175,121,124,245,15,13,29,739,773,1512,75,88,166,1813,1959,3777
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4
SAL80135,566,615,1185,34,40,73,174,208,379,37,38,80,35,35,70,13,18,30,12,11,25,0,6,4,0,3,8,539,617,1160,0,0,0,825,933,1754,179,177,361,13,12,32,1053,1161,2216,60,67,129,1684,1844,3529
SAL80136,771,860,1630,52,62,111,109,101,206,21,30,51,25,25,53,15,15,33,9,6,12,0,0,4,3,3,9,267,294,564,0,0,0,451,473,930,96,100,196,6,5,10,603,642,1247,53,63,116,1431,1570,3000
SAL89494,46,23,68,6,8,19,35,36,70,13,19,25,11,7,17,0,5,5,7,5,12,0,0,0,0,0,0,72,100,170,0,0,0,143,164,302,28,33,56,4,3,5,182,207,383,99,37,133,320,267,587
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
