SAL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,28,0,0,0,0,27
SAL80071,17,7,4,0,0,27,6,0,7,0,0,8,9,4,0,0,0,12,12,0,10,0,0,27,16,5,15,0,0,43,54,16,90,0,0,152,77,40,79,0,0,200,168,51,42,0,0,259,128,13,7,0,0,148,131,4,6,0,0,146,68,3,4,0,0,75,51,8,15,0,0,69,743,141,271,0,0,1161
SAL80072,13,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,11,0,7,0,0,15,0,0,13,0,0,16,26,6,13,0,0,44,24,10,4,0,0,43,56,12,4,0,0,70,32,6,0,0,0,36,54,0,7,0,0,54,46,0,0,0,0,49,13,0,0,0,0,16,276,44,44,0,0,366
SAL80073,22,0,0,0,0,22,4,0,0,0,0,4,7,0,0,0,0,7,10,0,0,0,0,10,14,0,0,0,0,11,52,4,0,0,0,47,88,0,0,0,0,85,163,0,0,0,0,171,82,0,0,0,0,82,41,0,0,0,0,41,17,0,0,0,0,17,28,0,0,0,0,28,539,5,0,0,0,547
SAL80074,22,0,4,0,0,25,3,0,0,0,0,3,12,0,0,0,0,12,15,0,0,0,0,15,3,3,0,0,0,3,33,8,6,0,0,47,25,7,3,0,0,36,81,40,0,0,0,123,68,6,0,0,0,71,69,7,0,0,0,71,24,0,0,0,0,30,18,3,0,0,0,20,368,71,13,0,0,461
SAL80075,18,14,0,0,0,30,3,10,6,0,0,11,10,0,0,0,0,9,8,9,0,0,0,20,19,14,0,0,0,28,47,50,12,0,0,117,102,72,10,0,0,183,248,65,0,0,0,318,100,14,0,0,0,121,47,13,0,0,0,59,26,5,0,0,0,34,33,15,0,0,0,42,670,275,35,0,0,978
SAL80076,22,3,4,0,0,31,3,0,0,0,0,3,8,0,0,0,0,12,4,3,0,0,0,8,6,0,0,0,0,11,22,5,6,0,0,28,13,7,0,0,0,20,40,9,0,0,0,47,52,4,0,0,0,59,73,14,0,0,0,84,81,11,0,0,0,81,16,0,0,0,0,17,339,55,15,0,0,407
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,23,0,0,0,0,23,3,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,6,8,0,0,0,0,8,20,4,0,0,0,24,20,4,0,0,0,24,35,14,0,0,0,50,29,4,0,0,0,35,45,3,0,0,0,47,41,6,0,0,0,45,5,0,0,0,0,5,233,42,0,0,0,274
SAL80079,29,4,0,0,0,39,0,4,0,0,0,9,11,0,0,0,0,15,18,0,0,0,0,16,18,3,0,0,0,27,81,29,0,0,0,110,90,36,0,0,0,125,194,23,0,0,0,214,103,4,0,0,0,104,45,0,0,0,0,49,30,0,0,0,0,30,23,10,0,0,0,34,659,117,0,0,0,776
SAL80080,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,20,7,29,0,0,0,38,17,20,0,0,0,38,11,3,0,0,0,19,3,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,10,63,78,0,0,0,144
SAL80081,54,0,0,0,0,54,22,0,0,0,0,23,11,0,0,0,0,11,28,0,0,0,0,28,25,0,0,0,0,25,82,7,4,0,0,89,72,13,0,0,0,88,196,6,0,0,0,204,153,3,0,0,0,156,129,0,0,0,0,129,53,0,0,0,0,59,45,0,0,0,0,45,867,35,8,0,0,906
SAL80082,105,8,0,0,0,113,25,0,0,0,0,29,24,7,0,0,0,38,59,5,0,0,0,64,67,3,0,0,0,73,157,42,4,0,0,206,301,78,3,0,0,384,562,57,5,0,0,628,347,17,0,0,0,365,264,7,0,0,0,273,113,0,0,0,0,113,96,5,0,0,0,110,2130,244,13,0,0,2387
SAL80083,0,3,24,0,0,28,0,0,3,0,0,3,0,0,13,0,0,11,0,0,15,0,0,18,0,0,22,0,0,23,0,0,99,0,0,104,0,4,205,0,0,209,0,15,244,0,0,259,6,11,85,0,0,94,6,18,101,0,0,121,9,11,57,0,0,76,0,7,47,0,0,52,24,70,908,0,0,1008
SAL80084,23,5,0,0,0,25,11,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,8,16,4,0,0,0,18,55,15,7,0,0,75,85,15,6,0,0,103,207,8,0,0,0,211,75,3,0,0,0,79,47,0,0,0,0,50,20,3,0,0,0,21,23,3,0,0,0,27,570,49,6,0,0,626
SAL80085,6,4,0,0,0,18,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,9,5,0,0,10,3,25,8,0,0,36,0,63,17,0,0,78,9,103,17,0,0,129,19,25,5,0,0,54,22,13,3,0,0,43,32,10,3,0,0,44,8,16,4,0,0,25,109,271,65,0,0,442
SAL80086,11,11,8,0,0,29,0,6,5,0,0,4,4,5,0,0,0,11,4,10,5,0,0,12,3,5,12,0,0,23,14,32,52,0,0,100,13,56,61,0,0,127,36,52,42,0,0,128,34,29,14,0,0,77,43,16,5,0,0,62,30,13,0,0,0,46,6,7,13,0,0,24,206,232,217,0,0,650
SAL80087,9,3,0,0,0,16,0,0,0,0,0,0,7,6,0,0,0,10,0,3,5,0,0,6,6,3,5,0,0,21,9,7,5,0,0,23,14,9,11,0,0,37,29,11,7,0,0,50,42,5,5,0,0,50,68,4,0,0,0,69,41,4,0,0,0,48,3,0,0,0,0,7,244,51,47,0,0,338
SAL80088,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,22,28,0,0,0,0,28,53,0,0,0,0,53,45,0,0,0,0,45,31,0,0,0,0,31,20,0,0,0,0,20,10,0,0,0,0,10,227,0,0,0,0,227
SAL80089,44,0,0,0,0,41,10,4,0,0,0,13,12,0,0,0,0,12,20,5,0,0,0,26,33,6,0,0,0,44,117,25,0,0,0,142,235,44,0,0,0,277,458,23,0,0,0,481,182,3,0,0,0,186,104,3,0,0,0,108,51,6,0,0,0,53,43,8,0,0,0,52,1312,126,0,0,0,1441
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,8,4,5,0,0,19,5,0,0,0,0,5,4,0,0,0,0,3,9,0,0,0,0,7,12,6,5,0,0,15,23,4,26,0,0,49,28,6,18,0,0,49,59,10,20,0,0,90,27,6,7,0,0,38,41,6,7,0,0,49,18,0,5,0,0,20,10,4,3,0,0,18,232,41,88,0,0,361
SAL80092,23,6,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,6,8,6,3,0,0,12,0,10,10,0,0,18,16,13,18,0,0,51,9,23,9,0,0,43,37,37,0,0,0,84,40,17,0,0,0,58,56,16,0,0,0,67,27,8,0,0,0,34,12,5,0,0,0,18,237,131,49,0,0,416
SAL80093,22,0,0,0,0,22,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,14,0,0,0,0,12,23,0,0,0,0,28,40,5,0,0,0,48,70,3,0,0,0,75,70,0,0,0,0,71,51,0,0,0,0,51,30,0,0,0,0,30,15,0,0,0,0,11,347,12,0,0,0,361
SAL80094,28,5,0,0,0,32,7,3,0,0,0,11,3,0,0,0,0,3,10,0,0,0,0,15,15,0,0,0,0,19,38,8,0,0,0,47,51,12,4,0,0,70,122,17,0,0,0,142,83,0,0,0,0,87,51,0,0,0,0,51,33,0,0,0,0,33,7,7,0,0,0,15,449,61,8,0,0,520
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,43,0,0,0,0,48,12,0,0,0,0,12,11,6,0,0,0,15,16,0,0,0,0,14,23,0,0,0,0,24,61,16,0,0,0,72,91,22,0,0,0,114,202,24,0,0,0,221,124,8,0,0,0,130,87,0,0,0,0,87,33,4,0,0,0,36,27,3,0,0,0,31,716,85,0,0,0,802
SAL80098,5,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,9,8,4,0,0,0,17,32,44,7,0,0,78,55,151,15,0,4,225,143,131,8,0,0,278,167,30,0,0,0,195,157,13,0,0,0,177,49,13,0,0,0,64,30,14,0,0,0,44,657,412,37,0,0,1104
SAL80099,33,8,4,0,0,46,9,0,0,0,0,11,3,0,0,0,0,5,7,4,5,0,0,14,7,4,10,0,0,21,39,4,24,0,0,67,34,4,25,0,0,69,103,11,40,0,0,151,84,6,7,0,0,96,139,12,7,0,0,154,119,4,3,0,0,127,36,3,4,0,0,37,610,63,125,0,0,805
SAL80100,37,21,0,0,0,60,23,6,0,0,0,32,17,8,0,0,0,25,31,7,0,0,0,37,33,20,0,0,0,52,146,67,0,0,0,217,238,142,0,0,0,380,512,155,0,0,0,672,210,34,0,0,0,243,112,24,0,0,0,128,78,11,0,0,0,85,53,19,0,0,0,68,1487,509,0,0,0,1996
SAL80101,42,5,0,0,0,47,8,0,0,0,0,8,13,0,0,0,0,13,16,4,0,0,0,16,18,3,0,0,0,22,65,9,0,0,0,77,92,7,0,0,0,102,171,36,0,0,0,206,136,12,0,0,0,147,164,6,0,0,0,169,114,0,0,0,0,117,43,5,0,0,0,52,891,89,0,0,0,981
SAL80102,43,7,0,0,0,49,3,0,0,0,0,3,9,0,0,0,0,10,3,0,3,0,0,14,9,0,3,0,0,17,24,8,24,0,0,53,30,11,15,0,0,54,57,13,24,0,0,99,64,12,7,0,0,85,106,15,0,0,0,121,106,12,0,0,0,123,20,0,0,0,0,23,479,84,81,0,0,653
SAL80103,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,17,38,0,0,0,0,43,3,0,0,0,0,3,91,0,0,0,0,95
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,8,10,0,0,0,14,3,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,48
SAL80105,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,25,0,0,0,0,21,30,7,0,0,0,30,60,9,0,0,0,71,42,0,0,0,0,42,20,0,0,0,0,24,15,0,0,0,0,15,15,0,0,0,0,19,242,19,0,0,0,258
SAL80106,6,4,0,0,0,11,4,0,0,0,0,8,5,0,0,0,0,3,7,0,0,0,0,5,14,0,0,0,0,14,23,7,0,0,0,26,40,3,8,0,0,52,75,10,3,0,0,89,44,3,5,0,0,47,26,0,0,0,0,26,17,3,0,0,0,15,3,3,0,0,0,8,261,32,12,0,0,305
SAL80107,30,15,0,0,0,45,8,5,0,0,0,14,6,0,0,0,0,8,12,8,0,0,0,17,20,14,0,0,0,33,54,50,0,0,0,102,73,81,0,0,0,151,142,79,0,0,0,222,92,20,0,0,0,112,72,4,0,0,0,80,30,4,0,0,0,36,16,11,0,0,0,28,557,297,0,0,0,855
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,17,0,0,0,0,24,4,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,7,8,0,0,0,0,9,17,12,8,0,0,34,14,21,4,0,0,38,43,23,0,0,0,68,46,14,0,0,0,58,53,9,0,0,0,59,44,3,0,0,0,51,13,5,0,0,0,18,276,93,7,0,0,371
SAL80110,0,10,12,0,0,19,0,0,3,0,0,5,0,3,6,0,0,13,0,6,28,0,0,28,0,11,16,0,0,29,0,30,153,0,0,188,0,75,200,0,0,280,0,63,143,0,0,205,0,26,41,0,0,67,0,14,28,0,0,36,0,8,13,0,0,22,0,6,17,0,0,24,0,254,653,0,3,914
SAL80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12
SAL80112,16,0,3,0,0,16,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,8,0,4,0,0,19,17,0,4,0,0,23,27,6,7,0,0,41,20,0,0,0,0,22,48,6,4,0,0,63,149,3,0,0,0,152,15,0,0,0,0,18,321,25,18,0,0,362
SAL80113,3,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,6,0,0,12,0,5,11,0,0,14,11,11,10,0,0,32,6,0,0,0,0,8,11,7,3,0,0,25,30,0,0,0,0,31,4,0,0,0,0,6,73,36,40,0,0,152
SAL80114,15,0,0,0,0,15,14,0,0,0,0,14,4,0,0,0,0,4,8,0,0,0,0,5,15,0,0,0,0,19,38,0,0,0,0,40,98,7,0,0,0,106,190,4,0,0,0,190,67,0,0,0,0,67,33,0,0,0,0,29,14,0,0,0,0,17,14,0,0,0,0,20,502,17,0,0,0,523
SAL80115,26,6,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,7,18,0,0,0,0,15,8,4,0,0,0,13,47,8,0,0,0,57,55,14,0,0,0,68,143,6,0,0,0,145,93,6,0,0,0,98,51,0,0,0,0,48,32,0,0,0,0,32,12,0,0,0,0,11,486,40,0,0,0,526
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,14,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,10,10,6,5,0,0,14,47,11,5,0,0,64,55,20,0,0,0,76,118,15,0,0,0,134,55,0,0,0,0,61,33,5,0,0,0,37,18,0,0,0,0,21,14,0,0,0,0,13,388,52,10,0,0,455
SAL80118,11,0,0,0,0,11,5,0,0,0,0,5,7,0,0,0,0,5,9,0,0,0,0,6,6,0,0,0,0,6,38,3,0,0,0,42,54,6,0,0,0,61,113,0,0,0,0,117,77,0,0,0,0,77,48,0,0,0,0,48,15,0,0,0,0,15,21,0,0,0,0,21,409,11,0,0,0,419
SAL80119,17,0,0,0,0,14,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,3,9,0,0,0,0,9,14,4,0,0,0,21,16,6,0,0,0,24,36,8,0,0,0,44,41,0,0,0,0,42,36,0,0,0,0,36,21,0,0,0,0,21,5,0,0,0,0,5,213,23,0,0,0,232
SAL80120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,9,18,13,0,0,0,34,57,12,0,0,0,66,50,3,0,0,0,53,19,5,0,0,0,17,3,0,0,0,0,3,6,0,0,0,0,6,168,36,0,0,0,204
SAL80121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL80122,7,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,16,3,0,0,0,18,37,7,0,0,0,44,73,23,0,0,0,87,111,7,0,0,0,118,78,0,0,0,3,82,29,0,0,0,0,29,26,5,0,0,0,36,390,37,0,0,4,440
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL80124,23,0,0,0,0,29,10,0,0,0,0,10,11,0,0,0,0,13,16,0,0,0,0,15,26,0,0,0,0,26,51,3,0,0,0,60,102,9,0,0,0,106,214,5,0,0,0,220,125,0,0,0,0,130,55,0,0,0,0,55,41,0,0,0,0,38,27,0,0,0,0,33,705,24,0,0,0,723
SAL80125,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,3,0,0,0,5,16,5,0,0,0,25,90,12,0,0,0,105,121,6,0,0,0,124,114,8,0,0,0,122,67,0,0,0,0,67,34,0,0,0,0,34,455,36,0,0,0,495
SAL80126,16,0,0,0,0,16,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,17,7,3,0,0,27,17,3,0,0,0,22,58,4,0,0,0,63,50,5,0,0,0,50,52,7,0,0,0,55,50,0,0,0,0,50,13,0,0,0,0,15,297,21,5,0,0,323
SAL80127,9,4,12,0,0,16,0,0,0,0,0,8,0,0,3,0,0,4,0,0,9,0,0,9,0,0,13,0,0,21,3,6,68,0,0,78,10,5,98,0,0,117,16,11,96,0,0,122,3,16,32,0,0,59,14,21,26,0,0,57,26,14,14,0,0,55,0,0,6,0,0,9,81,89,387,0,5,559
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,19,0,0,0,0,19,16,0,0,0,0,16,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,71,0,0,0,0,71
SAL80129,59,5,0,0,0,65,23,3,0,0,0,26,14,0,0,0,0,14,23,0,0,0,0,26,32,4,0,0,0,33,86,8,0,0,0,100,147,6,0,0,0,158,340,17,4,0,0,357,190,0,0,0,0,190,126,5,0,0,0,124,56,0,0,0,0,56,48,0,0,0,0,49,1151,48,3,0,0,1198
SAL80130,15,0,0,0,0,17,3,0,0,0,0,8,4,0,0,0,0,5,9,0,0,0,0,7,12,3,0,0,0,16,27,15,0,0,0,38,44,11,0,0,0,57,89,7,0,0,0,92,69,9,0,0,0,82,56,6,0,0,0,59,28,0,0,0,0,31,14,0,0,0,0,12,357,52,3,0,0,408
SAL80131,26,8,0,0,0,39,12,3,0,0,0,17,7,0,0,0,0,7,7,8,3,0,0,14,12,14,6,0,0,36,43,59,29,0,0,132,89,72,22,0,0,180,147,99,14,0,0,260,121,47,4,0,0,178,129,19,6,0,0,150,68,16,0,0,0,84,19,8,0,0,0,28,679,357,99,0,0,1128
SAL80132,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,13,0,0,0,0,13,13,0,0,0,0,17,33,9,0,0,0,40,56,4,0,0,0,58,41,0,0,0,0,44,68,7,0,0,0,72,48,4,0,0,0,53,16,0,0,0,0,16,319,21,4,0,0,350
SAL80133,20,0,0,0,0,28,9,0,0,0,0,11,4,6,0,0,0,8,9,0,0,0,0,10,15,3,0,0,0,16,37,7,0,0,0,43,37,20,4,0,0,62,86,24,0,0,0,111,76,8,0,0,0,84,88,6,0,0,0,98,60,0,0,0,0,62,19,0,0,0,0,18,472,78,3,0,0,553
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,17,0,6,0,0,21,4,0,3,0,0,7,0,0,7,0,0,10,6,4,9,0,0,14,3,5,17,0,0,31,17,14,107,0,0,137,26,7,117,0,0,155,73,26,58,0,0,156,72,4,16,0,0,100,116,4,7,0,0,131,66,3,9,0,0,80,21,0,9,0,0,30,428,71,362,0,4,862
SAL80136,20,6,0,0,0,28,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,3,4,3,0,0,15,9,3,3,0,0,18,19,3,4,0,0,28,13,8,0,0,0,20,35,8,0,0,0,52,122,19,0,0,0,138,11,3,0,0,0,18,246,69,18,0,0,327
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
