SAL_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SAL80046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,3,10,28,50,18,29,20,22,0,0,3,191,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,3,7,0,0,3,5,3,0,0,3,41,0,0,0,0,4,0,0,3,0,3,0,6,0,0,0,21,0,0,0,0,0,0,0,0
SAL80047,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,5,7,0,5,0,0,0,0,0,0,0,0,25,0,0,0,5,8,16,30,22,7,9,11,4,6,0,5,114,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,0,0,0,0,0,0,0,0,24,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,7,20,15,3,11,11,6,3,0,0,82,0,0,0,0,3,0,0,9,3,0,0,0,0,0,6,28,0,0,0,0,0,3,4,4
SAL80048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,3,0,3,0,0,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,17,3,8,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3
SAL80049,0,0,0,0,4,9,18,7,0,0,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,17,21,6,3,0,7,0,0,0,0,60,0,0,11,4,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,28,3,6,5,3,5,0,0,4,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,4,5,5,0,0,0,0,0,0,0,16,0,0,4,0,4,9,91,33,9,4,4,7,0,0,0,160,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,17,0,0,0,0,0,3,0,7
SAL80050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,6,3,4,22,5,9,4,10,6,0,0,0,76,0,0,14,0,5,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,3,9,0,0,0,8,0,0,0,0,0,0,0,0,37,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,3,4,4,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,30,22,0,7,9,0,0,0,0,84,0,0,0,0,0,0,5,3,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,3
SAL80051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,16,8,3,4,3,0,0,3,0,0,0,49,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,18,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,20,14,0,0,4,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6
SAL80052,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,0,8,0,0,4,0,0,0,0,31,0,6,0,0,0,5,11,14,0,0,0,0,0,0,0,49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,18,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,5,4,0,0,10,0,0,0,0,0,0,0,18,0,3,3,0,4,9,33,17,5,5,5,5,0,0,5,90,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
SAL80053,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,9,3,13,3,0,0,0,0,0,0,0,35,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,18,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,16,37,12,0,4,4,3,0,0,83,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,3
SAL80054,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,12,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,14,9,35,23,4,10,7,8,0,0,9,121,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,14,5,0,6,0,0,0,0,3,0,0,0,0,0,0,0,21,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,13,8,4,0,0,0,0,0,0,0,0,26,0,0,0,3,9,17,41,36,4,11,18,13,3,0,5,156,0,0,0,5,4,0,4,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4
SAL80055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,13,0,0,0,0,0,4,10,3,0,10,5,0,0,0,0,28,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,11,8,6,5,12,3,4,0,0,53,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
SAL80056,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,11,79,29,3,12,12,0,0,0,8,166,0,0,14,4,3,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3,0,4,3,3,11,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,4,0,0,0,0,0,0,0,19,0,0,0,0,11,35,143,43,10,0,0,13,3,0,0,262,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0
SAL80057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,15,5,0,6,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,14,0,0,0,7,3,3,17,7,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL80058,0,0,0,0,0,6,9,8,0,0,0,0,0,0,0,20,0,0,0,0,0,18,47,28,10,4,0,10,0,0,0,116,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,17,0,0,0,3,17,41,207,179,51,65,48,54,16,0,10,686,0,0,4,5,0,17,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,11,0,0,0,0,3,10,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,5,4,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,9,14,0,0,0,0,0,0,0,41,0,0,0,0,7,58,202,158,43,35,50,61,9,4,19,646,0,0,0,0,0,4,5,18,0,0,0,3,5,0,0,42,0,0,0,0,0,4,4,4
SAL80059,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,3,5,0,0,0,0,0,0,29,0,0,3,4,0,0,3,0,0,0,0,0,4,0,0,19,0,0,4,0,9,14,17,15,8,0,0,0,0,0,0,77,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,14,8,5,9,7,0,0,0,0,0,0,0,0,0,0,0,26,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,0,0,0,5,6,13,84,80,20,10,16,13,8,0,3,252,0,0,6,0,0,0,3,0,0,0,0,4,5,0,0,10,0,0,0,0,3,0,0,0
SAL80062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,11,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,5,7,5,16,14,0,0,0,4,0,0,0,63,0,0,10,8,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,6,5,10,3,5,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,3,0
SAL80064,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,8,8,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,9,9,0,0,0,0,0,0,0,31,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,4,6,6,0,0,0,0,0,0,0,19,4,13,10,3,0,8,0,0,0,0,0,0,0,0,0,42,0,0,8,6,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,24,0,0,3,5,7,18,85,55,6,12,8,10,0,0,3,218,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0
SAL80065,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,10,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,16,18,3,9,0,0,0,5,4,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SAL80066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,9,8,6,10,4,0,0,0,0,0,5,46,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,14,6,4,3,0,0,0,6,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,4,9,4,3,0,0,0,0,0,3,0,3,31,0,0,6,4,3,15,71,91,34,19,18,20,3,6,6,279,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,4
SAL80067,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,21,0,0,0,3,3,3,3,6,0,0,0,3,0,0,0,21,0,0,0,0,7,15,23,21,12,10,9,3,9,0,0,93,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,4,0,9,0,4,5,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,5,5,3,0,0,0,0,0,0,0,22,0,0,5,7,6,6,26,35,12,4,4,3,4,0,0,101,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,6,0
SAL80068,0,0,0,0,4,10,5,29,0,0,14,5,8,0,0,68,0,0,0,0,5,4,20,9,0,17,7,4,6,0,3,74,0,0,4,0,0,5,0,6,0,0,0,0,0,0,0,13,0,0,0,0,17,62,184,193,66,75,65,49,19,3,16,743,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,29,0,0,5,0,4,0,6,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,7,16,9,14,5,0,4,4,0,0,0,66,0,0,0,0,15,29,134,153,58,64,91,62,16,10,4,641,0,0,0,0,3,3,10,4,0,5,0,0,0,0,0,27,0,0,0,0,9,9,5,21
SAL80069,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,8,0,3,0,0,0,0,0,15,0,0,0,0,3,6,3,3,0,0,0,0,0,0,0,22,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,23,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,3,0,3,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,3,0
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80071,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,19,0,0,0,0,0,16,51,12,3,8,5,4,4,0,0,101,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,17,0,0,0,0,13,48,210,135,41,47,36,35,19,4,9,598,0,0,9,0,4,6,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,11,4,0,0,0,0,0,0,0,32,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,19,0,0,0,8,14,6,18,7,0,3,3,0,3,0,0,54,0,0,0,4,13,54,219,120,40,42,66,35,4,0,13,614,0,0,0,0,0,8,12,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,7
SAL80072,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,3,11,0,0,0,0,0,31,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,3,16,0,0,0,0,8,3,0,0,48,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,6,13,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,4,13,17,3,10,7,4,3,0,0,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SAL80073,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,10,10,3,5,0,0,0,0,0,39,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,14,6,9,9,0,3,4,4,0,0,0,0,0,0,0,0,32,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,19,0,4,3,6,0,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3
