SAL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SAL80031,20,19,17,23,16,22,3,4,0,122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,3,0,0,0,7,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,4,4,4,0,31,0,0,9,3,4,4,4,4,0,31,23,17,27,28,22,29,7,11,0,159
SAL80032,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL80033,1644,666,1178,1422,701,405,214,54,13,6295,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,6,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,3,4,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,10,19,20,6,9,10,6,0,3,76,10,19,20,6,9,10,6,0,3,76,1649,682,1197,1432,706,414,217,58,15,6371
SAL80034,508,297,140,350,420,369,370,252,59,2765,5,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,5,0,0,18,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,5,4,21,0,0,0,0,0,0,0,0,0,0,4,8,14,8,0,10,8,3,5,54,7,8,14,8,0,10,8,3,5,56,517,307,155,353,419,375,373,256,65,2820
SAL80035,638,308,490,502,375,282,233,109,29,2961,0,0,0,0,0,0,0,0,0,9,0,4,6,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,3,7,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,7,11,17,6,10,10,4,3,0,58,9,11,17,6,9,10,9,3,0,67,642,320,497,506,383,290,245,117,29,3027
SAL80036,411,283,491,393,310,255,198,164,53,2556,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,5,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,3,8,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,20,14,7,8,10,3,0,0,67,8,20,14,7,8,10,3,7,0,66,423,301,504,400,316,262,200,161,53,2622
SAL80037,1071,582,688,694,618,760,463,160,24,5066,0,0,0,0,0,0,0,0,0,3,0,4,11,5,7,4,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,10,13,5,0,4,0,4,64,0,0,0,0,0,0,0,0,0,0,14,21,19,13,7,7,7,4,4,102,14,17,19,13,8,7,7,6,4,100,1084,605,709,713,630,767,469,162,26,5171
SAL80038,144,1713,1390,509,333,245,157,56,15,4574,0,0,0,5,4,0,0,0,0,6,14,64,49,36,42,35,8,0,0,253,0,24,16,6,4,15,4,0,0,74,0,21,16,14,18,8,4,0,0,78,0,6,4,0,6,3,0,0,0,18,0,9,16,0,6,0,3,0,0,37,0,5,0,0,9,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,11,37,43,13,16,14,19,0,0,154,0,0,0,0,0,0,0,0,0,0,23,163,146,84,90,75,34,4,0,623,23,165,149,88,97,75,36,6,0,633,169,1879,1543,598,429,321,195,64,19,5210
SAL80039,995,686,612,666,811,675,336,138,40,4958,0,0,0,0,0,0,4,0,0,6,9,7,6,4,6,0,6,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,4,3,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,20,19,20,10,8,4,3,8,0,93,20,19,20,15,8,7,6,8,0,98,1014,702,636,679,820,680,339,149,37,5056
SAL80040,503,262,364,429,432,311,276,213,66,2853,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,13,5,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,5,5,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,18,12,15,5,7,9,5,0,69,6,18,12,15,5,7,9,5,0,69,506,274,369,437,439,317,286,221,66,2924
SAL80041,1154,528,1226,1022,443,213,110,34,12,4740,4,0,0,0,0,0,0,0,0,4,0,6,11,3,4,3,0,0,0,25,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,3,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,19,18,11,10,9,8,5,0,82,3,19,20,10,10,9,8,5,0,86,1162,546,1247,1030,456,217,122,41,12,4827
SAL80042,1172,438,836,1039,540,270,210,128,31,4664,0,0,0,0,0,0,0,0,0,0,7,4,8,9,7,0,3,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,0,6,3,4,3,4,41,0,0,0,0,0,0,0,0,0,0,8,11,20,10,8,11,12,5,4,81,8,11,20,10,8,11,12,3,4,77,1181,443,861,1048,545,274,224,134,39,4746
SAL80043,1066,577,572,749,750,654,433,346,197,5347,0,0,0,0,0,0,0,0,0,4,8,11,8,8,15,11,8,5,0,78,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,17,8,0,0,5,0,0,58,0,0,0,0,0,0,0,0,0,0,22,26,29,17,21,22,11,16,0,163,22,26,29,17,25,22,17,11,0,170,1084,607,603,766,768,677,453,362,198,5516
SAL80044,505,361,235,372,429,346,328,243,135,2962,0,0,0,0,0,0,0,0,0,0,8,21,10,11,9,5,18,15,9,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,17,6,17,8,19,16,109,0,0,0,0,0,0,0,0,0,0,17,24,29,28,15,24,24,31,17,214,17,30,29,28,15,24,24,31,17,215,522,385,260,403,446,370,356,277,157,3175
SAL80045,712,251,639,663,236,124,60,13,0,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,12,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,4,14,10,5,7,3,0,0,48,3,4,17,10,5,7,3,0,0,51,717,255,658,669,241,134,60,14,0,2750
SAL80046,410,585,885,470,334,233,117,78,37,3145,0,0,0,0,0,0,0,0,0,0,0,4,16,15,4,16,6,0,0,68,0,4,3,4,0,0,0,0,0,10,0,0,5,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,23,13,0,9,6,0,0,82,0,0,0,0,0,0,0,0,0,0,19,21,46,29,15,28,13,0,0,174,19,21,46,29,15,28,13,0,0,172,430,606,931,498,349,257,130,80,36,3319
SAL80047,755,538,714,750,504,357,273,171,71,4133,0,0,0,0,0,0,0,0,0,6,0,8,6,7,0,0,8,0,0,33,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,22,7,9,8,0,6,0,69,0,0,0,0,0,0,0,0,0,0,4,20,29,17,10,10,13,5,0,108,9,25,29,17,10,10,15,5,0,113,764,570,737,759,519,366,284,172,72,4249
SAL80048,651,408,358,460,505,368,279,190,58,3275,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,5,0,4,0,0,36,0,0,0,0,0,0,0,0,0,0,5,18,6,5,8,3,11,3,0,60,3,18,6,13,8,3,13,3,0,69,657,419,371,465,517,374,293,193,54,3344
SAL80049,1689,901,826,1206,1100,733,416,176,40,7093,0,0,0,0,0,0,0,0,0,0,3,12,7,0,0,4,5,3,0,38,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,14,4,15,6,3,7,3,89,0,0,0,0,0,0,0,0,0,0,20,31,26,4,19,12,12,6,3,136,20,31,26,4,24,12,12,6,3,132,1716,936,855,1214,1123,741,428,181,41,7226
SAL80050,1099,625,745,788,725,567,566,186,47,5351,0,0,0,0,0,0,0,0,0,7,0,5,0,3,11,0,8,0,0,34,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,13,8,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,5,22,9,16,21,9,11,0,0,94,12,25,9,16,24,7,11,0,0,100,1108,649,753,802,744,577,576,183,49,5452
SAL80051,569,323,225,412,397,443,395,115,24,2905,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,4,11,10,8,6,3,9,6,0,52,4,11,10,8,6,3,9,6,4,52,576,332,230,421,404,444,399,118,30,2954
SAL80052,660,427,342,446,498,419,332,352,188,3669,0,0,0,0,0,0,0,0,0,0,4,3,8,0,9,0,0,0,0,28,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,3,6,0,5,4,0,33,0,0,0,0,0,0,0,0,0,0,15,8,13,8,15,6,5,3,0,66,15,8,13,8,15,6,5,3,0,66,677,435,354,455,513,417,334,356,188,3731
SAL80053,679,290,366,468,455,275,275,234,77,3112,0,0,0,0,0,0,0,3,0,3,4,7,3,0,0,0,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,8,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,12,21,11,7,3,0,13,4,0,64,12,21,11,7,3,0,13,6,0,74,693,308,379,472,455,278,284,239,73,3184
SAL80054,807,521,667,662,546,653,495,222,59,4631,0,0,4,0,0,0,0,0,0,11,3,4,5,5,3,3,0,0,0,30,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,23,19,8,6,4,5,3,0,69,0,0,0,0,0,0,0,0,0,0,16,33,28,9,13,8,9,3,0,118,16,29,27,12,13,8,5,3,0,128,826,547,697,678,552,664,502,230,61,4760
SAL80055,762,418,460,516,473,396,333,161,29,3547,0,0,0,0,0,0,4,5,0,4,0,3,3,3,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,13,4,8,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,10,13,5,17,9,6,3,6,0,75,12,13,5,17,9,7,8,4,0,80,773,431,467,531,480,401,344,168,29,3625
SAL80056,1162,533,458,886,745,307,166,59,11,4338,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,4,0,0,0,26,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,13,6,3,4,8,6,0,0,63,11,13,6,3,4,8,6,0,0,63,1172,544,463,892,755,316,177,61,14,4395
SAL80057,204,180,260,181,272,254,216,136,36,1738,0,0,0,0,0,0,0,0,0,0,5,15,20,5,24,16,19,0,0,109,0,3,9,5,7,4,0,0,0,29,0,9,8,4,0,10,0,0,0,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,12,5,11,11,0,3,0,64,0,0,0,0,0,0,0,0,0,0,3,48,48,24,40,49,28,3,0,236,3,48,48,24,40,49,28,3,0,236,211,224,310,205,308,300,246,139,37,1971
SAL80058,1492,956,1884,1460,848,405,212,61,13,7327,0,0,5,0,0,0,0,0,0,10,3,10,15,4,0,8,0,0,0,38,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,10,3,3,5,0,0,57,0,0,0,0,0,0,0,0,0,0,4,21,40,15,8,14,6,0,0,109,4,22,47,15,9,14,6,0,0,120,1495,973,1936,1473,860,420,221,62,14,7450
SAL80059,418,246,187,300,281,229,290,97,13,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,5,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,14,4,6,5,10,5,5,0,0,39,14,4,6,5,10,5,5,0,0,39,426,248,193,306,296,232,296,97,13,2093
SAL80060,0,0,16,8,11,4,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,7,0,0,0,23,0,0,6,5,4,7,0,0,0,23,5,0,22,11,17,5,3,0,0,65
SAL80061,750,332,345,564,464,371,322,281,139,3571,0,0,0,0,0,5,3,0,0,5,4,10,22,17,10,32,48,16,16,186,0,4,5,0,4,0,0,0,0,16,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,20,57,43,56,38,60,93,86,470,0,0,0,0,0,0,0,0,0,0,18,37,79,59,65,77,123,115,106,682,17,37,84,59,65,83,122,115,108,689,770,369,424,626,535,449,448,398,244,4260
SAL80062,530,307,354,388,339,385,235,62,27,2628,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,3,6,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,9,9,9,8,11,3,7,5,0,57,9,9,9,8,9,3,7,4,0,62,537,317,358,396,344,390,245,68,24,2684
SAL80063,696,305,463,539,377,321,396,139,24,3261,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,5,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,11,7,5,7,0,0,53,0,0,0,0,0,0,0,0,0,0,8,16,9,12,16,6,5,6,5,81,8,16,9,12,16,6,9,0,5,88,705,327,471,551,389,327,405,144,29,3345
SAL80064,1516,936,1055,977,1089,1068,589,316,138,7674,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,8,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,22,15,0,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,10,20,28,18,8,18,6,7,0,115,16,20,28,18,8,18,6,7,0,114,1528,955,1078,999,1098,1084,588,321,138,7791
SAL80065,655,309,404,445,350,373,360,130,22,3055,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,4,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,8,17,4,10,4,4,5,4,0,58,8,17,4,10,4,4,3,4,0,66,662,329,413,456,354,385,365,138,21,3123
SAL80066,441,439,1027,573,386,397,365,260,96,3991,0,0,0,0,0,0,6,5,0,4,0,8,6,7,5,4,4,0,0,38,0,0,0,6,0,0,0,0,0,14,0,4,0,3,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,13,12,13,8,3,0,0,82,0,0,0,0,0,0,0,0,0,0,27,15,27,27,24,15,15,0,0,153,27,15,27,27,24,15,16,3,0,156,470,458,1051,602,408,413,383,265,98,4144
SAL80067,678,593,1055,686,695,604,422,259,156,5145,0,0,0,0,0,5,0,0,0,5,4,33,29,12,31,22,17,0,0,142,0,0,11,5,4,8,9,0,0,33,6,6,0,3,6,3,0,0,0,27,0,0,8,0,4,4,0,0,0,13,3,0,4,8,5,10,0,0,0,19,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,23,41,22,16,18,8,6,3,0,140,0,0,0,0,0,0,0,0,0,0,33,74,63,53,69,62,27,7,0,391,33,74,63,53,69,60,27,7,0,395,712,667,1115,739,762,662,449,258,159,5538
SAL80068,1345,1213,2328,1379,963,605,328,131,33,8328,0,0,3,0,0,0,0,0,0,6,8,12,12,5,9,8,5,0,0,60,0,0,3,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,17,16,8,11,11,3,0,114,0,0,0,0,0,0,0,0,0,0,23,47,37,19,20,19,13,9,0,188,23,45,41,19,24,19,13,7,0,195,1376,1259,2365,1397,983,624,343,137,37,8521
SAL80069,648,341,307,454,498,344,223,163,84,3070,0,0,0,0,0,0,0,0,4,8,0,7,4,4,0,5,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,5,7,3,4,0,33,0,0,0,0,0,0,0,0,0,0,7,14,7,9,10,14,8,6,0,66,7,14,7,9,17,13,8,7,4,79,659,352,319,464,509,361,237,161,86,3147
