SAL_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SAL80037,3,0,91,7,24,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,26,0,29,0,0,0,0,0,0,0,95,28,0,0,28,0,124,19,0,0,0,0,0,24,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,14,0,0,0,0,0,0,0,25,13,0,0,15,0,39,7,0,0,0,0,0,7,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,7,4,0,0,3,0,14,791,31,0,0,31,0,822,34,154,12,0,164,0,200,0,9,5,0,14,0,14,0,0,0,0,0,0,0,34,159,10,0,175,0,213,0,0,0,0,0,0,0,825,194,10,0,207,0,1036
SAL80038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,41,11,48,4,0,52,0,58,0,0,0,0,5,0,5,0,0,0,0,0,0,0,11,50,4,0,57,0,67,0,0,0,0,0,0,0,47,57,4,0,63,0,109
SAL80039,3,0,106,7,14,0,0,18,0,23,0,0,3,0,4,0,4,0,0,0,0,0,0,0,7,19,0,0,20,0,20,0,0,0,0,0,0,0,113,15,0,0,22,0,129,54,0,0,0,0,0,54,4,12,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,14,0,17,0,0,0,0,0,0,0,51,12,0,0,14,0,69,31,0,0,0,0,0,31,0,11,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,31,6,0,0,11,0,44,773,27,0,0,27,0,801,40,141,11,0,148,0,184,0,3,0,0,7,0,7,0,0,0,0,0,0,0,40,141,11,0,153,0,194,0,0,0,0,0,5,5,808,173,11,0,178,5,996
SAL80040,0,0,56,0,8,0,0,8,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,56,11,0,0,11,0,69,13,0,0,0,0,0,13,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,11,4,0,0,4,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,4,366,20,0,0,20,0,391,28,68,0,0,68,0,93,0,8,0,0,8,0,8,0,0,0,0,0,0,0,28,74,0,0,74,0,99,0,0,0,0,0,0,0,395,97,0,0,97,0,491
SAL80041,5,0,35,3,46,0,0,48,0,46,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,47,0,0,52,0,49,0,0,0,0,0,0,0,33,52,0,0,57,0,85,10,0,0,0,0,0,13,0,28,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,32,0,0,0,0,0,0,0,10,33,0,0,33,0,39,7,0,0,0,0,0,7,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,17,0,0,0,0,0,0,0,5,16,0,0,14,0,20,346,32,0,0,32,0,376,36,629,9,3,642,0,675,0,29,9,0,40,0,45,0,0,0,0,0,0,0,42,663,22,3,684,0,724,0,0,0,0,0,0,0,383,695,22,3,718,0,1106
SAL80042,5,0,42,5,42,5,0,43,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,5,0,49,0,49,0,0,0,0,0,0,0,45,43,5,0,47,0,95,12,0,0,0,0,0,12,0,40,0,0,41,0,40,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,36,0,0,40,0,44,0,0,0,0,0,0,0,17,36,0,0,40,0,56,4,0,0,0,0,0,4,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,14,0,0,0,0,0,0,0,4,10,0,0,14,0,18,542,22,0,0,22,0,562,59,534,12,0,545,0,611,0,21,3,0,23,0,23,0,0,0,0,0,0,0,59,561,11,0,573,0,637,0,5,0,0,5,0,4,604,581,11,0,596,0,1196
SAL80043,0,0,135,8,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,10,0,14,0,0,0,0,0,0,0,140,10,0,0,10,0,146,62,0,0,0,0,0,65,3,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,8,0,0,0,0,0,0,0,69,4,0,0,4,0,73,41,0,0,0,0,0,42,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,45,5,0,0,5,0,48,950,48,0,0,48,0,1001,38,141,0,0,145,0,184,0,4,0,0,4,0,4,0,0,0,0,0,0,0,38,145,0,0,147,0,186,4,0,0,0,0,0,4,991,194,0,0,196,0,1193
SAL80044,3,0,78,5,11,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,15,0,0,0,0,0,0,0,76,20,0,0,20,0,92,31,0,0,0,0,0,32,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,31,8,0,0,8,0,38,13,9,0,0,9,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,10,0,0,10,0,21,423,30,0,0,30,0,452,29,106,0,0,106,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,106,0,0,110,0,142,0,0,0,0,0,0,0,450,135,0,0,135,0,590
SAL80045,0,0,20,4,17,0,0,17,0,23,0,0,4,0,3,0,3,0,0,0,0,0,0,0,4,22,4,0,22,0,25,0,0,0,0,0,0,0,23,22,4,0,22,0,45,7,0,0,0,0,0,7,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,7,14,0,0,14,0,23,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,237,15,0,0,15,0,252,21,387,8,0,392,0,411,0,11,10,0,22,0,22,0,0,0,0,0,0,0,21,395,11,0,408,0,434,0,0,0,0,0,0,0,254,413,11,0,423,0,683
SAL80046,4,0,30,0,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,13,0,0,0,0,0,0,0,30,17,0,0,16,0,43,8,0,0,0,0,0,8,3,7,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,4,0,0,0,0,0,0,0,8,7,0,0,7,0,12,5,0,0,0,0,0,5,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,7,3,0,0,3,0,9,226,6,0,0,6,0,237,23,91,0,0,91,0,113,0,13,14,0,22,0,22,0,0,0,0,0,0,0,23,97,15,0,115,0,137,0,0,0,0,0,0,0,249,108,15,0,124,0,372
SAL80047,3,0,56,3,12,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,14,0,19,0,0,0,0,0,0,0,60,19,0,0,19,0,83,22,4,0,0,4,0,22,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,22,5,0,0,5,0,29,9,0,0,0,0,0,9,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,9,5,0,0,5,0,10,488,28,0,0,28,0,512,47,138,16,0,153,0,199,0,13,4,0,13,0,13,0,0,0,0,0,0,0,47,148,21,0,168,0,215,0,0,0,0,0,0,0,530,176,21,0,195,0,728
SAL80048,0,0,85,5,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,13,0,0,0,0,0,0,0,85,9,0,0,9,0,97,40,0,0,0,0,0,40,0,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,0,0,0,0,0,0,38,10,0,0,10,0,45,13,0,0,0,0,0,11,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,12,9,0,0,9,0,19,572,27,0,0,27,0,597,22,90,0,0,90,0,111,0,6,0,0,6,0,6,0,0,0,0,0,0,0,22,95,0,0,95,0,118,0,0,0,0,0,0,0,594,127,0,0,127,0,717
SAL80049,5,0,185,9,30,0,0,30,0,41,0,11,8,0,15,0,18,0,0,0,0,0,0,0,8,38,8,0,51,0,60,0,0,0,0,0,0,0,189,44,8,0,52,0,244,41,0,0,0,0,0,41,3,21,0,0,21,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,21,3,0,18,0,21,0,0,0,0,0,0,0,45,21,3,0,18,0,61,10,0,0,0,0,0,10,0,7,0,0,12,0,8,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,7,4,0,11,0,15,0,0,0,0,0,0,0,12,13,4,0,18,0,27,1208,42,0,0,42,0,1251,74,305,6,0,320,0,392,4,22,32,0,53,0,61,0,0,0,0,0,0,0,80,338,38,0,374,0,453,0,0,0,0,0,0,0,1288,378,38,0,412,0,1703
SAL80050,3,0,107,3,17,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,26,0,0,0,0,0,0,0,104,18,0,0,18,0,127,49,3,0,0,3,0,46,4,8,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,11,0,9,0,0,0,0,0,0,0,48,10,0,0,13,0,58,20,0,0,0,0,0,20,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,20,3,0,0,3,0,21,828,33,0,0,32,0,862,60,172,3,0,173,0,233,0,6,0,0,6,0,5,0,0,0,0,0,0,0,61,174,3,0,177,0,236,0,0,0,0,0,0,0,887,205,7,0,211,0,1099
SAL80051,9,0,78,0,13,0,0,11,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,14,0,14,0,0,0,0,0,0,0,77,15,0,0,19,0,93,35,0,0,0,0,0,35,3,12,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,16,0,0,0,0,0,0,0,38,12,0,0,12,0,46,20,0,0,0,0,0,21,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,22,8,0,0,8,0,29,518,31,0,0,31,0,550,28,91,3,0,97,0,125,0,5,0,0,5,0,5,0,0,0,0,0,0,0,28,98,3,0,108,0,133,0,0,0,0,0,0,0,545,132,3,0,134,0,685
SAL80052,3,0,92,4,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,15,0,0,0,0,0,0,0,93,18,0,0,18,0,110,43,0,0,0,0,0,46,4,4,5,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,8,0,12,0,0,0,0,0,0,0,50,8,5,0,7,0,61,19,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,30,538,19,0,0,19,0,557,33,140,5,0,143,0,177,0,0,3,0,4,0,4,0,0,0,0,0,0,0,33,140,9,0,146,0,185,3,0,0,0,0,0,6,573,161,9,0,169,0,740
SAL80053,7,0,72,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,63,14,0,0,17,0,83,25,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,28,4,0,0,4,0,33,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,507,29,5,0,31,0,536,28,119,0,0,119,0,148,0,3,0,0,3,0,3,0,0,0,0,0,0,0,28,123,0,0,127,0,147,0,6,0,0,6,0,6,533,155,3,0,158,0,692
SAL80054,0,0,69,4,21,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,20,0,25,0,0,0,0,0,0,0,72,18,0,0,21,0,93,24,0,0,0,0,0,24,0,15,0,0,15,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,19,0,16,0,0,0,0,0,0,0,27,14,0,0,19,0,41,12,0,0,0,0,0,12,5,5,0,0,5,0,6,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,5,3,0,4,0,9,0,0,0,0,0,0,0,14,5,3,0,4,0,22,459,14,0,0,14,0,470,50,231,4,0,234,0,286,0,16,24,0,39,0,39,0,0,0,0,0,0,0,50,243,24,0,269,0,322,0,0,0,0,0,0,0,512,253,24,0,277,0,790
SAL80055,0,0,86,4,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,9,0,0,0,0,0,0,0,93,12,0,0,12,0,103,26,0,0,0,0,0,26,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,26,12,0,0,12,0,33,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,25,663,16,0,0,16,0,685,28,80,3,0,88,0,115,0,7,0,0,7,0,7,0,0,0,0,0,0,0,28,90,3,0,90,0,119,5,0,0,0,0,0,5,697,105,3,0,106,0,803
SAL80056,3,0,131,4,37,0,0,37,0,40,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,38,0,0,39,0,43,0,0,0,0,0,0,0,127,43,0,0,42,0,170,42,3,0,0,3,0,44,3,24,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,28,0,30,0,0,0,0,0,0,0,48,26,0,0,24,0,77,6,0,0,0,0,0,11,0,12,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,11,0,0,0,0,0,0,0,14,12,0,0,13,0,23,759,29,0,0,29,0,789,62,417,6,0,425,0,485,0,14,4,0,16,0,16,0,0,0,0,0,0,0,62,433,14,0,448,0,506,0,0,0,0,0,0,0,819,466,14,0,473,0,1297
SAL80057,3,0,30,0,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,19,0,0,0,0,0,0,0,30,19,0,0,19,0,47,13,0,0,0,0,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,0,3,0,23,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,150,16,0,0,16,0,170,16,74,0,0,74,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,0,0,74,0,88,0,0,0,0,0,0,0,163,95,0,0,88,0,256
SAL80058,5,0,66,8,75,6,0,78,0,86,0,5,0,0,9,0,9,0,0,0,0,0,0,0,8,76,12,0,88,0,90,0,0,0,0,0,0,0,72,82,12,0,90,0,160,22,0,0,0,0,0,21,0,42,0,0,41,0,42,0,5,3,0,3,0,3,0,0,0,0,0,0,0,0,43,0,0,45,0,51,0,0,0,0,0,0,0,19,44,0,0,48,0,70,9,0,0,0,0,0,9,0,20,0,0,20,0,20,0,0,8,0,6,0,6,0,0,0,0,0,0,0,0,23,8,0,22,0,22,0,0,0,0,0,0,0,9,23,8,0,22,0,34,512,35,0,0,35,3,552,76,810,34,3,844,0,920,0,40,30,0,74,0,74,0,0,0,0,0,0,0,79,849,66,5,923,0,997,0,0,0,0,0,0,0,592,890,66,5,951,4,1549
SAL80059,0,0,64,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,0,0,60,7,0,0,7,0,67,29,0,0,0,0,0,29,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,23,3,0,0,3,0,30,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,388,12,0,0,12,0,406,14,28,0,0,28,0,47,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,26,0,0,32,0,49,0,5,0,0,5,0,5,407,50,0,0,51,0,457
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,6,0,74,7,16,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,0,20,0,19,0,0,0,0,0,0,0,74,18,3,0,25,0,93,37,0,0,0,0,0,37,0,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,0,0,0,0,0,0,0,37,8,0,0,9,0,42,19,0,0,0,0,0,19,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,24,437,25,0,0,25,0,460,36,288,6,0,296,0,335,0,12,4,0,10,0,10,0,0,0,0,0,0,0,36,302,12,0,316,0,349,0,5,0,0,5,0,5,464,334,12,0,347,0,814
SAL80062,0,0,53,0,10,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,12,0,0,0,0,0,0,0,51,8,0,0,9,0,65,21,0,0,0,0,0,20,5,10,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,6,0,9,0,0,0,0,0,0,0,16,7,5,0,5,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,378,13,0,0,13,0,384,24,82,4,0,85,0,108,0,3,3,0,5,0,5,0,0,0,0,0,0,0,24,83,7,0,90,0,113,0,0,0,0,0,0,0,395,94,7,0,103,0,499
