SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL80022,3,17,10,22,7,0,0,0,55,0,3,5,0,0,0,0,0,13,0,13,8,16,16,15,11,0,75,7,33,21,34,25,15,11,0,147,63,202,97,79,87,84,36,3,641,8,23,24,18,14,11,7,0,106,75,258,139,129,125,111,51,3,892,9,12,9,0,0,0,0,0,19,0,0,0,0,5,0,0,0,9,0,9,3,3,4,3,0,0,17,9,15,8,5,8,3,0,0,49,77,209,122,110,95,108,32,9,770,9,36,19,16,10,12,5,3,100,86,264,154,135,113,124,33,6,918,7,26,16,23,8,0,0,0,81,0,9,8,4,6,0,0,0,22,0,14,9,19,17,14,11,0,92,9,47,30,44,34,14,11,0,193,137,409,220,190,183,195,68,10,1410,15,61,43,35,25,20,10,3,208,165,518,292,262,241,233,87,12,1806
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SAL80024,3,10,8,7,0,0,0,0,39,0,9,5,5,0,0,0,0,22,3,31,23,24,19,10,27,13,147,9,54,36,32,26,10,27,13,203,682,1483,594,265,174,127,76,51,3449,38,81,34,20,11,3,3,0,189,728,1615,664,325,205,142,106,65,3844,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,3,0,7,4,12,0,3,4,33,17,4,13,10,9,0,3,4,57,773,1523,515,249,183,179,152,105,3676,38,82,28,18,7,8,8,3,186,828,1600,549,271,203,187,169,119,3923,15,13,16,10,5,0,0,0,55,3,9,9,3,0,0,0,0,25,12,34,26,23,32,14,31,21,180,28,56,40,40,37,14,31,21,264,1453,3002,1108,519,350,306,231,152,7127,70,159,56,39,16,13,16,5,379,1556,3216,1209,592,410,324,272,184,7764
SAL80025,3,15,22,18,4,0,0,0,69,4,10,13,3,3,0,0,0,34,0,22,39,29,14,12,4,0,130,9,49,74,62,26,12,4,0,231,416,475,682,380,145,81,34,6,2223,20,26,29,21,7,3,0,0,114,446,550,792,457,175,102,40,11,2571,3,7,11,8,0,0,0,0,28,0,0,7,0,0,0,0,0,3,0,3,12,12,0,0,0,0,34,3,15,28,21,3,0,0,0,67,418,548,754,396,168,122,53,5,2461,24,31,31,9,6,4,0,0,109,452,593,811,425,169,122,55,5,2635,10,22,35,29,10,0,0,0,99,4,10,13,5,3,0,0,0,41,0,23,53,45,17,12,4,0,160,10,63,106,83,23,12,4,0,300,832,1023,1436,777,309,202,84,7,4687,48,60,60,33,7,9,3,0,220,892,1150,1603,890,345,222,92,13,5200
SAL80026,0,0,8,12,3,0,0,0,24,0,4,3,7,0,0,0,0,7,0,10,16,19,30,30,8,5,117,0,15,17,28,33,30,8,5,147,234,211,233,207,201,116,39,13,1257,8,12,9,15,5,0,0,0,51,247,239,265,253,234,149,50,16,1457,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,0,6,27,0,0,8,10,12,5,0,6,39,220,269,257,273,257,180,102,22,1583,7,7,11,9,0,0,0,0,38,235,277,271,293,269,187,101,27,1658,0,3,10,16,5,0,0,0,33,0,4,3,7,0,0,0,0,7,0,10,19,23,41,34,11,11,143,0,17,26,40,46,34,11,11,182,460,477,495,485,447,296,139,38,2839,18,18,23,27,4,9,5,0,92,482,514,536,546,502,336,157,43,3112
SAL80027,25,51,26,28,8,0,0,0,139,0,24,12,3,5,0,0,0,42,0,19,14,23,13,14,6,0,93,25,90,56,49,24,14,6,0,279,456,1114,475,182,179,105,54,10,2578,29,83,27,16,6,6,0,0,167,512,1284,565,253,210,130,59,13,3025,16,20,10,6,3,0,0,0,67,0,3,0,0,3,0,0,0,13,0,4,3,3,5,0,0,0,17,24,32,19,14,12,0,0,0,100,600,1189,427,202,161,124,61,29,2790,36,65,20,5,6,6,6,0,141,649,1290,463,220,181,131,66,29,3027,44,75,38,34,11,0,0,0,210,0,24,18,3,8,0,0,0,49,0,21,19,24,20,18,6,3,119,48,125,74,63,36,18,6,3,377,1056,2306,907,391,342,224,112,41,5365,63,144,50,23,15,17,6,0,310,1162,2572,1028,471,391,263,127,46,6051
SAL80028,5,19,41,27,4,0,0,0,96,6,5,3,0,4,0,0,0,17,3,13,16,18,18,32,20,17,145,8,38,55,51,34,32,20,17,258,778,951,415,225,174,164,89,31,2817,27,35,19,10,15,10,3,4,115,810,1019,491,280,214,208,118,53,3192,6,4,13,4,0,0,0,0,25,0,0,0,7,0,0,0,0,7,3,3,11,11,9,0,0,4,29,5,10,17,18,8,0,0,4,66,1039,901,457,266,242,223,141,78,3342,51,37,9,11,10,3,3,9,135,1091,949,488,290,261,235,148,83,3541,9,22,46,34,12,0,0,0,126,6,8,3,7,4,0,0,0,26,5,16,23,26,21,37,28,18,177,19,47,74,68,37,37,28,18,322,1813,1854,869,490,411,386,228,107,6157,76,70,33,16,26,14,9,14,252,1902,1970,973,574,472,437,265,137,6732
SAL80029,0,0,0,3,4,0,0,0,12,0,6,6,7,13,0,0,0,31,0,7,17,32,62,42,17,11,174,3,13,19,43,75,42,17,11,217,339,368,331,319,317,176,62,25,1934,6,15,22,6,8,3,5,3,75,349,401,376,370,403,221,87,32,2226,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,10,8,10,6,0,31,0,3,5,12,14,10,6,0,37,337,395,349,378,419,231,93,56,2246,16,9,12,7,3,8,18,9,89,353,407,365,394,438,244,115,66,2375,0,4,0,3,0,0,0,0,11,0,11,5,9,18,0,0,0,34,0,11,17,38,72,42,21,11,205,3,20,25,53,87,42,21,11,256,673,765,677,693,732,411,156,71,4184,23,28,35,13,18,12,27,14,162,701,810,734,759,835,465,197,101,4605
SAL80030,806,139,77,56,18,0,0,0,1094,4,16,3,12,18,0,0,0,59,0,9,15,39,34,48,22,13,179,807,169,98,109,71,48,22,13,1329,367,342,211,189,196,149,78,20,1560,205,94,38,36,30,17,9,10,434,1388,599,342,340,298,209,104,42,3324,319,51,35,18,0,0,0,0,434,0,5,0,3,4,0,0,0,21,0,6,9,17,16,7,0,0,56,322,68,41,36,24,7,0,0,504,345,372,262,289,261,175,107,65,1880,79,30,10,9,5,3,10,10,161,746,464,318,330,294,190,120,78,2544,1121,189,113,76,17,0,0,0,1523,4,22,3,15,24,0,0,0,74,4,18,25,51,51,56,24,12,231,1132,230,139,145,96,56,24,12,1834,715,713,474,482,457,327,184,88,3439,283,121,52,45,32,22,17,14,589,2132,1065,662,674,583,406,227,115,5863
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,7,6,0,0,0,35,0,0,3,3,7,0,0,0,19,4,8,12,8,15,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,5,10,8,5,0,3,0,39,4,0,3,0,0,0,0,0,8,14,6,17,8,4,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,11,16,20,11,14,0,3,0,77,3,5,7,3,10,3,0,0,27,19,17,24,16,22,3,4,0,103
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAL80033,5,26,26,18,5,0,0,0,86,0,5,7,3,11,0,0,0,29,0,22,35,27,20,15,3,0,131,3,55,72,53,38,15,3,0,238,332,477,657,289,144,88,25,5,2012,10,24,26,7,5,5,0,0,81,348,550,752,350,193,109,32,5,2333,0,5,5,3,0,0,0,0,20,0,3,0,3,0,0,0,0,7,0,5,5,12,9,4,0,0,40,0,16,18,23,12,4,0,0,70,337,622,688,335,212,107,26,9,2330,6,20,19,8,8,7,0,0,63,341,658,716,365,233,111,30,9,2463,5,34,32,25,11,0,0,0,103,0,11,12,9,12,0,0,0,40,0,31,45,43,31,17,3,0,168,9,70,84,74,52,17,3,0,311,664,1096,1341,626,359,196,56,13,4347,18,45,41,15,16,13,0,0,144,689,1211,1472,717,423,226,56,13,4797
SAL80034,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,10,0,4,6,15,24,28,30,14,115,0,4,9,18,30,28,30,14,124,164,64,151,180,149,151,89,16,962,3,8,5,0,5,8,5,5,36,166,71,158,202,184,181,128,31,1119,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,4,3,5,4,0,23,0,5,11,5,3,5,4,0,28,145,68,178,213,199,191,141,33,1170,0,5,8,0,3,3,12,0,34,149,76,192,227,206,199,148,32,1231,0,0,0,10,0,0,0,0,7,0,0,0,3,3,0,0,0,8,0,5,13,18,31,27,31,14,138,0,5,15,27,35,27,31,14,152,307,139,324,394,345,338,226,52,2131,10,7,11,0,6,7,19,3,65,313,152,351,431,390,381,273,62,2348
SAL80035,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,7,10,18,16,16,10,3,73,4,4,7,19,15,16,10,3,84,161,232,218,162,107,96,44,7,1018,7,17,13,8,3,0,4,0,58,166,254,239,192,119,113,53,13,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,3,0,0,18,0,3,3,4,7,3,0,0,24,154,222,256,189,162,118,57,19,1171,0,16,10,7,5,6,0,0,49,159,242,268,197,170,132,60,19,1251,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,12,10,22,16,25,9,3,90,4,12,12,27,19,25,9,3,107,317,447,476,351,266,213,96,25,2193,9,35,20,18,5,8,4,0,107,331,495,505,391,293,241,111,30,2407
SAL80036,0,3,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,10,16,11,16,13,11,14,79,0,19,18,12,16,13,11,14,101,147,227,167,143,122,76,66,10,955,6,3,9,8,6,0,5,0,34,150,247,193,166,137,88,85,28,1089,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,5,9,6,4,0,0,26,0,6,9,6,6,4,0,0,33,144,236,201,148,129,109,86,30,1085,4,14,3,8,3,3,4,5,37,152,252,214,160,133,119,92,34,1154,0,11,5,3,0,0,0,0,23,0,0,4,4,0,0,0,0,4,0,12,19,13,21,17,13,19,102,0,22,28,25,17,17,13,19,133,291,465,366,292,243,186,155,40,2045,8,19,12,11,10,3,11,5,70,303,503,405,329,269,202,174,54,2250
SAL80037,0,0,0,6,4,0,0,0,12,0,0,7,0,6,0,0,0,11,0,4,15,23,53,69,19,3,190,0,13,20,36,59,69,19,3,212,314,329,327,265,289,187,62,4,1787,11,20,10,6,8,6,0,0,64,327,363,361,309,360,260,86,9,2070,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,15,20,10,3,0,57,0,6,9,14,20,10,3,0,61,274,340,333,312,402,223,81,17,1980,14,10,11,3,8,4,5,0,62,294,356,355,326,433,240,82,20,2102,0,0,3,5,4,0,0,0,19,0,0,6,0,6,0,0,0,13,0,11,23,39,71,74,23,0,241,0,18,28,50,78,74,23,0,277,594,670,659,578,694,406,140,22,3768,25,30,23,13,16,12,0,0,123,620,715,710,639,793,496,163,24,4174
SAL80038,15,21,15,22,3,0,0,0,86,7,11,0,0,3,0,0,0,30,7,15,10,17,21,10,9,0,88,26,51,29,48,33,10,9,0,207,633,648,243,140,95,81,26,11,1871,138,72,21,8,15,7,4,0,261,795,775,297,200,139,98,39,10,2342,3,5,7,3,0,0,0,0,22,0,5,0,0,0,0,0,0,6,0,0,0,4,10,4,0,0,19,8,7,9,8,9,4,0,0,52,836,617,203,131,117,75,36,6,2021,175,58,24,7,7,5,0,0,272,1021,680,231,145,137,87,35,8,2343,25,34,21,30,3,0,0,0,109,7,14,6,3,9,0,0,0,35,9,18,10,20,26,15,7,0,107,34,59,36,56,40,15,7,0,253,1471,1259,443,271,217,159,52,15,3890,313,129,41,17,20,7,5,3,537,1810,1452,525,351,275,184,71,23,4686
SAL80039,0,5,18,12,3,0,0,0,43,0,0,9,4,6,0,0,0,27,0,6,15,28,57,33,7,4,150,3,12,34,49,73,33,7,4,215,377,299,266,331,269,144,53,11,1738,10,7,10,12,10,9,7,0,61,384,321,313,391,349,182,67,17,2014,0,3,3,3,0,0,0,0,6,0,0,9,0,0,0,0,0,6,0,5,0,16,16,5,0,0,44,0,3,11,23,16,5,0,0,59,316,305,343,410,323,165,82,19,1964,4,7,8,4,6,4,4,6,48,328,318,369,441,341,171,85,26,2079,0,12,25,15,3,0,0,0,52,0,0,8,9,10,0,0,0,33,0,11,16,45,73,34,11,4,193,5,20,50,69,88,34,11,4,276,696,601,608,739,586,305,129,32,3698,20,18,22,23,14,14,13,6,109,715,637,681,831,692,349,145,41,4090
SAL80040,0,0,3,3,0,0,0,0,7,0,0,0,3,4,0,0,0,13,0,0,12,12,11,16,17,12,72,0,3,15,20,11,16,17,12,92,123,152,193,207,131,96,88,19,1004,3,4,11,4,3,0,4,0,38,131,157,216,226,148,118,105,29,1128,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,5,0,0,0,9,0,0,5,0,5,0,0,0,16,129,202,221,208,179,169,116,42,1264,3,11,7,4,5,9,0,3,44,132,218,229,220,182,183,119,40,1321,0,0,3,3,0,0,0,0,12,0,0,3,6,4,0,0,0,14,0,0,12,14,14,17,16,12,83,3,3,16,23,19,17,16,12,103,259,355,409,414,308,270,205,60,2267,9,19,16,9,10,13,8,5,80,267,374,443,445,327,295,224,73,2450
SAL80041,5,7,17,13,0,0,0,0,36,3,5,0,0,0,0,0,0,12,0,19,7,19,10,0,0,4,60,6,28,32,30,14,0,0,4,114,252,525,478,206,87,54,13,0,1618,12,21,11,11,0,3,0,0,64,266,581,517,252,101,58,18,9,1794,0,3,0,4,0,0,0,0,8,0,4,0,0,0,0,0,0,4,0,9,4,3,0,0,0,0,14,0,15,10,10,0,0,0,0,29,269,639,492,193,115,49,21,5,1792,11,21,13,7,6,4,0,0,63,279,674,514,208,122,56,21,5,1887,5,12,22,14,0,0,0,0,54,3,7,0,7,0,0,0,0,16,0,21,11,20,14,3,0,4,76,6,43,35,36,17,3,0,4,143,519,1166,969,404,200,107,32,12,3412,21,48,25,19,8,5,0,0,131,552,1261,1031,460,223,113,39,11,3680
SAL80042,7,48,48,26,3,0,0,0,127,3,8,5,0,0,0,0,0,24,0,20,20,13,9,10,10,8,93,7,72,74,40,14,10,10,8,248,209,321,434,248,122,74,32,6,1457,8,13,11,8,4,3,3,0,38,223,407,515,295,142,92,49,18,1746,0,16,13,4,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,4,12,0,0,0,4,0,25,0,17,29,6,0,0,4,0,61,216,422,509,250,138,122,82,17,1753,3,18,11,0,3,3,4,0,53,226,458,544,259,139,126,88,27,1862,9,60,64,33,3,0,0,0,161,3,10,8,0,0,0,0,0,26,0,18,37,18,9,15,15,8,120,11,89,105,52,21,15,15,8,304,428,748,941,492,263,196,112,30,3214,9,29,16,8,8,5,5,0,89,447,863,1057,552,284,218,140,38,3607
SAL80043,0,3,11,15,0,0,0,0,35,0,3,5,6,7,0,0,0,23,0,6,21,23,38,19,27,24,161,3,16,37,46,48,19,27,24,215,281,281,324,322,295,192,118,52,1865,8,11,5,11,12,3,4,0,57,292,307,369,378,353,224,143,78,2139,0,0,3,9,0,0,0,0,9,0,0,0,6,3,0,0,0,10,0,0,4,6,8,5,8,0,38,0,0,14,18,13,5,8,0,61,308,280,388,379,308,229,215,119,2226,4,4,13,14,10,8,0,0,58,322,291,413,403,333,241,222,123,2341,4,3,16,22,0,0,0,0,46,0,3,7,10,9,0,0,0,33,0,6,29,25,48,24,36,29,201,8,15,50,60,59,24,36,29,279,595,559,714,702,605,420,329,166,4090,14,21,23,24,19,13,8,9,112,612,593,783,780,682,460,366,196,4485
SAL80044,0,4,6,3,7,0,0,0,19,0,0,3,7,3,0,0,0,12,0,0,7,24,14,32,26,18,123,5,8,24,30,19,32,26,18,161,145,109,140,163,170,122,84,37,961,15,10,3,10,8,3,0,0,59,163,124,166,211,198,159,108,56,1184,3,4,5,3,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,3,0,3,4,4,4,0,19,3,4,9,10,3,4,4,0,33,203,115,201,216,163,188,145,80,1312,17,11,5,8,6,12,8,6,70,221,127,217,234,173,206,151,88,1415,5,7,9,8,4,0,0,0,30,0,0,6,7,3,0,0,0,19,0,5,11,28,16,38,26,18,143,8,9,37,38,25,38,26,18,194,349,218,340,385,328,305,224,115,2276,27,23,10,20,19,19,9,10,127,382,254,379,445,372,362,258,141,2596
SAL80045,0,4,7,3,0,0,0,0,20,0,5,0,0,0,0,0,0,9,0,8,9,4,7,5,0,0,31,0,16,16,16,7,5,0,0,54,115,279,311,115,55,24,3,0,905,3,11,5,6,0,0,0,0,21,115,306,335,132,62,23,3,0,981,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,13,0,5,8,9,0,0,0,0,19,127,344,311,104,64,30,8,0,1000,11,14,11,4,0,0,0,0,33,137,361,329,116,67,30,8,0,1055,0,4,11,8,0,0,0,0,24,0,3,0,6,0,0,0,0,13,0,7,12,6,7,5,0,0,38,4,23,23,19,7,5,0,0,75,240,626,624,219,120,56,15,0,1900,12,18,17,8,0,0,0,0,58,256,664,668,245,129,60,15,0,2035
SAL80046,6,9,6,6,0,0,0,0,30,5,8,5,5,0,0,0,0,9,0,7,0,7,14,4,8,0,44,11,26,12,18,14,4,8,0,93,258,413,228,131,112,52,30,13,1250,11,16,9,0,3,3,6,0,45,276,453,246,153,133,65,38,19,1381,4,7,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,4,6,3,0,0,0,17,5,12,8,6,4,0,0,0,37,317,441,218,178,108,64,35,18,1390,16,18,12,0,6,3,5,0,56,337,480,240,186,119,62,38,22,1484,7,15,16,6,0,0,0,0,52,7,10,5,5,0,0,0,0,15,0,11,7,15,15,4,8,0,58,14,37,24,21,17,4,8,0,126,576,858,445,315,223,114,71,32,2639,23,36,16,5,14,6,4,0,99,613,935,485,341,251,128,80,35,2863
SAL80047,0,6,8,8,3,0,0,0,20,0,5,6,0,4,0,0,0,16,0,6,9,14,13,8,12,10,73,4,7,21,17,20,8,12,10,102,241,343,345,231,169,113,48,20,1504,12,15,22,5,8,7,4,0,78,258,370,388,254,199,127,67,31,1692,0,0,4,5,0,0,0,0,7,0,0,0,6,0,0,0,0,5,0,0,5,5,0,0,5,0,16,0,5,5,12,0,0,5,0,24,292,362,374,246,161,152,103,40,1748,18,20,9,8,9,8,0,3,69,307,380,386,269,173,166,112,46,1843,0,6,10,6,3,0,0,0,26,0,8,6,6,4,0,0,0,16,0,6,8,19,16,8,18,10,90,4,18,28,27,21,8,18,10,131,534,704,720,478,337,267,154,65,3249,28,30,27,13,21,17,11,3,152,565,751,775,519,374,293,179,74,3530
SAL80048,3,0,10,9,4,0,0,0,22,0,3,0,0,3,0,0,0,8,0,4,18,10,23,17,24,8,107,3,12,23,21,26,17,24,8,135,210,166,190,225,166,110,78,9,1162,12,3,4,6,8,5,3,0,43,221,182,222,249,206,126,108,27,1337,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,5,0,22,0,0,8,11,3,4,5,0,26,193,192,231,250,176,160,90,29,1319,4,4,7,9,7,7,3,0,43,197,193,243,270,188,173,97,30,1392,3,0,10,13,4,0,0,0,30,0,5,0,0,3,0,0,0,10,0,4,19,13,20,21,26,10,126,3,13,31,30,24,21,26,10,160,402,354,422,479,344,267,170,42,2483,13,12,10,13,19,11,9,4,85,421,377,463,519,389,301,209,59,2729
SAL80049,5,9,3,12,7,0,0,0,32,3,0,8,11,9,0,0,0,26,4,7,30,33,49,35,25,10,189,9,21,40,50,61,35,25,10,244,489,385,540,460,296,160,60,16,2405,21,11,10,19,6,5,0,0,77,521,419,596,534,366,196,80,22,2730,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,15,14,3,7,0,53,0,4,10,19,19,3,7,0,61,409,420,610,557,358,230,89,17,2691,20,13,13,19,15,3,0,0,78,427,438,629,593,391,239,92,16,2829,3,9,4,13,6,0,0,0,40,3,0,8,11,13,0,0,0,29,4,17,35,54,64,36,26,7,239,11,27,51,69,79,36,26,7,305,899,805,1154,1019,660,390,146,31,5100,38,31,26,37,23,8,3,0,156,944,857,1227,1128,759,435,174,40,5560
