SAL_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
SAL80021,9,11,8,11,6,6,27,11,0,87,11,15,12,13,13,10,22,17,6,133,3,20,19,19,19,18,15,6,6,114,4,25,27,29,16,16,10,4,3,141,5,27,44,29,27,19,6,9,0,161,0,14,44,43,51,27,11,4,0,185,0,27,59,54,40,28,13,0,0,222,0,12,53,55,48,32,0,0,0,207,0,0,23,38,34,25,8,0,0,126,0,0,31,57,86,34,4,0,0,217,0,0,0,7,14,4,0,0,0,27,0,0,0,6,10,3,0,0,0,15,3,4,19,10,5,3,4,4,0,57,167,174,384,406,388,290,147,60,17,2029,137,23,35,17,27,48,18,6,0,307,83,8,12,9,6,12,10,0,0,135,40,21,20,14,3,14,19,8,0,145,15,16,10,11,9,21,40,20,0,157,25,22,29,22,22,24,35,23,7,205,17,35,22,20,23,29,18,18,6,187
SAL80022,0,8,0,0,0,0,8,3,0,19,0,0,0,0,0,0,7,3,6,24,0,0,3,0,0,3,15,3,0,22,0,8,3,0,6,3,3,8,0,30,0,10,0,3,0,6,7,5,0,30,0,20,12,6,10,9,15,7,0,72,0,18,35,12,6,19,14,3,4,99,0,6,53,5,11,10,12,0,0,97,0,6,37,5,9,8,5,0,0,68,0,6,56,61,37,20,8,0,0,196,0,0,5,12,9,3,0,0,0,33,0,0,4,15,12,20,9,0,0,59,0,10,36,19,16,10,10,5,0,98,13,79,264,154,135,113,124,33,6,918,14,4,9,5,4,5,5,4,0,65,8,0,3,0,3,0,3,4,0,28,5,3,8,3,5,0,9,3,0,32,0,5,0,6,0,4,6,8,0,25,5,0,0,0,4,3,9,3,6,27,0,3,7,0,3,5,15,7,0,43
SAL80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80024,14,66,44,19,12,16,16,21,6,204,11,50,84,10,12,15,29,25,29,266,13,88,123,30,13,15,23,27,21,339,5,82,130,27,13,14,21,24,10,334,3,79,186,35,8,15,14,14,11,368,0,70,221,57,17,10,16,11,7,409,0,60,181,39,23,11,6,5,4,336,0,40,157,59,25,15,7,4,4,309,0,13,100,54,27,12,5,3,0,203,0,15,89,107,49,28,7,3,5,309,0,0,10,8,10,4,0,0,0,40,0,0,8,11,3,7,0,5,0,29,4,41,88,21,14,12,11,8,15,222,116,709,1600,549,271,203,187,169,119,3923,59,146,182,53,33,29,14,8,5,536,26,27,37,9,3,6,7,7,3,134,39,53,61,28,17,21,20,17,5,252,26,108,87,35,23,25,19,31,9,368,21,83,141,26,32,18,43,40,49,447,14,161,231,56,30,15,31,30,24,591
SAL80025,16,8,16,26,9,4,17,10,0,91,11,11,22,18,12,16,25,17,0,127,5,18,42,40,15,10,13,8,0,139,0,28,59,42,19,9,3,3,0,170,4,28,49,55,35,12,7,0,0,189,0,28,73,90,52,16,8,0,0,266,0,25,78,103,45,10,3,0,0,273,0,14,51,67,47,16,0,0,0,197,0,0,35,79,44,13,0,0,0,175,0,3,52,140,72,17,5,0,0,286,0,0,3,14,3,0,0,0,0,18,0,0,0,17,20,0,0,0,0,47,5,14,28,40,9,7,7,3,0,110,229,223,593,811,425,169,122,55,5,2635,219,27,76,67,36,39,47,20,3,527,93,6,20,16,11,8,7,3,0,161,54,36,27,21,14,8,14,8,5,170,19,22,33,27,13,9,31,16,0,170,10,29,34,30,16,23,35,21,0,195,17,35,48,55,23,9,17,8,0,208
SAL80026,8,3,10,7,8,18,16,13,0,82,3,4,13,8,8,14,28,23,10,115,7,6,12,16,15,18,16,17,4,108,5,12,23,10,18,21,22,5,4,108,6,10,33,21,23,17,25,6,0,141,3,23,39,32,30,18,22,0,0,168,0,19,29,39,22,34,3,3,0,151,0,3,29,34,25,26,8,0,0,138,0,3,21,24,18,19,7,0,0,94,0,0,21,59,77,42,4,0,0,203,0,0,0,7,10,3,0,0,0,20,0,0,0,11,7,0,0,0,0,16,8,5,8,11,12,0,7,0,0,51,121,111,277,271,293,269,187,101,27,1658,104,17,29,15,14,30,22,8,7,251,56,4,6,0,5,9,16,7,0,95,28,17,15,3,5,16,18,13,5,110,13,8,14,7,11,23,25,25,6,128,9,14,20,18,11,19,42,27,12,164,11,13,16,26,15,17,24,22,3,148
SAL80027,6,43,11,9,6,10,8,12,7,107,0,30,25,0,8,9,16,9,4,104,8,65,47,8,6,6,14,8,5,159,3,50,54,14,8,5,10,3,0,148,0,54,57,17,4,11,9,5,0,163,0,90,111,23,11,11,11,0,4,257,0,97,188,25,5,19,3,4,0,341,0,39,208,43,23,4,10,3,3,334,0,19,140,54,26,25,8,5,5,270,0,15,246,156,61,30,10,0,0,520,0,0,26,25,26,8,8,0,0,93,0,0,18,32,23,15,0,0,0,91,6,36,70,22,4,7,13,3,8,157,57,595,1290,463,220,181,131,66,29,3027,30,79,84,21,14,14,7,6,3,265,19,15,16,11,3,4,3,0,0,79,14,55,28,6,4,11,18,6,4,154,7,56,33,16,14,17,17,19,10,189,0,60,31,10,11,13,25,22,4,181,3,98,86,17,13,10,26,10,3,261
SAL80028,45,97,28,6,9,11,14,11,0,216,34,67,35,13,7,9,22,21,14,218,35,99,65,11,5,7,19,14,8,268,9,78,75,20,16,14,14,13,7,253,8,60,90,33,6,16,15,13,9,253,3,74,114,43,30,16,27,11,3,336,5,57,105,37,20,23,17,4,9,273,0,24,143,70,21,26,20,9,3,314,0,12,68,51,33,25,11,3,0,195,0,5,91,107,59,49,10,4,3,333,0,0,9,11,16,9,6,8,0,54,5,0,6,22,21,15,8,5,0,70,17,33,41,11,9,14,12,11,15,155,321,768,949,488,290,261,235,148,83,3541,129,93,102,45,16,21,35,13,3,455,81,46,14,21,7,13,15,8,6,206,102,123,37,14,15,7,23,16,5,335,72,163,62,14,11,10,21,18,3,374,54,117,68,26,7,15,31,22,17,365,49,168,133,29,9,15,27,23,8,471
SAL80029,5,10,6,10,11,13,22,15,4,95,10,14,5,9,16,15,42,34,35,192,3,25,17,10,17,26,23,14,4,152,7,21,32,14,18,29,17,7,0,148,3,19,49,30,29,45,29,3,0,216,9,21,52,29,25,44,15,4,0,197,0,26,55,35,33,33,13,0,0,193,0,9,66,42,58,42,13,0,0,229,0,0,33,39,32,43,6,0,0,165,0,0,43,82,92,61,9,4,0,289,0,0,3,11,11,9,5,0,0,36,0,0,0,9,8,10,0,0,0,28,0,14,5,12,5,8,10,16,8,88,172,183,407,365,394,438,244,115,66,2375,131,32,21,19,23,57,26,5,0,310,73,13,6,8,4,19,18,5,3,144,51,25,12,13,8,11,24,14,0,149,15,17,19,10,21,23,36,31,5,168,15,26,17,13,19,30,66,58,51,289,10,36,30,19,16,35,38,16,8,216
SAL80030,8,13,0,4,4,13,5,12,4,65,4,24,14,10,7,9,10,15,11,100,12,31,11,9,7,11,10,11,4,106,50,56,18,4,9,17,19,9,7,182,37,101,18,14,12,16,21,12,3,242,8,75,31,21,19,25,20,14,3,209,4,51,49,16,10,14,14,0,10,178,0,31,69,31,24,23,17,0,5,205,4,10,56,22,23,33,19,4,3,175,0,3,105,101,87,55,28,12,0,388,0,0,10,23,35,15,5,8,0,93,0,0,13,37,63,29,7,6,0,160,20,57,29,10,9,5,5,12,14,163,251,494,464,318,330,294,190,120,78,2544,89,21,33,12,17,16,9,11,0,215,81,15,9,0,4,0,7,5,0,124,21,60,17,10,12,3,7,3,3,144,6,43,6,6,8,14,8,18,10,123,12,53,9,7,14,15,13,17,20,155,35,61,26,15,8,15,19,15,9,202
SAL80031,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,10,3,6,17,8,4,0,3,0,52,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,5,5,20,15,4,10,21,4,0,83,9,13,16,9,9,6,21,6,3,99,3,17,35,16,10,16,10,3,0,109,9,17,47,30,12,15,10,0,0,145,3,26,45,47,26,23,9,0,0,176,3,25,81,73,30,25,8,0,0,247,0,29,80,83,40,22,5,0,0,252,0,9,85,90,51,16,0,0,0,252,0,3,66,86,42,20,0,0,0,223,0,0,73,136,77,31,4,0,0,320,0,0,11,28,11,3,0,0,0,58,0,0,9,23,7,0,0,0,0,34,0,6,19,21,8,14,4,0,0,71,158,184,658,716,365,233,111,30,9,2463,140,29,61,45,29,42,23,5,3,382,80,10,3,12,8,4,8,0,0,127,45,23,7,20,8,10,13,4,0,131,11,19,28,25,4,14,29,11,0,141,20,16,29,16,16,7,22,9,6,143,11,36,57,32,14,19,15,9,0,189
SAL80034,3,4,3,0,3,4,10,12,6,42,9,8,0,10,4,3,20,27,8,83,0,0,4,7,3,13,15,19,5,74,0,5,4,4,4,12,24,18,3,75,0,4,7,6,13,9,18,16,3,80,0,8,6,10,9,12,23,15,0,88,0,12,11,10,24,16,15,7,0,90,0,6,17,17,21,15,11,7,0,86,0,0,7,17,24,23,4,0,0,79,0,0,10,57,66,41,13,0,3,201,0,0,0,7,12,7,3,0,0,30,0,0,0,21,33,16,7,0,0,81,0,0,5,3,0,7,5,10,0,31,90,61,76,192,227,206,199,148,32,1231,65,14,0,9,13,17,19,11,0,146,62,5,0,3,0,4,9,6,0,92,30,12,3,4,0,4,11,5,6,87,5,6,3,4,7,6,18,18,12,78,11,13,0,13,11,3,31,29,8,118,9,14,4,9,6,14,28,24,5,114
SAL80035,0,3,11,13,9,16,20,13,0,83,3,9,10,14,12,13,15,12,9,107,4,8,14,22,13,10,20,8,4,101,3,11,11,12,10,10,12,5,5,76,0,8,30,28,17,10,9,7,0,110,0,12,36,20,26,15,5,0,0,107,0,11,30,27,14,9,5,0,0,94,0,8,31,42,25,14,5,0,0,118,0,0,12,20,12,6,0,0,0,56,0,0,12,34,24,17,5,0,0,90,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,18,7,11,9,8,5,0,57,78,81,242,268,197,170,132,60,19,1251,83,3,12,24,10,29,14,7,5,190,30,5,14,11,5,3,6,4,0,78,21,12,10,15,16,9,17,10,0,109,5,10,19,22,15,23,29,16,4,141,13,13,22,21,21,17,29,28,11,175,8,13,27,26,14,19,33,18,4,159
SAL80036,0,5,11,4,3,3,8,10,5,47,4,0,9,4,5,5,6,15,7,55,5,12,15,7,6,6,6,8,0,63,3,3,24,10,0,5,13,8,5,68,0,16,25,12,7,14,11,7,7,107,0,10,30,17,6,15,12,7,0,99,0,13,30,22,8,13,7,0,0,95,0,9,40,23,22,14,5,3,0,111,0,0,21,18,14,9,5,5,0,63,0,0,39,62,45,23,0,0,0,172,0,0,4,13,14,3,0,0,0,36,0,0,4,17,11,0,0,0,0,27,3,5,13,10,9,3,4,10,4,49,67,83,252,214,160,133,119,92,34,1154,53,10,10,11,13,11,12,8,3,132,31,5,5,0,4,3,8,8,0,66,17,10,3,0,4,6,14,12,0,72,0,11,17,6,8,6,16,14,11,86,7,12,15,6,12,18,12,19,9,99,9,14,24,13,16,15,9,15,3,125
SAL80037,10,15,11,4,10,26,21,16,0,111,4,7,13,12,13,26,45,29,8,159,6,13,15,15,13,28,17,13,5,134,0,14,23,28,16,35,25,3,0,148,4,23,40,24,23,46,22,4,0,179,0,21,53,52,35,41,16,0,0,212,0,15,41,33,23,31,13,0,0,155,0,10,49,44,46,38,7,0,0,197,0,0,28,32,34,26,3,0,0,126,0,0,32,50,60,48,8,0,0,197,0,0,3,3,13,8,0,0,0,29,0,0,0,9,7,14,0,0,0,32,4,5,8,18,8,12,4,5,0,73,144,145,356,355,326,433,240,82,20,2102,122,37,34,30,28,51,28,5,0,336,59,9,11,7,9,10,15,11,0,127,51,17,16,10,11,24,26,8,5,172,13,28,13,17,9,28,54,36,0,204,3,13,25,23,23,40,66,35,4,240,14,25,28,21,19,40,33,13,5,212
SAL80038,63,45,20,0,3,4,4,5,0,140,37,50,14,0,7,3,5,6,0,123,20,48,39,9,0,3,8,4,6,135,17,40,40,4,5,9,10,0,0,115,5,35,41,13,8,3,0,5,0,118,0,44,83,14,7,12,6,3,0,175,3,40,83,20,5,6,11,3,0,174,0,19,73,26,16,17,7,6,0,165,0,8,62,14,10,13,3,0,0,112,0,7,95,43,37,25,8,3,0,218,0,0,7,15,11,4,0,0,0,37,0,0,6,19,18,16,3,0,0,65,63,109,58,24,9,9,7,0,4,281,368,650,680,231,145,137,87,35,8,2343,97,224,84,23,16,20,10,0,0,477,72,63,13,5,5,0,6,6,0,173,103,95,18,8,3,4,3,0,0,229,93,85,35,7,6,4,7,8,0,243,63,85,30,4,10,3,6,6,0,214,32,95,66,15,5,7,13,5,0,239
SAL80039,9,15,12,14,9,18,26,12,0,116,4,5,11,12,10,18,24,24,9,122,4,20,26,10,12,17,29,11,3,125,6,11,15,17,21,24,7,15,6,122,5,8,42,16,31,25,9,3,0,145,3,20,39,37,45,33,7,0,0,177,4,22,52,39,28,30,13,0,0,186,0,12,37,52,68,41,0,0,0,212,0,0,21,39,51,31,6,0,0,147,0,0,21,81,93,46,6,0,0,246,0,0,3,6,7,8,0,0,0,24,0,0,3,10,16,3,5,0,0,35,4,8,11,16,8,8,3,5,0,69,179,150,318,369,441,341,171,85,26,2079,125,24,26,20,28,38,19,7,0,285,85,10,6,0,11,6,11,6,0,148,54,25,7,7,16,18,27,6,3,173,20,16,29,16,18,29,46,29,6,213,6,21,23,12,16,26,36,34,12,188,19,30,31,14,20,25,38,14,3,200
SAL80040,6,7,9,4,8,4,9,8,5,50,0,4,10,3,10,7,12,12,8,64,4,7,16,10,10,6,22,13,11,90,5,6,15,10,9,11,16,15,0,87,0,3,19,11,6,20,23,13,11,99,0,14,20,19,9,20,21,15,0,126,0,9,22,17,11,26,7,14,0,103,0,3,31,25,29,15,18,4,0,118,0,0,14,23,23,13,5,3,0,85,0,0,30,62,66,37,10,0,0,208,0,0,5,9,7,3,3,0,0,32,0,0,0,18,19,6,3,0,0,48,0,0,14,6,7,6,8,4,0,49,78,56,218,229,220,182,183,119,40,1321,58,10,8,12,9,16,9,11,0,128,47,10,4,5,3,0,3,3,0,79,7,9,8,8,11,11,6,18,4,76,5,15,11,12,7,12,11,19,6,105,0,9,16,7,12,12,25,18,12,109,5,14,22,11,10,11,26,21,15,134
SAL80041,4,8,11,8,3,6,8,3,0,47,8,10,21,11,0,6,0,0,3,74,4,12,23,22,8,4,0,0,0,76,0,14,43,17,11,3,9,0,0,97,3,32,77,38,12,13,5,3,0,174,3,26,67,42,17,11,9,0,0,172,0,25,96,52,24,8,0,0,0,205,0,14,86,52,25,12,5,0,0,193,0,8,75,62,18,6,0,0,0,170,0,6,81,115,56,13,3,0,0,264,0,0,12,13,6,3,0,0,0,37,0,0,3,15,6,3,0,0,0,30,6,7,27,13,10,5,9,0,0,72,109,176,674,514,208,122,56,21,5,1887,98,9,43,40,16,24,12,9,0,259,47,13,10,10,0,5,0,0,0,91,22,10,14,13,8,12,8,6,0,95,7,23,19,10,6,5,8,3,0,90,12,16,38,17,4,12,8,7,3,124,10,17,45,38,5,4,10,0,4,136
SAL80042,6,9,15,11,6,6,10,6,0,65,0,13,10,13,0,4,11,16,0,73,3,6,27,18,5,6,18,13,0,93,6,19,22,23,12,8,7,9,0,101,0,15,40,33,21,8,11,13,3,142,0,16,54,48,15,13,10,9,3,178,0,19,47,48,11,13,12,6,0,157,0,4,52,63,32,12,10,0,0,172,0,0,41,67,31,9,0,3,0,144,0,0,54,123,70,24,5,0,0,270,0,0,3,22,8,4,0,0,0,43,0,0,12,26,9,6,0,0,0,49,0,0,13,13,8,5,3,3,0,48,103,123,458,544,259,139,126,88,27,1862,103,17,61,44,17,26,37,11,0,312,48,5,12,10,3,6,13,9,6,100,16,16,18,7,7,4,16,9,0,91,13,22,19,12,10,10,12,10,4,105,7,19,16,14,5,4,12,20,4,104,3,23,34,22,9,12,16,19,3,152
SAL80043,11,17,7,8,9,8,21,17,8,114,4,15,12,13,10,16,18,45,26,162,8,16,12,13,10,25,22,30,19,147,6,14,18,14,7,17,15,26,17,132,9,13,25,24,18,17,27,16,11,148,0,19,28,29,22,22,33,17,4,174,0,16,23,23,26,26,17,15,6,158,0,4,44,44,38,32,14,3,0,181,0,3,35,40,29,24,11,8,0,152,0,0,48,106,116,65,12,8,0,347,0,0,4,26,26,15,4,5,0,80,0,0,7,46,55,27,0,3,4,147,7,6,8,13,13,8,10,5,9,76,168,148,291,413,403,333,241,222,123,2341,124,30,14,15,31,17,15,10,4,263,82,13,16,11,6,14,5,11,4,151,40,22,9,6,7,12,12,19,10,142,21,34,17,8,18,17,27,26,18,184,8,24,16,22,16,22,27,63,37,239,13,30,32,16,17,39,40,46,23,248
SAL80044,5,6,0,0,3,5,10,6,5,46,8,6,4,0,5,3,16,20,9,64,6,10,11,9,4,4,18,19,10,83,0,6,4,13,12,6,19,23,7,87,0,12,10,5,5,3,11,11,10,66,0,6,11,11,14,14,13,15,7,99,0,6,11,13,7,8,16,8,3,84,0,4,20,15,12,16,10,6,9,86,0,0,10,10,16,11,12,12,3,79,0,0,22,58,59,33,19,14,5,204,0,0,3,12,27,14,14,5,0,73,0,0,6,41,46,36,7,9,6,148,11,4,11,0,12,10,11,3,5,75,141,80,127,217,234,173,206,151,88,1415,91,9,9,15,14,10,19,4,4,174,61,7,4,7,4,5,5,0,4,92,22,10,0,8,3,7,3,3,7,65,10,8,0,0,4,12,12,16,3,70,10,12,7,6,0,11,25,22,12,90,11,9,9,9,8,10,24,20,14,101
SAL80045,3,4,6,4,3,3,0,0,0,32,0,4,7,5,0,4,0,0,0,28,3,3,16,9,0,0,0,0,0,33,0,7,3,8,7,3,5,0,0,33,0,5,22,15,6,4,0,0,0,51,0,15,35,20,4,0,0,0,0,72,0,16,35,22,7,9,4,0,0,89,0,6,63,31,18,5,4,0,0,134,0,0,44,38,6,9,0,0,0,102,0,7,79,94,26,7,3,0,0,207,0,0,5,15,3,0,0,0,0,27,0,0,5,20,7,8,0,0,0,41,7,4,14,13,4,4,0,0,0,45,59,77,361,329,116,67,30,8,0,1055,55,8,29,37,13,16,21,4,0,176,13,5,12,0,3,5,3,0,0,40,14,4,5,9,6,3,0,5,0,40,9,4,9,10,3,7,5,3,0,47,0,7,8,5,0,4,3,0,0,36,6,7,15,13,0,5,0,0,0,46
SAL80046,4,24,11,6,5,0,0,5,4,60,4,23,23,7,7,6,11,6,9,94,0,36,30,7,7,8,3,6,5,109,3,25,14,7,3,8,9,0,0,65,0,20,31,18,12,5,6,0,0,96,0,34,43,20,9,9,3,0,0,122,0,41,60,23,13,12,3,0,3,149,0,23,76,22,19,13,0,0,0,150,0,4,48,28,26,3,3,0,0,113,0,5,80,64,41,13,4,0,0,209,0,0,6,11,11,7,0,0,0,43,0,0,4,12,15,3,0,0,0,37,0,15,25,12,4,3,3,5,0,60,52,290,480,240,186,119,62,38,22,1484,47,35,24,13,11,15,3,3,0,153,21,14,7,4,7,10,8,5,0,73,14,33,16,8,9,10,4,8,0,99,9,41,17,9,13,4,3,13,5,118,9,40,33,9,13,17,12,15,9,145,3,58,43,17,15,12,10,10,9,176
SAL80047,0,17,12,3,0,9,17,17,11,90,3,26,20,20,3,15,25,17,9,135,0,32,34,23,11,17,12,10,4,147,0,26,14,17,9,11,16,11,3,111,0,19,28,20,13,14,17,13,8,134,0,31,45,37,14,18,4,6,0,159,0,16,47,33,19,9,15,4,0,142,0,7,46,31,25,19,8,0,7,147,0,0,31,38,30,9,0,0,0,110,0,0,48,81,77,27,7,3,0,243,0,0,4,22,11,0,8,0,0,39,0,0,4,15,25,0,0,0,0,47,0,14,17,11,10,8,10,6,0,75,93,217,380,386,269,173,166,112,46,1843,78,18,27,28,16,21,14,9,5,211,59,14,0,9,10,8,4,9,4,114,31,22,8,8,12,17,15,10,0,131,3,35,13,8,13,24,25,23,12,166,6,40,33,30,10,23,41,22,19,226,5,53,53,38,16,24,29,22,5,244
