SAL_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SAL80036,0,0,..,100,5,104,0,104,..,5,0,5,0,8,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,21,0,21,0,21,..,15,0,13,0,13,..,21,0,18,0,18,..,0,3,9,0,9,..,0,0,0,0,0,..,4,3,10,0,10,..,43,5,55,0,55,..,321,31,353,4,357,..,14,0,9,35,48,982,328,30,367,37,1390,1910,..,..,..,..,1910,..,0,0,0,0,0,..,15,0,15,0,17,..,0,0,0,0,0,..,11,5,16,0,20,..,45,12,55,0,55
SAL80037,0,5,..,46,4,48,0,48,..,12,0,12,0,12,..,8,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,10,0,5,0,5,..,27,0,31,0,32,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,5,0,5,0,5,..,9,0,9,0,9,..,9,0,9,0,9,..,8,0,8,0,8,..,16,0,17,0,17,..,5,0,5,0,5,..,36,0,32,0,32,..,10,0,13,0,14,..,3,0,3,0,3,..,11,4,15,0,15,..,0,0,0,0,0,..,15,3,16,0,16,..,31,10,46,0,46,..,328,42,369,7,374,..,9,0,9,69,80,2175,336,42,375,71,2626,4362,..,..,..,..,4362,..,6,0,6,0,6,..,97,14,105,0,103,..,0,0,0,0,0,..,15,10,21,0,21,..,15,3,22,0,22
SAL80038,0,9,..,104,0,110,0,110,..,5,0,8,0,8,..,6,0,8,0,8,..,0,0,0,0,0,..,48,4,52,0,52,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,6,0,6,0,6,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,14,0,15,0,15,..,11,0,11,0,11,..,3,0,3,0,3,..,36,0,31,0,31,..,22,3,23,0,23,..,8,0,8,0,8,..,17,7,17,0,17,..,0,0,0,0,0,..,20,0,18,0,21,..,49,0,56,0,55,..,943,46,986,3,993,..,5,0,9,275,284,1147,945,48,994,277,2418,2457,..,..,..,..,2457,..,3,0,3,0,3,..,40,4,36,0,36,..,0,0,0,0,0,..,119,5,127,0,127,..,786,55,836,0,837
SAL80039,0,0,..,64,0,71,0,71,..,3,0,3,0,3,..,4,0,4,0,4,..,0,5,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,15,4,20,0,20,..,0,0,0,0,0,..,24,0,23,0,23,..,3,0,6,0,6,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,6,0,6,..,15,0,15,0,15,..,3,0,3,0,3,..,16,0,16,0,19,..,7,0,7,0,7,..,43,0,43,0,40,..,9,0,9,0,9,..,0,0,0,0,0,..,11,3,13,0,13,..,0,0,0,0,0,..,18,10,24,0,24,..,39,4,51,0,48,..,363,39,400,3,406,..,6,0,6,56,64,2121,368,39,406,61,2591,4221,..,..,..,..,4221,..,7,0,7,0,7,..,48,7,53,0,53,..,0,0,0,0,0,..,17,4,25,0,25,..,30,4,38,0,38
SAL80040,0,0,..,20,0,24,0,24,..,8,0,8,0,8,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,15,0,15,..,8,0,8,0,8,..,0,0,0,0,0,..,18,0,25,0,25,..,14,3,16,0,16,..,5,0,5,0,5,..,6,3,11,0,11,..,0,0,0,0,0,..,8,6,11,0,11,..,28,4,33,0,33,..,211,27,234,0,234,..,8,0,8,52,61,1277,215,27,243,52,1570,2406,..,..,..,..,2406,..,3,0,3,0,3,..,14,3,12,0,12,..,0,0,0,0,0,..,3,6,9,0,9,..,26,5,35,0,35
SAL80041,0,13,..,339,30,369,8,374,..,10,0,10,0,10,..,3,3,7,0,7,..,3,0,3,0,3,..,31,3,31,3,37,..,0,0,0,0,0,..,63,3,72,0,73,..,12,5,19,0,19,..,5,0,5,0,5,..,8,0,11,0,11,..,7,0,12,0,12,..,5,0,5,0,5,..,9,0,9,0,9,..,29,0,29,5,33,..,10,0,10,0,10,..,41,0,41,0,41,..,6,0,6,0,6,..,87,0,87,5,86,..,22,0,26,0,26,..,31,5,32,0,34,..,8,0,10,0,10,..,5,0,5,0,5,..,22,0,22,0,22,..,134,11,154,11,157,..,1021,96,1118,23,1141,..,16,3,20,68,82,1227,1035,97,1133,91,2455,2431,..,..,..,..,2431,..,4,0,4,0,4,..,89,16,99,0,101,..,0,0,0,0,0,..,75,11,83,0,86,..,147,28,174,0,171
SAL80042,0,4,..,234,16,243,4,246,..,11,0,12,0,12,..,12,0,12,0,12,..,3,4,7,0,7,..,14,3,24,0,24,..,4,0,4,0,4,..,20,0,20,0,20,..,5,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,11,0,11,..,0,0,0,0,0,..,15,3,15,0,15,..,8,0,8,0,8,..,6,0,6,0,6,..,19,4,23,0,23,..,0,0,0,0,0,..,27,4,28,0,28,..,17,7,22,0,22,..,22,0,26,0,25,..,8,0,5,0,5,..,0,0,0,0,5,..,25,7,29,0,33,..,112,8,126,3,128,..,833,96,931,10,939,..,16,0,13,47,61,1454,847,94,945,58,2457,2804,..,..,..,..,2804,..,5,0,5,0,5,..,47,0,46,0,49,..,3,0,3,0,3,..,85,21,101,0,106,..,331,60,387,6,395
SAL80043,0,9,..,78,8,83,4,88,..,27,4,38,0,38,..,6,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,11,0,11,..,3,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,6,0,6,0,8,..,0,0,0,0,0,..,8,0,5,0,5,..,8,0,8,0,8,..,3,0,3,0,3,..,15,0,15,0,15,..,5,0,5,0,5,..,34,0,34,0,34,..,24,0,24,0,24,..,11,0,10,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,78,9,84,0,84,..,419,43,459,7,467,..,13,3,12,62,75,2329,426,46,471,67,2871,4542,..,..,..,..,4542,..,0,0,0,0,0,..,15,0,12,0,14,..,0,0,0,0,0,..,25,0,34,0,33,..,68,14,81,0,81
SAL80044,0,0,..,50,0,50,0,48,..,15,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,3,0,3,..,8,0,8,0,8,..,9,0,7,0,7,..,3,0,3,0,3,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,34,5,40,0,39,..,274,20,299,5,300,..,0,0,0,68,75,1322,277,20,301,77,1699,2449,..,..,..,..,2449,..,0,0,0,0,0,..,10,4,15,0,15,..,0,0,0,0,0,..,22,0,19,0,20,..,44,14,63,0,60
SAL80045,0,4,..,172,13,187,0,187,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,17,10,23,0,23,..,5,0,5,0,5,..,25,0,29,0,29,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,12,0,12,..,3,0,3,0,3,..,14,0,17,0,17,..,4,0,5,0,5,..,34,0,32,0,32,..,8,0,8,0,8,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,5,..,14,3,15,0,15,..,98,3,103,5,104,..,556,54,608,6,616,..,13,0,15,40,53,708,567,53,622,51,1379,1436,..,..,..,..,1436,..,0,0,0,0,0,..,28,8,41,0,41,..,0,0,0,0,0,..,29,9,35,0,38,..,182,33,213,0,215
SAL80046,0,0,..,40,3,45,0,45,..,12,0,11,0,11,..,9,0,10,0,10,..,5,0,7,0,7,..,11,0,14,0,14,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,3,0,3,0,3,..,15,0,15,0,15,..,21,0,21,0,21,..,3,0,3,0,3,..,3,0,8,0,8,..,3,0,3,0,3,..,29,4,39,0,36,..,47,9,50,0,55,..,363,57,424,8,431,..,10,0,10,55,66,1195,378,57,435,59,1693,2329,..,..,..,..,2329,..,0,0,0,0,0,..,11,7,13,0,13,..,0,0,0,0,0,..,40,13,50,0,49,..,158,49,206,4,216
SAL80047,0,5,..,55,7,56,0,56,..,18,0,18,0,18,..,7,0,11,0,11,..,8,0,8,0,8,..,13,6,14,0,16,..,4,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,4,..,10,0,10,0,10,..,9,0,9,0,9,..,6,0,6,0,6,..,7,0,7,0,7,..,3,0,3,0,3,..,25,0,26,0,26,..,13,8,17,0,17,..,7,0,4,0,4,..,7,0,6,0,6,..,0,0,0,0,0,..,27,15,44,0,43,..,114,17,128,0,135,..,431,77,504,8,514,..,17,3,18,66,86,1618,449,81,530,75,2221,3114,..,..,..,..,3114,..,0,0,0,0,0,..,21,0,21,0,25,..,0,0,0,0,0,..,32,6,35,0,35,..,94,32,126,0,129
SAL80048,0,0,..,15,0,19,0,19,..,13,0,17,4,15,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,0,0,0,..,13,0,10,0,14,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,8,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,11,5,16,0,16,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,5,0,7,0,7,..,44,0,48,0,49,..,237,22,260,9,262,..,0,0,0,46,54,1402,236,22,262,52,1714,2794,..,..,..,..,2794,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,33,0,34,0,34
SAL80049,0,0,..,122,8,133,0,133,..,17,4,20,0,20,..,8,0,8,0,8,..,8,0,10,0,10,..,0,0,5,0,5,..,3,0,3,0,3,..,18,0,24,0,24,..,8,5,16,0,16,..,11,0,11,0,11,..,4,0,4,0,4,..,11,0,11,0,11,..,9,0,6,0,7,..,3,0,6,0,6,..,16,4,19,0,19,..,10,3,14,0,14,..,33,0,34,0,34,..,0,0,0,0,0,..,58,6,62,0,62,..,51,3,54,0,54,..,4,0,4,0,4,..,15,9,17,0,17,..,0,0,0,0,0,..,42,6,46,0,46,..,131,34,167,4,170,..,671,108,775,8,782,..,9,3,15,85,96,2754,680,111,794,92,3632,5610,..,..,..,..,5610,..,5,0,5,0,5,..,76,23,96,3,100,..,3,0,3,0,3,..,27,0,32,0,31,..,78,15,92,0,92
SAL80050,0,5,..,40,3,43,0,46,..,23,0,23,0,23,..,8,0,8,0,9,..,5,0,5,0,5,..,8,0,16,0,16,..,4,0,4,0,4,..,8,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,21,0,21,0,21,..,33,5,32,0,32,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,31,7,35,0,35,..,63,7,71,0,79,..,409,40,449,6,456,..,6,0,8,50,59,2155,416,37,460,50,2667,4501,..,..,..,..,4501,..,5,0,5,0,5,..,32,0,32,0,32,..,9,0,9,0,9,..,21,4,31,0,31,..,80,18,101,4,104
SAL80051,0,0,..,18,0,18,0,18,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,12,0,12,..,19,0,23,0,22,..,209,21,232,0,233,..,4,0,4,16,20,1245,212,18,232,20,1504,2501,..,..,..,..,2501,..,11,0,11,0,11,..,57,0,58,0,63,..,0,0,0,0,0,..,11,8,12,0,12,..,38,7,45,0,45
SAL80052,0,3,..,66,5,68,0,68,..,20,0,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,0,0,..,11,0,8,0,8,..,0,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,7,0,7,..,5,0,5,0,5,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,17,0,19,0,19,..,9,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,5,0,5,0,5,..,12,4,12,0,12,..,56,12,62,0,62,..,324,33,356,0,352,..,4,0,4,69,74,1494,327,33,354,68,1924,2963,..,..,..,..,2963,..,4,0,4,0,4,..,26,3,31,0,31,..,0,0,0,0,0,..,26,4,29,0,29,..,43,7,52,0,52
SAL80053,0,0,..,37,0,41,0,41,..,15,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,4,40,0,40,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,9,0,10,0,10,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,26,0,30,0,35,..,227,28,254,0,257,..,5,0,5,62,69,1327,232,28,260,65,1654,2573,..,..,..,..,2573,..,0,0,0,0,0,..,11,0,12,0,11,..,0,0,0,0,0,..,19,3,25,0,25,..,27,11,32,0,32
SAL80054,0,0,..,122,13,133,0,133,..,33,5,41,0,41,..,8,0,8,0,8,..,4,0,10,0,10,..,3,0,3,0,3,..,3,4,5,0,5,..,5,0,5,0,5,..,10,0,10,0,10,..,10,0,10,0,10,..,6,0,9,0,7,..,0,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,13,0,13,0,13,..,9,0,9,0,9,..,21,0,21,0,21,..,9,0,9,0,9,..,50,0,50,0,50,..,25,6,35,0,34,..,8,0,8,0,8,..,13,0,11,0,11,..,0,0,0,0,0,..,96,30,126,0,126,..,84,7,98,0,98,..,625,120,743,6,746,..,13,4,9,61,75,1649,635,123,751,66,2464,3237,..,..,..,..,3237,..,7,0,7,0,7,..,39,10,50,0,50,..,4,0,4,0,4,..,47,18,64,0,68,..,93,34,124,0,124
SAL80055,0,0,..,28,5,32,0,32,..,12,7,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,12,0,12,0,12,..,15,3,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,6,16,0,16,..,43,3,50,0,50,..,214,24,238,0,236,..,11,0,11,44,55,1527,219,24,246,48,1821,3065,..,..,..,..,3065,..,5,0,5,0,5,..,9,3,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,37,13,49,0,49
SAL80056,0,3,..,146,3,153,0,153,..,10,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,17,4,25,0,25,..,10,0,10,0,10,..,11,0,11,0,11,..,8,0,8,0,8,..,0,0,4,0,4,..,5,0,5,0,5,..,13,4,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,12,0,12,0,14,..,5,0,5,0,5,..,29,0,29,0,29,..,22,3,25,0,23,..,28,0,28,0,28,..,8,0,8,0,8,..,0,0,0,0,0,..,33,3,35,0,35,..,81,6,88,0,92,..,645,65,713,5,717,..,3,0,3,61,65,1453,648,65,710,69,2235,2932,..,..,..,..,2932,..,22,0,22,0,22,..,36,0,37,0,37,..,0,0,0,0,0,..,39,5,48,0,48,..,175,55,237,0,236
SAL80057,0,0,..,26,7,30,0,30,..,18,0,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,10,0,10,0,10,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,172,6,177,0,177,..,5,0,5,21,29,737,175,6,183,21,945,1421,..,..,..,..,1421,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,16,0,16,0,16,..,39,4,45,0,45
SAL80058,0,20,..,576,22,598,10,605,..,11,0,11,0,11,..,15,4,17,0,17,..,8,0,6,0,6,..,53,28,83,0,87,..,6,4,10,0,10,..,12,0,10,0,10,..,13,0,14,0,14,..,8,0,4,0,4,..,8,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,24,0,24,0,24,..,26,0,26,0,26,..,33,0,33,0,33,..,9,0,9,0,9,..,82,0,82,0,82,..,42,5,46,0,49,..,40,0,37,3,36,..,26,0,28,0,28,..,8,0,8,0,8,..,91,30,119,0,121,..,188,23,210,0,212,..,1706,236,1943,21,1962,..,22,4,27,120,151,1579,1732,243,1973,140,3694,3217,..,..,..,..,3217,..,21,0,21,0,21,..,81,8,91,0,91,..,0,0,0,0,0,..,124,35,160,0,160,..,631,175,806,3,808
SAL80059,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,5,29,0,29,..,80,8,90,0,90,..,6,0,6,15,22,923,84,8,89,15,1035,1906,..,..,..,..,1906,..,0,0,0,0,0,..,10,4,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,8,0,14,0,14
SAL80060,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,0,3,3,13,0,3,4,3,20,38,..,..,..,..,38,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,3,0,3
