SAL_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,4,11,16,6,0,8,8,8,17,4,30,33,10,91,101,14,51,59,55,49,108,50,70,118,69,49,121,93,45,135,60,39,100,82,35,117,176,59,237,165,7,171,153,11,160,150,3,152,343,21,367,83,9,88,7,8,15,1531,592,2122
SAL80098,8,3,12,3,0,7,3,4,6,7,6,12,11,7,19,12,13,27,20,7,28,35,8,37,37,16,52,66,16,87,61,21,85,59,18,79,199,39,238,189,3,191,193,14,204,125,3,129,301,7,304,65,6,75,10,7,15,1382,223,1604
SAL80099,6,14,26,0,8,16,0,26,26,4,53,61,21,108,127,18,58,74,33,43,74,35,62,98,56,59,117,63,51,116,49,71,118,71,55,124,169,103,273,126,11,136,149,31,175,119,4,119,580,66,652,73,19,93,11,15,28,1586,862,2446
SAL80100,14,22,35,9,4,11,9,16,26,7,43,47,20,105,121,33,75,108,115,66,180,85,82,164,122,85,211,156,81,238,139,121,256,142,93,231,482,191,663,343,23,369,329,32,359,253,10,268,520,38,561,157,15,169,9,11,25,2932,1122,4053
SAL80101,11,17,27,3,4,6,3,13,19,0,13,14,16,27,41,15,24,39,35,18,54,36,29,69,63,23,92,68,28,95,78,33,113,78,35,111,177,45,216,146,8,143,157,8,169,166,3,170,761,22,784,104,6,112,11,4,12,1923,354,2276
SAL80102,5,15,22,6,8,11,5,21,27,3,46,51,12,86,98,18,42,58,24,30,48,24,39,67,33,53,90,58,70,132,36,68,104,45,59,111,127,121,248,123,29,154,102,40,138,103,12,113,598,67,666,82,27,107,3,6,11,1407,845,2253
SAL80103,3,5,9,0,0,5,0,0,0,0,0,3,0,3,3,0,0,0,3,0,5,0,0,8,0,3,9,5,5,13,3,3,9,8,4,10,18,4,22,9,0,9,20,0,17,12,0,12,142,14,148,25,0,28,5,0,8,266,51,318
SAL80104,0,0,4,0,0,0,0,8,8,0,9,12,0,8,8,0,3,3,0,9,10,3,4,6,0,7,3,9,4,8,8,8,10,6,6,5,11,6,14,9,0,5,9,3,14,0,0,0,8,5,10,4,0,4,0,0,0,60,79,141
SAL80105,0,3,0,0,0,0,7,4,8,0,0,7,7,14,14,10,6,23,12,12,20,10,7,20,19,12,36,19,12,34,24,16,42,15,15,31,60,6,65,52,0,52,54,5,60,43,0,43,109,3,116,21,3,24,3,0,3,480,127,606
SAL80106,7,10,13,0,0,4,0,3,4,0,22,27,14,59,70,4,37,40,29,56,84,31,48,82,29,34,65,49,35,82,41,45,82,35,30,65,93,41,136,75,9,82,72,11,82,58,4,64,129,15,139,28,14,41,4,16,21,689,491,1180
SAL80107,13,7,18,4,3,10,10,12,20,3,32,42,18,62,79,22,28,51,35,37,68,52,36,87,46,29,82,91,34,124,69,54,121,68,33,104,207,71,280,166,4,168,163,15,182,132,7,140,351,22,374,72,5,85,4,9,8,1522,512,2038
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,5,12,14,3,0,8,3,3,5,0,9,9,0,40,42,5,27,28,21,27,44,18,32,45,23,40,60,32,20,55,30,25,46,30,21,54,73,46,114,58,4,64,61,5,67,50,3,55,266,22,288,40,0,42,5,8,11,713,339,1055
SAL80110,8,20,29,0,11,13,4,13,14,5,30,28,10,39,39,10,38,52,21,52,74,25,61,91,37,93,128,75,157,238,79,178,255,67,152,221,242,259,501,193,12,205,140,63,205,94,21,113,222,82,300,77,23,98,9,13,25,1310,1312,2623
SAL80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,5,6,0,6,4,0,4,0,0,0,13,0,12,0,0,0,0,0,0,31,9,38
SAL80112,7,0,8,0,8,8,5,3,6,0,3,4,9,15,18,0,10,15,3,7,8,10,14,23,12,20,29,20,21,45,19,17,28,21,20,45,42,39,81,51,0,52,53,9,62,33,0,38,436,31,473,42,7,49,3,3,10,784,228,1011
SAL80113,4,10,6,0,0,4,0,17,20,0,22,22,3,38,38,3,12,12,5,16,18,0,9,12,10,20,24,14,19,39,16,29,42,12,25,38,33,52,85,38,8,42,33,22,53,22,4,27,126,35,167,27,12,38,0,4,4,334,357,697
SAL80114,4,5,16,5,0,4,5,12,15,9,14,18,15,42,55,7,7,17,21,23,40,35,21,55,37,30,67,49,19,70,51,24,78,52,29,79,116,31,147,104,0,104,91,7,100,65,0,65,119,9,126,51,0,54,7,8,12,831,278,1108
SAL80115,7,7,14,0,5,0,0,9,7,7,26,34,7,48,54,13,36,51,41,25,68,15,41,57,28,34,63,55,20,79,43,23,66,32,17,55,94,40,134,109,6,113,84,3,84,82,3,87,233,15,242,52,4,55,8,6,13,924,355,1278
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,3,12,17,0,0,0,0,12,9,4,19,21,5,37,41,15,30,41,31,26,54,20,36,54,38,34,73,54,36,83,48,16,58,43,31,78,105,47,147,73,3,79,93,10,105,79,0,79,140,3,148,37,13,52,5,4,7,791,354,1147
SAL80118,4,3,9,0,0,0,4,8,13,6,15,19,5,23,36,3,12,19,26,14,42,18,16,36,30,12,45,37,18,62,31,25,56,22,17,37,83,25,107,90,0,91,64,8,75,63,4,68,168,9,179,32,9,38,0,3,8,700,224,926
SAL80119,0,7,4,0,0,0,0,5,5,0,5,5,4,30,36,5,21,30,11,14,27,17,15,32,35,21,55,26,13,41,41,20,59,20,8,27,69,21,92,51,0,49,49,5,49,35,0,38,170,7,172,32,3,35,3,5,9,567,207,770
SAL80120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,11,6,3,6,8,12,19,20,6,31,23,12,33,31,0,31,34,5,39,22,0,19,28,0,35,7,5,12,0,0,0,187,57,239
SAL80121,0,4,4,0,0,0,0,5,7,0,11,14,3,28,33,6,41,45,15,10,20,10,16,20,12,20,33,9,17,22,4,4,3,9,5,8,4,4,13,7,0,7,4,0,3,0,5,4,4,0,3,8,3,9,0,8,6,85,169,262
SAL80122,5,0,9,0,0,0,0,4,4,4,5,11,6,6,10,11,7,21,13,3,17,5,8,16,8,9,14,22,3,23,27,9,37,33,7,39,72,13,86,69,3,73,61,0,60,62,0,62,112,4,119,35,8,39,4,0,5,555,76,629
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,3,0,8,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,16,5,31
SAL80124,0,9,8,0,0,0,0,7,13,0,13,18,7,30,32,10,23,31,18,3,25,23,20,38,47,22,67,51,22,74,48,29,75,40,25,65,116,43,150,132,5,144,125,5,132,105,0,105,256,11,272,63,4,63,8,0,3,1051,268,1320
SAL80125,0,4,4,3,0,3,0,3,3,0,8,9,3,3,8,3,0,3,13,3,11,18,0,14,10,8,17,23,0,24,17,8,21,23,7,32,75,16,95,70,0,65,74,3,77,84,0,82,195,8,204,33,7,33,5,0,5,635,89,713
SAL80126,0,3,5,0,4,7,0,4,4,3,14,14,0,28,35,3,14,15,4,12,21,17,16,33,28,26,56,25,14,34,23,14,40,23,18,43,72,27,97,36,0,36,62,3,67,56,0,54,233,13,247,38,5,41,4,7,14,637,217,858
SAL80127,11,18,30,6,6,12,3,18,21,0,33,37,7,53,56,4,33,43,16,35,49,13,32,48,27,62,88,26,96,122,37,108,148,43,88,130,106,259,373,99,48,142,124,71,197,71,29,99,351,104,460,49,38,86,0,3,11,1003,1137,2138
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,9,11,0,11,8,0,8,8,0,8,37,0,37,4,0,4,0,0,0,86,6,92
SAL80129,10,23,33,7,3,14,6,26,32,4,47,55,24,111,135,18,49,67,43,58,100,54,51,107,85,47,136,115,61,177,115,43,158,122,41,168,267,81,348,233,9,240,233,19,248,172,0,174,535,21,552,118,10,130,10,24,30,2182,719,2897
SAL80130,0,3,10,0,5,5,0,9,8,3,23,27,6,66,73,7,13,19,18,23,46,20,28,51,29,28,56,44,30,70,28,22,47,36,20,48,83,36,120,76,4,75,69,3,80,63,0,63,221,11,238,39,4,40,4,9,10,740,334,1073
SAL80131,5,3,9,3,3,3,4,19,27,5,32,36,6,67,76,16,43,63,24,43,68,32,64,100,59,68,130,72,72,144,66,77,142,72,94,165,208,164,371,197,15,209,209,31,247,137,7,148,545,54,601,85,24,104,6,6,15,1759,898,2658
SAL80132,4,0,3,0,0,0,0,3,3,0,7,7,0,9,4,0,11,18,9,11,22,10,12,23,19,17,37,31,12,40,28,23,52,31,16,48,67,25,94,54,4,55,56,3,60,52,0,53,354,18,375,28,0,31,0,0,3,750,181,930
SAL80133,10,7,17,0,11,10,3,13,14,3,19,19,3,42,49,4,61,62,26,34,56,26,35,55,29,33,60,70,26,97,40,29,70,40,20,61,121,53,174,78,4,87,113,7,122,74,4,79,337,26,362,63,4,69,0,4,3,1048,421,1469
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,5,0,0,0,4,0,5,3,8,9,0,3,13,3,8,15,10,11,25,18,18,37,19,43,54,38,56,92,35,64,100,39,56,102,126,115,235,109,18,126,107,17,127,112,8,120,327,29,352,38,18,53,7,3,4,992,483,1481
SAL80136,0,5,3,0,0,0,0,6,5,0,15,19,0,40,44,4,14,18,11,20,29,14,22,32,16,32,47,21,30,45,17,38,62,18,22,38,77,40,114,67,6,66,74,12,88,50,5,56,464,40,508,43,4,47,4,7,15,881,351,1233
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
